Orthogroup	schistosoma_mansoni	schistosoma_turkestanicum
OG0001589	Smp_150420.1	STRK1_35310.1
OG0001590	Smp_142210.1	STRK1_67540.1
OG0001591	Smp_332360.1	STRK1_108660.1, STRK1_90670.1
OG0001592	Smp_210520.1, Smp_210520.2	STRK1_2120.1, STRK1_2120.2, STRK1_2120.3, STRK1_2150.1
OG0001593	Smp_162600.1	STRK1_60600.1, STRK1_60600.2
OG0001594	Smp_127600.1	STRK1_31130.1
OG0001595	Smp_300810.1	STRK1_63310.1
OG0001596	Smp_038080.1	STRK1_77970.1, STRK1_77970.2
OG0001597	Smp_027430.1	STRK1_71580.1, STRK1_71580.2
OG0001598	Smp_001410.1	STRK1_43360.1
OG0001599	Smp_087010.1	STRK1_67920.1
OG0001600	Smp_093220.1	STRK1_29910.1, STRK1_29910.2
OG0001601	Smp_246360.1	STRK1_62790.1
OG0001602	Smp_153640.1	STRK1_11740.1, STRK1_11740.2
OG0001603	Smp_048830.1	STRK1_46980.1
OG0001604	Smp_332680.1	STRK1_24290.1, STRK1_24280.1, STRK1_104820.1
OG0001605	Smp_241450.1	STRK1_2880.1
OG0001606	Smp_241980.1	STRK1_100090.1, STRK1_21330.1, STRK1_21330.2, STRK1_99380.1, STRK1_102480.1
OG0001607	Smp_150680.1	STRK1_68060.1
OG0001608	Smp_082670.1	STRK1_51970.1
OG0001609	Smp_213490.1	STRK1_106150.1, STRK1_106150.2, STRK1_69460.1, STRK1_69470.1
OG0001610	Smp_342160.1	STRK1_93100.2
OG0001610	Smp_008260.1	STRK1_28140.1
OG0001611	Smp_137950.1, Smp_137950.2	STRK1_61480.1
OG0001612	Smp_021540.1	STRK1_910.1
OG0001613	Smp_008710.1	STRK1_75410.1, STRK1_75410.2
OG0001614	Smp_148650.1	STRK1_38380.1, STRK1_38380.2, STRK1_104090.1
OG0001615	Smp_049500.1	STRK1_38390.1
OG0001616	Smp_212900.1	STRK1_9810.1, STRK1_9810.2, STRK1_10310.3, STRK1_10310.1, STRK1_10310.2
OG0001617	Smp_047540.2, Smp_047540.1	STRK1_47960.1, STRK1_47960.2
OG0001618	Smp_170350.1	STRK1_41270.1
OG0001619	Smp_147560.1	STRK1_45970.1
OG0001620	Smp_136180.1	STRK1_35020.1, STRK1_35020.2
OG0001621	Smp_015690.1	STRK1_250.1
OG0001622	Smp_143970.1	STRK1_53040.1, STRK1_107340.1, STRK1_53060.1, STRK1_81900.1, STRK1_81930.1, STRK1_81950.1, STRK1_81950.2, STRK1_81950.3
OG0001623	Smp_127280.1	STRK1_7290.1
OG0001624	Smp_161370.1	STRK1_39210.1
OG0001625	Smp_308480.1, Smp_308480.2, Smp_308470.1, Smp_308470.2	STRK1_88870.1
OG0001626	Smp_033710.1	STRK1_31440.1
OG0001627	Smp_149950.1	STRK1_70580.1, STRK1_70580.2
OG0001628	Smp_038030.1	STRK1_14770.1, STRK1_14770.2
OG0001629	Smp_188430.1	STRK1_1590.1
OG0001631	Smp_024900.1	STRK1_86880.1
OG0001632	Smp_122370.1	STRK1_65030.1
OG0001633	Smp_210370.1	STRK1_101650.1, STRK1_97200.1, STRK1_107820.1, STRK1_90810.1
OG0001634	Smp_172220.1	STRK1_85060.1
OG0001635	Smp_138610.1	STRK1_6760.3, STRK1_6760.2, STRK1_6760.1
OG0001636	Smp_145180.1	STRK1_74280.1, STRK1_74270.1
OG0001637	Smp_105680.1	STRK1_55760.1
OG0001638	Smp_096210.1	STRK1_102600.1, STRK1_102600.2
OG0001639	Smp_060220.1	STRK1_14490.1
OG0001640	Smp_155030.1	STRK1_18840.1, STRK1_108140.1, STRK1_18850.1
OG0001641	Smp_087520.2, Smp_087520.1	STRK1_85320.1
OG0001642	Smp_346030.1, Smp_346030.2	STRK1_43650.1, STRK1_43650.2
OG0001643	Smp_121800.1, Smp_121800.2	STRK1_57690.1, STRK1_95450.1
OG0001644	Smp_157320.1	STRK1_50170.1, STRK1_50170.2, STRK1_50170.3
OG0001645	Smp_196880.1, Smp_196880.2	STRK1_93300.1
OG0001646	Smp_096520.1	STRK1_53570.1, STRK1_53570.2
OG0001647	Smp_157540.1	STRK1_98150.1, STRK1_41820.1
OG0001648	Smp_150300.2, Smp_150300.1, Smp_150300.3	STRK1_77890.1
OG0001649	Smp_163310.1	STRK1_11310.1, STRK1_11310.2
OG0001650	Smp_104870.1	STRK1_71760.1, STRK1_71760.2, STRK1_71760.3, STRK1_71760.4, STRK1_71760.5
OG0001651	Smp_343560.1	STRK1_1530.1
OG0001652	Smp_103530.1	STRK1_69400.1, STRK1_69400.2, STRK1_69400.5, STRK1_69400.6, STRK1_69400.7, STRK1_69400.3, STRK1_69400.4
OG0001653	Smp_170060.1	STRK1_10030.1, STRK1_10030.4, STRK1_10030.2, STRK1_10030.3
OG0001654	Smp_036720.1	STRK1_88320.1
OG0001654	Smp_141940.1	STRK1_88250.1, STRK1_88260.1
OG0001655	Smp_167630.1, Smp_167630.2	STRK1_66140.1
OG0001656	Smp_158140.1	STRK1_84730.1
OG0001657	Smp_093540.1	STRK1_34770.1
OG0001659	Smp_078540.1, Smp_309610.1, Smp_319390.1	STRK1_35880.1
OG0001661	Smp_333880.1	STRK1_100780.1, STRK1_52790.1
OG0001662	Smp_159510.1, Smp_159510.2	STRK1_3110.1, STRK1_3110.2
OG0001664	Smp_349680.1, Smp_328750.1	STRK1_99130.1
OG0001668	Smp_035260.1	STRK1_27040.1
OG0001670	Smp_045200.1	STRK1_28310.1
OG0001671	Smp_165980.1	STRK1_29740.1, STRK1_29740.2
OG0001672	Smp_085150.1	STRK1_36500.1, STRK1_36500.2
OG0001673	Smp_007550.1	STRK1_60910.1
OG0001675	Smp_030330.1	STRK1_64620.1
OG0001676	Smp_103100.1	STRK1_10170.1
OG0001677	Smp_169930.2, Smp_169930.1	STRK1_85500.1
OG0001678	Smp_210200.1	STRK1_55950.1, STRK1_55950.2
OG0001679	Smp_143760.1	STRK1_18010.1
OG0001680	Smp_035190.1	STRK1_27080.1, STRK1_27080.2
OG0001681	Smp_170170.1	STRK1_3720.3, STRK1_3720.1, STRK1_3720.2
OG0001682	Smp_347960.1	STRK1_14060.1
OG0001683	Smp_337440.1	STRK1_22770.1, STRK1_22780.1, STRK1_80400.1, STRK1_106070.1, STRK1_22750.1, STRK1_106080.1
OG0001684	Smp_346160.1, Smp_328240.1	STRK1_36590.1, STRK1_36600.1
OG0001685	Smp_244390.1	STRK1_4390.1
OG0001685	Smp_135250.1	STRK1_4410.1
OG0001686	Smp_173240.1	STRK1_80170.1, STRK1_90850.1
OG0001687	Smp_311790.1, Smp_311780.1	STRK1_53610.1, STRK1_53510.1, STRK1_53550.1, STRK1_53560.1
OG0001688	Smp_026540.1	STRK1_20700.1
OG0001689	Smp_345190.1	STRK1_97950.1, STRK1_20290.1, STRK1_89600.1
OG0001689	Smp_131580.1	STRK1_19880.1
OG0001690	Smp_246690.1	STRK1_35130.1
OG0001691	Smp_157100.1	STRK1_8440.1
OG0001692	Smp_126460.1	STRK1_76090.1, STRK1_76090.2, STRK1_76090.3, STRK1_76090.4, STRK1_76090.5
OG0001693	Smp_153300.1	STRK1_107890.1
OG0001694	Smp_153350.1	STRK1_80330.1, STRK1_80330.2
OG0001695	Smp_006630.1	STRK1_31910.1
OG0001696	Smp_149640.1	STRK1_40910.1
OG0001697	Smp_057430.1	STRK1_90200.1
OG0001698	Smp_041750.1	STRK1_72410.1
OG0001699	Smp_346310.1	STRK1_60870.1, STRK1_60870.2
OG0001700	Smp_306140.3, Smp_306140.1, Smp_306140.2	STRK1_4510.1
OG0001701	Smp_013210.1	STRK1_105400.1
OG0001701	Smp_129310.1	STRK1_81410.6, STRK1_81410.7, STRK1_81400.2, STRK1_81410.2, STRK1_81410.3, STRK1_81410.5, STRK1_81410.1, STRK1_81420.1, STRK1_81420.2, STRK1_81410.4
OG0001702	Smp_131800.1	STRK1_42350.1
OG0001703	Smp_027970.1	STRK1_36200.1, STRK1_36210.1
OG0001704	Smp_135280.1	STRK1_2740.1, STRK1_2740.2
OG0001705	Smp_124340.1	STRK1_25780.1
OG0001706	Smp_140590.1	STRK1_31780.1
OG0001707	Smp_309430.1	STRK1_62220.1
OG0001708	Smp_332300.1	STRK1_102710.1, STRK1_91130.1, STRK1_97450.1
OG0001709	Smp_101820.1	STRK1_30310.1
OG0001710	Smp_336280.1	STRK1_83750.1
OG0001711	Smp_127810.2, Smp_127810.1	STRK1_91840.1
OG0001712	Smp_181160.1	STRK1_39710.1
OG0001713	Smp_098920.1	STRK1_55610.1
OG0001714	Smp_316660.1, Smp_316660.2	STRK1_55600.1, STRK1_55600.2, STRK1_55600.3, STRK1_101760.1, STRK1_55590.1, STRK1_110810.1, STRK1_98120.1, STRK1_110800.1, STRK1_55620.1, STRK1_98950.1
OG0001715	Smp_130980.1	STRK1_22240.1
OG0001716	Smp_142090.1	STRK1_110710.1, STRK1_68220.1
OG0001717	Smp_020370.1	STRK1_37040.1
OG0001718	Smp_350020.1, Smp_341720.1	STRK1_4610.1
OG0001719	Smp_125050.1	STRK1_40370.1, STRK1_40370.2
OG0001720	Smp_066760.1	STRK1_11010.1
OG0001721	Smp_032800.1	STRK1_53200.1
OG0001721	Smp_032820.1	STRK1_97580.1
OG0001722	Smp_143070.1, Smp_143070.2	STRK1_10450.1, STRK1_10450.2, STRK1_10440.1, STRK1_10430.1
OG0001723	Smp_165470.1	STRK1_10230.1, STRK1_10230.2
OG0001724	Smp_334100.1	STRK1_70340.1
OG0001725	Smp_026030.1	STRK1_68850.1
OG0001726	Smp_097490.1	STRK1_30590.1
OG0001726	Smp_212780.1	STRK1_80000.1
OG0001727	Smp_315490.1, Smp_315480.1	STRK1_85340.1
OG0001728	Smp_313810.1, Smp_341280.1	STRK1_58570.1, STRK1_58570.2, STRK1_58570.3
OG0001729	Smp_244630.2, Smp_244630.1	STRK1_10050.1
OG0001730	Smp_333240.1	STRK1_2680.2, STRK1_2680.5, STRK1_2680.1, STRK1_2680.4, STRK1_2680.3
OG0001731	Smp_012720.1	STRK1_29200.1
OG0001732	Smp_310620.1	STRK1_50910.1
OG0001733	Smp_150470.1	STRK1_57830.1, STRK1_104790.1
OG0001734	Smp_164130.1	STRK1_89730.2, STRK1_89730.1, STRK1_89730.3, STRK1_89730.4, STRK1_102590.1
OG0001735	Smp_176010.1	STRK1_26430.1
OG0001736	Smp_267140.2, Smp_267140.1	STRK1_14100.1
OG0001737	Smp_009400.1	STRK1_98320.1, STRK1_89130.1, STRK1_102570.1, STRK1_89140.1
OG0001738	Smp_159160.1	STRK1_39740.1
OG0001739	Smp_072370.1	STRK1_39280.1
OG0001740	Smp_140760.1	STRK1_48640.1
OG0001741	Smp_007630.1, Smp_007630.2	STRK1_15700.3, STRK1_15700.1, STRK1_15700.5, STRK1_15700.6, STRK1_15700.4, STRK1_15700.2
OG0001742	Smp_211100.1	STRK1_47970.1
OG0001743	Smp_156750.1	STRK1_85850.1
OG0001744	Smp_099930.1	STRK1_66340.1
OG0001745	Smp_133270.1	STRK1_97790.1, STRK1_27430.1, STRK1_27430.2
OG0001746	Smp_058050.1, Smp_058050.2	STRK1_80370.1, STRK1_80370.2
OG0001747	Smp_245100.1	STRK1_3580.1
OG0001748	Smp_029370.1	STRK1_56440.1
OG0001749	Smp_181050.1	STRK1_26340.1
OG0001750	Smp_139090.1	STRK1_16080.1, STRK1_16080.2, STRK1_16070.2, STRK1_16070.1, STRK1_16070.3
OG0001751	Smp_103160.1	STRK1_26220.1
OG0001752	Smp_101970.1	STRK1_9630.1, STRK1_9630.2
OG0001753	Smp_155480.1	STRK1_10680.4, STRK1_10680.2, STRK1_10680.3, STRK1_10680.1
OG0001754	Smp_194730.1	STRK1_57620.1
OG0001755	Smp_085240.1	STRK1_16170.1, STRK1_16170.2, STRK1_16170.3, STRK1_16170.4
OG0001756	Smp_129630.1	STRK1_49060.1, STRK1_49060.2
OG0001757	Smp_171140.1, Smp_171140.2	STRK1_50420.2, STRK1_50420.1, STRK1_50420.3
OG0001758	Smp_143920.3, Smp_143920.1, Smp_143920.2	STRK1_82650.1
OG0001759	Smp_083990.1	STRK1_65980.1
OG0001760	Smp_000300.1	STRK1_61210.1
OG0001761	Smp_329130.1, Smp_171490.1	STRK1_79240.1, STRK1_79260.1, STRK1_79230.1, STRK1_79220.1
OG0001762	Smp_346390.1	STRK1_90460.1
OG0001763	Smp_120920.1	STRK1_32630.1
OG0001764	Smp_151310.1	STRK1_14990.1
OG0001765	Smp_019040.1	STRK1_65860.1
OG0001766	Smp_176410.2, Smp_176410.1	STRK1_35430.1, STRK1_35430.2
OG0001767	Smp_031050.1	STRK1_16230.1
OG0001768	Smp_331170.2, Smp_331170.1	STRK1_83760.1, STRK1_83760.2, STRK1_110440.1, STRK1_90860.1, STRK1_83770.1
OG0001769	Smp_125930.1	STRK1_17500.1
OG0001770	Smp_136110.1	STRK1_34820.1
OG0001771	Smp_049000.1	STRK1_47100.1
OG0001772	Smp_172530.1	STRK1_86290.1
OG0001773	Smp_084380.1	STRK1_64050.1, STRK1_64050.2
OG0001774	Smp_139980.1	STRK1_6360.1
OG0001775	Smp_130410.1	STRK1_2700.1
OG0001776	Smp_166660.1, Smp_166660.2	STRK1_93390.1
OG0001777	Smp_104720.1	STRK1_15300.1
OG0001778	Smp_154270.1, Smp_154270.2	STRK1_86620.1, STRK1_86620.2, STRK1_109070.1
OG0001779	Smp_347280.1	STRK1_22220.1
OG0001780	Smp_035310.1	STRK1_26980.1
OG0001781	Smp_213810.1	STRK1_93160.1, STRK1_93160.2
OG0001782	Smp_030000.1	STRK1_63020.1, STRK1_63020.2, STRK1_63020.4, STRK1_63020.5, STRK1_63020.3
OG0001783	Smp_012860.1	STRK1_29320.1, STRK1_29320.2
OG0001784	Smp_122030.1	STRK1_37370.5, STRK1_37370.4, STRK1_37370.2, STRK1_37370.1, STRK1_37370.3
OG0001785	Smp_346470.1	STRK1_105890.2, STRK1_105890.1, STRK1_106430.1, STRK1_21420.1, STRK1_21410.1, STRK1_21410.2, STRK1_21410.3, STRK1_21410.4
OG0001786	Smp_156270.1	STRK1_63570.1, STRK1_63570.2
OG0001787	Smp_099310.1, Smp_099310.2	STRK1_21400.1, STRK1_21400.2, STRK1_102650.1
OG0001788	Smp_113630.1	STRK1_74080.1
OG0001789	Smp_176080.1	STRK1_20850.1, STRK1_20860.1, STRK1_20860.2
OG0001790	Smp_059810.1	STRK1_38530.1, STRK1_38530.2
OG0001791	Smp_163970.1	STRK1_89370.1, STRK1_89500.1
OG0001792	Smp_080100.1	STRK1_73220.1
OG0001793	Smp_149420.1	STRK1_87500.1, STRK1_87500.2
OG0001794	Smp_019030.1	STRK1_65870.1, STRK1_65870.2
OG0001795	Smp_310980.1, Smp_310980.2	STRK1_49000.1, STRK1_48990.1
OG0001796	Smp_173160.1, Smp_343980.1, Smp_337360.1	STRK1_110760.1
OG0001796	Smp_154130.1	STRK1_95740.1
OG0001796	Smp_335330.1	STRK1_110750.1
OG0001800	Smp_340370.1	STRK1_53850.1
OG0001801	Smp_340310.1	STRK1_5320.1
OG0001802	Smp_341860.1	STRK1_31380.2, STRK1_31380.1, STRK1_31380.3, STRK1_31380.4
OG0001803	Smp_060660.1	STRK1_38700.1
OG0001804	Smp_056930.1	STRK1_34180.1
OG0001805	Smp_143260.1, Smp_143260.2	STRK1_40060.1, STRK1_108740.1
OG0001806	Smp_315780.2	STRK1_92370.1
OG0001807	Smp_018160.1	STRK1_5310.1
OG0001808	Smp_306810.1	STRK1_3840.1
OG0001809	Smp_126020.1	STRK1_34400.1
OG0001810	Smp_340650.1, Smp_340650.2	STRK1_90340.1
OG0001811	Smp_092500.1	STRK1_66980.1
OG0001811	Smp_322730.1	STRK1_12210.1
OG0001812	Smp_244230.1	STRK1_74210.1, STRK1_74210.2, STRK1_74210.3, STRK1_74210.4
OG0001813	Smp_333090.1	STRK1_10900.1, STRK1_10910.1
OG0001814	Smp_024660.1	STRK1_108280.1
OG0001815	Smp_124660.1	STRK1_45430.1
OG0001816	Smp_131030.1	STRK1_45240.1, STRK1_45250.1
OG0001817	Smp_054600.1	STRK1_28470.1
OG0001818	Smp_046810.1	STRK1_49720.1, STRK1_49720.2
OG0001819	Smp_039670.1, Smp_039670.2	STRK1_18000.1, STRK1_18000.2, STRK1_18000.3
OG0001820	Smp_018360.1	STRK1_55380.1
OG0001821	Smp_030710.1	STRK1_56560.1
OG0001822	Smp_127940.1	STRK1_92000.1, STRK1_77350.1
OG0001823	Smp_163790.1	STRK1_19350.1
OG0001824	Smp_135240.1	STRK1_4420.1
OG0001825	Smp_247360.1	STRK1_52600.1
OG0001826	Smp_166550.1	STRK1_15420.1
OG0001827	Smp_213070.1, Smp_213060.1	STRK1_74950.1
OG0001828	Smp_049140.1, Smp_049140.2, Smp_049140.3	STRK1_47230.2, STRK1_47230.4, STRK1_47230.1, STRK1_47230.3
OG0001829	Smp_120700.1	STRK1_23790.1
OG0001829	Smp_086590.1	STRK1_25930.1, STRK1_25940.1, STRK1_25940.2
OG0001830	Smp_159910.1	STRK1_55870.1, STRK1_103100.1
OG0001831	Smp_197480.1	STRK1_58970.3, STRK1_58970.1, STRK1_58970.2
OG0001832	Smp_337380.1	STRK1_78880.1
OG0001833	Smp_243500.1, Smp_333450.1	STRK1_78870.1, STRK1_78870.2
OG0001834	Smp_156670.1	STRK1_75710.1
OG0001835	Smp_099030.1, Smp_099030.2	STRK1_14430.1
OG0001836	Smp_304090.1, Smp_304090.2, Smp_322130.1	STRK1_17280.1
OG0001837	Smp_136280.1, Smp_136280.3, Smp_136280.2	STRK1_79550.1
OG0001838	Smp_085830.1, Smp_085830.2	STRK1_26200.1, STRK1_26200.2
OG0001839	Smp_099630.1	STRK1_51460.1
OG0001840	Smp_142640.1, Smp_142640.3, Smp_142640.2	STRK1_32930.1, STRK1_32930.2, STRK1_32930.3
OG0001841	Smp_142770.1	STRK1_14750.1, STRK1_14750.2
OG0001842	Smp_144750.1	STRK1_90950.1
OG0001843	Smp_159150.1	STRK1_106240.1, STRK1_39750.1
OG0001845	Smp_134530.1	STRK1_94510.1
OG0001846	Smp_306640.1	STRK1_25870.1
OG0001847	Smp_134370.1	STRK1_6440.1
OG0001848	Smp_158730.1	STRK1_3270.1
OG0001849	Smp_214060.1	STRK1_61800.1
OG0001850	Smp_137040.1	STRK1_71550.1
OG0001851	Smp_049150.1	STRK1_47220.1
OG0001852	Smp_094870.1	STRK1_36550.1, STRK1_36550.2
OG0001853	Smp_171620.2, Smp_171620.1, Smp_028190.1	STRK1_16650.1, STRK1_16650.2
OG0001854	Smp_335950.1, Smp_332370.1, Smp_331960.1	STRK1_90730.1
OG0001855	Smp_179930.1	STRK1_69380.1, STRK1_69380.2, STRK1_69380.3, STRK1_69380.4
OG0001856	Smp_150890.1	STRK1_73400.1
OG0001857	Smp_174630.1	STRK1_72820.1
OG0001858	Smp_342620.1, Smp_342620.2	STRK1_42380.1, STRK1_42380.2, STRK1_42380.3
OG0001859	Smp_011980.1	STRK1_12430.1, STRK1_108870.1, STRK1_12420.1
OG0001860	Smp_165420.1	STRK1_25660.3, STRK1_25660.1, STRK1_25660.2
OG0001861	Smp_145310.1	STRK1_71910.1
OG0001862	Smp_304320.1	STRK1_15850.1, STRK1_15850.2
OG0001863	Smp_325900.1, Smp_324100.1	STRK1_25710.1
OG0001863	Smp_316850.1	STRK1_35840.1
OG0001864	Smp_042990.1	STRK1_72100.1, STRK1_72100.2
OG0001865	Smp_244970.1	STRK1_15550.1, STRK1_15550.2, STRK1_15550.3, STRK1_15550.4
OG0001866	Smp_247980.2, Smp_247980.1	STRK1_86440.1
OG0001867	Smp_147330.1	STRK1_49680.1
OG0001868	Smp_348670.1, Smp_006920.1	STRK1_17460.1
OG0001869	Smp_155050.1	STRK1_18800.1, STRK1_18750.1
OG0001870	Smp_164540.1	STRK1_52460.1
OG0001871	Smp_152130.1	STRK1_40960.1, STRK1_97480.1
OG0001872	Smp_150590.1, Smp_340880.1, Smp_340880.2	STRK1_80020.1
OG0001873	Smp_115290.1	STRK1_34810.1
OG0001874	Smp_158430.1	STRK1_21780.1, STRK1_21780.2, STRK1_21780.3
OG0001875	Smp_168730.1	STRK1_88070.1
OG0001876	Smp_333400.2, Smp_333400.1, Smp_333400.3	STRK1_20500.1
OG0001877	Smp_084140.1	STRK1_13680.1
OG0001878	Smp_343340.1	STRK1_98740.1, STRK1_53250.1, STRK1_109430.1, STRK1_98730.1
OG0001879	Smp_175950.1	STRK1_26350.1
OG0001880	Smp_076050.1	STRK1_17700.1
OG0001881	Smp_180520.1	STRK1_57350.1
OG0001882	Smp_344930.1, Smp_344930.2	STRK1_75620.1
OG0001883	Smp_028360.1	STRK1_16930.1
OG0001884	Smp_080700.1	STRK1_88080.1
OG0001885	Smp_157140.1	STRK1_8480.1, STRK1_102660.1
OG0001886	Smp_344270.1	STRK1_70490.1, STRK1_70520.1
OG0001887	Smp_105910.1	STRK1_111220.1
OG0001888	Smp_138500.1	STRK1_64530.1
OG0001889	Smp_344720.1	STRK1_81670.1
OG0001890	Smp_128210.2, Smp_128210.1	STRK1_45700.1
OG0001891	Smp_317620.1, Smp_131380.1	STRK1_88910.1, STRK1_88920.1
OG0001891	Smp_164040.1	STRK1_89800.1
OG0001892	Smp_055200.1, Smp_055200.2	STRK1_76330.1
OG0001893	Smp_303770.1, Smp_318850.1	STRK1_34950.1, STRK1_34950.2, STRK1_34950.3
OG0001894	Smp_154530.1	STRK1_79310.1, STRK1_79310.2, STRK1_79310.3, STRK1_79310.4
OG0001895	Smp_166290.1	STRK1_42600.1, STRK1_42600.2, STRK1_42650.1
OG0001896	Smp_012670.1	STRK1_29160.1, STRK1_29160.2
OG0001897	Smp_144920.1	STRK1_72470.1
OG0001898	Smp_311360.1, Smp_311360.2, Smp_311360.3	STRK1_56070.1
OG0001899	Smp_054610.1	STRK1_28480.1, STRK1_28480.2
OG0001900	Smp_211020.1, Smp_211020.2	STRK1_73790.1, STRK1_73790.2
OG0001901	Smp_165960.1	STRK1_29790.1, STRK1_29790.2
OG0001902	Smp_332570.1	STRK1_28500.1
OG0001903	Smp_040080.1, Smp_040080.2	STRK1_81870.1
OG0001904	Smp_058170.1	STRK1_11500.1
OG0001905	Smp_343200.1	STRK1_104070.1, STRK1_56210.2, STRK1_56200.1, STRK1_56200.2, STRK1_56210.1, STRK1_53590.1
OG0001906	Smp_172780.1	STRK1_36580.2, STRK1_36580.1, STRK1_36580.3
OG0001907	Smp_343350.1	STRK1_6270.1
OG0001908	Smp_134720.1, Smp_309500.1, Smp_309510.1, Smp_350060.1, Smp_335880.1	STRK1_62080.1, STRK1_62090.1
OG0001909	Smp_213800.1	STRK1_93170.1
OG0001910	Smp_071150.1	STRK1_28890.1
OG0001911	Smp_060900.1	STRK1_47770.1, STRK1_47770.2
OG0001912	Smp_150280.1	STRK1_76490.1, STRK1_76490.2, STRK1_76490.3
OG0001913	Smp_027450.1	STRK1_71560.1
OG0001914	Smp_018280.1	STRK1_60010.1
OG0001915	Smp_146720.1	STRK1_80790.1
OG0001916	Smp_162900.1, Smp_162900.2	STRK1_6160.1
OG0001917	Smp_145620.1	STRK1_12730.1, STRK1_12730.2, STRK1_12730.4, STRK1_12730.3
OG0001918	Smp_017230.1	STRK1_43990.1, STRK1_43990.2
OG0001919	Smp_000130.1	STRK1_66110.1, STRK1_66110.2
OG0001920	Smp_322710.1, Smp_322700.1, Smp_322700.2	STRK1_100410.1, STRK1_12580.1, STRK1_12580.2, STRK1_12590.1
OG0001921	Smp_048240.1	STRK1_38000.1
OG0001922	Smp_098980.1	STRK1_102080.1
OG0001923	Smp_332950.1	STRK1_15570.1
OG0001924	Smp_340680.1	STRK1_48810.5, STRK1_48810.6, STRK1_48810.7, STRK1_48810.1, STRK1_48810.2, STRK1_48810.3, STRK1_48810.4
OG0001925	Smp_340520.1, Smp_340520.2, Smp_327820.1, Smp_348910.1	STRK1_20340.1, STRK1_20340.2
OG0001926	Smp_056990.1	STRK1_34130.1
OG0001927	Smp_048540.1	STRK1_80850.1, STRK1_80850.2
OG0001928	Smp_169070.1	STRK1_52100.1, STRK1_52100.2, STRK1_52100.4, STRK1_52100.3
OG0001929	Smp_045560.1	STRK1_70270.1, STRK1_70270.2, STRK1_70270.3
OG0001930	Smp_081140.1	STRK1_29860.1, STRK1_29860.2, STRK1_29860.3
OG0001931	Smp_172790.1	STRK1_36570.3, STRK1_36570.1, STRK1_36570.2
OG0001932	Smp_213390.1	STRK1_61990.1
OG0001933	Smp_162060.1	STRK1_22480.1, STRK1_22480.2
OG0001934	Smp_331720.1	STRK1_37580.1
OG0001935	Smp_162510.1, Smp_162510.2	STRK1_7730.2, STRK1_7730.3, STRK1_7730.1, STRK1_7730.4
OG0001936	Smp_047330.1	STRK1_10980.1
OG0001937	Smp_146440.1, Smp_130620.1	STRK1_4060.3, STRK1_4060.1, STRK1_4060.4, STRK1_4060.2, STRK1_4060.5
OG0001941	Smp_141770.1	STRK1_87790.1
OG0001942	Smp_035620.1	STRK1_23630.1
OG0001943	Smp_324060.1, Smp_306730.1, Smp_306740.1, Smp_306750.1, Smp_324080.1	STRK1_13300.1, STRK1_13300.3, STRK1_13300.2, STRK1_13300.4
OG0001944	Smp_100120.1	STRK1_66250.1
OG0001945	Smp_343310.1	STRK1_92480.1, STRK1_92480.2
OG0001946	Smp_246260.1	STRK1_29760.3, STRK1_29760.4, STRK1_29760.1, STRK1_29760.2, STRK1_29760.5
OG0001947	Smp_103950.1	STRK1_37240.2, STRK1_37240.1
OG0001948	Smp_147140.1	STRK1_87890.1
OG0001949	Smp_140020.1	STRK1_90360.1
OG0001950	Smp_039180.1	STRK1_81210.1
OG0001951	Smp_207000.1	STRK1_5790.1, STRK1_5790.2, STRK1_5790.3, STRK1_5790.4
OG0001952	Smp_122780.1	STRK1_43440.1, STRK1_43440.2
OG0001953	Smp_337580.1	STRK1_31500.1
OG0001954	Smp_024140.1	STRK1_4450.1
OG0001955	Smp_246880.1	STRK1_15370.1
OG0001956	Smp_153810.1	STRK1_75910.1, STRK1_75910.2
OG0001957	Smp_179380.1	STRK1_4590.1, STRK1_4590.2, STRK1_4590.4, STRK1_4590.3
OG0001958	Smp_010110.1	STRK1_63180.1, STRK1_63180.2, STRK1_63180.3, STRK1_63180.4, STRK1_63180.5, STRK1_63180.7, STRK1_63180.8, STRK1_63180.6
OG0001959	Smp_071550.1	STRK1_29460.1
OG0001960	Smp_020040.1	STRK1_36730.1, STRK1_36730.2, STRK1_36730.3, STRK1_36730.4
OG0001961	Smp_337010.1	STRK1_66380.1
OG0001962	Smp_149500.1, Smp_149500.2	STRK1_19080.1, STRK1_19080.2
OG0001963	Smp_079410.1	STRK1_26880.1, STRK1_26880.2
OG0001964	Smp_331440.1	STRK1_88000.1
OG0001965	Smp_039130.1	STRK1_81330.1, STRK1_81330.2
OG0001966	Smp_171870.1	STRK1_7060.1
OG0001967	Smp_345970.1, Smp_345970.2	STRK1_92780.1, STRK1_92780.2
OG0001968	Smp_246470.1	STRK1_32200.1
OG0001969	Smp_140800.1	STRK1_98290.1, STRK1_30280.1
OG0001970	Smp_083710.1	STRK1_33610.1, STRK1_33610.2
OG0001971	Smp_137930.1	STRK1_61440.1, STRK1_61440.2
OG0001972	Smp_138310.1, Smp_138310.2	STRK1_62890.1, STRK1_62890.2, STRK1_62890.3
OG0001973	Smp_205760.1	STRK1_78890.1
OG0001974	Smp_247400.1	STRK1_45210.1
OG0001975	Smp_124390.1	STRK1_49290.1, STRK1_49290.2, STRK1_49290.3, STRK1_49290.4
OG0001976	Smp_031100.1, Smp_303540.1	STRK1_16210.1
OG0001977	Smp_128000.1	STRK1_87120.1
