Orthogroup	schistosoma_mansoni	schistosoma_bovis
OG0001158	Smp_144080.1	SBOV2_41560.1, SBOV2_41560.2, SBOV2_41560.4, SBOV2_41560.5, SBOV2_41560.3
OG0001159	Smp_077560.1	SBOV2_91190.2, SBOV2_91190.5, SBOV2_91190.1, SBOV2_91190.3, SBOV2_91190.4
OG0001160	Smp_131460.1	SBOV2_20740.4, SBOV2_20740.3, SBOV2_20740.1, SBOV2_20740.2, SBOV2_20740.5, SBOV2_20740.6, SBOV2_20740.7
OG0001161	Smp_123670.1, Smp_123670.2	SBOV2_65150.1, SBOV2_65150.2
OG0001162	Smp_180160.1	SBOV2_31960.1, SBOV2_31960.2, SBOV2_31960.5, SBOV2_31960.3, SBOV2_31960.4, SBOV2_31960.6
OG0001163	Smp_062530.1	SBOV2_76240.10, SBOV2_76240.1, SBOV2_76240.7, SBOV2_76240.4, SBOV2_76240.8, SBOV2_76240.2, SBOV2_76240.3, SBOV2_76240.6, SBOV2_76240.5, SBOV2_76240.9
OG0001164	Smp_341090.2, Smp_341090.1	SBOV2_80110.1
OG0001165	Smp_161580.1	SBOV2_57200.2, SBOV2_57200.1, SBOV2_57200.3, SBOV2_57200.4
OG0001166	Smp_178740.1	SBOV2_10790.3, SBOV2_10790.1, SBOV2_10790.2
OG0001167	Smp_180150.1	SBOV2_31970.1, SBOV2_31970.3, SBOV2_31970.5, SBOV2_31970.2, SBOV2_31970.4
OG0001168	Smp_136040.1	SBOV2_12380.4, SBOV2_12380.2, SBOV2_12380.3, SBOV2_12380.1
OG0001169	Smp_129650.1	SBOV2_49490.1
OG0001170	Smp_244570.1	SBOV2_11130.1, SBOV2_11130.3, SBOV2_11130.4, SBOV2_11130.5, SBOV2_11130.2
OG0001171	Smp_024370.1	SBOV2_15150.1, SBOV2_15150.2
OG0001172	Smp_137890.2, Smp_137890.3, Smp_137890.1	SBOV2_60080.1, SBOV2_60080.6, SBOV2_60080.2, SBOV2_60080.4, SBOV2_60080.5, SBOV2_60080.3
OG0001173	Smp_145810.1	SBOV2_1790.1
OG0001174	Smp_189960.1, Smp_189960.2	SBOV2_9610.3, SBOV2_9610.1, SBOV2_9610.2
OG0001175	Smp_045480.1	SBOV2_53450.1, SBOV2_53450.3, SBOV2_53450.4, SBOV2_53450.5, SBOV2_53450.6, SBOV2_53450.2
OG0001176	Smp_027550.1, Smp_027550.2	SBOV2_72620.1, SBOV2_72620.2, SBOV2_72620.3, SBOV2_72620.4
OG0001177	Smp_341700.1	SBOV2_24310.5, SBOV2_24310.6, SBOV2_24310.7, SBOV2_24310.2, SBOV2_24310.1, SBOV2_24310.3, SBOV2_24310.8, SBOV2_24310.4, SBOV2_24300.1
OG0001178	Smp_304060.1	SBOV2_2650.1
OG0001178	Smp_125940.1	SBOV2_2640.1
OG0001179	Smp_127680.1, Smp_127680.2	SBOV2_92220.4, SBOV2_92220.5, SBOV2_92220.1, SBOV2_92220.2, SBOV2_92220.3
OG0001180	Smp_311140.1, Smp_180190.1	SBOV2_9190.4, SBOV2_9190.3, SBOV2_9190.1, SBOV2_9190.2
OG0001181	Smp_347830.1	SBOV2_57250.1, SBOV2_57250.3, SBOV2_57250.2
OG0001182	Smp_019340.1	SBOV2_31690.1, SBOV2_31690.2, SBOV2_31690.3, SBOV2_31690.4
OG0001183	Smp_164410.1	SBOV2_10840.2, SBOV2_10840.4, SBOV2_10840.3, SBOV2_10840.1
OG0001184	Smp_171710.1	SBOV2_3550.3, SBOV2_3550.4, SBOV2_3550.5, SBOV2_3550.1, SBOV2_3550.2
OG0001185	Smp_173900.1	SBOV2_10450.3, SBOV2_10450.4, SBOV2_10450.1, SBOV2_10450.2, SBOV2_10450.5
OG0001186	Smp_134250.1, Smp_134250.2	SBOV2_4930.1, SBOV2_4930.10, SBOV2_4930.11, SBOV2_4930.2, SBOV2_4930.3, SBOV2_4930.4, SBOV2_4930.6, SBOV2_4930.7, SBOV2_4930.8, SBOV2_4930.9, SBOV2_4930.5, SBOV2_4930.12
OG0001187	Smp_246500.1	SBOV2_36320.4, SBOV2_36320.3, SBOV2_36320.2, SBOV2_36320.1
OG0001188	Smp_121140.1	SBOV2_7500.2, SBOV2_7500.1, SBOV2_7500.3, SBOV2_7500.4, SBOV2_7500.5
OG0001189	Smp_132170.1	SBOV2_14100.1
OG0001190	Smp_132640.1	SBOV2_31480.3, SBOV2_31480.1, SBOV2_31480.2, SBOV2_31480.4, SBOV2_31480.5
OG0001191	Smp_037190.1	SBOV2_6890.2
OG0001192	Smp_040570.1, Smp_320200.1	SBOV2_41920.1
OG0001193	Smp_058130.1	SBOV2_81810.1, SBOV2_81810.2
OG0001194	Smp_242400.1	SBOV2_6410.6, SBOV2_6410.2, SBOV2_6410.3, SBOV2_6410.4, SBOV2_6410.5, SBOV2_6410.7, SBOV2_6410.8, SBOV2_6410.1
OG0001197	Smp_316630.1	SBOV2_21750.1, SBOV2_96380.1
OG0001198	Smp_173230.1	SBOV2_81530.1, SBOV2_81530.2, SBOV2_81530.3, SBOV2_81530.4, SBOV2_81530.5
OG0001199	Smp_314010.1, Smp_314010.2	SBOV2_79090.1
OG0001202	Smp_058450.1	SBOV2_13170.1, SBOV2_13170.2
OG0001203	Smp_175900.1	SBOV2_1390.1
OG0001203	Smp_314630.1	SBOV2_79990.1
OG0001204	Smp_030110.1	SBOV2_66220.3, SBOV2_66220.4, SBOV2_66220.9, SBOV2_66220.1, SBOV2_66220.7, SBOV2_66220.8, SBOV2_66220.10, SBOV2_66220.2, SBOV2_66220.6, SBOV2_66220.5
OG0001205	Smp_010250.1	SBOV2_31310.1, SBOV2_31310.2
OG0001207	Smp_045790.1	SBOV2_14660.2, SBOV2_14660.4, SBOV2_14660.5, SBOV2_14660.7, SBOV2_14660.8, SBOV2_14660.1, SBOV2_14660.3, SBOV2_14660.6
OG0001208	Smp_142620.1	SBOV2_29620.1, SBOV2_29620.2, SBOV2_29620.3
OG0001209	Smp_301160.1	SBOV2_48120.1, SBOV2_48120.2, SBOV2_48120.3
OG0001210	Smp_180400.1	SBOV2_92100.1
OG0001211	Smp_244210.1	SBOV2_17040.1, SBOV2_17040.4, SBOV2_17040.2, SBOV2_17040.3
OG0001212	Smp_068990.1	SBOV2_23970.1, SBOV2_23970.2, SBOV2_23970.3, SBOV2_23970.4
OG0001213	Smp_139930.1	SBOV2_6720.3, SBOV2_6720.2, SBOV2_6720.1, SBOV2_6720.4
OG0001214	Smp_035150.1	SBOV2_39150.1, SBOV2_39150.2
OG0001215	Smp_243670.1	SBOV2_63310.1
OG0001216	Smp_333210.1, Smp_333210.2	SBOV2_40870.1, SBOV2_40870.2, SBOV2_40870.3
OG0001217	Smp_052280.1	SBOV2_72250.2, SBOV2_72250.3, SBOV2_72250.1
OG0001218	Smp_157670.1, Smp_157670.2, Smp_157670.3	SBOV2_12280.1, SBOV2_12280.2, SBOV2_12280.3, SBOV2_12280.4, SBOV2_12280.5
OG0001219	Smp_152370.1	SBOV2_1210.3, SBOV2_1210.2, SBOV2_1210.1
OG0001220	Smp_041630.1	SBOV2_93840.1
OG0001223	Smp_152830.1, Smp_152830.2, Smp_152830.3	SBOV2_34930.1, SBOV2_34930.2
OG0001224	Smp_094630.1	SBOV2_81380.1
OG0001225	Smp_138200.1	SBOV2_58380.1, SBOV2_58390.1
OG0001226	Smp_131630.1	SBOV2_45400.1, SBOV2_45400.2, SBOV2_45400.4, SBOV2_45400.3
OG0001227	Smp_145990.1	SBOV2_61470.7, SBOV2_61470.1, SBOV2_61470.3, SBOV2_61470.2, SBOV2_61470.5, SBOV2_61470.6, SBOV2_61470.4, SBOV2_61470.8
OG0001228	Smp_075800.1	SBOV2_44220.1
OG0001229	Smp_071470.1	SBOV2_37110.5, SBOV2_37110.1, SBOV2_37110.3, SBOV2_37110.4, SBOV2_37110.6, SBOV2_37110.7, SBOV2_37110.2, SBOV2_37110.8
OG0001230	Smp_198530.1	SBOV2_16380.1, SBOV2_16380.2, SBOV2_16380.3, SBOV2_16380.4, SBOV2_16380.5, SBOV2_16380.6
OG0001231	Smp_048430.1	SBOV2_28270.1, SBOV2_28270.3, SBOV2_28270.2, SBOV2_28270.4
OG0001232	Smp_068000.1	SBOV2_80030.1
OG0001232	Smp_315750.2, Smp_315750.3	SBOV2_80060.1
OG0001233	Smp_340710.1	SBOV2_5920.2, SBOV2_5920.4, SBOV2_5920.5, SBOV2_5920.3, SBOV2_5920.1
OG0001234	Smp_165190.1	SBOV2_43420.3, SBOV2_43420.5, SBOV2_43420.1, SBOV2_43420.2, SBOV2_43420.4
OG0001235	Smp_133210.1	SBOV2_38760.1
OG0001235	Smp_020340.1	SBOV2_38770.1, SBOV2_46340.1
OG0001236	Smp_150220.1, Smp_150220.2	SBOV2_63050.1, SBOV2_63050.2
OG0001237	Smp_096790.1	SBOV2_40910.1
OG0001237	Smp_323640.1	SBOV2_40970.3, SBOV2_40970.1, SBOV2_40970.2
OG0001238	Smp_156880.1	SBOV2_82990.2, SBOV2_82990.3, SBOV2_82990.1, SBOV2_82990.4, SBOV2_82990.5
OG0001239	Smp_341050.1	SBOV2_12300.1, SBOV2_12300.2, SBOV2_12300.3
OG0001240	Smp_146310.1	SBOV2_51570.2, SBOV2_51570.1, SBOV2_51570.3
OG0001241	Smp_194710.1	SBOV2_59200.1, SBOV2_59200.2
OG0001241	Smp_069240.1	SBOV2_73630.1
OG0001242	Smp_095360.1	SBOV2_55630.1
OG0001243	Smp_344620.1	SBOV2_6700.3
OG0001244	Smp_154250.1	SBOV2_88550.3, SBOV2_88550.1, SBOV2_88550.2
OG0001245	Smp_305870.1	SBOV2_85160.1, SBOV2_11980.1, SBOV2_11980.2, SBOV2_11980.3
OG0001246	Smp_093950.1	SBOV2_34530.1
OG0001247	Smp_041100.1	SBOV2_30400.1
OG0001248	Smp_335650.1	SBOV2_95830.2, SBOV2_95830.1, SBOV2_95830.3
OG0001248	Smp_067520.2, Smp_067520.1	SBOV2_5640.1, SBOV2_5640.2
OG0001249	Smp_342710.1	SBOV2_31600.1
OG0001250	Smp_142970.1	SBOV2_2060.2, SBOV2_2060.3
OG0001250	Smp_142980.1	SBOV2_2070.1
OG0001251	Smp_247620.1	SBOV2_76400.1, SBOV2_76400.2
OG0001252	Smp_045260.1	SBOV2_53660.1, SBOV2_53660.2, SBOV2_53660.4, SBOV2_53660.5, SBOV2_53660.3
OG0001253	Smp_140770.1	SBOV2_50700.1
OG0001254	Smp_301570.1	SBOV2_34870.1, SBOV2_34860.1, SBOV2_34860.2, SBOV2_34860.3, SBOV2_34860.4
OG0001255	Smp_133170.1	SBOV2_38670.1
OG0001256	Smp_161250.1	SBOV2_47770.4, SBOV2_47770.2, SBOV2_47770.3, SBOV2_47770.5, SBOV2_47770.6, SBOV2_47770.7, SBOV2_47770.1
OG0001257	Smp_321890.1	SBOV2_40630.1
OG0001258	Smp_096760.1	SBOV2_75810.1
OG0001259	Smp_080620.1	SBOV2_59070.1, SBOV2_59070.2, SBOV2_59070.4, SBOV2_59070.5, SBOV2_59070.6, SBOV2_59070.3
OG0001260	Smp_021590.1	SBOV2_1500.1, SBOV2_1500.2
OG0001261	Smp_078710.1	SBOV2_44780.1
OG0001262	Smp_085540.2, Smp_085540.1	SBOV2_81860.1
OG0001263	Smp_169890.1	SBOV2_88400.1
OG0001263	Smp_169880.1	SBOV2_88390.1
OG0001264	Smp_146410.1	SBOV2_51720.4, SBOV2_51720.3, SBOV2_51720.1, SBOV2_51720.2
OG0001265	Smp_132300.1	SBOV2_60500.2, SBOV2_60500.1
OG0001266	Smp_346940.1	SBOV2_69890.5, SBOV2_69890.1, SBOV2_69890.6, SBOV2_69890.7, SBOV2_69890.4, SBOV2_69890.3, SBOV2_69890.2
OG0001267	Smp_012340.1	SBOV2_52400.1
OG0001268	Smp_316080.1	SBOV2_88590.1
OG0001268	Smp_121190.1	SBOV2_7480.1
OG0001269	Smp_016200.1	SBOV2_23160.1
OG0001270	Smp_345920.1	SBOV2_89280.6, SBOV2_89280.1, SBOV2_89280.2, SBOV2_89280.5, SBOV2_89280.3, SBOV2_89280.4
OG0001271	Smp_342930.1	SBOV2_64590.3, SBOV2_64590.2, SBOV2_64590.5, SBOV2_64590.1, SBOV2_64590.4
OG0001272	Smp_089100.1	SBOV2_79300.1
OG0001273	Smp_127010.3, Smp_127010.1	SBOV2_72910.1, SBOV2_72910.2
OG0001274	Smp_346490.1	SBOV2_67900.1, SBOV2_67900.2
OG0001275	Smp_147630.1	SBOV2_51220.6, SBOV2_51220.3, SBOV2_51220.5, SBOV2_51220.1, SBOV2_51220.2, SBOV2_51220.4
OG0001276	Smp_144390.1	SBOV2_63970.1, SBOV2_63970.2, SBOV2_63970.3, SBOV2_63970.4, SBOV2_63970.5
OG0001277	Smp_332880.1	SBOV2_3220.4, SBOV2_3220.5, SBOV2_3220.1, SBOV2_3220.2, SBOV2_3220.3
OG0001278	Smp_141970.1	SBOV2_89860.1
OG0001279	Smp_213170.1	SBOV2_32710.1
OG0001280	Smp_154930.1	SBOV2_53770.1, SBOV2_53770.2, SBOV2_53770.3, SBOV2_53770.4
OG0001281	Smp_313760.1, Smp_313760.2, Smp_313740.1, Smp_332670.1	SBOV2_77370.1, SBOV2_77340.1, SBOV2_77350.1
OG0001282	Smp_041480.1	SBOV2_93700.1
OG0001283	Smp_317370.1	SBOV2_32110.1, SBOV2_32110.2, SBOV2_32110.3, SBOV2_32110.4
OG0001284	Smp_153110.1, Smp_146430.1, Smp_146430.2	SBOV2_17280.1, SBOV2_17280.2, SBOV2_17280.3, SBOV2_17280.5, SBOV2_17280.6, SBOV2_17280.7, SBOV2_17280.4
OG0001285	Smp_244810.1	SBOV2_79750.1, SBOV2_79760.1, SBOV2_760.1, SBOV2_760.2, SBOV2_730.1, SBOV2_740.1, SBOV2_79740.1, SBOV2_79770.1, SBOV2_79730.1, SBOV2_79690.1
OG0001286	Smp_078590.1	SBOV2_89150.3, SBOV2_89150.1, SBOV2_89150.2, SBOV2_89150.4
OG0001288	Smp_140100.1	SBOV2_93020.3, SBOV2_93020.1, SBOV2_93020.7, SBOV2_93020.8, SBOV2_93020.4, SBOV2_93020.5, SBOV2_93020.2, SBOV2_93020.6
OG0001289	Smp_140840.1	SBOV2_38010.1, SBOV2_38010.3, SBOV2_38010.4, SBOV2_38010.2
OG0001290	Smp_120360.1	SBOV2_5000.4, SBOV2_5000.3, SBOV2_5000.2, SBOV2_5000.1
OG0001291	Smp_209040.1	SBOV2_6880.1, SBOV2_6880.2, SBOV2_6880.3
OG0001292	Smp_346070.1	SBOV2_6980.1, SBOV2_6980.2
OG0001293	Smp_037540.1	SBOV2_50080.2, SBOV2_50080.3, SBOV2_50100.1, SBOV2_50080.1
OG0001294	Smp_140490.1	SBOV2_35450.1
OG0001295	Smp_125810.1	SBOV2_35810.1, SBOV2_35810.2, SBOV2_35810.3
OG0001296	Smp_330650.1	SBOV2_7920.3, SBOV2_7920.4, SBOV2_7920.1, SBOV2_7920.2
OG0001297	Smp_163290.1, Smp_163290.2	SBOV2_13720.1, SBOV2_13720.2, SBOV2_13710.1, SBOV2_13710.2, SBOV2_13710.3, SBOV2_13710.4
OG0001298	Smp_000040.1	SBOV2_31420.5, SBOV2_31420.1, SBOV2_31420.3
OG0001299	Smp_210470.1	SBOV2_34920.1, SBOV2_34920.3, SBOV2_34920.2
OG0001300	Smp_245090.1	SBOV2_5980.6, SBOV2_5980.3, SBOV2_5980.1, SBOV2_5980.2, SBOV2_5980.4, SBOV2_5980.5
OG0001301	Smp_241750.1	SBOV2_51140.1
OG0001302	Smp_153170.1	SBOV2_2470.1
OG0001303	Smp_125800.1	SBOV2_35840.1, SBOV2_35840.2, SBOV2_35840.3, SBOV2_35840.4, SBOV2_35840.5, SBOV2_35840.6
OG0001304	Smp_087930.1	SBOV2_89550.1, SBOV2_89550.2, SBOV2_89550.3
OG0001305	Smp_021550.1	SBOV2_1530.1
OG0001306	Smp_075060.1, Smp_075060.2, Smp_162660.1	SBOV2_61130.2, SBOV2_61130.3, SBOV2_61130.1
OG0001307	Smp_152710.1	SBOV2_80660.1
OG0001307	Smp_314320.1	SBOV2_80640.1
OG0001308	Smp_144820.1	SBOV2_93810.1, SBOV2_93810.2
OG0001309	Smp_126850.1	SBOV2_73200.1
OG0001310	Smp_163500.1	SBOV2_40100.1, SBOV2_40100.5, SBOV2_40100.4, SBOV2_40100.2, SBOV2_40100.3
OG0001311	Smp_079860.1	SBOV2_43410.1, SBOV2_43410.2, SBOV2_43410.3
OG0001312	Smp_094360.1	SBOV2_36060.1
OG0001313	Smp_344870.1	SBOV2_26070.1
OG0001314	Smp_179720.1	SBOV2_10310.3, SBOV2_10310.1, SBOV2_10310.2
OG0001315	Smp_201760.1	SBOV2_36110.1, SBOV2_36110.5, SBOV2_36110.6, SBOV2_36110.7, SBOV2_36110.4, SBOV2_36110.3, SBOV2_36110.2
OG0001316	Smp_127240.2, Smp_127240.1	SBOV2_32610.1
OG0001316	Smp_210120.1	SBOV2_84280.1
OG0001317	Smp_045920.1, Smp_045920.2	SBOV2_14580.7, SBOV2_14580.8, SBOV2_14580.1, SBOV2_14580.2, SBOV2_14580.3
OG0001319	Smp_344060.1	SBOV2_28240.2, SBOV2_28240.3, SBOV2_28240.4, SBOV2_28240.1
OG0001320	Smp_052350.1	SBOV2_63080.1, SBOV2_63080.2
OG0001321	Smp_345440.1	SBOV2_20670.1
OG0001322	Smp_128130.1	SBOV2_47090.1
OG0001323	Smp_130790.2, Smp_130790.1, Smp_130790.3	SBOV2_940.1, SBOV2_940.2
OG0001324	Smp_341920.1	SBOV2_86000.2, SBOV2_86000.7, SBOV2_86000.3, SBOV2_86000.1, SBOV2_86000.4, SBOV2_86000.5, SBOV2_86000.6
OG0001325	Smp_198330.1	SBOV2_95470.1
OG0001327	Smp_046430.1	SBOV2_90110.1, SBOV2_90110.2, SBOV2_90110.3, SBOV2_90110.4, SBOV2_90110.5, SBOV2_90110.6, SBOV2_90110.7, SBOV2_90110.8
OG0001328	Smp_007710.1	SBOV2_4540.3, SBOV2_4540.1, SBOV2_4540.4, SBOV2_4540.2
OG0001330	Smp_012570.1	SBOV2_36650.2, SBOV2_36650.1, SBOV2_36650.4, SBOV2_36650.3
OG0001331	Smp_143480.1	SBOV2_47550.1
OG0001332	Smp_004310.1	SBOV2_58780.1
OG0001332	Smp_062890.2, Smp_062890.1	SBOV2_71270.1
OG0001333	Smp_333640.1	SBOV2_63720.1, SBOV2_63710.1, SBOV2_63710.2
OG0001334	Smp_133820.1	SBOV2_1570.1, SBOV2_1570.2, SBOV2_1570.3, SBOV2_1570.5, SBOV2_1570.4
OG0001335	Smp_012740.1	SBOV2_36800.1, SBOV2_36800.2, SBOV2_36800.3, SBOV2_36800.4, SBOV2_36800.5, SBOV2_36800.6
OG0001336	Smp_159330.1, Smp_310230.1	SBOV2_45650.2, SBOV2_45650.3, SBOV2_45650.1
OG0001337	Smp_341950.1	SBOV2_51740.1, SBOV2_51740.2
OG0001338	Smp_144490.1	SBOV2_30540.1
OG0001339	Smp_155370.1	SBOV2_11030.5, SBOV2_11030.6, SBOV2_11030.7, SBOV2_11030.3, SBOV2_11030.9, SBOV2_11030.8, SBOV2_11030.1, SBOV2_11030.2, SBOV2_11030.4, SBOV2_11030.10, SBOV2_11030.11
OG0001340	Smp_116360.1, Smp_210650.1	SBOV2_9330.3, SBOV2_9330.2, SBOV2_9320.1, SBOV2_9320.2, SBOV2_9330.1
OG0001341	Smp_070190.1	SBOV2_75980.3, SBOV2_75980.1, SBOV2_75980.2
OG0001342	Smp_245860.1	SBOV2_53110.1, SBOV2_53110.2, SBOV2_53110.5, SBOV2_53110.4, SBOV2_53110.3
OG0001343	Smp_062900.1, Smp_062900.3	SBOV2_71290.1, SBOV2_71510.1
OG0001344	Smp_207030.1	SBOV2_76030.1, SBOV2_76030.2
OG0001345	Smp_040190.1	SBOV2_41530.5, SBOV2_41530.6, SBOV2_41530.7, SBOV2_41530.2, SBOV2_41530.4, SBOV2_41530.1, SBOV2_41530.3
OG0001346	Smp_345880.1	SBOV2_14330.1, SBOV2_14330.2
OG0001347	Smp_301170.2, Smp_301170.1	SBOV2_33750.3, SBOV2_33750.1, SBOV2_33750.2, SBOV2_33750.5, SBOV2_33750.7, SBOV2_33750.4, SBOV2_33750.6
OG0001348	Smp_019380.1	SBOV2_31740.2, SBOV2_31740.3, SBOV2_31740.4, SBOV2_31740.6, SBOV2_31740.1, SBOV2_31740.5
OG0001349	Smp_244400.1, Smp_244400.2	SBOV2_14880.6, SBOV2_14880.5, SBOV2_14880.3, SBOV2_14880.2, SBOV2_14880.4, SBOV2_14880.1
OG0001350	Smp_246620.1	SBOV2_36440.6, SBOV2_36440.8, SBOV2_36440.4, SBOV2_36440.5, SBOV2_36440.1, SBOV2_36440.2, SBOV2_36440.3, SBOV2_36440.7
OG0001351	Smp_342560.1	SBOV2_23130.1, SBOV2_23130.2
OG0001352	Smp_089650.2, Smp_089650.1	SBOV2_23390.1
OG0001353	Smp_246550.1	SBOV2_62210.4, SBOV2_62210.1, SBOV2_62210.2, SBOV2_62210.3
OG0001354	Smp_018950.1	SBOV2_64170.1
OG0001355	Smp_307950.1	SBOV2_59120.4, SBOV2_59120.6, SBOV2_59120.8, SBOV2_59120.1, SBOV2_59120.2, SBOV2_59120.3, SBOV2_59120.5, SBOV2_59120.7
OG0001356	Smp_089220.1	SBOV2_71460.1
OG0001357	Smp_090980.1	SBOV2_28330.1
OG0001358	Smp_169970.1	SBOV2_89490.2, SBOV2_89490.1
OG0001359	Smp_312870.3, Smp_312870.2, Smp_312870.1	SBOV2_72080.1, SBOV2_72080.3, SBOV2_72080.6, SBOV2_72080.7, SBOV2_72080.2, SBOV2_72080.4, SBOV2_72080.5
OG0001361	Smp_035030.1	SBOV2_39050.1
OG0001362	Smp_012900.1	SBOV2_36960.1, SBOV2_36960.6, SBOV2_36960.3, SBOV2_36960.2, SBOV2_36960.4, SBOV2_36960.5
OG0001363	Smp_144860.1	SBOV2_93870.1, SBOV2_93870.5, SBOV2_93870.4, SBOV2_93870.2, SBOV2_93870.3
OG0001364	Smp_210130.1	SBOV2_84270.1, SBOV2_84270.2
OG0001365	Smp_042020.1	SBOV2_77060.2, SBOV2_77060.3, SBOV2_77060.4, SBOV2_77060.1
OG0001366	Smp_311200.1, Smp_311200.2	SBOV2_52280.1
OG0001367	Smp_125280.1	SBOV2_94430.1
OG0001368	Smp_130480.1	SBOV2_17450.1
OG0001369	Smp_050890.1	SBOV2_88910.1, SBOV2_88910.5, SBOV2_88910.3, SBOV2_88910.4, SBOV2_88910.2
OG0001370	Smp_204740.1	SBOV2_57970.1
OG0001371	Smp_127440.1	SBOV2_31250.9, SBOV2_31250.1, SBOV2_31250.2, SBOV2_31250.6, SBOV2_31250.4, SBOV2_31250.7, SBOV2_31250.8, SBOV2_31250.5, SBOV2_31250.3
OG0001372	Smp_144520.1	SBOV2_30490.1, SBOV2_30490.2
OG0001373	Smp_328230.1	SBOV2_2450.4, SBOV2_2450.3, SBOV2_2450.2, SBOV2_2450.1, SBOV2_95870.1, SBOV2_95870.2, SBOV2_95870.3
OG0001374	Smp_132260.1	SBOV2_60410.1, SBOV2_60410.2, SBOV2_60410.3, SBOV2_60410.4
OG0001375	Smp_155840.1	SBOV2_76300.1, SBOV2_76300.2
OG0001376	Smp_089400.1	SBOV2_86130.1, SBOV2_86130.2, SBOV2_87910.1
OG0001377	Smp_129500.1	SBOV2_61720.1
OG0001378	Smp_028440.1	SBOV2_3300.1, SBOV2_3300.2, SBOV2_3300.3, SBOV2_3300.4
OG0001379	Smp_169430.1	SBOV2_69520.5, SBOV2_69520.3, SBOV2_69520.4, SBOV2_69520.1, SBOV2_69520.2
OG0001380	Smp_083480.1, Smp_083480.2	SBOV2_58850.1, SBOV2_58570.1
OG0001381	Smp_050830.1, Smp_050830.2	SBOV2_72490.1, SBOV2_72490.3, SBOV2_72490.2
OG0001382	Smp_346350.1	SBOV2_40900.4, SBOV2_40900.3, SBOV2_40900.6, SBOV2_40900.1, SBOV2_40900.5, SBOV2_40900.9, SBOV2_40900.2, SBOV2_40900.8, SBOV2_40900.7
OG0001383	Smp_139060.1	SBOV2_4150.1
OG0001384	Smp_247890.1	SBOV2_86930.1, SBOV2_86930.2
OG0001385	Smp_244700.2, Smp_244700.5, Smp_244700.1, Smp_244700.3, Smp_244700.4	SBOV2_22790.1
OG0001386	Smp_345600.1	SBOV2_43390.3, SBOV2_43390.1, SBOV2_43390.4, SBOV2_43390.2, SBOV2_43390.5
OG0001387	Smp_123165.1	SBOV2_85990.1, SBOV2_85990.2, SBOV2_85990.3, SBOV2_85990.4, SBOV2_85990.5, SBOV2_85990.6
OG0001388	Smp_147390.1	SBOV2_11290.1, SBOV2_11290.2, SBOV2_11290.4, SBOV2_11290.5, SBOV2_11290.6, SBOV2_11290.7, SBOV2_11290.3
OG0001389	Smp_245480.1	SBOV2_45240.4, SBOV2_45240.2, SBOV2_45240.1, SBOV2_45240.3
OG0001390	Smp_147890.1, Smp_147890.2	SBOV2_28020.3, SBOV2_28020.4, SBOV2_28020.1, SBOV2_28020.2
OG0001391	Smp_180810.1	SBOV2_33090.2, SBOV2_33090.1, SBOV2_33090.3
OG0001392	Smp_025550.1, Smp_025550.3, Smp_025550.2	SBOV2_12360.1, SBOV2_12360.2, SBOV2_12360.3, SBOV2_12360.4, SBOV2_12360.5
OG0001393	Smp_142700.1	SBOV2_15830.3
OG0001393	Smp_037960.1	SBOV2_15830.1, SBOV2_15830.2
OG0001394	Smp_345220.1, Smp_350000.1	SBOV2_75300.1
OG0001395	Smp_087940.1	SBOV2_89560.1
OG0001395	Smp_073790.1	SBOV2_25200.1
OG0001396	Smp_335960.1	SBOV2_47150.1, SBOV2_47150.2
OG0001396	Smp_146010.1	SBOV2_47160.1
OG0001397	Smp_070710.1	SBOV2_61860.1, SBOV2_61860.2
OG0001398	Smp_155400.1	SBOV2_11060.1
OG0001399	Smp_046780.1, Smp_009310.1	SBOV2_90890.1
OG0001400	Smp_128070.1	SBOV2_80330.1
OG0001401	Smp_245710.1	SBOV2_54870.1
OG0001402	Smp_079400.1	SBOV2_25520.1, SBOV2_25520.2, SBOV2_25520.3
OG0001403	Smp_137660.1	SBOV2_50480.1, SBOV2_50480.2, SBOV2_50480.3
OG0001404	Smp_333330.1	SBOV2_19030.3, SBOV2_19030.2, SBOV2_19030.1
OG0001405	Smp_066820.1	SBOV2_34190.2, SBOV2_34190.1, SBOV2_34190.7, SBOV2_34190.6, SBOV2_34190.3, SBOV2_34190.4, SBOV2_34190.5
OG0001406	Smp_019900.1	SBOV2_38350.2, SBOV2_38350.3, SBOV2_38350.1, SBOV2_38350.4
OG0001407	Smp_330770.1	SBOV2_84020.1, SBOV2_84020.2, SBOV2_84030.1, SBOV2_84780.1
OG0001408	Smp_152290.2, Smp_152290.1	SBOV2_23750.1, SBOV2_23750.3, SBOV2_23750.2
OG0001408	Smp_152280.1	SBOV2_23730.3, SBOV2_23730.1, SBOV2_23730.2
OG0001409	Smp_315850.1	SBOV2_49010.1, SBOV2_49020.1
OG0001410	Smp_319370.1	SBOV2_32680.1
OG0001410	Smp_032230.1	SBOV2_32690.1, SBOV2_32690.2
OG0001411	Smp_141150.1	SBOV2_39070.1, SBOV2_39070.5, SBOV2_39070.2, SBOV2_39070.3, SBOV2_39070.4
OG0001412	Smp_246000.1	SBOV2_38970.1
OG0001413	Smp_152940.1, Smp_152940.2	SBOV2_93220.1, SBOV2_93220.2
OG0001414	Smp_347700.2, Smp_347700.1	SBOV2_4350.3, SBOV2_4350.1, SBOV2_4350.2
