Orthogroup	fasciola_gigantica	fasciola_hepatica
OG0001914	FGIG_10404, FGIG_10403	FhHiC23_g7090.t1
OG0001915	FGIG_10465, FGIG_11686	FhHiC23_g4263.t1
OG0001916	FGIG_10612	FhHiC23_g15279.t2, FhHiC23_g15279.t1
OG0001916	FGIG_10605	FhHiC23_g15279.t3
OG0001917	FGIG_12536, FGIG_11628	FhHiC23_g13657.t1
OG0001918	FGIG_12348, FGIG_11631	FhHiC23_g2086.t1
OG0001919	FGIG_11652	FhHiC23_g7730.t1
OG0001920	FGIG_11748	FhHiC23_g10973.t1
OG0001921	FGIG_11845	FhHiC23_g5705.t1
OG0001922	FGIG_11872	FhHiC23_g6862.t2, FhHiC23_g6861.t1, FhHiC23_g6862.t1
OG0001923	FGIG_11902	FhHiC23_g10687.t1
OG0001924	FGIG_11939	FhHiC23_g1748.t1
OG0001925	FGIG_12270, FGIG_11988	FhHiC23_g15144.t1, FhHiC23_g15144.t2
OG0001926	FGIG_12026	FhHiC23_g4632.t1
OG0001927	FGIG_12178	FhHiC23_g12737.t1, FhHiC23_g12737.t2
OG0001941	FGIG_00126	FhHiC23_g15993.t1
OG0001942	FGIG_00190	FhHiC23_g9113.t1
OG0001943	FGIG_00220	FhHiC23_g15301.t1, FhHiC23_g15300.t2, FhHiC23_g15300.t1
OG0001944	FGIG_00245	FhHiC23_g7770.t1, FhHiC23_g7770.t2
OG0001945	FGIG_00280	FhHiC23_g9779.t1
OG0001945	FGIG_00284	FhHiC23_g9779.t2
OG0001945	FGIG_00283	FhHiC23_g9779.t4
OG0001946	FGIG_00457	FhHiC23_g4674.t1
OG0001947	FGIG_00619	FhHiC23_g13900.t1
OG0001948	FGIG_00736	FhHiC23_g16498.t1
OG0001950	FGIG_00800	FhHiC23_g4286.t1
OG0001951	FGIG_00894	FhHiC23_g12300.t2, FhHiC23_g12300.t1
OG0001952	FGIG_01038	FhHiC23_g1163.t1
OG0001953	FGIG_01050	FhHiC23_g5687.t1
OG0001954	FGIG_01129	FhHiC23_g15182.t1, FhHiC23_g15182.t2
OG0001955	FGIG_01306	FhHiC23_g12312.t1
OG0001956	FGIG_08032, FGIG_01323	FhHiC23_g3434.t1, FhHiC23_g3440.t1, FhHiC23_g3445.t1, FhHiC23_g3437.t1, FhHiC23_g3386.t1, FhHiC23_g3431.t1
OG0001957	FGIG_01445	FhHiC23_g15060.t1
OG0001958	FGIG_01525	FhHiC23_g6748.t1
OG0001959	FGIG_01707	FhHiC23_g6463.t1
OG0001960	FGIG_01709	FhHiC23_g6308.t1, FhHiC23_g6308.t3, FhHiC23_g6308.t2, FhHiC23_g6308.t4
OG0001961	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228	FhHiC23_g8220.t1
OG0001962	FGIG_01870	FhHiC23_g15780.t1
OG0001963	FGIG_01934	FhHiC23_g6087.t1
OG0001964	FGIG_01965	FhHiC23_g16172.t1
OG0001965	FGIG_01978	FhHiC23_g4213.t1
OG0001966	FGIG_01994	FhHiC23_g12065.t2, FhHiC23_g12065.t3, FhHiC23_g12065.t1
OG0001967	FGIG_02023	FhHiC23_g9377.t1
OG0001968	FGIG_02090	FhHiC23_g5825.t1
OG0001969	FGIG_02108	FhHiC23_g5843.t1
OG0001970	FGIG_02292	FhHiC23_g5749.t2, FhHiC23_g5749.t1, FhHiC23_g5749.t3
OG0001971	FGIG_02395	FhHiC23_g7113.t1
OG0001972	FGIG_02971	FhHiC23_g7358.t2, FhHiC23_g7358.t1
OG0001973	FGIG_02972	FhHiC23_g3868.t1
OG0001974	FGIG_03001, FGIG_03000, FGIG_03002	FhHiC23_g2124.t1
OG0001975	FGIG_03194	FhHiC23_g978.t1
OG0001976	FGIG_03267	FhHiC23_g12611.t1
OG0001977	FGIG_03396	FhHiC23_g15843.t1
OG0001978	FGIG_03425	FhHiC23_g2582.t2, FhHiC23_g2582.t1
OG0001979	FGIG_03430	FhHiC23_g140.t2, FhHiC23_g139.t1, FhHiC23_g140.t1
OG0001980	FGIG_03446	FhHiC23_g7011.t1, FhHiC23_g7011.t2
OG0001981	FGIG_03545	FhHiC23_g14801.t1
OG0001982	FGIG_03564	FhHiC23_g5830.t3, FhHiC23_g5830.t1, FhHiC23_g5830.t2
OG0001983	FGIG_03619	FhHiC23_g3854.t1
OG0001984	FGIG_03674	FhHiC23_g16298.t1, FhHiC23_g16298.t2, FhHiC23_g16298.t3
OG0001985	FGIG_03737, FGIG_03736	FhHiC23_g6071.t2, FhHiC23_g6071.t1
OG0001986	FGIG_03793	FhHiC23_g1384.t1
OG0001987	FGIG_03835	FhHiC23_g5790.t1
OG0001988	FGIG_04295	FhHiC23_g8588.t1
OG0001989	FGIG_04368	FhHiC23_g12525.t1
OG0001990	FGIG_04430	FhHiC23_g1929.t1
OG0001991	FGIG_04551	FhHiC23_g15023.t1
OG0001992	FGIG_04557	FhHiC23_g1146.t2
OG0001992	FGIG_04558, FGIG_11227	FhHiC23_g1144.t1, FhHiC23_g1146.t1, FhHiC23_g1144.t2
OG0001992	FGIG_08602	FhHiC23_g1156.t1
OG0001992	FGIG_04556, FGIG_04555	FhHiC23_g1148.t1, FhHiC23_g1150.t1, FhHiC23_g1152.t1
OG0001992	FGIG_08601	FhHiC23_g1157.t1
OG0001993	FGIG_04621, FGIG_11304, FGIG_11303	FhHiC23_g2799.t1
OG0001994	FGIG_04647, FGIG_09294	FhHiC23_g15238.t1, FhHiC23_g15238.t2
OG0001995	FGIG_04654	FhHiC23_g9037.t1
OG0001996	FGIG_04771	FhHiC23_g3782.t1
OG0001996	FGIG_04770	FhHiC23_g3781.t1
OG0001997	FGIG_04930	FhHiC23_g13167.t1
OG0001998	FGIG_05116	FhHiC23_g4172.t1, FhHiC23_g4172.t2
OG0001998	FGIG_04945	FhHiC23_g16082.t1, FhHiC23_g16082.t2
OG0001999	FGIG_13995, FGIG_05007	FhHiC23_g103.t1
OG0002000	FGIG_05071	FhHiC23_g12351.t3
OG0002000	FGIG_05073	FhHiC23_g12351.t2, FhHiC23_g12351.t4, FhHiC23_g12351.t1
OG0002001	FGIG_05351, FGIG_10322	FhHiC23_g11927.t2, FhHiC23_g11927.t1
OG0002002	FGIG_05474	FhHiC23_g14482.t1
OG0002003	FGIG_05597	FhHiC23_g349.t1
OG0002004	FGIG_05610	FhHiC23_g2057.t1, FhHiC23_g2056.t1
OG0002004	FGIG_08593	FhHiC23_g13233.t1
OG0002005	FGIG_05614	FhHiC23_g1005.t1, FhHiC23_g1005.t2
OG0002006	FGIG_05620, FGIG_12403	FhHiC23_g3038.t1
OG0002007	FGIG_05753	FhHiC23_g8202.t1, FhHiC23_g8201.t1
OG0002008	FGIG_05878, FGIG_05879	FhHiC23_g7314.t1
OG0002009	FGIG_05904	FhHiC23_g5015.t1, FhHiC23_g5015.t2
OG0002010	FGIG_06031	FhHiC23_g809.t3, FhHiC23_g809.t1, FhHiC23_g809.t2
OG0002011	FGIG_06078	FhHiC23_g2466.t1
OG0002012	FGIG_06082	FhHiC23_g13035.t2, FhHiC23_g13035.t1
OG0002013	FGIG_06141	FhHiC23_g142.t1
OG0002014	FGIG_11116, FGIG_09556	FhHiC23_g2929.t1
OG0002014	FGIG_06161	FhHiC23_g2928.t1, FhHiC23_g14829.t1, FhHiC23_g7267.t1
OG0002015	FGIG_12200, FGIG_06387	FhHiC23_g16291.t1, FhHiC23_g3888.t1
OG0002016	FGIG_06393	FhHiC23_g6797.t1, FhHiC23_g6797.t2
OG0002017	FGIG_06543	FhHiC23_g7278.t1
OG0002018	FGIG_06578	FhHiC23_g1594.t1, FhHiC23_g1594.t2
OG0002018	FGIG_06579	FhHiC23_g1595.t2, FhHiC23_g1595.t1
OG0002019	FGIG_07624	FhHiC23_g1538.t1, FhHiC23_g1538.t2
OG0002020	FGIG_07652	FhHiC23_g7238.t1
OG0002021	FGIG_07835	FhHiC23_g1667.t1
OG0002022	FGIG_07928	FhHiC23_g859.t1
OG0002023	FGIG_07949	FhHiC23_g15674.t1, FhHiC23_g15682.t2, FhHiC23_g15682.t1
OG0002024	FGIG_08028	FhHiC23_g10216.t1
OG0002025	FGIG_08077, FGIG_08078	FhHiC23_g7175.t1
OG0002026	FGIG_08218	FhHiC23_g12798.t1
OG0002027	FGIG_08231	FhHiC23_g4265.t1, FhHiC23_g4265.t2, FhHiC23_g4265.t3
OG0002028	FGIG_08327	FhHiC23_g1192.t1
OG0002028	FGIG_10920	FhHiC23_g1193.t1
OG0002029	FGIG_08478	FhHiC23_g4975.t1
OG0002030	FGIG_08503	FhHiC23_g8282.t1, FhHiC23_g8282.t2
OG0002031	FGIG_08525, FGIG_08524	FhHiC23_g13248.t2, FhHiC23_g9100.t1, FhHiC23_g13248.t1
OG0002032	FGIG_08730	FhHiC23_g9372.t2, FhHiC23_g9372.t1, FhHiC23_g9372.t3
OG0002033	FGIG_08755, FGIG_08754	FhHiC23_g6840.t1
OG0002034	FGIG_08831	FhHiC23_g8189.t2, FhHiC23_g8189.t1
OG0002035	FGIG_08871	FhHiC23_g11958.t1
OG0002036	FGIG_08929	FhHiC23_g15907.t1, FhHiC23_g15907.t2, FhHiC23_g15907.t3
OG0002037	FGIG_09110	FhHiC23_g1870.t1, FhHiC23_g1870.t2
OG0002038	FGIG_09222	FhHiC23_g14668.t2, FhHiC23_g14668.t1
OG0002039	FGIG_09256	FhHiC23_g548.t1
OG0002040	FGIG_09293	FhHiC23_g12291.t1
OG0002041	FGIG_09352	FhHiC23_g2388.t1
OG0002042	FGIG_09643	FhHiC23_g11787.t1
OG0002043	FGIG_09653	FhHiC23_g7264.t1
OG0002044	FGIG_09704	FhHiC23_g11127.t1
OG0002045	FGIG_09717	FhHiC23_g4266.t1
OG0002046	FGIG_09852	FhHiC23_g2833.t1
OG0002047	FGIG_10163	FhHiC23_g4023.t3, FhHiC23_g4023.t1, FhHiC23_g4023.t2, FhHiC23_g4023.t4
OG0002048	FGIG_10239	FhHiC23_g11535.t1
OG0002049	FGIG_10299, FGIG_11534	FhHiC23_g4356.t1
OG0002050	FGIG_10507	FhHiC23_g1876.t1
OG0002051	FGIG_10793	FhHiC23_g5368.t3, FhHiC23_g5368.t1, FhHiC23_g5368.t2
OG0002052	FGIG_10797	FhHiC23_g14291.t1
OG0002053	FGIG_10820	FhHiC23_g2700.t1
OG0002054	FGIG_10935	FhHiC23_g2529.t2, FhHiC23_g2529.t1, FhHiC23_g2529.t3
OG0002055	FGIG_10947	FhHiC23_g7715.t1, FhHiC23_g7715.t2
OG0002056	FGIG_11048	FhHiC23_g16367.t1, FhHiC23_g16367.t2
OG0002057	FGIG_11544	FhHiC23_g1048.t1
OG0002058	FGIG_11772	FhHiC23_g13342.t1
OG0002059	FGIG_11780	FhHiC23_g14563.t1
OG0002060	FGIG_11842	FhHiC23_g11718.t1
OG0002061	FGIG_12110	FhHiC23_g11443.t1, FhHiC23_g11443.t2
OG0002062	FGIG_12184	FhHiC23_g7404.t1, FhHiC23_g7404.t2
OG0002063	FGIG_12410	FhHiC23_g14629.t1
OG0002073	FGIG_00082	FhHiC23_g9392.t1, FhHiC23_g9392.t2
OG0002074	FGIG_00101	FhHiC23_g15435.t1
OG0002075	FGIG_00132	FhHiC23_g13599.t1, FhHiC23_g13599.t2
OG0002076	FGIG_07077, FGIG_07078	FhHiC23_g14486.t2
OG0002076	FGIG_00206	FhHiC23_g14486.t1
OG0002077	FGIG_00216, FGIG_09924	FhHiC23_g15695.t1
OG0002078	FGIG_00312	FhHiC23_g5428.t1, FhHiC23_g5428.t2
OG0002079	FGIG_00383	FhHiC23_g5334.t1, FhHiC23_g5334.t2
OG0002080	FGIG_00484	FhHiC23_g86.t1, FhHiC23_g86.t2
OG0002081	FGIG_08298	FhHiC23_g4179.t1
OG0002082	FGIG_00579	FhHiC23_g476.t1, FhHiC23_g8180.t1
OG0002082	FGIG_00578	FhHiC23_g8181.t1, FhHiC23_g474.t1
OG0002083	FGIG_00658, FGIG_09985	FhHiC23_g14424.t1
OG0002084	FGIG_00752	FhHiC23_g11011.t1
OG0002084	FGIG_00755, FGIG_00754	FhHiC23_g11013.t1, FhHiC23_g11013.t2
OG0002085	FGIG_00781	FhHiC23_g7887.t1
OG0002086	FGIG_09005, FGIG_00788	FhHiC23_g14568.t1
OG0002087	FGIG_00882	FhHiC23_g5509.t1, FhHiC23_g5509.t2
OG0002088	FGIG_00913	FhHiC23_g5599.t1, FhHiC23_g5599.t2
OG0002089	FGIG_00932	FhHiC23_g647.t1
OG0002090	FGIG_00986	FhHiC23_g1871.t1
OG0002091	FGIG_01070	FhHiC23_g522.t1, FhHiC23_g522.t2
OG0002092	FGIG_01268	FhHiC23_g4857.t1
OG0002093	FGIG_01356	FhHiC23_g9290.t1
OG0002094	FGIG_01469	FhHiC23_g12765.t1
OG0002095	FGIG_01632	FhHiC23_g12016.t1, FhHiC23_g12016.t2
OG0002096	FGIG_01676	FhHiC23_g6303.t1
OG0002097	FGIG_01680	FhHiC23_g12898.t1
OG0002098	FGIG_01746	FhHiC23_g8496.t1
OG0002099	FGIG_01747	FhHiC23_g5651.t1, FhHiC23_g5651.t2, FhHiC23_g5651.t3
OG0002100	FGIG_01904	FhHiC23_g4991.t1
OG0002101	FGIG_02032	FhHiC23_g16019.t1
OG0002101	FGIG_10566	FhHiC23_g16019.t2
OG0002102	FGIG_02312	FhHiC23_g9810.t1
OG0002102	FGIG_06101	FhHiC23_g9642.t1
OG0002103	FGIG_02069	FhHiC23_g14459.t1
OG0002104	FGIG_02074	FhHiC23_g5000.t2, FhHiC23_g5000.t3, FhHiC23_g5000.t1
OG0002105	FGIG_02131	FhHiC23_g5668.t1
OG0002106	FGIG_02208	FhHiC23_g16408.t1
OG0002107	FGIG_02265	FhHiC23_g8357.t2, FhHiC23_g8357.t1
OG0002108	FGIG_02477	FhHiC23_g4354.t1
OG0002109	FGIG_02633	FhHiC23_g14497.t1, FhHiC23_g14497.t2
OG0002110	FGIG_02667	FhHiC23_g2595.t1
OG0002111	FGIG_02740	FhHiC23_g14851.t1, FhHiC23_g14851.t2
OG0002111	FGIG_02741	FhHiC23_g14851.t3
OG0002112	FGIG_03025	FhHiC23_g7456.t1
OG0002113	FGIG_03296	FhHiC23_g16568.t1
OG0002114	FGIG_03896	FhHiC23_g10380.t1, FhHiC23_g10381.t2, FhHiC23_g10381.t1
OG0002115	FGIG_03962	FhHiC23_g853.t1, FhHiC23_g853.t2
OG0002116	FGIG_04721, FGIG_04077	FhHiC23_g7126.t1, FhHiC23_g5578.t1
OG0002117	FGIG_04173	FhHiC23_g12890.t1
OG0002118	FGIG_04184	FhHiC23_g640.t1
OG0002118	FGIG_04185	FhHiC23_g641.t1
OG0002119	FGIG_04220	FhHiC23_g3486.t1
OG0002120	FGIG_04231	FhHiC23_g11325.t1, FhHiC23_g11325.t2
OG0002121	FGIG_04233, FGIG_04232	FhHiC23_g11327.t1, FhHiC23_g11327.t2
OG0002122	FGIG_04355	FhHiC23_g6055.t2, FhHiC23_g6055.t1
OG0002124	FGIG_04560	FhHiC23_g15456.t1
OG0002125	FGIG_04585	FhHiC23_g9486.t1
OG0002126	FGIG_04675	FhHiC23_g11756.t1, FhHiC23_g11756.t2
OG0002126	FGIG_04674	FhHiC23_g11756.t3
OG0002127	FGIG_04867	FhHiC23_g8242.t1, FhHiC23_g8242.t2
OG0002128	FGIG_07940, FGIG_07941, FGIG_04883	FhHiC23_g11067.t1, FhHiC23_g11067.t2
OG0002129	FGIG_04937	FhHiC23_g1722.t2, FhHiC23_g1722.t1
OG0002130	FGIG_12658, FGIG_05062	FhHiC23_g9538.t2, FhHiC23_g9538.t1, FhHiC23_g9538.t3
OG0002131	FGIG_05119	FhHiC23_g6361.t1
OG0002132	FGIG_05232	FhHiC23_g1395.t1
OG0002133	FGIG_05314	FhHiC23_g2067.t1
OG0002134	FGIG_05624	FhHiC23_g14860.t1, FhHiC23_g14860.t2
OG0002135	FGIG_05765	FhHiC23_g10027.t1, FhHiC23_g10027.t2, FhHiC23_g10027.t3, FhHiC23_g10027.t4
OG0002136	FGIG_05990	FhHiC23_g9126.t1
OG0002137	FGIG_06265	FhHiC23_g2517.t2, FhHiC23_g2517.t1
OG0002138	FGIG_06285	FhHiC23_g5130.t1
OG0002139	FGIG_06377	FhHiC23_g7390.t1
OG0002140	FGIG_06385, FGIG_12408	FhHiC23_g11262.t1
OG0002141	FGIG_06397	FhHiC23_g5791.t1, FhHiC23_g5791.t2, FhHiC23_g7287.t1, FhHiC23_g7287.t2
OG0002142	FGIG_06549	FhHiC23_g16008.t1, FhHiC23_g16008.t2
OG0002143	FGIG_06744, FGIG_06745	FhHiC23_g1165.t1
OG0002144	FGIG_06833	FhHiC23_g9697.t1
OG0002144	FGIG_12222	FhHiC23_g9696.t1
OG0002145	FGIG_06894	FhHiC23_g5600.t1
OG0002146	FGIG_06966	FhHiC23_g11046.t1
OG0002147	FGIG_07060	FhHiC23_g1777.t1
OG0002148	FGIG_07150	FhHiC23_g10835.t1, FhHiC23_g10835.t2
OG0002149	FGIG_07229	FhHiC23_g961.t1
OG0002149	FGIG_10638	FhHiC23_g962.t1
OG0002150	FGIG_07241, FGIG_09386	FhHiC23_g7299.t2, FhHiC23_g7299.t1
OG0002151	FGIG_07245	FhHiC23_g3554.t1
OG0002152	FGIG_07252, FGIG_11124	FhHiC23_g422.t2, FhHiC23_g422.t1
OG0002153	FGIG_07293	FhHiC23_g10631.t1
OG0002154	FGIG_07297, FGIG_07298	FhHiC23_g14514.t1
OG0002155	FGIG_07344	FhHiC23_g9645.t1, FhHiC23_g9645.t2
OG0002156	FGIG_07411, FGIG_07410	FhHiC23_g16405.t1
OG0002157	FGIG_07422	FhHiC23_g7808.t1, FhHiC23_g7808.t2
OG0002158	FGIG_07479	FhHiC23_g2293.t2, FhHiC23_g2293.t1
OG0002159	FGIG_07668, FGIG_13986	FhHiC23_g2405.t1, FhHiC23_g2405.t2
OG0002160	FGIG_07809	FhHiC23_g15886.t1
OG0002161	FGIG_07886	FhHiC23_g14066.t1
OG0002163	FGIG_07909	FhHiC23_g5937.t1, FhHiC23_g5937.t2
OG0002164	FGIG_08058	FhHiC23_g7245.t1
OG0002165	FGIG_08102	FhHiC23_g9933.t1, FhHiC23_g9933.t2
OG0002166	FGIG_08113	FhHiC23_g790.t1
OG0002167	FGIG_08390	FhHiC23_g826.t1
OG0002168	FGIG_08554	FhHiC23_g310.t1
OG0002169	FGIG_08738	FhHiC23_g15324.t3, FhHiC23_g15324.t1, FhHiC23_g15324.t2
OG0002170	FGIG_08748	FhHiC23_g2374.t1
OG0002171	FGIG_08756	FhHiC23_g12321.t1
OG0002172	FGIG_08850	FhHiC23_g4639.t1, FhHiC23_g4639.t3, FhHiC23_g4639.t2
OG0002173	FGIG_09152	FhHiC23_g7653.t1
OG0002174	FGIG_09162	FhHiC23_g2902.t1
OG0002175	FGIG_09338	FhHiC23_g2395.t1
OG0002176	FGIG_09375	FhHiC23_g1529.t1, FhHiC23_g1529.t2
OG0002177	FGIG_09393	FhHiC23_g12320.t1
OG0002178	FGIG_09399	FhHiC23_g2938.t1
OG0002179	FGIG_09419	FhHiC23_g13632.t1
OG0002180	FGIG_09454	FhHiC23_g2941.t1, FhHiC23_g2941.t2, FhHiC23_g2940.t1
OG0002181	FGIG_09560, FGIG_11930, FGIG_11929	FhHiC23_g1994.t1, FhHiC23_g1994.t2
OG0002182	FGIG_09570	FhHiC23_g3094.t1, FhHiC23_g3094.t2
OG0002183	FGIG_09574	FhHiC23_g13816.t1, FhHiC23_g13816.t2
OG0002184	FGIG_09626	FhHiC23_g16421.t1, FhHiC23_g16421.t2
OG0002185	FGIG_09640	FhHiC23_g13223.t1, FhHiC23_g13223.t2
OG0002186	FGIG_09677	FhHiC23_g10722.t2, FhHiC23_g10722.t1
OG0002187	FGIG_09896	FhHiC23_g15295.t1
OG0002187	FGIG_09895	FhHiC23_g15294.t1
OG0002188	FGIG_09940	FhHiC23_g13463.t1, FhHiC23_g8076.t1
OG0002189	FGIG_09969	FhHiC23_g4821.t1, FhHiC23_g4821.t2
OG0002190	FGIG_10017	FhHiC23_g10307.t1, FhHiC23_g10307.t2
OG0002191	FGIG_10018	FhHiC23_g12141.t1, FhHiC23_g12142.t1
OG0002192	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139	FhHiC23_g14822.t1, FhHiC23_g14822.t2
OG0002193	FGIG_10336	FhHiC23_g2299.t1
OG0002194	FGIG_10539	FhHiC23_g6461.t1, FhHiC23_g6461.t2
OG0002195	FGIG_10604	FhHiC23_g1976.t2, FhHiC23_g1976.t1
OG0002196	FGIG_10636	FhHiC23_g7987.t2, FhHiC23_g7987.t1
OG0002197	FGIG_10687	FhHiC23_g16677.t1, FhHiC23_g6820.t1
OG0002198	FGIG_10743	FhHiC23_g5234.t1
OG0002199	FGIG_10871	FhHiC23_g3002.t1, FhHiC23_g3002.t2
OG0002200	FGIG_11136	FhHiC23_g1206.t1
OG0002201	FGIG_11203	FhHiC23_g14460.t1, FhHiC23_g14461.t1, FhHiC23_g910.t1
OG0002202	FGIG_11573	FhHiC23_g14835.t1
OG0002203	FGIG_11895	FhHiC23_g1512.t2
OG0002203	FGIG_11896	FhHiC23_g1512.t1
OG0002204	FGIG_12650, FGIG_12066	FhHiC23_g10466.t1, FhHiC23_g10466.t2
OG0002205	FGIG_12452	FhHiC23_g13503.t1, FhHiC23_g13503.t2
OG0002206	FGIG_12508	FhHiC23_g16198.t1, FhHiC23_g16198.t2
OG0002212	FGIG_00064	FhHiC23_g9148.t2
OG0002212	FGIG_00063	FhHiC23_g9148.t1
OG0002214	FGIG_00154	FhHiC23_g14403.t1, FhHiC23_g14403.t2
OG0002215	FGIG_00249	FhHiC23_g11715.t1, FhHiC23_g11715.t3, FhHiC23_g11715.t2, FhHiC23_g11715.t4
OG0002216	FGIG_03788	FhHiC23_g6193.t1
OG0002216	FGIG_03787	FhHiC23_g6191.t1, FhHiC23_g6194.t1
OG0002216	FGIG_05155, FGIG_05154	FhHiC23_g6187.t1
OG0002217	FGIG_00514	FhHiC23_g13117.t1, FhHiC23_g13117.t2
OG0002218	FGIG_09413, FGIG_10567	FhHiC23_g6829.t1
OG0002218	FGIG_00689	FhHiC23_g13516.t1
OG0002219	FGIG_00868	FhHiC23_g10683.t1
OG0002220	FGIG_00875	FhHiC23_g13677.t1
OG0002221	FGIG_01057	FhHiC23_g11773.t1
OG0002221	FGIG_04571	FhHiC23_g12324.t1
OG0002222	FGIG_01061	FhHiC23_g6525.t2, FhHiC23_g6525.t1, FhHiC23_g6525.t3
OG0002223	FGIG_01190, FGIG_01189	FhHiC23_g15165.t1, FhHiC23_g15165.t2
OG0002223	FGIG_08130	FhHiC23_g15337.t1
OG0002224	FGIG_01217, FGIG_07046	FhHiC23_g11093.t1
OG0002225	FGIG_01235, FGIG_01236	FhHiC23_g4431.t1
OG0002226	FGIG_01251	FhHiC23_g9721.t2, FhHiC23_g9721.t1
OG0002227	FGIG_01282	FhHiC23_g14673.t1
OG0002228	FGIG_01298	FhHiC23_g14041.t1, FhHiC23_g14040.t1, FhHiC23_g14040.t2
OG0002229	FGIG_01349	FhHiC23_g11397.t1, FhHiC23_g11397.t2
OG0002230	FGIG_01359	FhHiC23_g7066.t1, FhHiC23_g7066.t3
OG0002231	FGIG_01526	FhHiC23_g6749.t2, FhHiC23_g6749.t1, FhHiC23_g6749.t3
OG0002232	FGIG_01528	FhHiC23_g1517.t1, FhHiC23_g1517.t2, FhHiC23_g1517.t3, FhHiC23_g1517.t4
OG0002233	FGIG_01619	FhHiC23_g8147.t1
OG0002234	FGIG_01755	FhHiC23_g38.t1
OG0002235	FGIG_01815	FhHiC23_g15083.t2, FhHiC23_g15083.t1, FhHiC23_g15083.t3
OG0002236	FGIG_01839, FGIG_01838	FhHiC23_g7979.t4, FhHiC23_g7979.t1, FhHiC23_g7979.t2, FhHiC23_g7979.t3
OG0002236	FGIG_01841, FGIG_05959, FGIG_05960	FhHiC23_g7977.t1, FhHiC23_g7977.t2
OG0002237	FGIG_01843	FhHiC23_g14239.t2
OG0002237	FGIG_01844	FhHiC23_g14239.t1
OG0002238	FGIG_01931	FhHiC23_g15788.t1
OG0002238	FGIG_01929	FhHiC23_g15787.t1
OG0002238	FGIG_09706	FhHiC23_g15791.t1, FhHiC23_g15792.t1
OG0002239	FGIG_02021, FGIG_02022, FGIG_11904	FhHiC23_g9375.t1
OG0002240	FGIG_02045	FhHiC23_g14541.t1
OG0002241	FGIG_02071	FhHiC23_g7957.t1
OG0002241	FGIG_09407	FhHiC23_g7961.t1, FhHiC23_g7959.t1, FhHiC23_g7955.t1
OG0002242	FGIG_03786	FhHiC23_g6195.t1
OG0002242	FGIG_12095	FhHiC23_g13916.t1, FhHiC23_g13916.t2
OG0002242	FGIG_02183	FhHiC23_g13915.t3, FhHiC23_g13915.t1, FhHiC23_g13915.t2
OG0002243	FGIG_02190	FhHiC23_g6537.t1
OG0002244	FGIG_02421	FhHiC23_g4644.t1, FhHiC23_g4644.t2
OG0002245	FGIG_02712	FhHiC23_g6842.t3, FhHiC23_g6842.t1, FhHiC23_g6842.t2
OG0002246	FGIG_02737	FhHiC23_g15424.t1
OG0002247	FGIG_02926	FhHiC23_g10030.t1
OG0002248	FGIG_02985	FhHiC23_g1742.t1
OG0002249	FGIG_03295	FhHiC23_g1753.t1
OG0002250	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265	FhHiC23_g5204.t1
OG0002251	FGIG_03597	FhHiC23_g10035.t1
OG0002253	FGIG_03758	FhHiC23_g11817.t1, FhHiC23_g11817.t2
OG0002254	FGIG_03762	FhHiC23_g161.t1
OG0002255	FGIG_03783	FhHiC23_g10702.t1
OG0002256	FGIG_03842	FhHiC23_g1848.t1, FhHiC23_g1848.t2
OG0002257	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870	FhHiC23_g1655.t3
OG0002258	FGIG_03876	FhHiC23_g1819.t1
OG0002258	FGIG_09563	FhHiC23_g110.t1
OG0002259	FGIG_04001	FhHiC23_g9565.t1
OG0002260	FGIG_04041	FhHiC23_g13409.t1
OG0002261	FGIG_04091	FhHiC23_g1050.t1
OG0002262	FGIG_04206	FhHiC23_g10980.t1
OG0002263	FGIG_04322	FhHiC23_g7068.t1, FhHiC23_g7069.t1
OG0002264	FGIG_04362	FhHiC23_g14056.t1, FhHiC23_g14056.t2
OG0002265	FGIG_04389	FhHiC23_g5736.t1
OG0002266	FGIG_04454	FhHiC23_g9789.t4, FhHiC23_g9789.t1, FhHiC23_g9789.t3, FhHiC23_g9789.t2
OG0002267	FGIG_04524	FhHiC23_g11749.t1
OG0002268	FGIG_11754	FhHiC23_g4043.t1, FhHiC23_g4043.t3, FhHiC23_g4043.t2
OG0002269	FGIG_04772	FhHiC23_g3783.t1
OG0002269	FGIG_11249	FhHiC23_g6846.t1, FhHiC23_g6846.t2
OG0002270	FGIG_05032	FhHiC23_g16077.t1
OG0002271	FGIG_05054, FGIG_10761	FhHiC23_g3866.t1
OG0002272	FGIG_05097	FhHiC23_g9601.t1, FhHiC23_g9601.t2, FhHiC23_g9601.t3
OG0002273	FGIG_11698, FGIG_05145	FhHiC23_g784.t1
OG0002274	FGIG_05175	FhHiC23_g1957.t1
OG0002275	FGIG_05339	FhHiC23_g4040.t1
OG0002277	FGIG_05444, FGIG_06812	FhHiC23_g742.t1, FhHiC23_g742.t2
OG0002278	FGIG_09994, FGIG_11786, FGIG_05591	FhHiC23_g4338.t1
OG0002279	FGIG_05662	FhHiC23_g3759.t1
OG0002279	FGIG_09598	FhHiC23_g16249.t1
OG0002280	FGIG_05667	FhHiC23_g8334.t1
