Orthogroup	fasciola_gigantica	opisthorchis_viverrini
OG0001563	FGIG_01149	T265_08071
OG0001564	FGIG_12337, FGIG_01165, FGIG_01166	T265_09439, T265_09367, T265_15503
OG0001564	FGIG_04245	T265_11706
OG0001565	FGIG_01252	T265_13020, T265_13021
OG0001566	FGIG_01332, FGIG_01331	T265_01168
OG0001567	FGIG_01351, FGIG_02042	T265_11351
OG0001568	FGIG_01381, FGIG_10926	T265_08844
OG0001569	FGIG_01430	T265_08597, T265_06165
OG0001570	FGIG_01497	T265_14294, T265_15779
OG0001571	FGIG_01541	T265_06223, T265_06225
OG0001572	FGIG_01643	T265_08929
OG0001573	FGIG_01771	T265_14303
OG0001574	FGIG_01776	T265_11245
OG0001575	FGIG_01819	T265_01850
OG0001576	FGIG_01874, FGIG_01873	T265_05959
OG0001577	FGIG_02105	T265_10560
OG0001578	FGIG_02177	T265_03834
OG0001579	FGIG_02212	T265_00891, T265_12293
OG0001580	FGIG_02237	T265_11044, T265_11046
OG0001581	FGIG_02435	T265_13097
OG0001582	FGIG_02459	T265_00284
OG0001583	FGIG_02462	T265_07844
OG0001584	FGIG_02509, FGIG_02508	T265_13141, T265_00101, T265_14080
OG0001585	FGIG_02700	T265_13043
OG0001586	FGIG_02757	T265_08001
OG0001587	FGIG_02789, FGIG_08846	T265_00980
OG0001588	FGIG_03013	T265_09362
OG0001590	FGIG_03074	T265_05785
OG0001591	FGIG_03110	T265_02753
OG0001592	FGIG_03254	T265_07090, T265_10582
OG0001593	FGIG_03389	T265_05613
OG0001594	FGIG_03404	T265_10080
OG0001595	FGIG_03681	T265_11438
OG0001596	FGIG_03686	T265_05252, T265_13230
OG0001597	FGIG_03710	T265_02935
OG0001598	FGIG_03711	T265_00351
OG0001599	FGIG_03826	T265_10881
OG0001600	FGIG_03860	T265_08507
OG0001601	FGIG_04047	T265_12251, T265_13640
OG0001602	FGIG_04252	T265_06910
OG0001604	FGIG_04790	T265_10406
OG0001605	FGIG_04843, FGIG_04842	T265_09891
OG0001606	FGIG_09218, FGIG_09219, FGIG_05027	T265_10728
OG0001607	FGIG_05053, FGIG_08672	T265_15554
OG0001608	FGIG_05065	T265_08088
OG0001609	FGIG_05088	T265_02340
OG0001610	FGIG_07389	T265_05234
OG0001610	FGIG_08349, FGIG_05093	T265_14531
OG0001611	FGIG_05457	T265_01454
OG0001612	FGIG_05464	T265_06824
OG0001613	FGIG_05500	T265_02844
OG0001614	FGIG_05538	T265_06438
OG0001614	FGIG_05540	T265_00023, T265_08537
OG0001615	FGIG_05541	T265_08538
OG0001617	FGIG_05780	T265_01771, T265_12207
OG0001618	FGIG_05781, FGIG_05782	T265_02608
OG0001619	FGIG_05824	T265_00098
OG0001620	FGIG_06091	T265_07578, T265_07576
OG0001621	FGIG_06135	T265_11273
OG0001622	FGIG_06211, FGIG_06210	T265_12340, T265_16297
OG0001623	FGIG_06565	T265_00228, T265_08047
OG0001624	FGIG_07374, FGIG_06649	T265_09187
OG0001626	FGIG_06845	T265_11931
OG0001627	FGIG_06856	T265_02191
OG0001628	FGIG_06970	T265_05566
OG0001629	FGIG_07009	T265_01797
OG0001630	FGIG_07208	T265_02099
OG0001631	FGIG_07316	T265_03790
OG0001632	FGIG_07391	T265_14353
OG0001633	FGIG_07448	T265_10187
OG0001634	FGIG_07519	T265_00567
OG0001635	FGIG_07538, FGIG_07539	T265_06410, T265_15946
OG0001636	FGIG_07566	T265_05447
OG0001637	FGIG_07660	T265_08784
OG0001638	FGIG_07831	T265_05557
OG0001640	FGIG_08389	T265_06192
OG0001641	FGIG_08605	T265_13439
OG0001642	FGIG_08607	T265_11395
OG0001643	FGIG_08854	T265_09518
OG0001644	FGIG_09142	T265_04914
OG0001645	FGIG_09151, FGIG_10352	T265_10635
OG0001646	FGIG_09195	T265_09167
OG0001647	FGIG_09206	T265_04701
OG0001648	FGIG_09300	T265_01727
OG0001649	FGIG_09378	T265_04939
OG0001650	FGIG_10424, FGIG_12069	T265_07849
OG0001652	FGIG_10655	T265_14643
OG0001653	FGIG_10856	T265_12692
OG0001655	FGIG_11826	T265_08873
OG0001656	FGIG_12138	T265_01416, T265_13854
OG0001657	FGIG_12273	T265_02579
OG0001668	FGIG_00343, FGIG_00341, FGIG_00342	T265_09738
OG0001669	FGIG_00345	T265_14607
OG0001670	FGIG_04680	T265_14718
OG0001670	FGIG_00362	T265_08988, T265_08986, T265_16322
OG0001670	FGIG_09303, FGIG_09302	T265_08981
OG0001671	FGIG_00386	T265_14634
OG0001672	FGIG_00594	T265_00750
OG0001673	FGIG_00782	T265_01379
OG0001674	FGIG_01310, FGIG_04816, FGIG_10672, FGIG_08566, FGIG_10670	T265_15759
OG0001674	FGIG_09735, FGIG_03662, FGIG_03663, FGIG_09734, FGIG_01096, FGIG_07765, FGIG_10178, FGIG_07383, FGIG_08698, FGIG_10376, FGIG_06658, FGIG_12132, FGIG_01391, FGIG_10377, FGIG_05738, FGIG_06226, FGIG_08699, FGIG_10850, FGIG_01396, FGIG_03664, FGIG_10255	T265_06963, T265_10008, T265_10009
OG0001675	FGIG_01158	T265_12874
OG0001676	FGIG_01424	T265_01615
OG0001677	FGIG_01587	T265_05762
OG0001680	FGIG_01674, FGIG_09657, FGIG_01673	T265_09371
OG0001681	FGIG_10397, FGIG_01757	T265_12663, T265_16018
OG0001682	FGIG_01772	T265_15158
OG0001683	FGIG_09870, FGIG_01860, FGIG_09138, FGIG_09869	T265_09590, T265_14893, T265_03749
OG0001684	FGIG_06953, FGIG_02137	T265_09014
OG0001685	FGIG_02286	T265_15090
OG0001686	FGIG_02332	T265_09608, T265_15908
OG0001687	FGIG_02344	T265_07419
OG0001688	FGIG_02355, FGIG_02354	T265_07388
OG0001689	FGIG_02361	T265_15368
OG0001690	FGIG_02412	T265_04514
OG0001691	FGIG_02430	T265_03200
OG0001692	FGIG_02603	T265_13395
OG0001694	FGIG_02613	T265_02240
OG0001695	FGIG_02650	T265_10771
OG0001696	FGIG_02668	T265_09913
OG0001697	FGIG_02799	T265_05671
OG0001698	FGIG_02827	T265_05919
OG0001699	FGIG_08442, FGIG_12071, FGIG_02860	T265_08126
OG0001700	FGIG_02948	T265_09892
OG0001701	FGIG_02954	T265_03185
OG0001702	FGIG_03036	T265_01458
OG0001703	FGIG_03206	T265_14685
OG0001704	FGIG_03262	T265_10332
OG0001705	FGIG_03312	T265_06950
OG0001706	FGIG_03334	T265_00105
OG0001707	FGIG_03346, FGIG_11546	T265_01410
OG0001708	FGIG_07923, FGIG_03395	T265_02720
OG0001709	FGIG_03643	T265_13976
OG0001710	FGIG_03672	T265_05358
OG0001711	FGIG_03723, FGIG_09584, FGIG_05732, FGIG_12458	T265_05328
OG0001712	FGIG_04007	T265_14005
OG0001713	FGIG_04033	T265_08885
OG0001714	FGIG_04034	T265_14693
OG0001715	FGIG_04340	T265_03710
OG0001716	FGIG_04933, FGIG_04367	T265_12518
OG0001717	FGIG_04529	T265_02968
OG0001718	FGIG_04552	T265_09214
OG0001719	FGIG_04710, FGIG_04709	T265_04478
OG0001720	FGIG_04866	T265_12689
OG0001720	FGIG_06080	T265_01853
OG0001721	FGIG_04876	T265_01466
OG0001722	FGIG_04965, FGIG_10318	T265_10430, T265_16265
OG0001723	FGIG_05019	T265_12870
OG0001724	FGIG_05138, FGIG_11352	T265_04056
OG0001725	FGIG_05235	T265_09161
OG0001726	FGIG_08225, FGIG_11396	T265_12576
OG0001726	FGIG_05249	T265_01638
OG0001727	FGIG_05253	T265_15130, T265_10361
OG0001728	FGIG_05390	T265_03905
OG0001729	FGIG_05422	T265_01004
OG0001731	FGIG_05472	T265_11635
OG0001732	FGIG_05692	T265_02819
OG0001733	FGIG_05918	T265_03326
OG0001734	FGIG_05951, FGIG_07347	T265_07463
OG0001735	FGIG_06068	T265_07057, T265_07056
OG0001736	FGIG_06248, FGIG_09628	T265_14980
OG0001737	FGIG_06314	T265_05187
OG0001738	FGIG_06451, FGIG_06452	T265_04467
OG0001739	FGIG_06589	T265_09719
OG0001740	FGIG_06601	T265_02848
OG0001741	FGIG_06645	T265_09400
OG0001742	FGIG_06724	T265_01766
OG0001744	FGIG_06776	T265_10654, T265_12595
OG0001745	FGIG_10942, FGIG_06817	T265_05962
OG0001746	FGIG_07007, FGIG_11346	T265_12992
OG0001747	FGIG_10446, FGIG_07087	T265_08419
OG0001748	FGIG_07196	T265_02528
OG0001749	FGIG_07207	T265_05162, T265_13920
OG0001750	FGIG_07290, FGIG_11354	T265_14641, T265_08679
OG0001751	FGIG_07350	T265_03745
OG0001752	FGIG_07833, FGIG_07832, FGIG_07400	T265_08775
OG0001754	FGIG_07797, FGIG_07796	T265_14140
OG0001755	FGIG_07829	T265_08222, T265_10918
OG0001756	FGIG_08210	T265_02705
OG0001757	FGIG_08253	T265_00117
OG0001758	FGIG_12341, FGIG_08329	T265_08429, T265_16089, T265_08430
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	T265_14874
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	T265_13963
OG0001761	FGIG_09476, FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	T265_11120
OG0001762	FGIG_08880, FGIG_11962	T265_08963, T265_16323, T265_08964
OG0001763	FGIG_08936	T265_11384
OG0001764	FGIG_09029, FGIG_09028	T265_04595
OG0001765	FGIG_09205	T265_00502
OG0001766	FGIG_09234	T265_14565
OG0001767	FGIG_12380, FGIG_09314	T265_04548
OG0001768	FGIG_09327	T265_10297
OG0001769	FGIG_09331	T265_03947
OG0001770	FGIG_09332	T265_08230
OG0001771	FGIG_09366	T265_13913
OG0001772	FGIG_09813	T265_07572
OG0001773	FGIG_09836	T265_00534
OG0001774	FGIG_09938	T265_06888
OG0001775	FGIG_10075	T265_09040
OG0001776	FGIG_10105	T265_11140
OG0001777	FGIG_10186	T265_03011
OG0001778	FGIG_10398	T265_09376
OG0001780	FGIG_10677	T265_06467
OG0001781	FGIG_10803, FGIG_11244	T265_13075
OG0001782	FGIG_10806	T265_03902
OG0001783	FGIG_10960	T265_03631
OG0001784	FGIG_11263	T265_04098, T265_15912
OG0001785	FGIG_11277	T265_07505
OG0001786	FGIG_11466	T265_02513
OG0001787	FGIG_11743	T265_13198
OG0001789	FGIG_12472	T265_06187
OG0001790	FGIG_12557	T265_13300
OG0001801	FGIG_00130	T265_04593
OG0001803	FGIG_00286	T265_09341
OG0001804	FGIG_00398	T265_12618
OG0001805	FGIG_00507, FGIG_00508	T265_13514, T265_13513
OG0001806	FGIG_00525	T265_07409
OG0001807	FGIG_00587	T265_11444
OG0001808	FGIG_00700	T265_10905
OG0001809	FGIG_00729	T265_13772
OG0001810	FGIG_00762	T265_07900
OG0001812	FGIG_00836	T265_14122
OG0001813	FGIG_00936	T265_09076
OG0001814	FGIG_00962	T265_10976
OG0001815	FGIG_01073, FGIG_01074	T265_06116
OG0001816	FGIG_01170	T265_15353
OG0001817	FGIG_01315	T265_13431
OG0001818	FGIG_01476	T265_12286, T265_06859, T265_15980
OG0001819	FGIG_01638	T265_02288
OG0001820	FGIG_01817, FGIG_01816	T265_04186
OG0001821	FGIG_01822	T265_09614
OG0001821	FGIG_03077	T265_03362
OG0001822	FGIG_01856, FGIG_12355	T265_11066, T265_04529
OG0001823	FGIG_02236, FGIG_05411	T265_11105
OG0001825	FGIG_02531	T265_02352
OG0001826	FGIG_02634	T265_00277
OG0001827	FGIG_02803, FGIG_12147, FGIG_11771	T265_02155
OG0001827	FGIG_12499	T265_12935
OG0001828	FGIG_02847	T265_01213
OG0001829	FGIG_02872	T265_11088
OG0001829	FGIG_03015	T265_11086
OG0001830	FGIG_02879, FGIG_12693	T265_15921
OG0001831	FGIG_02881	T265_03336
OG0001834	FGIG_02991	T265_00004
OG0001835	FGIG_11589	T265_06643
OG0001835	FGIG_03039	T265_14089
OG0001836	FGIG_03199	T265_14559
OG0001837	FGIG_03271	T265_08769
OG0001838	FGIG_03289	T265_03743
OG0001839	FGIG_03331	T265_12526
OG0001840	FGIG_03379	T265_13580
OG0001841	FGIG_03429	T265_07181
OG0001842	FGIG_03482, FGIG_12479	T265_15657
OG0001843	FGIG_03549	T265_04469, T265_13561
OG0001844	FGIG_03580	T265_03040
OG0001845	FGIG_03666	T265_14549
OG0001846	FGIG_11334, FGIG_03780, FGIG_03781	T265_10397
OG0001847	FGIG_03848	T265_11864
OG0001848	FGIG_04380	T265_14403, T265_14401, T265_07830
OG0001849	FGIG_04452	T265_00607
OG0001850	FGIG_04633	T265_00010
OG0001851	FGIG_04765	T265_01360
OG0001852	FGIG_04961	T265_05433
OG0001853	FGIG_05001	T265_02922, T265_11897
OG0001854	FGIG_05079, FGIG_05080	T265_09648
OG0001855	FGIG_05092	T265_00165
OG0001856	FGIG_05147	T265_10021
OG0001857	FGIG_05152	T265_04055
OG0001858	FGIG_05246	T265_02220, T265_04712
OG0001859	FGIG_05352	T265_06498
OG0001860	FGIG_12696, FGIG_05529, FGIG_08194	T265_03438, T265_03772, T265_13321
OG0001861	FGIG_05537	T265_01225
OG0001862	FGIG_05612	T265_10909
OG0001863	FGIG_05675	T265_01043, T265_01044
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	T265_01749
OG0001866	FGIG_05934, FGIG_07819, FGIG_07820	T265_09747
OG0001867	FGIG_06039	T265_13218, T265_13219
OG0001868	FGIG_06184	T265_04412
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	T265_05535
OG0001870	FGIG_06239	T265_00132
OG0001871	FGIG_06490	T265_13828
OG0001872	FGIG_06502, FGIG_08638	T265_03393
OG0001873	FGIG_06583	T265_08992
OG0001874	FGIG_06688, FGIG_07094	T265_03234, T265_13196
OG0001875	FGIG_06832	T265_15589, T265_15590, T265_11880, T265_11881
OG0001876	FGIG_06870	T265_03702
OG0001877	FGIG_06876	T265_14142
OG0001879	FGIG_07185	T265_05975
OG0001880	FGIG_07399	T265_15623, T265_15873
OG0001881	FGIG_08617, FGIG_07427	T265_09881, T265_16342
OG0001882	FGIG_10254, FGIG_07480	T265_02934
OG0001883	FGIG_07514	T265_00246
OG0001884	FGIG_07616	T265_08008, T265_16260
OG0001885	FGIG_07748	T265_03198
OG0001886	FGIG_07805	T265_10249
OG0001887	FGIG_07966	T265_05895, T265_07671
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	T265_14220
OG0001889	FGIG_08133	T265_11606
OG0001890	FGIG_08277	T265_08599
OG0001891	FGIG_08290	T265_01391
OG0001892	FGIG_08312	T265_15428
OG0001893	FGIG_08493	T265_09740
OG0001894	FGIG_08662	T265_12840
OG0001895	FGIG_08712	T265_11728
OG0001896	FGIG_08759	T265_09000
OG0001897	FGIG_08889	T265_13908
OG0001898	FGIG_09045	T265_04800
OG0001899	FGIG_09165, FGIG_12532	T265_03996
OG0001900	FGIG_09208	T265_05713
OG0001901	FGIG_09292, FGIG_09291	T265_07537
OG0001902	FGIG_09325, FGIG_09326	T265_03661, T265_11899
OG0001903	FGIG_11383, FGIG_09404	T265_06552, T265_06554
OG0001904	FGIG_09502	T265_10321
OG0001905	FGIG_09751	T265_06569
OG0001906	FGIG_09783	T265_13479
OG0001907	FGIG_09790	T265_14805
OG0001908	FGIG_10713, FGIG_10014	T265_04923
OG0001909	FGIG_10056	T265_08757
OG0001910	FGIG_10144	T265_11579
OG0001911	FGIG_10217	T265_08739, T265_08740
OG0001912	FGIG_10259	T265_05946
OG0001913	FGIG_10326	T265_02936
OG0001914	FGIG_10404, FGIG_10403	T265_04183
OG0001915	FGIG_10465, FGIG_11686	T265_15891, T265_01652, T265_12174
OG0001916	FGIG_10612, FGIG_10605	T265_06670
OG0001917	FGIG_12536, FGIG_11628	T265_14049
OG0001918	FGIG_12348, FGIG_11631	T265_00471
OG0001919	FGIG_11652	T265_02504
OG0001920	FGIG_11748	T265_08481
OG0001921	FGIG_11845	T265_06125
OG0001922	FGIG_11872	T265_14503
OG0001923	FGIG_11902	T265_07276
OG0001924	FGIG_11939	T265_02681
OG0001925	FGIG_12270, FGIG_11988	T265_00852
OG0001926	FGIG_12026	T265_02868
OG0001927	FGIG_12178	T265_08673
OG0001941	FGIG_00126	T265_02631
OG0001943	FGIG_00220	T265_12963
OG0001944	FGIG_00245	T265_01438
OG0001945	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281	T265_02757
OG0001945	FGIG_00285	T265_11309
OG0001946	FGIG_00457	T265_08642
OG0001947	FGIG_00619	T265_15378
OG0001948	FGIG_00736	T265_09604
OG0001949	FGIG_00760	T265_10788
OG0001950	FGIG_00800	T265_14356
OG0001951	FGIG_00894	T265_02488
OG0001952	FGIG_01038	T265_01274
OG0001953	FGIG_01050	T265_07588
OG0001954	FGIG_01129	T265_05594, T265_10324, T265_10323
OG0001955	FGIG_01306	T265_04533
OG0001956	FGIG_08032, FGIG_01323	T265_00329
OG0001957	FGIG_01445	T265_16364
OG0001958	FGIG_01525	T265_12587
OG0001959	FGIG_01707	T265_12030
OG0001960	FGIG_01709	T265_03563
OG0001961	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228	T265_04189
OG0001962	FGIG_01870	T265_02258
OG0001963	FGIG_01934	T265_07542
OG0001964	FGIG_01965	T265_02635
OG0001965	FGIG_01978	T265_15738, T265_09470, T265_16302
OG0001966	FGIG_01994	T265_11898
OG0001967	FGIG_02023	T265_11018
OG0001968	FGIG_02090	T265_12615
OG0001969	FGIG_02108	T265_15599, T265_11986
OG0001970	FGIG_02292	T265_06534
OG0001972	FGIG_02971	T265_06716
OG0001973	FGIG_02972	T265_10631
OG0001974	FGIG_03001, FGIG_03000, FGIG_03002	T265_03306
OG0001975	FGIG_03194	T265_08820
OG0001978	FGIG_03425	T265_02840
OG0001979	FGIG_03430	T265_00134
OG0001980	FGIG_03446	T265_00639
OG0001981	FGIG_03545	T265_14563
OG0001982	FGIG_03564	T265_05804
OG0001983	FGIG_03619	T265_16272, T265_10525
OG0001984	FGIG_03674	T265_13337
OG0001985	FGIG_03737, FGIG_03736	T265_05014
OG0001986	FGIG_03793	T265_13071
OG0001987	FGIG_03835	T265_11477
OG0001988	FGIG_04295	T265_00178
OG0001989	FGIG_04368	T265_00999
OG0001990	FGIG_04430	T265_14644
OG0001991	FGIG_04551	T265_09212
OG0001992	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601	T265_04048
OG0001993	FGIG_04621, FGIG_11304, FGIG_11303	T265_14343
OG0001995	FGIG_04654	T265_11523
OG0001996	FGIG_04771	T265_10482
OG0001997	FGIG_04930	T265_01011
OG0001998	FGIG_05116	T265_14397
OG0001998	FGIG_04945	T265_05189
OG0001999	FGIG_13995, FGIG_05007	T265_01760
OG0002000	FGIG_05071, FGIG_05073	T265_10963
OG0002001	FGIG_05351, FGIG_10322	T265_04575
OG0002002	FGIG_05474	T265_11222
OG0002003	FGIG_05597	T265_05270
OG0002004	FGIG_05610, FGIG_08593	T265_04351
OG0002006	FGIG_05620, FGIG_12403	T265_11260
OG0002007	FGIG_05753	T265_01809
OG0002008	FGIG_05878, FGIG_05879	T265_02030, T265_02029
OG0002009	FGIG_05904	T265_07583
OG0002010	FGIG_06031	T265_02865
OG0002011	FGIG_06078	T265_15553
OG0002012	FGIG_06082	T265_01585
OG0002013	FGIG_06141	T265_00133
OG0002014	FGIG_11116, FGIG_09556, FGIG_06161	T265_02025
OG0002015	FGIG_12200, FGIG_06387	T265_10154
OG0002016	FGIG_06393	T265_07786
OG0002018	FGIG_06578, FGIG_06579	T265_01252
OG0002019	FGIG_07624	T265_14733
OG0002020	FGIG_07652	T265_09353, T265_09354
OG0002021	FGIG_07835	T265_02319
OG0002023	FGIG_07949	T265_01173
OG0002024	FGIG_08028	T265_11589
OG0002025	FGIG_08079, FGIG_08077, FGIG_08078	T265_13824
OG0002026	FGIG_08218	T265_14886
OG0002027	FGIG_08231	T265_12826
OG0002028	FGIG_08327, FGIG_10920	T265_06994
OG0002029	FGIG_08478	T265_03894
OG0002030	FGIG_08503	T265_00505
OG0002031	FGIG_08525, FGIG_08524	T265_09865, T265_16204
OG0002032	FGIG_08730	T265_02749
OG0002033	FGIG_08755, FGIG_08754	T265_10134
OG0002034	FGIG_08831	T265_02060
OG0002035	FGIG_08871	T265_04572
OG0002036	FGIG_08929	T265_02637
OG0002037	FGIG_09110	T265_00055
OG0002038	FGIG_09222	T265_02077
OG0002038	FGIG_09223	T265_15831
OG0002039	FGIG_09256	T265_08815
OG0002040	FGIG_09293	T265_03319
OG0002041	FGIG_09352	T265_00833
OG0002042	FGIG_09643	T265_10274
OG0002043	FGIG_09653	T265_01128
OG0002045	FGIG_09717	T265_07822
OG0002046	FGIG_09852	T265_02662
OG0002047	FGIG_10163	T265_04671
OG0002048	FGIG_10239	T265_13011
OG0002050	FGIG_10507	T265_11962
OG0002051	FGIG_10793	T265_02963
OG0002052	FGIG_10797	T265_01480
OG0002053	FGIG_10820	T265_00451
OG0002054	FGIG_10935	T265_13210
OG0002055	FGIG_10947	T265_01146
OG0002056	FGIG_11048	T265_04164
OG0002057	FGIG_11544	T265_11668
OG0002058	FGIG_11772	T265_07761
OG0002059	FGIG_11780	T265_11048
OG0002060	FGIG_11842	T265_01393
OG0002061	FGIG_12110	T265_08182
OG0002062	FGIG_12184	T265_06808
OG0002063	FGIG_12410	T265_08631
OG0002073	FGIG_00082	T265_09527
OG0002074	FGIG_00101	T265_03665
OG0002075	FGIG_00132	T265_09383
OG0002076	FGIG_07077, FGIG_07078, FGIG_00206	T265_15233, T265_16097
OG0002077	FGIG_00216, FGIG_09924	T265_03682
OG0002078	FGIG_00312	T265_15041
OG0002079	FGIG_00383	T265_06240
OG0002080	FGIG_00484	T265_00124
OG0002081	FGIG_00552, FGIG_08298	T265_09555
OG0002082	FGIG_00579	T265_03148, T265_13172
OG0002082	FGIG_00578	T265_03149
OG0002083	FGIG_00658, FGIG_09985	T265_08100
OG0002084	FGIG_00752	T265_12470
OG0002084	FGIG_00755, FGIG_00754	T265_12471
OG0002085	FGIG_00781	T265_01378
OG0002086	FGIG_09005, FGIG_00788	T265_05643
OG0002087	FGIG_00882	T265_14114
OG0002088	FGIG_00913	T265_14944
OG0002089	FGIG_00932	T265_00465
OG0002090	FGIG_00986	T265_05436
OG0002091	FGIG_01070	T265_00837, T265_16066
OG0002092	FGIG_01268	T265_15900
OG0002093	FGIG_01356	T265_08579
OG0002094	FGIG_01469	T265_04373, T265_13499
OG0002095	FGIG_01632	T265_13010
OG0002096	FGIG_01676	T265_03819
OG0002098	FGIG_01746	T265_05615
OG0002099	FGIG_01747	T265_04149, T265_04150
OG0002100	FGIG_01904	T265_11580
OG0002101	FGIG_02032, FGIG_10566	T265_05374
OG0002102	FGIG_02054	T265_13199
OG0002103	FGIG_02069	T265_08800
OG0002104	FGIG_02074	T265_08023
OG0002105	FGIG_02131	T265_14195
OG0002106	FGIG_02208	T265_12884
OG0002107	FGIG_02265	T265_06088
OG0002108	FGIG_02477	T265_04775
OG0002109	FGIG_02633	T265_03486
OG0002110	FGIG_02667	T265_12853
OG0002111	FGIG_02740, FGIG_02741	T265_12810
OG0002112	FGIG_03025	T265_15351, T265_01166
OG0002113	FGIG_03296	T265_13848
OG0002114	FGIG_03896	T265_08567
OG0002115	FGIG_03962	T265_13872
OG0002116	FGIG_04721, FGIG_04077	T265_15055
OG0002117	FGIG_04173	T265_14145, T265_14146
OG0002118	FGIG_04184	T265_03977
OG0002119	FGIG_04220	T265_12990
OG0002120	FGIG_04231	T265_10602
OG0002121	FGIG_04233, FGIG_04232	T265_15200
OG0002122	FGIG_04355	T265_16017, T265_13609, T265_06473, T265_07036
OG0002123	FGIG_04472	T265_00741
OG0002124	FGIG_04560	T265_13794
OG0002125	FGIG_04585	T265_05313
OG0002126	FGIG_04673, FGIG_04675, FGIG_04674	T265_05547, T265_13807
OG0002127	FGIG_04867	T265_08051
OG0002128	FGIG_07940, FGIG_07941, FGIG_04883	T265_04386
OG0002129	FGIG_04937	T265_04290
OG0002130	FGIG_12658, FGIG_05062	T265_05977
OG0002131	FGIG_05119	T265_08653
OG0002132	FGIG_05232	T265_10351
OG0002133	FGIG_05314	T265_05901
OG0002134	FGIG_05624	T265_13573
OG0002135	FGIG_05765	T265_11834
OG0002136	FGIG_05990	T265_02078
OG0002137	FGIG_06265	T265_04278
OG0002138	FGIG_06285	T265_11382, T265_11381
OG0002139	FGIG_06377	T265_07012
OG0002140	FGIG_06385, FGIG_12408	T265_03075
OG0002141	FGIG_06397	T265_12391, T265_14911, T265_16353
OG0002142	FGIG_06549	T265_09176
OG0002143	FGIG_06744, FGIG_06745	T265_01276
OG0002144	FGIG_06833, FGIG_12222	T265_15470
OG0002145	FGIG_06894	T265_04022
OG0002147	FGIG_07060	T265_10180
OG0002148	FGIG_07150	T265_12487
OG0002149	FGIG_07229, FGIG_10638	T265_11302
OG0002150	FGIG_07241, FGIG_09386	T265_01113
OG0002151	FGIG_07245	T265_14429, T265_15959
OG0002152	FGIG_07252, FGIG_11124	T265_13875
OG0002153	FGIG_07293	T265_02445
OG0002154	FGIG_07297, FGIG_07298	T265_13262
OG0002155	FGIG_07344	T265_01069
OG0002156	FGIG_07411, FGIG_07410	T265_03544
OG0002157	FGIG_07422	T265_00621, T265_00620
OG0002158	FGIG_07479	T265_00081
OG0002159	FGIG_07668, FGIG_13986	T265_13086, T265_13085
OG0002160	FGIG_07809	T265_04782
OG0002162	FGIG_07893	T265_05709
OG0002162	FGIG_09044	T265_05840
OG0002163	FGIG_07909	T265_08502
OG0002164	FGIG_08058	T265_05843
OG0002165	FGIG_08102	T265_03273, T265_16079, T265_03274
OG0002166	FGIG_08113	T265_01946
OG0002167	FGIG_08390	T265_02698
OG0002168	FGIG_08554	T265_02435
OG0002169	FGIG_08738	T265_03699
OG0002170	FGIG_08748	T265_01262
OG0002171	FGIG_08756	T265_08677
OG0002172	FGIG_08850	T265_09344
OG0002173	FGIG_09152	T265_09337
OG0002174	FGIG_09162	T265_06747
OG0002175	FGIG_09338	T265_00392
OG0002176	FGIG_09375	T265_06743
OG0002177	FGIG_09393	T265_13224, T265_13225
OG0002178	FGIG_09399	T265_13369, T265_15860
OG0002179	FGIG_09419	T265_01562
OG0002180	FGIG_09454	T265_03959
OG0002181	FGIG_09560, FGIG_11930, FGIG_11929	T265_15583
OG0002182	FGIG_09570	T265_12958
OG0002183	FGIG_09574	T265_07962
OG0002184	FGIG_09626	T265_11281
OG0002185	FGIG_09640	T265_00949
OG0002186	FGIG_09677	T265_14166
OG0002187	FGIG_09896	T265_15386
OG0002187	FGIG_09895	T265_11248, T265_08829, T265_09036
OG0002188	FGIG_09940	T265_09763
OG0002189	FGIG_09969	T265_08728
OG0002190	FGIG_10017	T265_03237
OG0002192	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139	T265_09919
OG0002193	FGIG_10336	T265_15308
OG0002194	FGIG_10539	T265_05011
OG0002195	FGIG_10604	T265_13134
OG0002196	FGIG_10636	T265_03909
OG0002197	FGIG_10687	T265_06567
OG0002198	FGIG_10743	T265_14194
OG0002199	FGIG_10871	T265_09839
OG0002200	FGIG_11136	T265_15279
OG0002201	FGIG_11203	T265_09904
OG0002202	FGIG_11573	T265_10317
OG0002203	FGIG_11895, FGIG_11896	T265_00149
OG0002204	FGIG_12650, FGIG_12066	T265_05023
OG0002206	FGIG_12508	T265_12890
OG0002212	FGIG_00064, FGIG_00063	T265_15048
OG0002214	FGIG_00154	T265_04068
OG0002215	FGIG_00249	T265_01396
OG0002216	FGIG_00305, FGIG_03788, FGIG_03787, FGIG_05155, FGIG_05154	T265_07046
OG0002217	FGIG_00514	T265_06306
OG0002218	FGIG_09413, FGIG_10567	T265_05183
