Orthogroup	fasciola_gigantica	s.mekongi
OG0001758	FGIG_12341, FGIG_08329	KAK4468062.1
OG0001759	FGIG_12373, FGIG_08557, FGIG_11928	KAK4471546.1
OG0001760	FGIG_08695, FGIG_08696, FGIG_08694	KAK4471578.1
OG0001761	FGIG_12460, FGIG_09474, FGIG_09475, FGIG_08736	KAK4467949.1, KAK4468183.1
OG0001762	FGIG_08880, FGIG_11962	KAK4467819.1
OG0001763	FGIG_08936	KAK4472682.1
OG0001764	FGIG_09029, FGIG_09028	KAK4474785.1
OG0001765	FGIG_09205	KAK4471538.1
OG0001766	FGIG_09234	KAK4474197.1
OG0001767	FGIG_12380, FGIG_09314	KAK4475684.1, KAK4467389.1, KAK4475683.1
OG0001768	FGIG_09327	KAK4468897.1
OG0001769	FGIG_09331	KAK4475540.1
OG0001770	FGIG_09332	KAK4472315.1
OG0001771	FGIG_09366	KAK4469467.1
OG0001772	FGIG_09813	KAK4468517.1
OG0001773	FGIG_09836	KAK4471437.1
OG0001774	FGIG_09938	KAK4476044.1
OG0001775	FGIG_10075	KAK4475222.1
OG0001776	FGIG_10105	KAK4467656.1
OG0001777	FGIG_10186	KAK4474215.1, KAK4474211.1, KAK4474212.1
OG0001778	FGIG_10398	KAK4468568.1
OG0001779	FGIG_10521	KAK4473304.1
OG0001780	FGIG_10677	KAK4472870.1
OG0001781	FGIG_10803, FGIG_11244	KAK4467680.1
OG0001782	FGIG_10806	KAK4471070.1
OG0001783	FGIG_10960	KAK4472722.1
OG0001784	FGIG_11263	KAK4473465.1
OG0001785	FGIG_11277	KAK4473376.1
OG0001786	FGIG_11466	KAK4471290.1
OG0001787	FGIG_11743	KAK4473373.1
OG0001788	FGIG_11918	KAK4470422.1
OG0001789	FGIG_12472	KAK4475490.1
OG0001790	FGIG_12557	KAK4473652.1
OG0001801	FGIG_00130	KAK4474541.1
OG0001802	FGIG_00149	KAK4473993.1
OG0001803	FGIG_00286	KAK4473637.1, KAK4473636.1
OG0001804	FGIG_00398	KAK4472388.1
OG0001805	FGIG_00507, FGIG_00508	KAK4472728.1
OG0001806	FGIG_00525	KAK4467839.1
OG0001807	FGIG_00587	KAK4474591.1
OG0001808	FGIG_00700	KAK4475115.1
OG0001809	FGIG_00729	KAK4472364.1
OG0001810	FGIG_00762	KAK4467749.1
OG0001811	FGIG_00833	KAK4476221.1
OG0001812	FGIG_00836	KAK4470365.1
OG0001813	FGIG_00936	KAK4474479.1
OG0001814	FGIG_00962	KAK4470457.1
OG0001815	FGIG_01073, FGIG_01074	KAK4469120.1, KAK4469121.1
OG0001816	FGIG_01170	KAK4469095.1
OG0001817	FGIG_01315	KAK4473773.1
OG0001818	FGIG_01476	KAK4469237.1
OG0001819	FGIG_01638	KAK4475051.1
OG0001820	FGIG_01817, FGIG_01816	KAK4471907.1
OG0001821	FGIG_01822	KAK4467978.1
OG0001821	FGIG_03077	KAK4471167.1
OG0001822	FGIG_01856, FGIG_12355	KAK4467887.1
OG0001823	FGIG_02236, FGIG_05411	KAK4475370.1
OG0001824	FGIG_02287	KAK4475313.1
OG0001825	FGIG_02531	KAK4469644.1
OG0001826	FGIG_02634	KAK4475849.1
OG0001827	FGIG_02803, FGIG_12147, FGIG_11771, FGIG_12499	KAK4470784.1
OG0001828	FGIG_02847	KAK4469508.1
OG0001829	FGIG_02872	KAK4473132.1
OG0001830	FGIG_02879, FGIG_12693	KAK4471134.1
OG0001831	FGIG_02881	KAK4471442.1
OG0001832	FGIG_02973	KAK4468142.1
OG0001833	FGIG_02974	KAK4468153.1
OG0001834	FGIG_02991	KAK4470481.1
OG0001835	FGIG_11589, FGIG_03039	KAK4474848.1
OG0001836	FGIG_03199	KAK4475561.1
OG0001837	FGIG_03271	KAK4468362.1
OG0001838	FGIG_03289	KAK4472969.1
OG0001839	FGIG_03331	KAK4469356.1
OG0001840	FGIG_03379	KAK4473925.1
OG0001841	FGIG_03429	KAK4474803.1
OG0001842	FGIG_03482, FGIG_12479	KAK4467763.1
OG0001843	FGIG_03549	KAK4473403.1
OG0001844	FGIG_03580	KAK4474950.1
OG0001845	FGIG_03666	KAK4467647.1
OG0001846	FGIG_11334, FGIG_03780, FGIG_03781	KAK4472936.1
OG0001847	FGIG_03848	KAK4475768.1
OG0001848	FGIG_04380	KAK4467434.1, KAK4475817.1
OG0001849	FGIG_04452	KAK4472068.1
OG0001850	FGIG_04633	KAK4470579.1
OG0001851	FGIG_04765	KAK4469509.1
OG0001852	FGIG_04961	KAK4472766.1
OG0001853	FGIG_05001	KAK4475630.1
OG0001854	FGIG_05079, FGIG_05080	KAK4467874.1
OG0001855	FGIG_05092	KAK4470152.1
OG0001856	FGIG_05147	KAK4470532.1
OG0001857	FGIG_05152	KAK4470721.1
OG0001858	FGIG_05246	KAK4472246.1
OG0001859	FGIG_05352	KAK4475995.1
OG0001861	FGIG_05537	KAK4470351.1
OG0001862	FGIG_05612	KAK4475729.1
OG0001863	FGIG_05675	KAK4472919.1, KAK4472918.1, KAK4472203.1
OG0001864	FGIG_05957, FGIG_05774, FGIG_05958	KAK4470331.1
OG0001865	FGIG_05792	KAK4476033.1
OG0001866	FGIG_05934, FGIG_07819, FGIG_07820	KAK4468647.1
OG0001867	FGIG_06039	KAK4469233.1
OG0001868	FGIG_06184	KAK4475545.1
OG0001869	FGIG_12654, FGIG_06195, FGIG_06196	KAK4474991.1
OG0001870	FGIG_06239	KAK4469657.1
OG0001871	FGIG_06490	KAK4473524.1, KAK4473525.1
OG0001872	FGIG_06502, FGIG_08638	KAK4468296.1
OG0001873	FGIG_06583	KAK4472319.1
OG0001874	FGIG_06688, FGIG_07094	KAK4472231.1, KAK4473351.1, KAK4473350.1, KAK4473349.1
OG0001875	FGIG_06832	KAK4468707.1
OG0001876	FGIG_06870	KAK4475467.1
OG0001877	FGIG_06876	KAK4474918.1
OG0001878	FGIG_07481, FGIG_07111	KAK4469747.1, KAK4468993.1
OG0001879	FGIG_07185	KAK4472985.1
OG0001880	FGIG_07399	KAK4475074.1
OG0001881	FGIG_08617, FGIG_07427	KAK4472071.1
OG0001882	FGIG_10254, FGIG_07480	KAK4470668.1
OG0001883	FGIG_07514	KAK4475612.1
OG0001884	FGIG_07616	KAK4468708.1
OG0001885	FGIG_07748	KAK4474684.1
OG0001886	FGIG_07805	KAK4470275.1
OG0001887	FGIG_07966	KAK4471695.1
OG0001888	FGIG_08128, FGIG_09905, FGIG_12317	KAK4471374.1
OG0001889	FGIG_08133	KAK4468130.1
OG0001890	FGIG_08277	KAK4469633.1
OG0001891	FGIG_08290	KAK4475263.1
OG0001892	FGIG_08312	KAK4470873.1
OG0001893	FGIG_08493	KAK4472302.1
OG0001894	FGIG_08662	KAK4467988.1
OG0001895	FGIG_08712	KAK4473815.1
OG0001896	FGIG_08759	KAK4472703.1
OG0001897	FGIG_08889	KAK4470818.1
OG0001898	FGIG_09045	KAK4471151.1
OG0001899	FGIG_09165, FGIG_12532	KAK4473774.1
OG0001900	FGIG_09208	KAK4467407.1, KAK4470453.1
OG0001901	FGIG_09292, FGIG_09291	KAK4472483.1
OG0001903	FGIG_11383, FGIG_09404	KAK4468115.1
OG0001904	FGIG_09502	KAK4475265.1
OG0001905	FGIG_09751	KAK4472113.1
OG0001906	FGIG_09783	KAK4472762.1
OG0001907	FGIG_09790	KAK4476050.1
OG0001908	FGIG_10713, FGIG_10014	KAK4471205.1
OG0001909	FGIG_10056	KAK4467679.1
OG0001910	FGIG_10144	KAK4473962.1
OG0001911	FGIG_10217	KAK4469345.1
OG0001912	FGIG_10259	KAK4470997.1
OG0001913	FGIG_10326	KAK4470578.1
OG0001914	FGIG_10404, FGIG_10403	KAK4471900.1
OG0001915	FGIG_10465, FGIG_11686	KAK4468220.1
OG0001916	FGIG_10612, FGIG_10605	KAK4475422.1
OG0001917	FGIG_12536, FGIG_11628	KAK4476132.1
OG0001918	FGIG_12348, FGIG_11631	KAK4469426.1
OG0001919	FGIG_11652	KAK4471565.1
OG0001921	FGIG_11845	KAK4473711.1
OG0001922	FGIG_11872	KAK4471100.1
OG0001923	FGIG_11902	KAK4476038.1
OG0001924	FGIG_11939	KAK4469867.1
OG0001925	FGIG_12270, FGIG_11988	KAK4475453.1
OG0001926	FGIG_12026	KAK4472393.1
OG0001927	FGIG_12178	KAK4475823.1
OG0001941	FGIG_00126	KAK4468689.1
OG0001942	FGIG_00190	KAK4473117.1
OG0001943	FGIG_00220	KAK4475127.1
OG0001944	FGIG_00245	KAK4471518.1
OG0001945	FGIG_00280, FGIG_00284, FGIG_00283, FGIG_00281, FGIG_00285	KAK4467852.1
OG0001946	FGIG_00457	KAK4472486.1
OG0001947	FGIG_00619	KAK4473449.1
OG0001948	FGIG_00736	KAK4467243.1
OG0001949	FGIG_00760	KAK4467747.1
OG0001950	FGIG_00800	KAK4468166.1
OG0001951	FGIG_00894	KAK4476106.1
OG0001952	FGIG_01038	KAK4469665.1
OG0001953	FGIG_01050	KAK4474207.1
OG0001954	FGIG_01129	KAK4475309.1
OG0001955	FGIG_01306	KAK4475856.1
OG0001956	FGIG_08032, FGIG_01323	KAK4470495.1
OG0001957	FGIG_01445	KAK4475293.1
OG0001958	FGIG_01525	KAK4471673.1
OG0001959	FGIG_01707	KAK4472737.1
OG0001960	FGIG_01709	KAK4472754.1
OG0001961	FGIG_12229, FGIG_01718, FGIG_01717, FGIG_12228	KAK4471504.1
OG0001962	FGIG_01870	KAK4475333.1
OG0001963	FGIG_01934	KAK4472859.1
OG0001964	FGIG_01965	KAK4468700.1
OG0001966	FGIG_01994	KAK4476007.1
OG0001967	FGIG_02023	KAK4467803.1
OG0001968	FGIG_02090	KAK4472641.1
OG0001969	FGIG_02108	KAK4472435.1
OG0001970	FGIG_02292	KAK4473864.1
OG0001971	FGIG_02395	KAK4471883.1
OG0001973	FGIG_02972	KAK4468131.1
OG0001974	FGIG_03001, FGIG_03000, FGIG_03002	KAK4469098.1
OG0001975	FGIG_03194	KAK4469194.1
OG0001976	FGIG_03267	KAK4475685.1, KAK4467563.1
OG0001977	FGIG_03396	KAK4468424.1
OG0001978	FGIG_03425	KAK4470934.1
OG0001979	FGIG_03430	KAK4469647.1
OG0001980	FGIG_03446	KAK4471771.1
OG0001981	FGIG_03545	KAK4473448.1
OG0001982	FGIG_03564	KAK4474172.1
OG0001983	FGIG_03619	KAK4468169.1
OG0001984	FGIG_03674	KAK4468662.1
OG0001985	FGIG_03737, FGIG_03736	KAK4473778.1, KAK4473777.1
OG0001986	FGIG_03793	KAK4469517.1
OG0001987	FGIG_03835	KAK4473793.1
OG0001988	FGIG_04295	KAK4472054.1
OG0001990	FGIG_04430	KAK4469221.1
OG0001991	FGIG_04551	KAK4475289.1
OG0001992	FGIG_04557, FGIG_04558, FGIG_11227, FGIG_08602, FGIG_04556, FGIG_04555, FGIG_08601	KAK4469618.1
OG0001993	FGIG_04621, FGIG_11304, FGIG_11303	KAK4470345.1
OG0001994	FGIG_04647, FGIG_09294	KAK4475356.1
OG0001995	FGIG_04654	KAK4467750.1
OG0001996	FGIG_04771	KAK4468134.1
OG0001996	FGIG_04770	KAK4468135.1
OG0001997	FGIG_04930	KAK4476254.1
OG0001998	FGIG_04945	KAK4468442.1
OG0001999	FGIG_13995, FGIG_05007	KAK4469209.1
OG0002000	FGIG_05071, FGIG_05073	KAK4476201.1, KAK4476200.1
OG0002001	FGIG_05351, FGIG_10322	KAK4474623.1, KAK4474622.1, KAK4467249.1, KAK4467304.1, KAK4474624.1
OG0002002	FGIG_05474	KAK4474063.1
OG0002003	FGIG_05597	KAK4469214.1
OG0002004	FGIG_05610, FGIG_08593	KAK4475748.1, KAK4475740.1
OG0002005	FGIG_05614	KAK4469029.1
OG0002006	FGIG_05620, FGIG_12403	KAK4470357.1
OG0002007	FGIG_05753	KAK4471377.1
OG0002008	FGIG_05878, FGIG_05879	KAK4471781.1, KAK4471782.1
OG0002009	FGIG_05904	KAK4472290.1
OG0002010	FGIG_06031	KAK4469957.1, KAK4469956.1
OG0002011	FGIG_06078	KAK4470524.1
OG0002012	FGIG_06082	KAK4476215.1
OG0002013	FGIG_06141	KAK4469648.1
OG0002014	FGIG_11116, FGIG_09556, FGIG_06161	KAK4471464.1
OG0002015	FGIG_12200, FGIG_06387	KAK4468790.1
OG0002016	FGIG_06393	KAK4471697.1
OG0002017	FGIG_06543	KAK4471239.1
OG0002018	FGIG_06578, FGIG_06579	KAK4470098.1
OG0002020	FGIG_07652	KAK4471283.1
OG0002021	FGIG_07835	KAK4470191.1
OG0002022	FGIG_07928	KAK4470149.1
OG0002023	FGIG_07949	KAK4471571.1
OG0002024	FGIG_08028	KAK4473063.1
OG0002025	FGIG_08079, FGIG_08077, FGIG_08078	KAK4471702.1, KAK4471701.1
OG0002026	FGIG_08218	KAK4475797.1
OG0002027	FGIG_08231	KAK4468162.1
OG0002028	FGIG_08327, FGIG_10920	KAK4469476.1
OG0002029	FGIG_08478	KAK4472515.1
OG0002030	FGIG_08503	KAK4471751.1
OG0002031	FGIG_08525, FGIG_08524	KAK4474999.1
OG0002032	FGIG_08730	KAK4467812.1
OG0002033	FGIG_08755, FGIG_08754	KAK4471857.1
OG0002034	FGIG_08831	KAK4471530.1
OG0002035	FGIG_08871	KAK4474516.1
OG0002036	FGIG_08929	KAK4468716.1
OG0002037	FGIG_09110	KAK4469881.1
OG0002038	FGIG_09222, FGIG_09223	KAK4472804.1, KAK4472815.1
OG0002039	FGIG_09256	KAK4469201.1
OG0002040	FGIG_09293	KAK4475548.1
OG0002041	FGIG_09352	KAK4470462.1
OG0002042	FGIG_09643	KAK4467451.1, KAK4474626.1
OG0002043	FGIG_09653	KAK4471410.1
OG0002044	FGIG_09704	KAK4475951.1
OG0002045	FGIG_09717	KAK4471402.1, KAK4468047.1
OG0002046	FGIG_09852	KAK4470368.1
OG0002047	FGIG_10163	KAK4468073.1
OG0002048	FGIG_10239	KAK4474801.1
OG0002049	FGIG_10299, FGIG_11534	KAK4468631.1, KAK4468632.1
OG0002050	FGIG_10507	KAK4469176.1
OG0002051	FGIG_10793	KAK4472398.1
OG0002052	FGIG_10797	KAK4473552.1
OG0002053	FGIG_10820	KAK4470413.1
OG0002054	FGIG_10935	KAK4470566.1
OG0002055	FGIG_10947	KAK4471181.1
OG0002056	FGIG_11048	KAK4468569.1
OG0002057	FGIG_11544	KAK4469378.1
OG0002058	FGIG_11772	KAK4476128.1
OG0002059	FGIG_11780	KAK4473863.1
OG0002060	FGIG_11842	KAK4476192.1
OG0002061	FGIG_12110	KAK4475759.1, KAK4474345.1, KAK4467497.1
OG0002062	FGIG_12184	KAK4471589.1
OG0002063	FGIG_12410	KAK4473939.1
OG0002073	FGIG_00082	KAK4467636.1
OG0002074	FGIG_00101	KAK4475125.1
OG0002075	FGIG_00132	KAK4476280.1
OG0002076	FGIG_07077, FGIG_07078, FGIG_00206	KAK4473421.1
OG0002077	FGIG_00216, FGIG_09924	KAK4475261.1
OG0002078	FGIG_00312	KAK4473875.1
OG0002079	FGIG_00383	KAK4473900.1
OG0002080	FGIG_00484	KAK4469650.1
OG0002081	FGIG_00552, FGIG_08298	KAK4468262.1
OG0002082	FGIG_00579, FGIG_00578	KAK4472024.1, KAK4472023.1
OG0002083	FGIG_00658, FGIG_09985	KAK4474048.1
OG0002084	FGIG_00755, FGIG_00754	KAK4474963.1
OG0002085	FGIG_00781	KAK4471939.1
OG0002086	FGIG_09005, FGIG_00788	KAK4473220.1
OG0002087	FGIG_00882	KAK4472322.1
OG0002089	FGIG_00932	KAK4469525.1
OG0002090	FGIG_00986	KAK4469882.1
OG0002091	FGIG_01070	KAK4469677.1
OG0002092	FGIG_01268	KAK4473766.1
OG0002093	FGIG_01356	KAK4473261.1
OG0002094	FGIG_01469	KAK4475778.1, KAK4475781.1
OG0002095	FGIG_01632	KAK4474804.1
OG0002096	FGIG_01676	KAK4472805.1
OG0002097	FGIG_01680	KAK4475842.1
OG0002098	FGIG_01746	KAK4471107.1
OG0002099	FGIG_01747	KAK4473789.1
OG0002100	FGIG_01904	KAK4472869.1
OG0002101	FGIG_02032, FGIG_10566	KAK4468932.1
OG0002102	FGIG_02054	KAK4473050.1
OG0002102	FGIG_02312, FGIG_06101	KAK4473224.1
OG0002103	FGIG_02069	KAK4473535.1
OG0002104	FGIG_02074	KAK4472700.1
OG0002105	FGIG_02131	KAK4473098.1
OG0002106	FGIG_02208	KAK4468766.1
OG0002107	FGIG_02265	KAK4471848.1
OG0002108	FGIG_02477	KAK4468633.1
OG0002109	FGIG_02633	KAK4473515.1
OG0002110	FGIG_02667	KAK4470107.1
OG0002111	FGIG_02740, FGIG_02741	KAK4473478.1
OG0002112	FGIG_03025	KAK4472109.1
OG0002113	FGIG_03296	KAK4468405.1
OG0002114	FGIG_03896	KAK4473071.1
OG0002115	FGIG_03962	KAK4469846.1
OG0002116	FGIG_04721, FGIG_04077	KAK4472527.1
OG0002117	FGIG_04173	KAK4475747.1, KAK4475750.1
OG0002118	FGIG_04184	KAK4469581.1
OG0002119	FGIG_04220	KAK4467453.1
OG0002120	FGIG_04231	KAK4476096.1
OG0002121	FGIG_04233, FGIG_04232	KAK4476097.1
OG0002122	FGIG_04355	KAK4472661.1
OG0002123	FGIG_04472	KAK4472764.1
OG0002124	FGIG_04560	KAK4475357.1
OG0002125	FGIG_04585	KAK4467836.1
OG0002126	FGIG_04673, FGIG_04675, FGIG_04674	KAK4475592.1
OG0002127	FGIG_04867	KAK4471999.1
OG0002128	FGIG_07940, FGIG_07941, FGIG_04883	KAK4476103.1
OG0002129	FGIG_04937	KAK4469724.1, KAK4469723.1
OG0002130	FGIG_12658, FGIG_05062	KAK4473162.1
OG0002131	FGIG_05119	KAK4473635.1
OG0002132	FGIG_05232	KAK4469828.1
OG0002133	FGIG_05314	KAK4469116.1
OG0002134	FGIG_05624	KAK4473819.1
OG0002135	FGIG_05765	KAK4472855.1
OG0002136	FGIG_05990	KAK4467912.1
OG0002137	FGIG_06265	KAK4470864.1
OG0002138	FGIG_06285	KAK4472681.1
OG0002139	FGIG_06377	KAK4471662.1
OG0002141	FGIG_06397	KAK4472097.1, KAK4472096.1
OG0002142	FGIG_06549	KAK4468905.1
OG0002143	FGIG_06744, FGIG_06745	KAK4469632.1
OG0002144	FGIG_06833, FGIG_12222	KAK4472990.1
OG0002145	FGIG_06894	KAK4467424.1, KAK4472412.1
OG0002146	FGIG_06966	KAK4474835.1
OG0002147	FGIG_07060	KAK4469203.1
OG0002148	FGIG_07150	KAK4475971.1, KAK4475972.1
OG0002149	FGIG_07229, FGIG_10638	KAK4468975.1
OG0002150	FGIG_07241, FGIG_09386	KAK4471531.1
OG0002151	FGIG_07245	KAK4468367.1
OG0002152	FGIG_07252, FGIG_11124	KAK4470651.1
OG0002153	FGIG_07293	KAK4476032.1
OG0002154	FGIG_07297, FGIG_07298	KAK4474009.1
OG0002155	FGIG_07344	KAK4473288.1
OG0002156	FGIG_07411, FGIG_07410	KAK4468672.1
OG0002157	FGIG_07422	KAK4471720.1
OG0002158	FGIG_07479	KAK4470730.1
OG0002159	FGIG_07668, FGIG_13986	KAK4470454.1
OG0002160	FGIG_07809	KAK4471931.1
OG0002161	FGIG_07886	KAK4473484.1
OG0002162	FGIG_09044	KAK4467278.1
OG0002162	FGIG_09044	KAK4472885.1
OG0002162	FGIG_09044	KAK4472886.1
OG0002162	FGIG_09044	KAK4472888.1
OG0002162	FGIG_09044	KAK4472890.1
OG0002162	FGIG_09044	KAK4472896.1
OG0002163	FGIG_07909	KAK4473812.1
OG0002164	FGIG_08058	KAK4471093.1
OG0002165	FGIG_08102	KAK4473110.1
OG0002166	FGIG_08113	KAK4469987.1
OG0002167	FGIG_08390	KAK4469005.1
OG0002168	FGIG_08554	KAK4469578.1
OG0002169	FGIG_08738	KAK4475426.1
OG0002170	FGIG_08748	KAK4470209.1
OG0002171	FGIG_08756	KAK4475546.1
OG0002172	FGIG_08850	KAK4472401.1
OG0002173	FGIG_09152	KAK4472007.1
OG0002174	FGIG_09162	KAK4470652.1
OG0002175	FGIG_09338	KAK4470327.1
OG0002176	FGIG_09375	KAK4470944.1
OG0002177	FGIG_09393	KAK4474210.1
OG0002178	FGIG_09399	KAK4470441.1
OG0002179	FGIG_09419	KAK4476303.1
OG0002180	FGIG_09454	KAK4470443.1, KAK4470442.1
OG0002181	FGIG_09560, FGIG_11930, FGIG_11929	KAK4468988.1
OG0002182	FGIG_09570	KAK4470376.1
OG0002183	FGIG_09574	KAK4474532.1
OG0002184	FGIG_09626	KAK4468465.1
OG0002185	FGIG_09640	KAK4467484.1, KAK4467485.1, KAK4475796.1
OG0002186	FGIG_09677	KAK4475062.1
OG0002187	FGIG_09895	KAK4475283.1, KAK4475282.1
OG0002188	FGIG_09940	KAK4471595.1
OG0002189	FGIG_09969	KAK4474102.1
OG0002190	FGIG_10017	KAK4472958.1
OG0002191	FGIG_10018	KAK4474481.1
OG0002192	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139	KAK4472557.1
OG0002193	FGIG_10336	KAK4470427.1
OG0002194	FGIG_10539	KAK4467423.1
OG0002195	FGIG_10604	KAK4469543.1
OG0002196	FGIG_10636	KAK4471567.1
OG0002197	FGIG_10687	KAK4472106.1
OG0002198	FGIG_10743	KAK4472911.1
OG0002199	FGIG_10871	KAK4470621.1
OG0002201	FGIG_11203	KAK4469418.1
OG0002202	FGIG_11573	KAK4473459.1
OG0002203	FGIG_11895, FGIG_11896	KAK4470762.1, KAK4470761.1
OG0002204	FGIG_12650, FGIG_12066	KAK4472224.1
OG0002205	FGIG_12452	KAK4467464.1, KAK4475718.1
OG0002206	FGIG_12508	KAK4468925.1
OG0002212	FGIG_00064, FGIG_00063	KAK4467664.1
OG0002214	FGIG_00154	KAK4473783.1
OG0002215	FGIG_00249	KAK4476191.1
OG0002217	FGIG_00514	KAK4475607.1
OG0002218	FGIG_00689	KAK4475825.1, KAK4475822.1
OG0002219	FGIG_00868	KAK4474924.1
OG0002220	FGIG_00875	KAK4476207.1
OG0002221	FGIG_04571	KAK4476169.1
OG0002222	FGIG_01061	KAK4474160.1
OG0002223	FGIG_01190, FGIG_01189, FGIG_08130	KAK4475100.1
OG0002224	FGIG_01217, FGIG_07046	KAK4474464.1
OG0002225	FGIG_01235, FGIG_01236	KAK4468547.1
OG0002226	FGIG_01251	KAK4472989.1
OG0002227	FGIG_01282	KAK4473543.1
OG0002228	FGIG_01298	KAK4473500.1
OG0002229	FGIG_01349	KAK4474569.1
OG0002230	FGIG_01359	KAK4471246.1
OG0002231	FGIG_01526	KAK4471672.1
OG0002232	FGIG_01528	KAK4470671.1
OG0002233	FGIG_01619	KAK4471876.1
OG0002234	FGIG_01755	KAK4469357.1, KAK4469358.1
OG0002235	FGIG_01815	KAK4475181.1
OG0002236	FGIG_01839, FGIG_01838, FGIG_01841, FGIG_05959, FGIG_05960	KAK4471525.1
OG0002237	FGIG_01843, FGIG_01844	KAK4467236.1
OG0002239	FGIG_02021, FGIG_02022, FGIG_11904	KAK4467805.1
OG0002240	FGIG_02045	KAK4467503.1
OG0002241	FGIG_02071, FGIG_09407	KAK4471543.1
OG0002242	FGIG_03786, FGIG_12095, FGIG_02183	KAK4473454.1
OG0002243	FGIG_02190	KAK4472415.1
OG0002244	FGIG_02421	KAK4473155.1, KAK4473154.1
OG0002245	FGIG_02712	KAK4471858.1
OG0002246	FGIG_02737	KAK4475414.1
OG0002247	FGIG_02926	KAK4472854.1
OG0002248	FGIG_02985	KAK4469512.1
OG0002249	FGIG_03295	KAK4469863.1
OG0002250	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265	KAK4473655.1
OG0002251	FGIG_03597	KAK4473038.1
OG0002252	FGIG_03608	KAK4475873.1
OG0002253	FGIG_03758	KAK4476184.1
OG0002254	FGIG_03762	KAK4469155.1
OG0002256	FGIG_03842	KAK4469585.1
OG0002257	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870	KAK4469500.1
OG0002258	FGIG_09563	KAK4469494.1
OG0002259	FGIG_04001	KAK4473000.1
OG0002260	FGIG_04041	KAK4476307.1
OG0002261	FGIG_04091	KAK4469639.1
OG0002262	FGIG_04206	KAK4474948.1
OG0002263	FGIG_04322	KAK4471619.1
OG0002264	FGIG_04362	KAK4473530.1
OG0002265	FGIG_04389	KAK4473640.1
OG0002266	FGIG_04454	KAK4467765.1
OG0002267	FGIG_04524	KAK4474732.1
OG0002268	FGIG_11754	KAK4467958.1
OG0002269	FGIG_04772, FGIG_11249	KAK4471798.1
OG0002270	FGIG_05032	KAK4468653.1
OG0002271	FGIG_05054, FGIG_10761	KAK4468322.1
OG0002272	FGIG_05097	KAK4473205.1
OG0002273	FGIG_11698, FGIG_05145	KAK4470801.1
OG0002274	FGIG_05175	KAK4469856.1
OG0002275	FGIG_05339	KAK4468197.1
OG0002276	FGIG_05367	KAK4468979.1
OG0002277	FGIG_05444, FGIG_06812	KAK4469138.1
OG0002278	FGIG_09994, FGIG_11786, FGIG_05591	KAK4468691.1
OG0002279	FGIG_05662	KAK4467998.1
OG0002279	FGIG_09598	KAK4468820.1
OG0002280	FGIG_05667, FGIG_09099	KAK4471092.1
OG0002281	FGIG_05678	KAK4473431.1
OG0002282	FGIG_05703	KAK4476158.1
OG0002283	FGIG_11894, FGIG_05806	KAK4469147.1
OG0002284	FGIG_05967	KAK4470505.1
OG0002285	FGIG_05994	KAK4476005.1
OG0002286	FGIG_06042	KAK4471599.1
OG0002287	FGIG_06120	KAK4471717.1
OG0002288	FGIG_06146	KAK4470658.1
OG0002289	FGIG_06166	KAK4472368.1
OG0002290	FGIG_09267, FGIG_06359	KAK4468157.1
OG0002291	FGIG_06403	KAK4471354.1
OG0002292	FGIG_06655	KAK4470743.1
OG0002293	FGIG_06706	KAK4471834.1
OG0002294	FGIG_12343, FGIG_06716	KAK4475276.1
OG0002295	FGIG_06836	KAK4469337.1
OG0002296	FGIG_07857, FGIG_06883	KAK4474492.1, KAK4467418.1
OG0002297	FGIG_06891, FGIG_06890	KAK4472747.1
OG0002298	FGIG_06951	KAK4475551.1, KAK4475552.1
OG0002299	FGIG_07092	KAK4472924.1
OG0002300	FGIG_09925, FGIG_07095	KAK4470804.1
OG0002301	FGIG_07117	KAK4468535.1
OG0002302	FGIG_11232, FGIG_08060, FGIG_08061, FGIG_07118, FGIG_10708	KAK4474781.1
OG0002303	FGIG_07470	KAK4470385.1, KAK4470386.1
OG0002304	FGIG_08042	KAK4471512.1
OG0002305	FGIG_08091	KAK4472248.1
OG0002306	FGIG_08115	KAK4471272.1
OG0002307	FGIG_08189	KAK4470659.1
OG0002308	FGIG_08211	KAK4469660.1
OG0002309	FGIG_08287	KAK4473490.1
OG0002310	FGIG_08475	KAK4475477.1
OG0002311	FGIG_08577	KAK4467381.1, KAK4467391.1, KAK4475787.1
OG0002312	FGIG_08678	KAK4467256.1
OG0002314	FGIG_08910	KAK4475701.1
OG0002315	FGIG_08928	KAK4476003.1
OG0002316	FGIG_09015, FGIG_09014	KAK4470108.1
OG0002317	FGIG_09066	KAK4468748.1
OG0002318	FGIG_09233	KAK4473366.1
OG0002319	FGIG_09288, FGIG_11697	KAK4475207.1
OG0002320	FGIG_09337	KAK4470626.1
OG0002321	FGIG_11653, FGIG_09436	KAK4474856.1
OG0002322	FGIG_09441, FGIG_09442	KAK4475349.1
OG0002323	FGIG_09510, FGIG_09829	KAK4471398.1
OG0002325	FGIG_09644	KAK4474627.1, KAK4467450.1, KAK4474283.1
OG0002326	FGIG_09702	KAK4468543.1
OG0002327	FGIG_12278, FGIG_09776, FGIG_09775	KAK4470807.1
OG0002328	FGIG_09778	KAK4475950.1
OG0002329	FGIG_09876	KAK4474319.1
