Orthogroup	fasciola_gigantica	fasciola_hepatica	opisthorchis_viverrini	s.mekongi	schistosoma_bovis	schistosoma_curassoni	schistosoma_guineensis	schistosoma_haematobium	schistosoma_intercalatum	schistosoma_japonicum	schistosoma_mansoni	schistosoma_margrebowiei	schistosoma_mattheei	schistosoma_rodhaini	schistosoma_spindale	schistosoma_turkestanicum	schmidtea_mediterranea	trichobilharzia_regenti
OG0020030		FhHiC23_g8007.t1																
OG0020031		FhHiC23_g8008.t1																
OG0020032		FhHiC23_g8024.t1																
OG0020033		FhHiC23_g8040.t1																
OG0020034		FhHiC23_g8054.t1																
OG0020035		FhHiC23_g8055.t1																
OG0020036		FhHiC23_g8062.t1																
OG0020037		FhHiC23_g8066.t1																
OG0020038		FhHiC23_g8070.t1																
OG0020039		FhHiC23_g8096.t1																
OG0020040		FhHiC23_g8098.t1																
OG0020041		FhHiC23_g8102.t1																
OG0020042		FhHiC23_g8106.t1																
OG0020043		FhHiC23_g8108.t1																
OG0020044		FhHiC23_g812.t1																
OG0020045		FhHiC23_g8122.t1																
OG0020046		FhHiC23_g8128.t1																
OG0020047		FhHiC23_g8132.t1																
OG0020048		FhHiC23_g8135.t1																
OG0020049		FhHiC23_g8136.t1																
OG0020050		FhHiC23_g814.t1																
OG0020051		FhHiC23_g8140.t1																
OG0020052		FhHiC23_g8143.t1																
OG0020053		FhHiC23_g8153.t1																
OG0020054		FhHiC23_g8160.t1																
OG0020055		FhHiC23_g8161.t1																
OG0020056		FhHiC23_g8165.t1																
OG0020057		FhHiC23_g8183.t1																
OG0020058		FhHiC23_g8187.t1																
OG0020059		FhHiC23_g8192.t1																
OG0020060		FhHiC23_g8196.t1																
OG0020061		FhHiC23_g8207.t1																
OG0020062		FhHiC23_g8208.t1																
OG0020063		FhHiC23_g8216.t1																
OG0020064		FhHiC23_g8221.t2																
OG0020065		FhHiC23_g8238.t1																
OG0020066		FhHiC23_g8239.t1																
OG0020067		FhHiC23_g8240.t1																
OG0020068		FhHiC23_g8244.t1																
OG0020069		FhHiC23_g8245.t2																
OG0020070		FhHiC23_g8258.t1																
OG0020071		FhHiC23_g8259.t1																
OG0020072		FhHiC23_g8260.t1																
OG0020073		FhHiC23_g8264.t1																
OG0020074		FhHiC23_g8276.t1																
OG0020075		FhHiC23_g8284.t1																
OG0020076		FhHiC23_g8289.t1																
OG0020077		FhHiC23_g8294.t1																
OG0020078		FhHiC23_g8299.t1																
OG0020079		FhHiC23_g8302.t1																
OG0020080		FhHiC23_g8311.t1																
OG0020081		FhHiC23_g8312.t1																
OG0020082		FhHiC23_g8330.t1																
OG0020083		FhHiC23_g8337.t1																
OG0020084		FhHiC23_g8339.t1																
OG0020085		FhHiC23_g8339.t2																
OG0020086		FhHiC23_g8340.t1																
OG0020087		FhHiC23_g8347.t1																
OG0020088		FhHiC23_g8354.t1																
OG0020089		FhHiC23_g8356.t1																
OG0020090		FhHiC23_g8358.t1																
OG0020091		FhHiC23_g8367.t1																
OG0020092		FhHiC23_g8368.t1																
OG0020093		FhHiC23_g8369.t1																
OG0020094		FhHiC23_g8372.t1																
OG0020095		FhHiC23_g8373.t1																
OG0020096		FhHiC23_g8376.t1																
OG0020097		FhHiC23_g8379.t1																
OG0020098		FhHiC23_g8387.t1																
OG0020099		FhHiC23_g8390.t1																
OG0020100		FhHiC23_g8391.t1																
OG0020101		FhHiC23_g84.t1																
OG0020102		FhHiC23_g8414.t1																
OG0020103		FhHiC23_g8416.t1																
OG0020104		FhHiC23_g8419.t1																
OG0020105		FhHiC23_g8421.t1																
OG0020106		FhHiC23_g8426.t1																
OG0020107		FhHiC23_g8428.t1																
OG0020108		FhHiC23_g8444.t1																
OG0020109		FhHiC23_g8449.t1																
OG0020110		FhHiC23_g8450.t1																
OG0020111		FhHiC23_g8453.t1																
OG0020112		FhHiC23_g8466.t1																
OG0020113		FhHiC23_g847.t1																
OG0020114		FhHiC23_g8482.t1																
OG0020115		FhHiC23_g8489.t1																
OG0020116		FhHiC23_g849.t1																
OG0020117		FhHiC23_g8495.t1																
OG0020118		FhHiC23_g8501.t1																
OG0020119		FhHiC23_g8505.t1																
OG0020120		FhHiC23_g8509.t1																
OG0020121		FhHiC23_g8510.t1																
OG0020122		FhHiC23_g8512.t1																
OG0020123		FhHiC23_g8513.t1																
OG0020124		FhHiC23_g8522.t1																
OG0020125		FhHiC23_g8530.t1																
OG0020126		FhHiC23_g8531.t1																
OG0020127		FhHiC23_g8532.t1																
OG0020128		FhHiC23_g8540.t1																
OG0020129		FhHiC23_g8542.t1																
OG0020130		FhHiC23_g8544.t1																
OG0020131		FhHiC23_g8558.t1																
OG0020132		FhHiC23_g8560.t1																
OG0020133		FhHiC23_g8563.t1																
OG0020134		FhHiC23_g8568.t1																
OG0020135		FhHiC23_g8575.t1																
OG0020136		FhHiC23_g8577.t1																
OG0020137		FhHiC23_g8581.t1																
OG0020138		FhHiC23_g8582.t1																
OG0020139		FhHiC23_g8583.t1																
OG0020140		FhHiC23_g8584.t1																
OG0020141		FhHiC23_g8585.t1																
OG0020142		FhHiC23_g8595.t1																
OG0020143		FhHiC23_g8607.t1																
OG0020144		FhHiC23_g8626.t1																
OG0020145		FhHiC23_g8633.t1																
OG0020146		FhHiC23_g8634.t1																
OG0020147		FhHiC23_g8635.t1																
OG0020148		FhHiC23_g8636.t1																
OG0020149		FhHiC23_g8637.t1																
OG0020150		FhHiC23_g8639.t1																
OG0020151		FhHiC23_g8642.t1																
OG0020152		FhHiC23_g8649.t1																
OG0020153		FhHiC23_g8660.t1																
OG0020154		FhHiC23_g867.t1																
OG0020155		FhHiC23_g8670.t1																
OG0020156		FhHiC23_g8671.t1																
OG0020157		FhHiC23_g8672.t1																
OG0020158		FhHiC23_g8673.t1																
OG0020159		FhHiC23_g8674.t1																
OG0020160		FhHiC23_g8675.t1																
OG0020161		FhHiC23_g8675.t2																
OG0020162		FhHiC23_g8676.t1																
OG0020163		FhHiC23_g8677.t1																
OG0020164		FhHiC23_g8678.t1																
OG0020165		FhHiC23_g8679.t1																
OG0020166		FhHiC23_g8680.t1																
OG0020167		FhHiC23_g8681.t1																
OG0020168		FhHiC23_g8682.t1																
OG0020169		FhHiC23_g8683.t1																
OG0020170		FhHiC23_g8684.t1																
OG0020171		FhHiC23_g8685.t1																
OG0020172		FhHiC23_g8686.t1																
OG0020173		FhHiC23_g8687.t1																
OG0020174		FhHiC23_g8688.t1																
OG0020175		FhHiC23_g8689.t1																
OG0020176		FhHiC23_g869.t1																
OG0020177		FhHiC23_g8690.t1																
OG0020178		FhHiC23_g8691.t1																
OG0020179		FhHiC23_g8692.t1																
OG0020180		FhHiC23_g8693.t1																
OG0020181		FhHiC23_g8693.t2																
OG0020182		FhHiC23_g8694.t1																
OG0020183		FhHiC23_g8695.t1																
OG0020184		FhHiC23_g8696.t1																
OG0020185		FhHiC23_g8697.t1																
OG0020186		FhHiC23_g8698.t1																
OG0020187		FhHiC23_g8699.t1																
OG0020188		FhHiC23_g8700.t1																
OG0020189		FhHiC23_g8701.t1																
OG0020190		FhHiC23_g8702.t1																
OG0020191		FhHiC23_g8703.t1																
OG0020192		FhHiC23_g8704.t1																
OG0020193		FhHiC23_g8705.t1																
OG0020194		FhHiC23_g8706.t1																
OG0020195		FhHiC23_g8707.t1																
OG0020196		FhHiC23_g8708.t1																
OG0020197		FhHiC23_g8709.t1																
OG0020198		FhHiC23_g8710.t1																
OG0020199		FhHiC23_g8711.t1																
OG0020200		FhHiC23_g8712.t1																
OG0020201		FhHiC23_g8713.t1																
OG0020202		FhHiC23_g8714.t1																
OG0020203		FhHiC23_g8715.t1																
OG0020204		FhHiC23_g8716.t1																
OG0020205		FhHiC23_g8717.t1																
OG0020206		FhHiC23_g8718.t1																
OG0020207		FhHiC23_g8719.t1																
OG0020208		FhHiC23_g872.t1																
OG0020209		FhHiC23_g8720.t1																
OG0020210		FhHiC23_g8721.t1																
OG0020211		FhHiC23_g8722.t1																
OG0020212		FhHiC23_g8723.t1																
OG0020213		FhHiC23_g8724.t1																
OG0020214		FhHiC23_g8725.t1																
OG0020215		FhHiC23_g8726.t1																
OG0020216		FhHiC23_g8727.t1																
OG0020217		FhHiC23_g8728.t1																
OG0020218		FhHiC23_g8729.t1																
OG0020219		FhHiC23_g8730.t1																
OG0020220		FhHiC23_g8731.t1																
OG0020221		FhHiC23_g8732.t1																
OG0020222		FhHiC23_g8733.t1																
OG0020223		FhHiC23_g8734.t1																
OG0020224		FhHiC23_g8735.t1																
OG0020225		FhHiC23_g8736.t1																
OG0020226		FhHiC23_g8737.t1																
OG0020227		FhHiC23_g8738.t1																
OG0020228		FhHiC23_g8739.t1																
OG0020229		FhHiC23_g874.t1																
OG0020230		FhHiC23_g8740.t1																
OG0020231		FhHiC23_g8741.t1																
OG0020232		FhHiC23_g8742.t1																
OG0020233		FhHiC23_g8743.t1																
OG0020234		FhHiC23_g8744.t1																
OG0020235		FhHiC23_g8745.t1																
OG0020236		FhHiC23_g8745.t2																
OG0020237		FhHiC23_g8746.t1																
OG0020238		FhHiC23_g8747.t1																
OG0020239		FhHiC23_g8748.t1																
OG0020240		FhHiC23_g8749.t1																
OG0020241		FhHiC23_g8750.t1																
OG0020242		FhHiC23_g8751.t1																
OG0020243		FhHiC23_g8752.t1																
OG0020244		FhHiC23_g8753.t1																
OG0020245		FhHiC23_g8754.t1																
OG0020246		FhHiC23_g8755.t1																
OG0020247		FhHiC23_g8756.t1																
OG0020248		FhHiC23_g8757.t1																
OG0020249		FhHiC23_g8758.t1																
OG0020250		FhHiC23_g8759.t1																
OG0020251		FhHiC23_g8760.t1																
OG0020252		FhHiC23_g8761.t1																
OG0020253		FhHiC23_g8762.t1																
OG0020254		FhHiC23_g8763.t1																
OG0020255		FhHiC23_g8764.t1																
OG0020256		FhHiC23_g8765.t1																
OG0020257		FhHiC23_g8766.t1																
OG0020258		FhHiC23_g8767.t1																
OG0020259		FhHiC23_g8768.t1																
OG0020260		FhHiC23_g8769.t1																
OG0020261		FhHiC23_g8770.t1																
OG0020262		FhHiC23_g8771.t1																
OG0020263		FhHiC23_g8772.t1																
OG0020264		FhHiC23_g8773.t1																
OG0020265		FhHiC23_g8774.t1																
OG0020266		FhHiC23_g8775.t1																
OG0020267		FhHiC23_g8776.t1																
OG0020268		FhHiC23_g8777.t1																
OG0020269		FhHiC23_g8778.t1																
OG0020270		FhHiC23_g8779.t1																
OG0020271		FhHiC23_g8780.t1																
OG0020272		FhHiC23_g8781.t1																
OG0020273		FhHiC23_g8782.t1																
OG0020274		FhHiC23_g8783.t1																
OG0020275		FhHiC23_g8784.t1																
OG0020276		FhHiC23_g8785.t1																
OG0020277		FhHiC23_g8786.t1																
OG0020278		FhHiC23_g8787.t1																
OG0020279		FhHiC23_g8788.t1																
OG0020280		FhHiC23_g8789.t1																
OG0020281		FhHiC23_g8790.t1																
OG0020282		FhHiC23_g8791.t1																
OG0020283		FhHiC23_g8792.t1																
OG0020284		FhHiC23_g8793.t1																
OG0020285		FhHiC23_g8794.t1																
OG0020286		FhHiC23_g8795.t1																
OG0020287		FhHiC23_g8796.t1																
OG0020288		FhHiC23_g8797.t1																
OG0020289		FhHiC23_g8798.t1																
OG0020290		FhHiC23_g8799.t1																
OG0020291		FhHiC23_g8800.t1																
OG0020292		FhHiC23_g8801.t1																
OG0020293		FhHiC23_g8803.t1																
OG0020294		FhHiC23_g8804.t1																
OG0020295		FhHiC23_g8805.t1																
OG0020296		FhHiC23_g8806.t1																
OG0020297		FhHiC23_g8807.t1																
OG0020298		FhHiC23_g8808.t1																
OG0020299		FhHiC23_g8809.t1																
OG0020300		FhHiC23_g8810.t1																
OG0020301		FhHiC23_g8811.t1																
OG0020302		FhHiC23_g8812.t1																
OG0020303		FhHiC23_g8813.t1																
OG0020304		FhHiC23_g8814.t1																
OG0020305		FhHiC23_g8818.t1																
OG0020306		FhHiC23_g8819.t1																
OG0020307		FhHiC23_g8820.t1																
OG0020308		FhHiC23_g8821.t1																
OG0020309		FhHiC23_g8822.t1																
OG0020310		FhHiC23_g8823.t1																
OG0020311		FhHiC23_g8824.t1																
OG0020312		FhHiC23_g8825.t1																
OG0020313		FhHiC23_g8826.t1																
OG0020314		FhHiC23_g8827.t1																
OG0020315		FhHiC23_g8828.t1																
OG0020316		FhHiC23_g8829.t1																
OG0020317		FhHiC23_g8830.t1																
OG0020318		FhHiC23_g8831.t1																
OG0020319		FhHiC23_g8832.t1																
OG0020320		FhHiC23_g8833.t1																
OG0020321		FhHiC23_g8835.t1																
OG0020322		FhHiC23_g8836.t1																
OG0020323		FhHiC23_g8838.t1																
OG0020324		FhHiC23_g8839.t1																
OG0020325		FhHiC23_g8840.t1																
OG0020326		FhHiC23_g8841.t1																
OG0020327		FhHiC23_g8841.t2																
OG0020328		FhHiC23_g8842.t1																
OG0020329		FhHiC23_g8843.t1																
OG0020330		FhHiC23_g8844.t1																
OG0020331		FhHiC23_g8845.t1																
OG0020332		FhHiC23_g8846.t1																
OG0020333		FhHiC23_g8847.t1																
OG0020334		FhHiC23_g8882.t1																
OG0020335		FhHiC23_g8886.t1																
OG0020336		FhHiC23_g8888.t1																
OG0020337		FhHiC23_g8895.t1																
OG0020338		FhHiC23_g890.t1																
OG0020339		FhHiC23_g8905.t1																
OG0020340		FhHiC23_g8906.t1																
OG0020341		FhHiC23_g8910.t1																
OG0020342		FhHiC23_g8918.t1																
OG0020343		FhHiC23_g8919.t1																
OG0020344		FhHiC23_g8922.t1																
OG0020345		FhHiC23_g8922.t2																
OG0020346		FhHiC23_g8923.t1																
OG0020347		FhHiC23_g8928.t1																
OG0020348		FhHiC23_g893.t1																
OG0020349		FhHiC23_g8935.t1																
OG0020350		FhHiC23_g8936.t1																
OG0020351		FhHiC23_g8941.t1																
OG0020352		FhHiC23_g8942.t1																
OG0020353		FhHiC23_g8946.t1																
OG0020354		FhHiC23_g8948.t1																
OG0020355		FhHiC23_g8959.t1																
OG0020356		FhHiC23_g8961.t1																
OG0020357		FhHiC23_g8965.t1																
OG0020358		FhHiC23_g8969.t1																
OG0020359		FhHiC23_g8983.t1																
OG0020360		FhHiC23_g8986.t1																
OG0020361		FhHiC23_g8998.t1																
OG0020362		FhHiC23_g9.t1																
OG0020363		FhHiC23_g9003.t1																
OG0020364		FhHiC23_g9005.t1																
OG0020365		FhHiC23_g9009.t1																
OG0020366		FhHiC23_g9017.t1																
OG0020367		FhHiC23_g9018.t1																
OG0020368		FhHiC23_g9019.t1																
OG0020369		FhHiC23_g9020.t1																
OG0020370		FhHiC23_g9021.t1																
OG0020371		FhHiC23_g9022.t1																
OG0020372		FhHiC23_g9023.t1																
OG0020373		FhHiC23_g9024.t1																
OG0020374		FhHiC23_g9025.t1																
OG0020375		FhHiC23_g9027.t1																
OG0020376		FhHiC23_g9028.t1																
OG0020377		FhHiC23_g9033.t1																
OG0020378		FhHiC23_g9040.t1																
OG0020379		FhHiC23_g9050.t1																
OG0020380		FhHiC23_g9056.t1																
OG0020381		FhHiC23_g9057.t3																
OG0020382		FhHiC23_g9058.t1																
OG0020383		FhHiC23_g906.t1																
OG0020384		FhHiC23_g9060.t1																
OG0020385		FhHiC23_g9064.t1																
OG0020386		FhHiC23_g9066.t1																
OG0020387		FhHiC23_g9075.t1																
OG0020388		FhHiC23_g9076.t1																
OG0020389		FhHiC23_g908.t1																
OG0020390		FhHiC23_g9081.t1																
OG0020391		FhHiC23_g9083.t1																
OG0020392		FhHiC23_g9084.t1																
OG0020393		FhHiC23_g9085.t1																
OG0020394		FhHiC23_g911.t1																
OG0020395		FhHiC23_g9110.t1																
OG0020396		FhHiC23_g9114.t1																
OG0020397		FhHiC23_g9121.t1																
OG0020398		FhHiC23_g9131.t1																
OG0020399		FhHiC23_g9132.t1																
OG0020400		FhHiC23_g9136.t1																
OG0020401		FhHiC23_g9143.t1																
OG0020402		FhHiC23_g9144.t2																
OG0020403		FhHiC23_g9149.t1																
OG0020404		FhHiC23_g9156.t1																
OG0020405		FhHiC23_g9157.t1																
OG0020406		FhHiC23_g9158.t1																
OG0020407		FhHiC23_g9159.t1																
OG0020408		FhHiC23_g9162.t1																
OG0020409		FhHiC23_g9172.t1																
OG0020410		FhHiC23_g9175.t1																
OG0020411		FhHiC23_g9179.t2																
OG0020412		FhHiC23_g918.t1																
OG0020413		FhHiC23_g9195.t1																
OG0020414		FhHiC23_g9209.t1																
OG0020415		FhHiC23_g9217.t1																
OG0020416		FhHiC23_g9218.t1																
OG0020417		FhHiC23_g9221.t1																
OG0020418		FhHiC23_g9225.t1																
OG0020419		FhHiC23_g9227.t1																
OG0020420		FhHiC23_g9245.t1																
OG0020421		FhHiC23_g9251.t1																
OG0020422		FhHiC23_g9271.t1																
OG0020423		FhHiC23_g9272.t1																
OG0020424		FhHiC23_g9277.t1																
OG0020425		FhHiC23_g9296.t1																
OG0020426		FhHiC23_g9303.t2																
OG0020427		FhHiC23_g9304.t1																
OG0020428		FhHiC23_g9315.t1																
OG0020429		FhHiC23_g9316.t1																
OG0020430		FhHiC23_g9321.t1																
OG0020431		FhHiC23_g933.t1																
OG0020432		FhHiC23_g9330.t1																
OG0020433		FhHiC23_g9331.t1																
OG0020434		FhHiC23_g9333.t1																
OG0020435		FhHiC23_g9338.t1																
OG0020436		FhHiC23_g9342.t1																
OG0020437		FhHiC23_g9346.t1																
OG0020438		FhHiC23_g9349.t1																
OG0020439		FhHiC23_g9350.t1																
OG0020440		FhHiC23_g9355.t1																
OG0020441		FhHiC23_g9361.t1																
OG0020442		FhHiC23_g9367.t1																
OG0020443		FhHiC23_g9368.t1																
OG0020444		FhHiC23_g937.t1																
OG0020445		FhHiC23_g9376.t1																
OG0020446		FhHiC23_g9381.t1																
OG0020447		FhHiC23_g9382.t1																
OG0020448		FhHiC23_g9384.t1																
OG0020449		FhHiC23_g9385.t1																
OG0020450		FhHiC23_g9404.t1																
OG0020451		FhHiC23_g9409.t1																
OG0020452		FhHiC23_g9411.t1																
OG0020453		FhHiC23_g9416.t1																
OG0020454		FhHiC23_g9422.t1																
OG0020455		FhHiC23_g9423.t1																
OG0020456		FhHiC23_g943.t1																
OG0020457		FhHiC23_g9432.t1																
OG0020458		FhHiC23_g9434.t1																
OG0020459		FhHiC23_g9436.t1																
OG0020460		FhHiC23_g9437.t1																
OG0020461		FhHiC23_g9439.t1																
OG0020462		FhHiC23_g9440.t1																
OG0020463		FhHiC23_g9442.t1																
OG0020464		FhHiC23_g9447.t1																
OG0020465		FhHiC23_g947.t1																
OG0020466		FhHiC23_g9470.t1																
OG0020467		FhHiC23_g9476.t1																
OG0020468		FhHiC23_g9484.t1																
OG0020469		FhHiC23_g9488.t1																
OG0020470		FhHiC23_g949.t1																
OG0020471		FhHiC23_g9490.t1																
OG0020472		FhHiC23_g9497.t1																
OG0020473		FhHiC23_g9504.t1																
OG0020474		FhHiC23_g9512.t1																
OG0020475		FhHiC23_g9514.t1																
OG0020476		FhHiC23_g952.t1																
OG0020477		FhHiC23_g9522.t1																
OG0020478		FhHiC23_g9541.t1																
OG0020479		FhHiC23_g9545.t1																
OG0020480		FhHiC23_g9546.t1																
OG0020481		FhHiC23_g9548.t1																
OG0020482		FhHiC23_g9549.t1																
OG0020483		FhHiC23_g9552.t1																
OG0020484		FhHiC23_g9570.t1																
OG0020485		FhHiC23_g9576.t1																
OG0020486		FhHiC23_g9577.t1																
OG0020487		FhHiC23_g958.t1																
OG0020488		FhHiC23_g9582.t1																
OG0020489		FhHiC23_g960.t4																
OG0020490		FhHiC23_g9602.t1																
OG0020491		FhHiC23_g9603.t1																
OG0020492		FhHiC23_g9605.t1																
OG0020493		FhHiC23_g9606.t1																
OG0020494		FhHiC23_g9611.t1																
OG0020495		FhHiC23_g9616.t1																
OG0020496		FhHiC23_g9617.t1																
OG0020497		FhHiC23_g9631.t1																
OG0020498		FhHiC23_g9640.t1																
OG0020499		FhHiC23_g9641.t1																
OG0020500		FhHiC23_g9643.t1																
OG0020501		FhHiC23_g9648.t1																
OG0020502		FhHiC23_g9653.t1																
OG0020503		FhHiC23_g966.t1																
OG0020504		FhHiC23_g9664.t1																
OG0020505		FhHiC23_g9669.t1																
OG0020506		FhHiC23_g967.t1																
OG0020507		FhHiC23_g9671.t1																
OG0020508		FhHiC23_g9673.t1																
OG0020509		FhHiC23_g9678.t1																
OG0020510		FhHiC23_g970.t1																
OG0020511		FhHiC23_g9706.t1																
OG0020512		FhHiC23_g9708.t1																
OG0020513		FhHiC23_g9710.t1																
OG0020514		FhHiC23_g9722.t1																
OG0020515		FhHiC23_g9727.t1																
OG0020516		FhHiC23_g9734.t1																
OG0020517		FhHiC23_g9738.t1																
OG0020518		FhHiC23_g9747.t1																
OG0020519		FhHiC23_g975.t1																
OG0020520		FhHiC23_g9753.t1																
OG0020521		FhHiC23_g9754.t1																
OG0020522		FhHiC23_g9755.t1																
OG0020523		FhHiC23_g9756.t1																
OG0020524		FhHiC23_g9765.t1																
OG0020525		FhHiC23_g9768.t1																
OG0020526		FhHiC23_g9773.t1																
OG0020527		FhHiC23_g9775.t1																
OG0020528		FhHiC23_g9776.t1																
OG0020529		FhHiC23_g9777.t1																
OG0020530		FhHiC23_g9778.t1																
OG0020531		FhHiC23_g9780.t1																
OG0020532		FhHiC23_g9782.t1																
OG0020533		FhHiC23_g9790.t1																
OG0020534		FhHiC23_g9795.t1																
OG0020535		FhHiC23_g9800.t1																
OG0020536		FhHiC23_g9802.t1																
OG0020537		FhHiC23_g9804.t1																
OG0020538		FhHiC23_g9805.t1																
OG0020539		FhHiC23_g9813.t1																
OG0020540		FhHiC23_g9814.t1																
OG0020541		FhHiC23_g9815.t1																
OG0020542		FhHiC23_g9816.t1																
OG0020543		FhHiC23_g9817.t1																
OG0020544		FhHiC23_g9819.t1																
OG0020545		FhHiC23_g982.t1																
OG0020546		FhHiC23_g9822.t1																
OG0020547		FhHiC23_g9827.t1																
OG0020548		FhHiC23_g9834.t1																
OG0020549		FhHiC23_g9842.t1																
OG0020550		FhHiC23_g9843.t1																
OG0020551		FhHiC23_g9849.t1																
OG0020552		FhHiC23_g9862.t1																
OG0020553		FhHiC23_g9863.t1																
OG0020554		FhHiC23_g9865.t1																
OG0020555		FhHiC23_g9870.t1																
OG0020556		FhHiC23_g9885.t1																
OG0020557		FhHiC23_g9888.t1																
OG0020558		FhHiC23_g9891.t1																
OG0020559		FhHiC23_g9897.t1																
OG0020560		FhHiC23_g9909.t1																
OG0020561		FhHiC23_g9912.t1																
OG0020562		FhHiC23_g9915.t1																
OG0020563		FhHiC23_g9932.t1																
OG0020564		FhHiC23_g9954.t1																
OG0020565		FhHiC23_g998.t1																
OG0020566		FhHiC23_g9986.t1																
OG0020567		FhHiC23_g9987.t1																
OG0020568		FhHiC23_g9988.t1																
OG0020569		FhHiC23_g9995.t2																
OG0020570			T265_00006															
OG0020571			T265_00013															
OG0020572			T265_00044															
OG0020573			T265_00047															
OG0020574			T265_00052															
OG0020575			T265_00066															
OG0020576			T265_00073															
OG0020577			T265_00075															
OG0020578			T265_00078															
OG0020579			T265_00082															
OG0020580			T265_00084															
OG0020581			T265_00086															
OG0020582			T265_00087															
OG0020583			T265_00096															
OG0020584			T265_00106															
OG0020585			T265_00109															
OG0020586			T265_00114															
OG0020587			T265_00118															
OG0020588			T265_00126															
OG0020589			T265_00128															
OG0020590			T265_00129															
OG0020591			T265_00130															
OG0020592			T265_00136															
OG0020593			T265_00139															
OG0020594			T265_00145															
OG0020595			T265_00152															
OG0020596			T265_00154															
OG0020597			T265_00167															
OG0020598			T265_00180															
OG0020599			T265_00183															
OG0020600			T265_00187															
OG0020601			T265_00198															
OG0020602			T265_00204															
OG0020603			T265_00207															
OG0020604			T265_00208															
OG0020605			T265_00216															
OG0020606			T265_00221															
OG0020607			T265_00238															
OG0020608			T265_00244															
OG0020609			T265_00245															
OG0020610			T265_00250															
OG0020611			T265_00285															
OG0020612			T265_00297															
OG0020613			T265_00301															
OG0020614			T265_00322															
OG0020615			T265_00324															
OG0020616			T265_00328															
OG0020617			T265_00336															
OG0020618			T265_00340															
OG0020619			T265_00341															
OG0020620			T265_00354															
OG0020621			T265_00363															
OG0020622			T265_00364															
OG0020623			T265_00369															
OG0020624			T265_00377															
OG0020625			T265_00378															
OG0020626			T265_00380															
OG0020627			T265_00390															
OG0020628			T265_00396															
OG0020629			T265_00398															
OG0020630			T265_00405															
OG0020631			T265_00407															
OG0020632			T265_00409															
OG0020633			T265_00412															
OG0020634			T265_00413															
OG0020635			T265_00414															
OG0020636			T265_00424															
OG0020637			T265_00427															
OG0020638			T265_00436															
OG0020639			T265_00448															
OG0020640			T265_00450															
OG0020641			T265_00452															
OG0020642			T265_00476															
OG0020643			T265_00486															
OG0020644			T265_00487															
OG0020645			T265_00489															
OG0020646			T265_00490															
OG0020647			T265_00501															
OG0020648			T265_00520															
OG0020649			T265_00522															
OG0020650			T265_00524															
OG0020651			T265_00526															
OG0020652			T265_00527															
OG0020653			T265_00528															
OG0020654			T265_00537															
OG0020655			T265_00538															
OG0020656			T265_00544															
OG0020657			T265_00545															
OG0020658			T265_00549															
OG0020659			T265_00557															
OG0020660			T265_00569															
OG0020661			T265_00619															
OG0020662			T265_00623															
OG0020663			T265_00629															
OG0020664			T265_00631															
OG0020665			T265_00635															
OG0020666			T265_00636															
OG0020667			T265_00651															
OG0020668			T265_00659															
OG0020669			T265_00673															
OG0020670			T265_00677															
OG0020671			T265_00687															
OG0020672			T265_00690															
OG0020673			T265_00695															
OG0020674			T265_00706															
OG0020675			T265_00725															
OG0020676			T265_00731															
OG0020677			T265_00736															
OG0020678			T265_00737															
OG0020679			T265_00739															
OG0020680			T265_00745															
OG0020681			T265_00757															
OG0020682			T265_00772															
OG0020683			T265_00779															
OG0020684			T265_00781															
OG0020685			T265_00785															
OG0020686			T265_00791															
OG0020687			T265_00796															
OG0020688			T265_00798															
OG0020689			T265_00811															
OG0020690			T265_00816															
OG0020691			T265_00822															
OG0020692			T265_00823															
OG0020693			T265_00825															
OG0020694			T265_00830															
OG0020695			T265_00839															
OG0020696			T265_00841															
OG0020697			T265_00849															
OG0020698			T265_00856															
OG0020699			T265_00859															
OG0020700			T265_00861															
OG0020701			T265_00881															
OG0020702			T265_00885															
OG0020703			T265_00888															
OG0020704			T265_00892															
OG0020705			T265_00894															
OG0020706			T265_00898															
OG0020707			T265_00901															
OG0020708			T265_00914															
OG0020709			T265_00916															
OG0020710			T265_00917															
OG0020711			T265_00923															
OG0020712			T265_00924															
OG0020713			T265_00931															
OG0020714			T265_00932															
OG0020715			T265_00958															
OG0020716			T265_00971															
OG0020717			T265_00977															
OG0020718			T265_00978															
OG0020719			T265_00987															
OG0020720			T265_00988															
OG0020721			T265_00992															
OG0020722			T265_00998															
OG0020723			T265_01006															
OG0020724			T265_01007															
OG0020725			T265_01016															
OG0020726			T265_01018															
OG0020727			T265_01019															
OG0020728			T265_01020															
OG0020729			T265_01034															
OG0020730			T265_01036															
OG0020731			T265_01047															
OG0020732			T265_01049															
OG0020733			T265_01053															
OG0020734			T265_01061															
OG0020735			T265_01063															
OG0020736			T265_01067															
OG0020737			T265_01070															
OG0020738			T265_01073															
OG0020739			T265_01076															
OG0020740			T265_01078															
OG0020741			T265_01089															
OG0020742			T265_01094															
OG0020743			T265_01095															
OG0020744			T265_01098															
OG0020745			T265_01115															
OG0020746			T265_01117															
OG0020747			T265_01119															
OG0020748			T265_01120															
OG0020749			T265_01127															
OG0020750			T265_01129															
OG0020751			T265_01130															
OG0020752			T265_01132															
OG0020753			T265_01133															
OG0020754			T265_01138															
OG0020755			T265_01145															
OG0020756			T265_01151															
OG0020757			T265_01154															
OG0020758			T265_01169															
OG0020759			T265_01175															
OG0020760			T265_01177															
