Orthogroup	schistosoma_haematobium	schistosoma_bovis
OG0000615	SHAE2_14990.4, SHAE2_14990.2, SHAE2_14990.1, SHAE2_14990.3	SBOV2_12910.1
OG0000616	SHAE2_64140.2, SHAE2_64140.1, SHAE2_64140.3, SHAE2_64140.4	SBOV2_59690.1
OG0000617	SHAE2_86170.1	SBOV2_80960.1
OG0000618	SHAE2_39350.1	SBOV2_31210.1
OG0000620	SHAE2_17340.1	SBOV2_14950.1
OG0000620	SHAE2_49400.1	SBOV2_44930.1
OG0000621	SHAE2_32320.1, SHAE2_32320.3	SBOV2_37570.5
OG0000622	SHAE2_77860.1	SBOV2_72610.9, SBOV2_72610.20, SBOV2_72610.10, SBOV2_72610.11, SBOV2_72610.14, SBOV2_72610.15, SBOV2_72610.16, SBOV2_72610.17, SBOV2_72610.18, SBOV2_72610.21, SBOV2_72610.22, SBOV2_72610.13, SBOV2_72610.12, SBOV2_72610.6, SBOV2_72610.19, SBOV2_72610.8, SBOV2_72610.5, SBOV2_72610.7, SBOV2_72610.4
OG0000623	SHAE2_14770.5, SHAE2_14770.1, SHAE2_14770.3, SHAE2_14770.6, SHAE2_14770.2, SHAE2_14770.4	SBOV2_12750.5, SBOV2_12750.1, SBOV2_12750.2, SBOV2_12750.4, SBOV2_12750.3
OG0000624	SHAE2_31250.7, SHAE2_31250.1, SHAE2_31250.2, SHAE2_31250.3, SHAE2_31250.4, SHAE2_31250.5, SHAE2_31250.6, SHAE2_31250.8	SBOV2_38630.1
OG0000625	SHAE2_40390.1, SHAE2_40390.2, SHAE2_40390.3, SHAE2_40390.8, SHAE2_40390.10, SHAE2_40390.11, SHAE2_40390.4, SHAE2_40390.5, SHAE2_40390.6, SHAE2_40390.7, SHAE2_40390.9	SBOV2_30240.3, SBOV2_30240.1, SBOV2_30240.6, SBOV2_30240.5, SBOV2_30240.2, SBOV2_30240.4
OG0000626	SHAE2_57930.2, SHAE2_57930.4	SBOV2_50890.6
OG0000626	SHAE2_57930.3, SHAE2_57930.5, SHAE2_57930.1, SHAE2_57930.6	SBOV2_50890.1, SBOV2_50890.3, SBOV2_50890.2
OG0000627	SHAE2_13710.6	SBOV2_11680.4
OG0000627	SHAE2_13710.4, SHAE2_13710.8, SHAE2_13710.1, SHAE2_13710.3, SHAE2_13710.5, SHAE2_13710.2, SHAE2_13710.7	SBOV2_11680.5
OG0000629	SHAE2_41780.1	SBOV2_28920.5, SBOV2_28920.7, SBOV2_28920.6, SBOV2_28920.4, SBOV2_28920.3, SBOV2_28920.2, SBOV2_28920.1
OG0000630	SHAE2_62790.1	SBOV2_58350.1, SBOV2_58350.2, SBOV2_58350.3
OG0000631	SHAE2_70150.1	SBOV2_65490.1
OG0000631	SHAE2_65300.3, SHAE2_65290.1, SHAE2_65300.1, SHAE2_65300.2, SHAE2_65300.4	SBOV2_60770.5, SBOV2_60770.1, SBOV2_60770.2, SBOV2_60770.4, SBOV2_60770.3, SBOV2_60770.6
OG0000632	SHAE2_15130.1, SHAE2_15130.8, SHAE2_15130.2, SHAE2_15130.10, SHAE2_15130.11, SHAE2_15130.12, SHAE2_15130.3, SHAE2_15130.7, SHAE2_15130.9, SHAE2_15130.4	SBOV2_13020.5, SBOV2_13020.3, SBOV2_13020.4, SBOV2_13020.6, SBOV2_13020.1, SBOV2_13020.2
OG0000633	SHAE2_55800.6, SHAE2_55800.3, SHAE2_55800.4, SHAE2_55800.5, SHAE2_55800.1, SHAE2_55800.2, SHAE2_55800.7, SHAE2_55800.8	SBOV2_53030.2, SBOV2_53030.3, SBOV2_53030.5
OG0000636	SHAE2_100110.1	SBOV2_93640.1, SBOV2_93640.3, SBOV2_93640.5, SBOV2_93640.6, SBOV2_93640.2, SBOV2_93640.4, SBOV2_93640.7
OG0000637	SHAE2_52830.3, SHAE2_52830.9, SHAE2_52830.5, SHAE2_52830.2, SHAE2_52830.11, SHAE2_52830.6, SHAE2_52830.13, SHAE2_52830.16, SHAE2_52830.1, SHAE2_52830.7, SHAE2_52830.10, SHAE2_52830.14, SHAE2_52830.4, SHAE2_52830.12, SHAE2_52830.8, SHAE2_52830.15, SHAE2_52830.17	SBOV2_48970.1
OG0000638	SHAE2_68340.7, SHAE2_68340.6, SHAE2_68340.1, SHAE2_68340.5, SHAE2_68340.4, SHAE2_68340.2, SHAE2_68340.3	SBOV2_63660.1, SBOV2_63660.2, SBOV2_63660.3
OG0000639	SHAE2_65930.1	SBOV2_61390.1
OG0000640	SHAE2_90000.1, SHAE2_89970.1, SHAE2_89980.1	SBOV2_83970.1
OG0000641	SHAE2_7200.1	SBOV2_6610.1, SBOV2_6610.2, SBOV2_6610.3
OG0000641	SHAE2_5070.1	SBOV2_4550.1, SBOV2_4550.2
OG0000642	SHAE2_66000.2	SBOV2_61460.3
OG0000642	SHAE2_66000.1, SHAE2_66000.3, SHAE2_66000.4	SBOV2_61460.1, SBOV2_61460.2
OG0000643	SHAE2_55330.1	SBOV2_53500.1
OG0000643	SHAE2_55320.1, SHAE2_55320.2, SHAE2_55320.3	SBOV2_53510.2, SBOV2_53510.3, SBOV2_53510.1
OG0000644	SHAE2_101080.1, SHAE2_101080.4, SHAE2_101080.3, SHAE2_101080.2	SBOV2_94590.5, SBOV2_94590.2, SBOV2_94590.1, SBOV2_94590.3, SBOV2_94590.4
OG0000645	SHAE2_12240.1, SHAE2_12240.2, SHAE2_12240.3	SBOV2_10180.1
OG0000645	SHAE2_12230.1	SBOV2_10170.1
OG0000646	SHAE2_10750.1	SBOV2_8750.7, SBOV2_8750.4, SBOV2_8750.8, SBOV2_8750.3, SBOV2_8750.6, SBOV2_8750.1, SBOV2_8750.2, SBOV2_8750.5
OG0000648	SHAE2_97430.1	SBOV2_91140.2, SBOV2_91140.1
OG0000649	SHAE2_63880.1, SHAE2_63880.2, SHAE2_63880.3	SBOV2_59410.1, SBOV2_59410.2
OG0000650	SHAE2_82120.1	SBOV2_76710.1, SBOV2_76710.4, SBOV2_76710.2, SBOV2_76710.3, SBOV2_76710.5
OG0000651	SHAE2_44650.6	SBOV2_26100.2
OG0000651	SHAE2_44650.3, SHAE2_44650.4, SHAE2_44650.1, SHAE2_44650.2, SHAE2_44650.5	SBOV2_26100.1, SBOV2_26100.3, SBOV2_26100.4
OG0000652	SHAE2_43110.3, SHAE2_43110.4, SHAE2_43110.8, SHAE2_43110.5, SHAE2_43110.6, SHAE2_43110.1, SHAE2_43110.9	SBOV2_27620.3, SBOV2_27620.1, SBOV2_27620.2, SBOV2_27620.4, SBOV2_27620.5, SBOV2_27620.6
OG0000653	SHAE2_43670.1, SHAE2_43670.2, SHAE2_43670.3, SHAE2_43680.1, SHAE2_43680.2	SBOV2_27060.1, SBOV2_27070.1, SBOV2_27070.2, SBOV2_27070.3
OG0000654	SHAE2_62100.1	SBOV2_57610.1, SBOV2_57610.2, SBOV2_57610.4
OG0000655	SHAE2_86110.1, SHAE2_86110.2, SHAE2_86110.3, SHAE2_86110.4, SHAE2_86110.6, SHAE2_86110.7, SHAE2_86110.5, SHAE2_86110.8	SBOV2_80890.1
OG0000656	SHAE2_79910.2, SHAE2_79910.8	SBOV2_74520.2
OG0000656	SHAE2_79910.4, SHAE2_79910.1, SHAE2_79910.6	SBOV2_74520.1, SBOV2_74520.3
OG0000657	SHAE2_95630.3, SHAE2_95630.4, SHAE2_95630.1, SHAE2_95630.2, SHAE2_95630.6, SHAE2_95630.7, SHAE2_95630.5	SBOV2_87960.2, SBOV2_87960.3, SBOV2_87960.4, SBOV2_87960.5, SBOV2_87960.1, SBOV2_87960.6
OG0000658	SHAE2_15610.1	SBOV2_58140.1, SBOV2_47210.1, SBOV2_50720.1
OG0000659	SHAE2_44630.5, SHAE2_44630.7, SHAE2_44630.2, SHAE2_44630.8, SHAE2_44630.1, SHAE2_44630.3, SHAE2_44630.6	SBOV2_26120.1, SBOV2_26120.3, SBOV2_26120.4, SBOV2_26120.2
OG0000662	SHAE2_55530.7, SHAE2_55530.1, SHAE2_55530.3, SHAE2_55530.2, SHAE2_55530.4, SHAE2_55530.5, SHAE2_55530.6	SBOV2_53300.3, SBOV2_53300.5, SBOV2_53300.1, SBOV2_53300.2, SBOV2_53300.4, SBOV2_53300.6
OG0000663	SHAE2_41020.4, SHAE2_41020.2, SHAE2_41020.1, SHAE2_41020.3, SHAE2_41020.7, SHAE2_41020.8, SHAE2_41020.6, SHAE2_41020.5	SBOV2_29600.7, SBOV2_29600.6, SBOV2_29600.4, SBOV2_29600.5, SBOV2_29600.8, SBOV2_29600.2, SBOV2_29600.1, SBOV2_29600.3
OG0000664	SHAE2_14180.5, SHAE2_14180.6, SHAE2_14180.7	SBOV2_12170.3
OG0000664	SHAE2_14180.1, SHAE2_14180.2	SBOV2_12170.4
OG0000665	SHAE2_77460.4, SHAE2_77460.1, SHAE2_77460.3, SHAE2_77460.2	SBOV2_72240.1, SBOV2_72240.2, SBOV2_72240.3
OG0000666	SHAE2_65920.2	SBOV2_61380.3, SBOV2_61380.4, SBOV2_61380.5, SBOV2_61380.1, SBOV2_61380.2
OG0000666	SHAE2_65920.3, SHAE2_65920.4	SBOV2_61380.6
OG0000667	SHAE2_6720.1	SBOV2_6160.5
OG0000668	SHAE2_55720.1, SHAE2_55720.5, SHAE2_55720.2, SHAE2_55720.6, SHAE2_55720.7, SHAE2_55720.4, SHAE2_55720.3	SBOV2_53120.1
OG0000669	SHAE2_72600.10, SHAE2_72600.8	SBOV2_67660.1, SBOV2_67660.2
OG0000671	SHAE2_81090.4, SHAE2_81090.3, SHAE2_81090.1, SHAE2_81090.2, SHAE2_81090.5	SBOV2_75700.1, SBOV2_75700.2, SBOV2_75700.3
OG0000672	SHAE2_47050.2, SHAE2_47050.3	SBOV2_43460.2, SBOV2_43460.3
OG0000673	SHAE2_18160.1	SBOV2_15710.1
OG0000674	SHAE2_82650.3, SHAE2_82650.6, SHAE2_82650.1, SHAE2_82650.2, SHAE2_82650.4, SHAE2_82650.5, SHAE2_82650.7	SBOV2_77260.1, SBOV2_77260.3, SBOV2_77260.6, SBOV2_77260.2, SBOV2_77260.4, SBOV2_77260.5
OG0000675	SHAE2_76490.1	SBOV2_71420.2, SBOV2_71420.1, SBOV2_71420.10, SBOV2_71420.4, SBOV2_71420.6, SBOV2_71420.8, SBOV2_71420.9
OG0000676	SHAE2_86060.1	SBOV2_80840.1, SBOV2_80840.2, SBOV2_80840.3, SBOV2_80840.4, SBOV2_80840.5, SBOV2_80840.6
OG0000677	SHAE2_5740.1	SBOV2_5200.1
OG0000678	SHAE2_37280.2, SHAE2_37280.6	SBOV2_33200.2, SBOV2_33200.4
OG0000680	SHAE2_19060.1, SHAE2_19060.2, SHAE2_19060.3, SHAE2_19060.4, SHAE2_19060.5, SHAE2_19060.6	SBOV2_16400.1, SBOV2_16400.2, SBOV2_16400.3, SBOV2_16400.4
OG0000681	SHAE2_37660.4, SHAE2_37660.1, SHAE2_37660.5, SHAE2_37660.2, SHAE2_37660.3	SBOV2_32810.1
OG0000682	SHAE2_45830.1, SHAE2_45830.4, SHAE2_45830.2, SHAE2_45830.3	SBOV2_42210.1, SBOV2_42210.4, SBOV2_42210.5, SBOV2_42210.3, SBOV2_42210.2
OG0000683	SHAE2_58300.1, SHAE2_58300.2, SHAE2_58300.4, SHAE2_58300.5, SHAE2_58300.3	SBOV2_50470.1
OG0000683	SHAE2_71530.2, SHAE2_71530.1	SBOV2_66790.1
OG0000684	SHAE2_89870.1	SBOV2_83820.1
OG0000685	SHAE2_79720.1, SHAE2_79720.2	SBOV2_74330.1
OG0000686	SHAE2_64060.2	SBOV2_59620.1
OG0000686	SHAE2_64060.8	SBOV2_59620.1
OG0000687	SHAE2_29090.1	SBOV2_40760.6, SBOV2_40760.3, SBOV2_40760.1, SBOV2_40760.5, SBOV2_40760.2, SBOV2_40760.4
OG0000688	SHAE2_910.3, SHAE2_910.6	SBOV2_680.1
OG0000688	SHAE2_910.1, SHAE2_910.2, SHAE2_910.4, SHAE2_910.5, SHAE2_910.8, SHAE2_910.7	SBOV2_680.6, SBOV2_680.5, SBOV2_680.2, SBOV2_680.3, SBOV2_680.4
OG0000689	SHAE2_3430.5, SHAE2_3430.6, SHAE2_3430.7, SHAE2_3430.4, SHAE2_3430.1, SHAE2_3430.2, SHAE2_3430.3	SBOV2_2980.1
OG0000690	SHAE2_25000.3, SHAE2_25000.1, SHAE2_25000.2, SHAE2_25000.4, SHAE2_25000.5	SBOV2_22280.1
OG0000691	SHAE2_86430.1, SHAE2_78850.1, SHAE2_43640.1, SHAE2_22270.2, SHAE2_22270.1, SHAE2_37520.2, SHAE2_37520.1	SBOV2_77360.1
OG0000692	SHAE2_19230.3, SHAE2_19230.1, SHAE2_19230.2	SBOV2_16580.4, SBOV2_16580.3, SBOV2_16580.1, SBOV2_16580.2
OG0000695	SHAE2_101610.1	SBOV2_95430.1
OG0000695	SHAE2_48520.1	SBOV2_44750.1
OG0000695	SHAE2_48520.2	SBOV2_44750.1
OG0000695	SHAE2_48520.3	SBOV2_44750.1
OG0000696	SHAE2_5960.2, SHAE2_5960.6, SHAE2_5960.3, SHAE2_5960.4, SHAE2_5960.5, SHAE2_5960.7, SHAE2_5960.1	SBOV2_5400.1, SBOV2_5400.2, SBOV2_5400.3, SBOV2_5400.5, SBOV2_5400.4
OG0000697	SHAE2_43170.5, SHAE2_43170.6, SHAE2_43170.10, SHAE2_43170.11, SHAE2_43170.12, SHAE2_43170.13, SHAE2_43170.3, SHAE2_43170.4, SHAE2_43170.7, SHAE2_43170.9, SHAE2_43170.14, SHAE2_43170.2, SHAE2_43170.8, SHAE2_43170.1	SBOV2_27560.1, SBOV2_27560.2
OG0000698	SHAE2_20210.1	SBOV2_17510.2, SBOV2_17510.3
OG0000699	SHAE2_35900.1	SBOV2_34630.1
OG0000699	SHAE2_49050.1, SHAE2_49060.1	SBOV2_45230.1, SBOV2_45230.2
OG0000700	SHAE2_30500.1	SBOV2_39350.1
OG0000700	SHAE2_26390.1	SBOV2_23480.1
OG0000700	SHAE2_26400.1	SBOV2_23490.1
OG0000700	SHAE2_26410.1	SBOV2_23500.1
OG0000701	SHAE2_64920.2, SHAE2_64920.4, SHAE2_64920.5, SHAE2_64920.3, SHAE2_64920.6	SBOV2_60420.3, SBOV2_60420.4, SBOV2_60420.5, SBOV2_60420.6, SBOV2_60420.1
OG0000701	SHAE2_64920.1	SBOV2_60420.2
OG0000702	SHAE2_92210.5, SHAE2_92210.7, SHAE2_92210.1, SHAE2_92210.2, SHAE2_92210.4, SHAE2_92210.3, SHAE2_92210.8, SHAE2_92210.6	SBOV2_86100.1
OG0000703	SHAE2_150.1, SHAE2_150.2, SHAE2_150.3	SBOV2_140.1
OG0000704	SHAE2_51510.2	SBOV2_47670.2
OG0000704	SHAE2_51510.4	SBOV2_47670.2
OG0000704	SHAE2_51510.1, SHAE2_51510.3, SHAE2_51510.5, SHAE2_51510.6, SHAE2_51510.7, SHAE2_51510.8	SBOV2_47670.1, SBOV2_47670.3, SBOV2_47670.4, SBOV2_47670.5
OG0000705	SHAE2_6640.3	SBOV2_6060.7, SBOV2_6060.8, SBOV2_6060.9
OG0000705	SHAE2_6640.4, SHAE2_6640.5, SHAE2_6640.7, SHAE2_6640.8, SHAE2_6640.9, SHAE2_6640.2, SHAE2_6640.1, SHAE2_6640.6	SBOV2_6060.3
OG0000706	SHAE2_46200.1	SBOV2_42570.1
OG0000706	SHAE2_55630.1	SBOV2_53210.1
OG0000706	SHAE2_55630.2	SBOV2_53210.1
OG0000707	SHAE2_99610.1	SBOV2_93230.11, SBOV2_93230.3, SBOV2_93230.4, SBOV2_93230.1, SBOV2_93230.10, SBOV2_93230.2, SBOV2_93230.5, SBOV2_93230.6, SBOV2_93230.9, SBOV2_93230.12, SBOV2_93230.8, SBOV2_93230.7
OG0000708	SHAE2_40130.1	SBOV2_30430.3
OG0000709	SHAE2_46460.1	SBOV2_42880.1
OG0000710	SHAE2_8540.1	SBOV2_7410.1
OG0000710	SHAE2_8550.9, SHAE2_8550.6, SHAE2_8550.7, SHAE2_8550.8, SHAE2_8550.2, SHAE2_8550.1, SHAE2_8550.3, SHAE2_8550.4, SHAE2_8550.5	SBOV2_7400.1
OG0000711	SHAE2_78950.3, SHAE2_78950.4, SHAE2_78950.10, SHAE2_78950.2, SHAE2_78950.5, SHAE2_78950.9, SHAE2_78950.11, SHAE2_78950.6, SHAE2_78950.12, SHAE2_78950.13, SHAE2_78950.1, SHAE2_78950.14, SHAE2_78950.7, SHAE2_78950.8	SBOV2_73570.10, SBOV2_73570.11, SBOV2_73570.2, SBOV2_73570.1, SBOV2_73570.7, SBOV2_73570.3, SBOV2_73570.4, SBOV2_73570.9, SBOV2_73570.8, SBOV2_73570.5, SBOV2_73570.6
OG0000712	SHAE2_55980.6, SHAE2_55980.2, SHAE2_55980.4, SHAE2_55980.3, SHAE2_55980.8, SHAE2_55980.1, SHAE2_55980.7, SHAE2_55980.5	SBOV2_52860.1
OG0000713	SHAE2_76050.1, SHAE2_76050.2, SHAE2_76050.4, SHAE2_76050.8, SHAE2_76050.3, SHAE2_76050.5, SHAE2_76050.7, SHAE2_76050.6, SHAE2_76050.9	SBOV2_71030.1, SBOV2_71030.2, SBOV2_71030.4, SBOV2_71030.3
OG0000714	SHAE2_48630.1, SHAE2_49500.7, SHAE2_48630.2, SHAE2_49500.8, SHAE2_49500.9, SHAE2_49500.3, SHAE2_49500.5, SHAE2_49500.6, SHAE2_49500.2, SHAE2_49500.1, SHAE2_49500.4	SBOV2_45550.1, SBOV2_45550.2, SBOV2_45550.3
OG0000715	SHAE2_29620.2, SHAE2_29620.1, SHAE2_29620.3, SHAE2_29620.6, SHAE2_29620.7, SHAE2_29620.8, SHAE2_29620.9, SHAE2_29620.4, SHAE2_29620.10, SHAE2_29620.5	SBOV2_40230.1, SBOV2_40230.2, SBOV2_40230.3, SBOV2_40230.5, SBOV2_40230.4
OG0000716	SHAE2_13580.5	SBOV2_11540.1
OG0000717	SHAE2_62980.1	SBOV2_58590.1, SBOV2_58590.2, SBOV2_58590.4, SBOV2_58590.3, SBOV2_58590.5
OG0000718	SHAE2_79230.7, SHAE2_79230.8	SBOV2_73840.5, SBOV2_73840.1, SBOV2_73840.2, SBOV2_73840.4, SBOV2_73840.3
OG0000719	SHAE2_58310.4, SHAE2_58310.6, SHAE2_58310.1, SHAE2_58310.3, SHAE2_58310.5, SHAE2_58310.2	SBOV2_50460.1, SBOV2_50460.2, SBOV2_50460.3, SBOV2_50460.4, SBOV2_50460.5, SBOV2_50460.6
OG0000720	SHAE2_81340.1	SBOV2_75950.2, SBOV2_75950.3, SBOV2_75950.5, SBOV2_75950.6, SBOV2_75950.7, SBOV2_75950.1, SBOV2_75950.4
OG0000721	SHAE2_49250.1	SBOV2_45090.1, SBOV2_45090.2, SBOV2_45090.4, SBOV2_45090.3, SBOV2_45090.5, SBOV2_45090.6
OG0000722	SHAE2_5860.2, SHAE2_5860.3, SHAE2_5860.1, SHAE2_5860.4	SBOV2_5300.3, SBOV2_5300.2, SBOV2_5300.1, SBOV2_5300.4
OG0000723	SHAE2_81080.5, SHAE2_81080.1, SHAE2_81080.8, SHAE2_81080.6, SHAE2_81080.3, SHAE2_81080.9	SBOV2_75690.1
OG0000724	SHAE2_44700.1, SHAE2_44700.3, SHAE2_44700.4, SHAE2_44700.2, SHAE2_44700.5, SHAE2_44700.6	SBOV2_26040.1
OG0000725	SHAE2_81420.9, SHAE2_81420.10, SHAE2_81420.3, SHAE2_81420.2, SHAE2_81420.8, SHAE2_81420.1, SHAE2_81420.5, SHAE2_81420.6, SHAE2_81420.7, SHAE2_81420.4, SHAE2_81420.11	SBOV2_76020.6, SBOV2_76020.4, SBOV2_76020.5, SBOV2_76020.1, SBOV2_76020.3, SBOV2_76020.2
OG0000726	SHAE2_32100.1	SBOV2_37790.2, SBOV2_37790.1
OG0000726	SHAE2_32110.1	SBOV2_37780.1, SBOV2_37780.2
OG0000727	SHAE2_41680.1	SBOV2_29020.1, SBOV2_29020.2, SBOV2_29020.3, SBOV2_29020.4, SBOV2_29020.5
OG0000728	SHAE2_51660.7, SHAE2_51660.6	SBOV2_47800.2, SBOV2_47800.3
OG0000728	SHAE2_51660.3, SHAE2_51660.4, SHAE2_51660.5	SBOV2_47800.1
OG0000729	SHAE2_10680.7, SHAE2_10680.1, SHAE2_10680.8, SHAE2_10680.10, SHAE2_10680.9, SHAE2_10680.5, SHAE2_10680.6, SHAE2_10680.4, SHAE2_10680.3, SHAE2_10680.2	SBOV2_8680.2, SBOV2_8680.4, SBOV2_8680.1, SBOV2_8680.3, SBOV2_8680.5, SBOV2_8680.6
OG0000730	SHAE2_64100.2, SHAE2_64100.1	SBOV2_59650.1
OG0000732	SHAE2_4020.8	SBOV2_3530.4
OG0000732	SHAE2_4020.7, SHAE2_4020.5, SHAE2_4020.1	SBOV2_3530.3
OG0000733	SHAE2_3370.3, SHAE2_3370.1, SHAE2_3370.2	SBOV2_2920.7, SBOV2_2920.5, SBOV2_2920.4, SBOV2_2920.6, SBOV2_2920.8
OG0000736	SHAE2_82540.1	SBOV2_77150.4, SBOV2_77150.5, SBOV2_77150.2, SBOV2_77150.3, SBOV2_77150.1
OG0000737	SHAE2_11710.8, SHAE2_11710.6, SHAE2_11710.7, SHAE2_11710.11, SHAE2_11710.3, SHAE2_11710.2, SHAE2_11710.1, SHAE2_11710.5, SHAE2_11710.4, SHAE2_11710.10, SHAE2_11710.9	SBOV2_9650.5, SBOV2_9650.3, SBOV2_9650.8, SBOV2_9650.6, SBOV2_9650.10, SBOV2_9650.2, SBOV2_9650.1, SBOV2_9650.9, SBOV2_9650.7, SBOV2_9650.4
OG0000738	SHAE2_74250.1	SBOV2_69300.1
OG0000738	SHAE2_74250.2	SBOV2_69300.4, SBOV2_69300.2, SBOV2_69300.3
OG0000738	SHAE2_74240.1	SBOV2_69160.1, SBOV2_69280.1
OG0000740	SHAE2_10220.1, SHAE2_10220.2	SBOV2_8270.1
OG0000741	SHAE2_89630.1, SHAE2_89630.2, SHAE2_89630.3, SHAE2_89630.4, SHAE2_89630.5, SHAE2_89630.6, SHAE2_89630.7, SHAE2_89630.10, SHAE2_89630.9, SHAE2_89630.8	SBOV2_83520.3, SBOV2_83520.6, SBOV2_83520.1, SBOV2_83520.2, SBOV2_83520.4, SBOV2_83520.5
OG0000742	SHAE2_15560.1, SHAE2_15570.1, SHAE2_92220.1, SHAE2_92220.2, SHAE2_18710.1, SHAE2_18720.1, SHAE2_18720.2	SBOV2_85520.1
OG0000743	SHAE2_24740.3, SHAE2_24740.4, SHAE2_24740.1, SHAE2_24740.2	SBOV2_22020.1, SBOV2_22020.2
OG0000744	SHAE2_4120.1	SBOV2_3630.1
OG0000745	SHAE2_40970.6, SHAE2_40970.2, SHAE2_40970.3, SHAE2_40970.5, SHAE2_40970.1, SHAE2_40970.7, SHAE2_40970.4	SBOV2_29640.3, SBOV2_29640.6, SBOV2_29640.7, SBOV2_29640.4, SBOV2_29640.5, SBOV2_29640.9, SBOV2_29640.10, SBOV2_29640.8, SBOV2_29640.1, SBOV2_29640.2
OG0000747	SHAE2_45720.1	SBOV2_42070.5, SBOV2_42070.3, SBOV2_42070.2, SBOV2_42070.4, SBOV2_42070.1
OG0000748	SHAE2_74660.1	SBOV2_69690.1
OG0000749	SHAE2_74040.10, SHAE2_74040.9, SHAE2_74040.5, SHAE2_74040.11, SHAE2_74040.6, SHAE2_74040.7, SHAE2_74040.1, SHAE2_74040.3, SHAE2_74040.4, SHAE2_74040.8, SHAE2_74040.12, SHAE2_74040.2	SBOV2_69050.3, SBOV2_69050.2, SBOV2_69050.4, SBOV2_69050.6, SBOV2_69050.7, SBOV2_69050.8, SBOV2_69050.1, SBOV2_69050.5, SBOV2_69050.9
OG0000750	SHAE2_78820.2, SHAE2_78820.4, SHAE2_78820.3, SHAE2_78820.1	SBOV2_73460.1, SBOV2_73460.2
OG0000751	SHAE2_5990.1	SBOV2_5430.1
OG0000751	SHAE2_2890.1, SHAE2_2800.1	SBOV2_2620.1
OG0000752	SHAE2_98130.2, SHAE2_98130.3, SHAE2_98130.1	SBOV2_91860.1
OG0000752	SHAE2_102390.1	SBOV2_91810.1
OG0000753	SHAE2_87310.1	SBOV2_82040.2
OG0000754	SHAE2_53610.1, SHAE2_53610.2	SBOV2_49680.3, SBOV2_49680.1, SBOV2_49680.2
OG0000755	SHAE2_79980.1, SHAE2_79980.3	SBOV2_74590.1, SBOV2_74590.2
OG0000755	SHAE2_79980.2	SBOV2_74590.5, SBOV2_74590.6, SBOV2_74590.3, SBOV2_74590.4, SBOV2_74590.7
OG0000756	SHAE2_41950.5, SHAE2_41950.9, SHAE2_41950.6, SHAE2_41950.1, SHAE2_41950.3, SHAE2_41950.2, SHAE2_41950.4, SHAE2_41950.7, SHAE2_41950.8, SHAE2_41950.10	SBOV2_28760.5, SBOV2_28760.6, SBOV2_28760.9, SBOV2_28760.2, SBOV2_28760.7, SBOV2_28760.3, SBOV2_28760.8, SBOV2_28760.1, SBOV2_28760.4
OG0000757	SHAE2_55830.3, SHAE2_55830.4, SHAE2_55830.5, SHAE2_55830.7, SHAE2_55830.8, SHAE2_55830.11, SHAE2_55830.10, SHAE2_55830.9, SHAE2_55830.6, SHAE2_55830.1, SHAE2_55830.2	SBOV2_53000.2, SBOV2_53000.1, SBOV2_53000.3, SBOV2_53000.4
OG0000758	SHAE2_10710.4, SHAE2_10710.1	SBOV2_8710.2
OG0000759	SHAE2_56250.6, SHAE2_56250.5, SHAE2_56250.3, SHAE2_56250.1, SHAE2_56250.2, SHAE2_56250.4	SBOV2_52610.4, SBOV2_52610.1, SBOV2_52610.2, SBOV2_52610.5, SBOV2_52610.3
OG0000760	SHAE2_83220.1	SBOV2_77850.1
OG0000761	SHAE2_56940.1, SHAE2_56940.2, SHAE2_56940.3, SHAE2_56940.4	SBOV2_51890.1
OG0000762	SHAE2_86300.1	SBOV2_81110.1, SBOV2_81110.2, SBOV2_81110.3
OG0000762	SHAE2_92630.1	SBOV2_86520.1
OG0000763	SHAE2_23590.10, SHAE2_23590.2, SHAE2_23590.6, SHAE2_23590.7, SHAE2_23590.8, SHAE2_23590.1, SHAE2_23590.11, SHAE2_23590.4, SHAE2_23590.9, SHAE2_23590.3, SHAE2_23590.5	SBOV2_19110.9, SBOV2_19110.1, SBOV2_19110.2, SBOV2_19110.3, SBOV2_19110.4, SBOV2_19110.5, SBOV2_19110.6, SBOV2_19110.7, SBOV2_19110.8, SBOV2_19110.10
OG0000764	SHAE2_10840.1	SBOV2_8840.5
OG0000764	SHAE2_10840.3, SHAE2_10840.2, SHAE2_10840.5, SHAE2_10840.4	SBOV2_8840.3, SBOV2_8840.1, SBOV2_8840.2, SBOV2_8840.4
OG0000765	SHAE2_56230.1	SBOV2_52630.1, SBOV2_52630.2
OG0000765	SHAE2_56240.1, SHAE2_56240.3	SBOV2_52620.1
OG0000766	SHAE2_67440.1	SBOV2_62680.1
OG0000767	SHAE2_69550.4, SHAE2_69550.3, SHAE2_69550.1, SHAE2_69550.2	SBOV2_64830.1, SBOV2_64830.5, SBOV2_64830.3, SBOV2_64830.2, SBOV2_64830.4
OG0000769	SHAE2_2470.1, SHAE2_2470.2	SBOV2_2190.1, SBOV2_2190.2
OG0000770	SHAE2_20050.1, SHAE2_20050.2, SHAE2_20050.3, SHAE2_20050.5, SHAE2_20050.6, SHAE2_20050.4	SBOV2_17370.1, SBOV2_17370.3, SBOV2_17370.4, SBOV2_17370.5, SBOV2_17370.7, SBOV2_17370.2, SBOV2_17370.6, SBOV2_17370.8
OG0000771	SHAE2_84360.1, SHAE2_84360.2	SBOV2_79000.1
