Orthogroup	fasciola_gigantica	schistosoma_bovis
OG0000558	FGIG_04989	SBOV2_17300.7, SBOV2_17300.8, SBOV2_17300.3, SBOV2_17300.2, SBOV2_17300.1, SBOV2_17300.4, SBOV2_17300.5, SBOV2_17300.6, SBOV2_17300.9
OG0000559	FGIG_05022, FGIG_05024, FGIG_05023	SBOV2_80010.1, SBOV2_80010.3, SBOV2_80010.2
OG0000560	FGIG_05328	SBOV2_95600.1, SBOV2_95600.2, SBOV2_95600.3, SBOV2_95600.4
OG0000561	FGIG_05533	SBOV2_93990.2, SBOV2_93990.1
OG0000562	FGIG_05555, FGIG_05553	SBOV2_83870.1, SBOV2_83890.1
OG0000563	FGIG_06026	SBOV2_19430.5, SBOV2_19430.3, SBOV2_19430.1, SBOV2_19430.2, SBOV2_19430.4
OG0000564	FGIG_06399, FGIG_10134	SBOV2_25900.2, SBOV2_25900.1
OG0000565	FGIG_06423	SBOV2_3480.1, SBOV2_3480.2, SBOV2_3480.6, SBOV2_3480.5, SBOV2_3480.4, SBOV2_3480.3
OG0000566	FGIG_06842	SBOV2_81430.1, SBOV2_81430.3, SBOV2_81430.4, SBOV2_81430.6, SBOV2_81430.2, SBOV2_81430.5
OG0000567	FGIG_07651	SBOV2_65340.10, SBOV2_65340.7, SBOV2_65340.6, SBOV2_65340.5, SBOV2_65340.8, SBOV2_65340.9, SBOV2_65340.2, SBOV2_65340.1, SBOV2_65340.3, SBOV2_65340.4
OG0000568	FGIG_08587	SBOV2_56100.1
OG0000568	FGIG_08255	SBOV2_66610.1, SBOV2_66610.2, SBOV2_66610.3
OG0000568	FGIG_08984	SBOV2_32750.1
OG0000569	FGIG_08518	SBOV2_9460.1
OG0000570	FGIG_11175, FGIG_11174, FGIG_08779	SBOV2_12760.1, SBOV2_12760.2, SBOV2_12760.3
OG0000571	FGIG_09381, FGIG_08972	SBOV2_8760.1
OG0000572	FGIG_10316	SBOV2_58890.1
OG0000574	FGIG_11179, FGIG_10756	SBOV2_2960.3, SBOV2_2960.2, SBOV2_2960.1, SBOV2_2990.1
OG0000575	FGIG_10778	SBOV2_93450.3, SBOV2_93450.5, SBOV2_93450.7, SBOV2_93450.11, SBOV2_93450.9, SBOV2_93450.1, SBOV2_93450.12, SBOV2_93450.6, SBOV2_93450.2, SBOV2_93450.10, SBOV2_93450.4, SBOV2_93450.8
OG0000576	FGIG_11079	SBOV2_43370.4, SBOV2_43370.6, SBOV2_43370.3, SBOV2_43370.5, SBOV2_43370.1, SBOV2_43370.2
OG0000580	FGIG_01348	SBOV2_28560.1
OG0000580	FGIG_06846	SBOV2_35280.1, SBOV2_35280.2
OG0000581	FGIG_01599, FGIG_01600, FGIG_01602	SBOV2_60630.1, SBOV2_60630.2, SBOV2_60630.3, SBOV2_60630.4
OG0000582	FGIG_08180, FGIG_01623, FGIG_12483, FGIG_04914	SBOV2_82220.1, SBOV2_82230.1
OG0000582	FGIG_04913	SBOV2_82240.1
OG0000583	FGIG_01854	SBOV2_60250.5, SBOV2_60250.2, SBOV2_60250.1, SBOV2_60250.3, SBOV2_60250.4
OG0000584	FGIG_02128	SBOV2_39130.1
OG0000585	FGIG_03970	SBOV2_5880.8, SBOV2_5880.10, SBOV2_5880.11, SBOV2_5880.4, SBOV2_5880.5, SBOV2_5880.6, SBOV2_5880.7, SBOV2_5880.9, SBOV2_5880.3, SBOV2_5880.1, SBOV2_5880.2
OG0000586	FGIG_04310	SBOV2_36560.1, SBOV2_36560.5, SBOV2_36560.4, SBOV2_36560.3, SBOV2_36560.2
OG0000587	FGIG_06053, FGIG_06054, FGIG_06186, FGIG_06185, FGIG_10628	SBOV2_9150.1
OG0000588	FGIG_04873, FGIG_04872	SBOV2_21940.1
OG0000589	FGIG_05822	SBOV2_50670.1
OG0000590	FGIG_06108	SBOV2_38410.1
OG0000590	FGIG_09604	SBOV2_27250.1
OG0000591	FGIG_07049	SBOV2_3490.1
OG0000592	FGIG_07330	SBOV2_36710.1
OG0000593	FGIG_07487	SBOV2_35850.5, SBOV2_35850.10, SBOV2_35850.8, SBOV2_35850.6, SBOV2_35850.2, SBOV2_35850.9, SBOV2_35850.1, SBOV2_35850.3, SBOV2_35850.4, SBOV2_35850.7
OG0000594	FGIG_09951	SBOV2_48710.1
OG0000595	FGIG_10443	SBOV2_47060.2, SBOV2_47060.3, SBOV2_47060.1, SBOV2_47060.6, SBOV2_47060.5, SBOV2_47060.4
OG0000598	FGIG_00058	SBOV2_12610.1, SBOV2_12610.3, SBOV2_12610.4, SBOV2_12610.5, SBOV2_12610.2, SBOV2_12610.7, SBOV2_12610.6
OG0000599	FGIG_00310	SBOV2_62190.2, SBOV2_62190.4, SBOV2_62190.3, SBOV2_62190.1, SBOV2_62190.5, SBOV2_62190.6
OG0000600	FGIG_00415	SBOV2_67220.1, SBOV2_67230.1
OG0000601	FGIG_00679, FGIG_00677	SBOV2_93890.1
OG0000601	FGIG_06993, FGIG_06994	SBOV2_26880.1
OG0000602	FGIG_07880, FGIG_00906	SBOV2_14760.1
OG0000603	FGIG_01276	SBOV2_49740.2, SBOV2_49740.1, SBOV2_49740.3
OG0000604	FGIG_01861	SBOV2_28370.6, SBOV2_28370.3, SBOV2_28370.4, SBOV2_28370.5, SBOV2_28370.1, SBOV2_28370.2
OG0000605	FGIG_04127, FGIG_05340, FGIG_08932, FGIG_04128, FGIG_06075, FGIG_02168, FGIG_09785, FGIG_11355, FGIG_08151	SBOV2_40030.1, SBOV2_40070.1
OG0000607	FGIG_02390	SBOV2_36500.8, SBOV2_36500.7, SBOV2_36500.4, SBOV2_36500.2, SBOV2_36500.6, SBOV2_36500.1, SBOV2_36500.3, SBOV2_36500.5
OG0000608	FGIG_12153, FGIG_02513	SBOV2_54700.1
OG0000609	FGIG_03553	SBOV2_40160.6, SBOV2_40160.3, SBOV2_40160.1, SBOV2_40160.4, SBOV2_40160.7, SBOV2_40160.5, SBOV2_40160.2
OG0000610	FGIG_04026	SBOV2_22240.1
OG0000611	FGIG_04031, FGIG_04611, FGIG_04610	SBOV2_42380.1, SBOV2_42430.1, SBOV2_42410.1, SBOV2_42400.1, SBOV2_42420.1
OG0000612	FGIG_05075, FGIG_07356	SBOV2_8720.1, SBOV2_8720.4, SBOV2_8720.5, SBOV2_8720.6, SBOV2_8720.3, SBOV2_8720.2
OG0000613	FGIG_05297	SBOV2_30590.1, SBOV2_30590.2, SBOV2_30590.4, SBOV2_30590.3, SBOV2_30590.5, SBOV2_30590.6
OG0000614	FGIG_07551, FGIG_05357, FGIG_05708	SBOV2_43550.2, SBOV2_43550.3, SBOV2_43550.1, SBOV2_43550.6, SBOV2_43550.7, SBOV2_43550.4, SBOV2_43550.5
OG0000615	FGIG_05820	SBOV2_12910.2, SBOV2_12910.1
OG0000616	FGIG_05900, FGIG_05899, FGIG_05901, FGIG_05902	SBOV2_59690.1
OG0000617	FGIG_06140	SBOV2_80960.1
OG0000618	FGIG_06230	SBOV2_31210.1
OG0000619	FGIG_06508	SBOV2_650.2, SBOV2_650.4, SBOV2_650.1, SBOV2_650.5, SBOV2_650.6, SBOV2_650.3
OG0000620	FGIG_06888	SBOV2_14950.1
OG0000620	FGIG_07590	SBOV2_44930.1
OG0000621	FGIG_08191	SBOV2_37570.5, SBOV2_37570.1, SBOV2_37570.6, SBOV2_37570.2, SBOV2_37570.3, SBOV2_37570.4
OG0000622	FGIG_08378	SBOV2_72610.9, SBOV2_72610.20, SBOV2_72610.10, SBOV2_72610.11, SBOV2_72610.14, SBOV2_72610.15, SBOV2_72610.16, SBOV2_72610.17, SBOV2_72610.18, SBOV2_72610.21, SBOV2_72610.22, SBOV2_72610.13, SBOV2_72610.12, SBOV2_72610.6, SBOV2_72610.19, SBOV2_72610.8, SBOV2_72610.5, SBOV2_72610.7, SBOV2_72610.4
OG0000623	FGIG_08778	SBOV2_12750.5, SBOV2_12750.1, SBOV2_12750.2, SBOV2_12750.4, SBOV2_12750.3
OG0000624	FGIG_09639	SBOV2_38630.1
OG0000625	FGIG_12467, FGIG_09809	SBOV2_30240.3, SBOV2_30240.1, SBOV2_30240.6, SBOV2_30240.5, SBOV2_30240.2, SBOV2_30240.4
OG0000626	FGIG_10065	SBOV2_50890.6, SBOV2_50890.5, SBOV2_50890.8, SBOV2_50890.7, SBOV2_50890.4, SBOV2_50890.1, SBOV2_50890.3, SBOV2_50890.2
OG0000627	FGIG_10215, FGIG_11735	SBOV2_11680.7, SBOV2_11680.8, SBOV2_11680.6, SBOV2_11680.4, SBOV2_11680.2, SBOV2_11680.1, SBOV2_11680.3, SBOV2_11680.5
OG0000628	FGIG_10311	SBOV2_60730.2, SBOV2_60730.4, SBOV2_60730.3, SBOV2_60730.1
OG0000629	FGIG_11102, FGIG_11404, FGIG_11103	SBOV2_28920.5, SBOV2_28920.7, SBOV2_28920.6, SBOV2_28920.4, SBOV2_28920.3, SBOV2_28920.2, SBOV2_28920.1
OG0000630	FGIG_11115	SBOV2_58350.1, SBOV2_58350.2, SBOV2_58350.3
OG0000631	FGIG_11204	SBOV2_65490.1, SBOV2_60770.5, SBOV2_60770.1, SBOV2_60770.2, SBOV2_60770.4, SBOV2_60770.3, SBOV2_60770.6
OG0000632	FGIG_11309	SBOV2_13020.5, SBOV2_13020.3, SBOV2_13020.4, SBOV2_13020.6, SBOV2_13020.1, SBOV2_13020.2
OG0000633	FGIG_11961, FGIG_11512	SBOV2_53030.1, SBOV2_53030.4, SBOV2_53030.2, SBOV2_53030.3, SBOV2_53030.5
OG0000636	FGIG_00195, FGIG_00194	SBOV2_93640.1, SBOV2_93640.3, SBOV2_93640.5, SBOV2_93640.6, SBOV2_93640.2, SBOV2_93640.4, SBOV2_93640.7
OG0000637	FGIG_00401, FGIG_09972	SBOV2_48970.1
OG0000638	FGIG_00444, FGIG_00445	SBOV2_63660.1, SBOV2_63660.2, SBOV2_63660.3
OG0000639	FGIG_12024, FGIG_00548	SBOV2_61390.1
OG0000640	FGIG_07362, FGIG_01307	SBOV2_83930.1, SBOV2_83970.1
OG0000641	FGIG_10155	SBOV2_6610.1, SBOV2_6610.2, SBOV2_6610.3
OG0000641	FGIG_06676	SBOV2_4550.1, SBOV2_4550.2
OG0000642	FGIG_01513	SBOV2_61460.3, SBOV2_61460.1, SBOV2_61460.2
OG0000643	FGIG_07634	SBOV2_53500.1
OG0000643	FGIG_01520	SBOV2_53510.2, SBOV2_53510.3, SBOV2_53510.1
OG0000644	FGIG_02755	SBOV2_94590.5, SBOV2_94590.2, SBOV2_94590.1, SBOV2_94590.3, SBOV2_94590.4
OG0000645	FGIG_03205, FGIG_03204	SBOV2_10180.1, SBOV2_10170.1
OG0000646	FGIG_06464, FGIG_04063	SBOV2_8750.7, SBOV2_8750.4, SBOV2_8750.8, SBOV2_8750.3, SBOV2_8750.6, SBOV2_8750.1, SBOV2_8750.2, SBOV2_8750.5
OG0000647	FGIG_04352	SBOV2_61630.5, SBOV2_61630.7, SBOV2_61630.6, SBOV2_61630.1, SBOV2_61630.2, SBOV2_61630.8, SBOV2_61630.10, SBOV2_61630.3, SBOV2_61630.4, SBOV2_61630.9
OG0000648	FGIG_04810	SBOV2_91150.1, SBOV2_91140.2, SBOV2_91140.1
OG0000649	FGIG_12167, FGIG_04864	SBOV2_59410.1, SBOV2_59410.2
OG0000650	FGIG_05802	SBOV2_76710.1, SBOV2_76710.4, SBOV2_76710.2, SBOV2_76710.3, SBOV2_76710.5
OG0000651	FGIG_06711	SBOV2_26100.2, SBOV2_26100.1, SBOV2_26100.3, SBOV2_26100.4
OG0000652	FGIG_07451, FGIG_11251	SBOV2_27620.3, SBOV2_27620.1, SBOV2_27620.2, SBOV2_27620.4, SBOV2_27620.5, SBOV2_27620.6
OG0000653	FGIG_08008	SBOV2_27060.1, SBOV2_27070.1, SBOV2_27070.2, SBOV2_27070.3
OG0000654	FGIG_08135	SBOV2_57610.3, SBOV2_57610.1, SBOV2_57610.2, SBOV2_57610.4
OG0000655	FGIG_08460	SBOV2_80890.1
OG0000656	FGIG_11331	SBOV2_74520.2, SBOV2_74520.1, SBOV2_74520.3
OG0000657	FGIG_12016	SBOV2_87960.2, SBOV2_87960.3, SBOV2_87960.4, SBOV2_87960.5, SBOV2_87960.1, SBOV2_87960.6
OG0000663	FGIG_00042	SBOV2_29600.10, SBOV2_29600.9, SBOV2_29600.7, SBOV2_29600.6, SBOV2_29600.4, SBOV2_29600.5, SBOV2_29600.8, SBOV2_29600.2, SBOV2_29600.1, SBOV2_29600.3
OG0000664	FGIG_00049	SBOV2_12170.2, SBOV2_12170.1, SBOV2_12170.3, SBOV2_12170.4
OG0000665	FGIG_00160, FGIG_00161	SBOV2_72240.1, SBOV2_72240.2, SBOV2_72240.3
OG0000666	FGIG_00549	SBOV2_61380.3, SBOV2_61380.4, SBOV2_61380.5, SBOV2_61380.1, SBOV2_61380.2, SBOV2_61380.6
OG0000667	FGIG_01542	SBOV2_6160.5, SBOV2_6160.6, SBOV2_6160.7, SBOV2_6160.1, SBOV2_6160.2, SBOV2_6160.3, SBOV2_6160.4
OG0000668	FGIG_01730, FGIG_09027	SBOV2_53120.1
OG0000669	FGIG_01837	SBOV2_67660.1, SBOV2_67660.2
OG0000671	FGIG_08408, FGIG_02086	SBOV2_75700.1, SBOV2_75700.2, SBOV2_75700.3
OG0000672	FGIG_02238	SBOV2_43460.2, SBOV2_43460.3, SBOV2_43460.1, SBOV2_43460.4, SBOV2_43460.5
OG0000673	FGIG_09403, FGIG_02862, FGIG_11262	SBOV2_15710.1
OG0000674	FGIG_03748	SBOV2_77260.1, SBOV2_77260.3, SBOV2_77260.6, SBOV2_77260.2, SBOV2_77260.4, SBOV2_77260.5
OG0000675	FGIG_04836	SBOV2_71420.7, SBOV2_71420.2, SBOV2_71420.1, SBOV2_71420.10, SBOV2_71420.4, SBOV2_71420.6, SBOV2_71420.8, SBOV2_71420.9, SBOV2_71420.3, SBOV2_71420.5
OG0000676	FGIG_04981	SBOV2_80840.1, SBOV2_80840.2, SBOV2_80840.3, SBOV2_80840.4, SBOV2_80840.5, SBOV2_80840.6
OG0000677	FGIG_08608, FGIG_05149	SBOV2_5200.1
OG0000678	FGIG_05212, FGIG_08440	SBOV2_33200.1, SBOV2_33200.3, SBOV2_33200.2, SBOV2_33200.4
OG0000680	FGIG_06325	SBOV2_16400.1, SBOV2_16400.2, SBOV2_16400.3, SBOV2_16400.4
OG0000681	FGIG_07672, FGIG_07674, FGIG_07673	SBOV2_32810.1
OG0000682	FGIG_08671, FGIG_10440	SBOV2_42210.1, SBOV2_42210.4, SBOV2_42210.5, SBOV2_42210.3, SBOV2_42210.2
OG0000683	FGIG_08868	SBOV2_50470.1
OG0000683	FGIG_11508	SBOV2_66790.1
OG0000684	FGIG_09603	SBOV2_83820.1
OG0000685	FGIG_10349	SBOV2_74330.1
OG0000686	FGIG_10794	SBOV2_59620.1
OG0000687	FGIG_10988	SBOV2_40760.6, SBOV2_40760.3, SBOV2_40760.1, SBOV2_40760.5, SBOV2_40760.2, SBOV2_40760.4
OG0000688	FGIG_11395	SBOV2_680.1, SBOV2_680.6, SBOV2_680.5, SBOV2_680.2, SBOV2_680.3, SBOV2_680.4
OG0000689	FGIG_11959, FGIG_11996, FGIG_12497	SBOV2_2980.1
OG0000695	FGIG_01172	SBOV2_95430.1
OG0000695	FGIG_00165	SBOV2_44750.1
OG0000696	FGIG_00322	SBOV2_5400.1, SBOV2_5400.2, SBOV2_5400.3, SBOV2_5400.5, SBOV2_5400.4
OG0000697	FGIG_00451	SBOV2_27560.1, SBOV2_27560.2
OG0000698	FGIG_00723	SBOV2_17510.1, SBOV2_17510.2, SBOV2_17510.3
OG0000699	FGIG_00957	SBOV2_34630.1
OG0000699	FGIG_08660	SBOV2_45230.1, SBOV2_45230.2
OG0000700	FGIG_01249	SBOV2_39350.1, SBOV2_23480.1, SBOV2_23490.1, SBOV2_23500.1
OG0000701	FGIG_01998	SBOV2_60420.3, SBOV2_60420.4, SBOV2_60420.5, SBOV2_60420.6, SBOV2_60420.1, SBOV2_60420.2
OG0000702	FGIG_02188	SBOV2_86100.1
OG0000703	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144	SBOV2_140.1
OG0000704	FGIG_02296	SBOV2_47670.2, SBOV2_47670.1, SBOV2_47670.3, SBOV2_47670.4, SBOV2_47670.5
OG0000705	FGIG_02537, FGIG_04858	SBOV2_6060.7, SBOV2_6060.8, SBOV2_6060.9, SBOV2_6060.6, SBOV2_6060.3, SBOV2_6060.4, SBOV2_6060.1, SBOV2_6060.2, SBOV2_6060.5
OG0000706	FGIG_03088	SBOV2_42570.1
OG0000706	FGIG_06242	SBOV2_53210.1
OG0000707	FGIG_03479, FGIG_13999	SBOV2_93230.11, SBOV2_93230.3, SBOV2_93230.4, SBOV2_93230.1, SBOV2_93230.10, SBOV2_93230.2, SBOV2_93230.5, SBOV2_93230.6, SBOV2_93230.9, SBOV2_93230.12, SBOV2_93230.8, SBOV2_93230.7
OG0000708	FGIG_03513, FGIG_05397	SBOV2_30430.3, SBOV2_30430.4, SBOV2_30430.5, SBOV2_30430.1, SBOV2_30430.2
OG0000709	FGIG_03634	SBOV2_42880.1
OG0000710	FGIG_04123	SBOV2_7410.1, SBOV2_7400.1
OG0000711	FGIG_04685	SBOV2_73570.10, SBOV2_73570.11, SBOV2_73570.2, SBOV2_73570.1, SBOV2_73570.7, SBOV2_73570.3, SBOV2_73570.4, SBOV2_73570.9, SBOV2_73570.8, SBOV2_73570.5, SBOV2_73570.6
OG0000712	FGIG_04717	SBOV2_52860.1
OG0000713	FGIG_04850	SBOV2_71030.1, SBOV2_71030.2, SBOV2_71030.4, SBOV2_71030.3
OG0000714	FGIG_09522, FGIG_05276	SBOV2_45550.1, SBOV2_45550.2, SBOV2_45550.3
OG0000715	FGIG_05565	SBOV2_40230.1, SBOV2_40230.2, SBOV2_40230.3, SBOV2_40230.5, SBOV2_40230.4
OG0000716	FGIG_06079, FGIG_11256	SBOV2_11540.1
OG0000717	FGIG_06905, FGIG_06906	SBOV2_58590.1, SBOV2_58590.2, SBOV2_58590.4, SBOV2_58590.3, SBOV2_58590.5
OG0000718	FGIG_07103	SBOV2_73840.5, SBOV2_73840.1, SBOV2_73840.2, SBOV2_73840.4, SBOV2_73840.3
OG0000719	FGIG_07183	SBOV2_50460.1, SBOV2_50460.2, SBOV2_50460.3, SBOV2_50460.4, SBOV2_50460.5, SBOV2_50460.6
OG0000720	FGIG_07280	SBOV2_75950.2, SBOV2_75950.3, SBOV2_75950.5, SBOV2_75950.6, SBOV2_75950.7, SBOV2_75950.1, SBOV2_75950.4
OG0000721	FGIG_07460	SBOV2_45090.1, SBOV2_45090.2, SBOV2_45090.4, SBOV2_45090.3, SBOV2_45090.5, SBOV2_45090.6
OG0000722	FGIG_07693, FGIG_07988	SBOV2_5300.3, SBOV2_5300.2, SBOV2_5300.1, SBOV2_5300.4
OG0000723	FGIG_08409	SBOV2_75690.1
OG0000724	FGIG_08545, FGIG_08543	SBOV2_26040.1
OG0000725	FGIG_08674, FGIG_12036	SBOV2_76020.6, SBOV2_76020.4, SBOV2_76020.5, SBOV2_76020.1, SBOV2_76020.3, SBOV2_76020.2
OG0000726	FGIG_08836	SBOV2_37790.2, SBOV2_37790.1
OG0000726	FGIG_08835	SBOV2_37780.1, SBOV2_37780.2
OG0000727	FGIG_09069	SBOV2_29020.1, SBOV2_29020.2, SBOV2_29020.3, SBOV2_29020.4, SBOV2_29020.5
OG0000728	FGIG_12215, FGIG_09158	SBOV2_47800.2, SBOV2_47800.3, SBOV2_47800.1
OG0000729	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791	SBOV2_8680.2, SBOV2_8680.4, SBOV2_8680.1, SBOV2_8680.3, SBOV2_8680.5, SBOV2_8680.6
OG0000730	FGIG_10454	SBOV2_59650.1
OG0000731	FGIG_10487	SBOV2_75320.1
OG0000732	FGIG_11075	SBOV2_3530.6, SBOV2_3530.1, SBOV2_3530.5, SBOV2_3530.4, SBOV2_3530.2, SBOV2_3530.3
OG0000733	FGIG_12111, FGIG_11583	SBOV2_2920.2, SBOV2_2920.1, SBOV2_2920.3, SBOV2_2920.7, SBOV2_2920.5, SBOV2_2920.4, SBOV2_2920.6, SBOV2_2920.8
OG0000736	FGIG_00111	SBOV2_77150.4, SBOV2_77150.5, SBOV2_77150.2, SBOV2_77150.3, SBOV2_77150.1
OG0000737	FGIG_00338, FGIG_00337, FGIG_00339	SBOV2_9650.5, SBOV2_9650.3, SBOV2_9650.8, SBOV2_9650.6, SBOV2_9650.10, SBOV2_9650.2, SBOV2_9650.1, SBOV2_9650.9, SBOV2_9650.7, SBOV2_9650.4
OG0000738	FGIG_02670, FGIG_00476, FGIG_08925	SBOV2_69300.1, SBOV2_69300.4, SBOV2_69300.2, SBOV2_69300.3, SBOV2_69160.1, SBOV2_69280.1
OG0000740	FGIG_01427	SBOV2_8270.1
OG0000741	FGIG_02730	SBOV2_83520.3, SBOV2_83520.6, SBOV2_83520.1, SBOV2_83520.2, SBOV2_83520.4, SBOV2_83520.5
OG0000742	FGIG_02978	SBOV2_85520.1, SBOV2_80550.1
OG0000743	FGIG_03357	SBOV2_22020.1, SBOV2_22020.2
OG0000744	FGIG_04615	SBOV2_3630.1
OG0000745	FGIG_04697, FGIG_11035	SBOV2_29640.3, SBOV2_29640.6, SBOV2_29640.7, SBOV2_29640.4, SBOV2_29640.5, SBOV2_29640.9, SBOV2_29640.10, SBOV2_29640.8, SBOV2_29640.1, SBOV2_29640.2
OG0000746	FGIG_05601	SBOV2_60290.1
OG0000747	FGIG_05634	SBOV2_42070.5, SBOV2_42070.3, SBOV2_42070.2, SBOV2_42070.4, SBOV2_42070.1
OG0000748	FGIG_05694, FGIG_05760, FGIG_05761	SBOV2_69690.1
OG0000749	FGIG_05710	SBOV2_69050.3, SBOV2_69050.2, SBOV2_69050.4, SBOV2_69050.6, SBOV2_69050.7, SBOV2_69050.8, SBOV2_69050.1, SBOV2_69050.5, SBOV2_69050.9
OG0000750	FGIG_06338	SBOV2_73460.1, SBOV2_73460.2
OG0000751	FGIG_06853, FGIG_12237	SBOV2_5430.1, SBOV2_2620.1
OG0000752	FGIG_06872	SBOV2_91860.1, SBOV2_91810.1
OG0000753	FGIG_07104	SBOV2_82040.2, SBOV2_82040.1, SBOV2_82040.3, SBOV2_82040.4, SBOV2_82040.5
OG0000754	FGIG_07172	SBOV2_49680.3, SBOV2_49680.1, SBOV2_49680.2, SBOV2_49680.4
OG0000755	FGIG_07206	SBOV2_74590.1, SBOV2_74590.2, SBOV2_74590.5, SBOV2_74590.6, SBOV2_74590.3, SBOV2_74590.4, SBOV2_74590.7
OG0000756	FGIG_07332	SBOV2_28760.5, SBOV2_28760.6, SBOV2_28760.9, SBOV2_28760.2, SBOV2_28760.7, SBOV2_28760.3, SBOV2_28760.8, SBOV2_28760.1, SBOV2_28760.4
OG0000757	FGIG_07577	SBOV2_53000.2, SBOV2_53000.1, SBOV2_53000.3, SBOV2_53000.4
OG0000758	FGIG_07692	SBOV2_8710.2, SBOV2_8710.1
OG0000759	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238	SBOV2_52610.4, SBOV2_52610.1, SBOV2_52610.2, SBOV2_52610.5, SBOV2_52610.3
OG0000760	FGIG_08405	SBOV2_77850.1
OG0000761	FGIG_08641	SBOV2_51890.1
OG0000762	FGIG_11563, FGIG_11679	SBOV2_81110.1, SBOV2_81110.2, SBOV2_81110.3
OG0000762	FGIG_08717	SBOV2_86520.1
OG0000763	FGIG_10588	SBOV2_19110.9, SBOV2_19110.1, SBOV2_19110.2, SBOV2_19110.3, SBOV2_19110.4, SBOV2_19110.5, SBOV2_19110.6, SBOV2_19110.7, SBOV2_19110.8, SBOV2_19110.10
OG0000764	FGIG_10711	SBOV2_8840.5, SBOV2_8840.3, SBOV2_8840.1, SBOV2_8840.2, SBOV2_8840.4
OG0000765	FGIG_12043, FGIG_11357	SBOV2_52630.1, SBOV2_52630.2
OG0000765	FGIG_11560, FGIG_12698	SBOV2_52620.1
OG0000766	FGIG_11419	SBOV2_62680.1
OG0000767	FGIG_11449	SBOV2_64830.1, SBOV2_64830.5, SBOV2_64830.3, SBOV2_64830.2, SBOV2_64830.4
OG0000768	FGIG_11533, FGIG_12305	SBOV2_27790.1
OG0000769	FGIG_12118, FGIG_12119	SBOV2_2190.1, SBOV2_2190.2
OG0000770	FGIG_12503, FGIG_12181	SBOV2_17370.1, SBOV2_17370.3, SBOV2_17370.4, SBOV2_17370.5, SBOV2_17370.7, SBOV2_17370.2, SBOV2_17370.6, SBOV2_17370.8
OG0000773	FGIG_04534, FGIG_00207	SBOV2_25260.1, SBOV2_25260.2
OG0000774	FGIG_00300, FGIG_00299	SBOV2_46510.1
OG0000775	FGIG_00308	SBOV2_53860.1, SBOV2_53860.3, SBOV2_53860.2, SBOV2_53860.4
OG0000776	FGIG_10546	SBOV2_45110.1
OG0000776	FGIG_00374	SBOV2_56010.1, SBOV2_56010.2
OG0000777	FGIG_00633	SBOV2_53340.3, SBOV2_53340.1, SBOV2_53340.2
OG0000778	FGIG_03692	SBOV2_22410.1, SBOV2_22400.4, SBOV2_22400.5
OG0000779	FGIG_00938	SBOV2_3730.2, SBOV2_3730.4, SBOV2_3730.3, SBOV2_3730.5, SBOV2_3730.1
OG0000780	FGIG_01425	SBOV2_14600.1, SBOV2_14600.2, SBOV2_14600.3, SBOV2_14600.4, SBOV2_14600.5
OG0000781	FGIG_01631	SBOV2_11000.1
OG0000781	FGIG_06825	SBOV2_440.1, SBOV2_440.2
OG0000782	FGIG_01653, FGIG_01652	SBOV2_35970.1
OG0000783	FGIG_02146, FGIG_11024, FGIG_11880	SBOV2_54900.6, SBOV2_54900.5, SBOV2_54900.1, SBOV2_54900.3, SBOV2_54900.2, SBOV2_54900.4
OG0000784	FGIG_02281	SBOV2_36050.1, SBOV2_36050.3, SBOV2_36050.2, SBOV2_36050.4
OG0000785	FGIG_02641, FGIG_02640	SBOV2_58450.1, SBOV2_58450.2, SBOV2_58450.3
OG0000786	FGIG_02834	SBOV2_27080.2, SBOV2_27080.4, SBOV2_27080.1, SBOV2_27080.3, SBOV2_27080.5
OG0000787	FGIG_03330	SBOV2_91650.1, SBOV2_91650.2, SBOV2_59150.1
OG0000788	FGIG_03424	SBOV2_13250.1, SBOV2_13250.2
OG0000789	FGIG_03779	SBOV2_25050.1, SBOV2_25050.4, SBOV2_25050.3, SBOV2_25050.2, SBOV2_25060.1, SBOV2_25040.1, SBOV2_25040.2
OG0000790	FGIG_08832, FGIG_03836	SBOV2_28430.2, SBOV2_28430.3, SBOV2_28430.1
OG0000791	FGIG_09865, FGIG_04257, FGIG_04256	SBOV2_41930.1, SBOV2_41930.2
OG0000792	FGIG_04315	SBOV2_5630.1
OG0000793	FGIG_04387, FGIG_04388	SBOV2_33450.3, SBOV2_33450.4, SBOV2_33450.2, SBOV2_33450.1
OG0000794	FGIG_04456	SBOV2_9860.5, SBOV2_9860.7, SBOV2_9860.4, SBOV2_9860.1, SBOV2_9860.3, SBOV2_9860.6, SBOV2_9860.2
OG0000795	FGIG_09877, FGIG_04474	SBOV2_94290.2, SBOV2_94290.4, SBOV2_94290.5, SBOV2_94290.1, SBOV2_94290.3, SBOV2_94290.6
OG0000796	FGIG_04495, FGIG_08360	SBOV2_15370.1, SBOV2_15380.1, SBOV2_15350.1, SBOV2_15410.1, SBOV2_15360.1
OG0000797	FGIG_10416, FGIG_04513	SBOV2_19410.3, SBOV2_19410.1, SBOV2_19410.2
OG0000798	FGIG_04574	SBOV2_1330.1, SBOV2_1330.2, SBOV2_1330.4, SBOV2_1330.3
