Orthogroup	schistosoma_mattheei	fasciola_gigantica
OG0000667	SMTH1_7120.1, SMTH1_7120.2	FGIG_01542
OG0000668	SMTH1_58460.1, SMTH1_58460.2, SMTH1_58460.3	FGIG_01730, FGIG_09027
OG0000669	SMTH1_75690.1, SMTH1_75710.1, SMTH1_75710.2, SMTH1_75710.3, SMTH1_75700.1	FGIG_01837
OG0000671	SMTH1_85240.1, SMTH1_85230.1	FGIG_08408, FGIG_02086
OG0000672	SMTH1_49200.1	FGIG_02238
OG0000673	SMTH1_17870.7, SMTH1_17870.6, SMTH1_17870.4, SMTH1_17870.3, SMTH1_17870.2, SMTH1_17870.1, SMTH1_17870.5	FGIG_09403, FGIG_02862, FGIG_11262
OG0000674	SMTH1_86940.1	FGIG_03748
OG0000675	SMTH1_80320.1	FGIG_04836
OG0000676	SMTH1_90120.1	FGIG_04981
OG0000677	SMTH1_5990.1, SMTH1_5980.1	FGIG_08608, FGIG_05149
OG0000678	SMTH1_38270.2, SMTH1_38270.1, SMTH1_38270.3	FGIG_05212, FGIG_08440
OG0000679	SMTH1_80420.1, SMTH1_80410.1	FGIG_05421
OG0000680	SMTH1_18680.1	FGIG_06325
OG0000681	SMTH1_38670.1, SMTH1_38680.1, SMTH1_38690.1	FGIG_07672, FGIG_07674, FGIG_07673
OG0000682	SMTH1_47890.1	FGIG_08671, FGIG_10440
OG0000683	SMTH1_61300.1	FGIG_08868
OG0000683	SMTH1_74680.1	FGIG_11508
OG0000684	SMTH1_93730.1	FGIG_09603
OG0000685	SMTH1_83650.1, SMTH1_83650.2, SMTH1_83650.6, SMTH1_83650.7, SMTH1_83650.8, SMTH1_83650.3, SMTH1_83650.5, SMTH1_83650.4	FGIG_10349
OG0000686	SMTH1_66800.1, SMTH1_66800.2, SMTH1_66800.3, SMTH1_66800.4, SMTH1_66800.5, SMTH1_66800.6	FGIG_10794
OG0000687	SMTH1_29670.1	FGIG_10988
OG0000688	SMTH1_730.2, SMTH1_730.4, SMTH1_730.1, SMTH1_730.3, SMTH1_730.5, SMTH1_730.6	FGIG_11395
OG0000689	SMTH1_3490.7, SMTH1_3490.1, SMTH1_3490.8, SMTH1_3490.3, SMTH1_3490.5, SMTH1_3490.4, SMTH1_3490.6, SMTH1_3490.2	FGIG_11959, FGIG_11996, FGIG_12497
OG0000695	SMTH1_106850.1	FGIG_01172
OG0000695	SMTH1_50710.1	FGIG_00165
OG0000696	SMTH1_6200.4, SMTH1_6200.5, SMTH1_6200.3, SMTH1_6200.2, SMTH1_6200.1, SMTH1_6200.6	FGIG_00322
OG0000697	SMTH1_44870.1	FGIG_00451
OG0000698	SMTH1_19950.1, SMTH1_19950.2, SMTH1_19950.3	FGIG_00723
OG0000699	SMTH1_36690.1	FGIG_00957
OG0000699	SMTH1_51240.1	FGIG_08660
OG0000700	SMTH1_31270.1, SMTH1_26570.1, SMTH1_26580.1, SMTH1_26590.1	FGIG_01249
OG0000701	SMTH1_67640.1, SMTH1_67640.4, SMTH1_67640.3, SMTH1_67640.5, SMTH1_67640.6, SMTH1_67640.2	FGIG_01998
OG0000702	SMTH1_96450.1, SMTH1_96450.2	FGIG_02188
OG0000703	SMTH1_110.1, SMTH1_110.2, SMTH1_110.3, SMTH1_110.4	FGIG_02284, FGIG_02283, FGIG_09761, FGIG_07532, FGIG_07531, FGIG_06144
OG0000704	SMTH1_53940.1	FGIG_02296
OG0000705	SMTH1_7030.1	FGIG_02537, FGIG_04858
OG0000706	SMTH1_48320.1	FGIG_03088
OG0000706	SMTH1_58350.1	FGIG_06242
OG0000707	SMTH1_104690.1, SMTH1_104690.2	FGIG_03479, FGIG_13999
OG0000708	SMTH1_41320.1, SMTH1_41320.2	FGIG_03513, FGIG_05397
OG0000709	SMTH1_48660.1, SMTH1_48660.2	FGIG_03634
OG0000710	SMTH1_9090.1, SMTH1_9100.1, SMTH1_9110.1	FGIG_04123
OG0000711	SMTH1_82820.1, SMTH1_82820.2	FGIG_04685
OG0000712	SMTH1_58770.1	FGIG_04717
OG0000713	SMTH1_79750.1, SMTH1_79750.2, SMTH1_79750.3, SMTH1_79750.4, SMTH1_79750.6, SMTH1_79750.7, SMTH1_79750.5	FGIG_04850
OG0000714	SMTH1_51560.3, SMTH1_51560.2, SMTH1_51560.1, SMTH1_107880.1, SMTH1_107880.2, SMTH1_107780.1, SMTH1_51570.1	FGIG_09522, FGIG_05276
OG0000715	SMTH1_30250.1	FGIG_05565
OG0000716	SMTH1_13090.1, SMTH1_13080.1	FGIG_06079, FGIG_11256
OG0000717	SMTH1_65500.1, SMTH1_65490.1	FGIG_06905, FGIG_06906
OG0000718	SMTH1_83100.1	FGIG_07103
OG0000719	SMTH1_61310.1	FGIG_07183
OG0000720	SMTH1_85480.1, SMTH1_85480.2, SMTH1_85480.5, SMTH1_85480.4, SMTH1_85480.3	FGIG_07280
OG0000721	SMTH1_51020.1	FGIG_07460
OG0000722	SMTH1_6100.6, SMTH1_6100.3, SMTH1_6100.2, SMTH1_6100.5, SMTH1_6100.1, SMTH1_6100.4	FGIG_07693, FGIG_07988
OG0000723	SMTH1_85220.2, SMTH1_85220.3, SMTH1_85220.5, SMTH1_85220.4, SMTH1_85220.1	FGIG_08409
OG0000724	SMTH1_46650.1, SMTH1_46650.5, SMTH1_46650.2, SMTH1_46650.3, SMTH1_46650.4, SMTH1_46650.6	FGIG_08545, FGIG_08543
OG0000725	SMTH1_85630.3, SMTH1_85630.1, SMTH1_85630.6, SMTH1_85630.4, SMTH1_85630.5, SMTH1_85630.2	FGIG_08674, FGIG_12036
OG0000726	SMTH1_107640.1	FGIG_08836
OG0000726	SMTH1_33060.1	FGIG_08835
OG0000727	SMTH1_42930.1, SMTH1_42940.1	FGIG_09069
OG0000728	SMTH1_54100.8, SMTH1_54100.7, SMTH1_54100.1, SMTH1_54100.2, SMTH1_54100.4, SMTH1_54100.5, SMTH1_54100.6, SMTH1_54100.3	FGIG_12215, FGIG_09158
OG0000729	SMTH1_10010.1, SMTH1_10000.1	FGIG_12577, FGIG_12004, FGIG_09493, FGIG_11791
OG0000730	SMTH1_66840.1	FGIG_10454
OG0000731	SMTH1_84850.4, SMTH1_84850.2, SMTH1_84850.1, SMTH1_84850.3, SMTH1_84850.5	FGIG_10487
OG0000732	SMTH1_4060.1, SMTH1_4050.1	FGIG_11075
OG0000733	SMTH1_3420.1, SMTH1_3420.2, SMTH1_3420.3, SMTH1_3420.4, SMTH1_102070.1	FGIG_12111, FGIG_11583
OG0000736	SMTH1_86850.2, SMTH1_86850.1	FGIG_00111
OG0000737	SMTH1_11110.1, SMTH1_11100.1	FGIG_00338, FGIG_00337, FGIG_00339
OG0000738	SMTH1_77440.1, SMTH1_77440.2, SMTH1_77430.1	FGIG_02670, FGIG_00476, FGIG_08925
OG0000740	SMTH1_9510.2, SMTH1_9510.3, SMTH1_9510.1, SMTH1_9510.6, SMTH1_9510.4, SMTH1_9510.5	FGIG_01427
OG0000741	SMTH1_93450.1, SMTH1_93450.2	FGIG_02730
OG0000742	SMTH1_60240.1, SMTH1_66660.1, SMTH1_51350.1, SMTH1_51350.2, SMTH1_51360.1	FGIG_02978
OG0000743	SMTH1_25030.4, SMTH1_25030.1, SMTH1_25030.2, SMTH1_25030.3, SMTH1_25030.6, SMTH1_25030.5	FGIG_03357
OG0000744	SMTH1_4160.1, SMTH1_4160.3, SMTH1_4160.4, SMTH1_4160.5, SMTH1_4160.2	FGIG_04615
OG0000745	SMTH1_42080.1, SMTH1_42080.3, SMTH1_42080.2, SMTH1_42080.5, SMTH1_42080.4	FGIG_04697, FGIG_11035
OG0000746	SMTH1_67520.1, SMTH1_67520.2	FGIG_05601
OG0000747	SMTH1_47760.1	FGIG_05634
OG0000748	SMTH1_77920.1	FGIG_05694, FGIG_05760, FGIG_05761
OG0000749	SMTH1_77210.1	FGIG_05710
OG0000750	SMTH1_82710.1	FGIG_06338
OG0000751	SMTH1_6240.1, SMTH1_3050.1, SMTH1_3050.3, SMTH1_3050.2, SMTH1_3010.1, SMTH1_3050.4	FGIG_06853, FGIG_12237
OG0000752	SMTH1_102980.1, SMTH1_103060.3, SMTH1_103060.1, SMTH1_103060.2	FGIG_06872
OG0000753	SMTH1_92010.1	FGIG_07104
OG0000754	SMTH1_56270.1	FGIG_07172
OG0000755	SMTH1_83910.1, SMTH1_83910.2, SMTH1_83910.3, SMTH1_83910.4, SMTH1_83910.5, SMTH1_83910.7, SMTH1_83910.8, SMTH1_83910.6	FGIG_07206
OG0000756	SMTH1_43260.5, SMTH1_43260.1, SMTH1_43260.4, SMTH1_43260.2, SMTH1_43260.3, SMTH1_43260.7, SMTH1_43260.6	FGIG_07332
OG0000757	SMTH1_58620.1	FGIG_07577
OG0000758	SMTH1_10040.2, SMTH1_10040.1, SMTH1_10040.3	FGIG_07692
OG0000759	SMTH1_59090.1, SMTH1_59080.1	FGIG_08239, FGIG_08240, FGIG_11630, FGIG_08238
OG0000760	SMTH1_87640.1	FGIG_08405
OG0000761	SMTH1_59860.2, SMTH1_59860.3, SMTH1_59860.1, SMTH1_59860.4, SMTH1_59860.5	FGIG_08641
OG0000762	SMTH1_89850.1	FGIG_11563, FGIG_11679
OG0000762	SMTH1_96950.1	FGIG_08717
OG0000763	SMTH1_21680.1, SMTH1_21680.2, SMTH1_21680.3, SMTH1_21680.4	FGIG_10588
OG0000764	SMTH1_10180.3, SMTH1_10180.1, SMTH1_10180.2, SMTH1_10180.4, SMTH1_10180.5, SMTH1_10180.6	FGIG_10711
OG0000765	SMTH1_59060.1	FGIG_12043, FGIG_11357
OG0000765	SMTH1_59070.2, SMTH1_59070.1	FGIG_11560, FGIG_12698
OG0000766	SMTH1_70180.1	FGIG_11419
OG0000767	SMTH1_72600.1, SMTH1_72600.3, SMTH1_72600.4, SMTH1_72600.2	FGIG_11449
OG0000768	SMTH1_44560.3, SMTH1_44560.2, SMTH1_44560.1, SMTH1_44560.4, SMTH1_44560.5, SMTH1_44560.6	FGIG_11533, FGIG_12305
OG0000769	SMTH1_2600.1	FGIG_12118, FGIG_12119
OG0000770	SMTH1_19780.1	FGIG_12503, FGIG_12181
OG0000773	SMTH1_28520.1, SMTH1_28520.3, SMTH1_28520.10, SMTH1_28520.6, SMTH1_28520.8, SMTH1_28520.12, SMTH1_28520.5, SMTH1_28520.9, SMTH1_28520.11, SMTH1_28520.4, SMTH1_28520.7, SMTH1_28520.2	FGIG_04534, FGIG_00207
OG0000774	SMTH1_52570.1, SMTH1_52570.2, SMTH1_52580.1	FGIG_00300, FGIG_00299
OG0000775	SMTH1_57640.1	FGIG_00308
OG0000776	SMTH1_51040.1	FGIG_10546
OG0000776	SMTH1_62890.1, SMTH1_62890.2	FGIG_00374
OG0000777	SMTH1_58200.1, SMTH1_58210.1	FGIG_00633
OG0000778	SMTH1_25480.1, SMTH1_25470.1	FGIG_03692
OG0000779	SMTH1_4240.1, SMTH1_4250.1	FGIG_00938
OG0000780	SMTH1_16610.1, SMTH1_16610.3, SMTH1_16610.4, SMTH1_16610.5, SMTH1_16610.2, SMTH1_16610.6, SMTH1_16610.7, SMTH1_16610.8	FGIG_01425
OG0000781	SMTH1_12540.1	FGIG_01631
OG0000781	SMTH1_510.1, SMTH1_500.1	FGIG_06825
OG0000782	SMTH1_35180.1	FGIG_01653, FGIG_01652
OG0000783	SMTH1_56560.1, SMTH1_56570.1	FGIG_02146, FGIG_11024, FGIG_11880
OG0000784	SMTH1_35080.1, SMTH1_35070.1	FGIG_02281
OG0000785	SMTH1_65420.1	FGIG_02641, FGIG_02640
OG0000786	SMTH1_45450.3, SMTH1_45450.4, SMTH1_45450.1, SMTH1_45450.2	FGIG_02834
OG0000787	SMTH1_103200.3, SMTH1_103200.1, SMTH1_103200.2, SMTH1_66240.1	FGIG_03330
OG0000788	SMTH1_15130.2, SMTH1_15130.1, SMTH1_15130.3	FGIG_03424
OG0000789	SMTH1_28270.1, SMTH1_28250.1	FGIG_03779
OG0000790	SMTH1_43750.1	FGIG_08832, FGIG_03836
OG0000791	SMTH1_47620.1	FGIG_09865, FGIG_04257, FGIG_04256
OG0000792	SMTH1_6460.2, SMTH1_6460.3, SMTH1_6460.5, SMTH1_6460.1, SMTH1_6460.4, SMTH1_6460.6	FGIG_04315
OG0000793	SMTH1_37990.1	FGIG_04387, FGIG_04388
OG0000794	SMTH1_11410.1, SMTH1_11410.2, SMTH1_11410.3, SMTH1_11410.8, SMTH1_11410.4, SMTH1_11410.7, SMTH1_11410.5, SMTH1_11410.6	FGIG_04456
OG0000795	SMTH1_105730.1	FGIG_09877, FGIG_04474
OG0000796	SMTH1_17520.1, SMTH1_17510.1	FGIG_04495, FGIG_08360
OG0000797	SMTH1_21980.3, SMTH1_21980.2, SMTH1_21980.5, SMTH1_21980.6, SMTH1_21980.4, SMTH1_21980.1	FGIG_10416, FGIG_04513
OG0000798	SMTH1_40700.1, SMTH1_1540.1, SMTH1_1540.4, SMTH1_1540.2, SMTH1_1540.3	FGIG_04574
OG0000799	SMTH1_74240.1	FGIG_04575
OG0000800	SMTH1_11290.1, SMTH1_11280.1	FGIG_04703
OG0000801	SMTH1_17420.1, SMTH1_17420.2, SMTH1_17420.3, SMTH1_17420.4	FGIG_04893
OG0000802	SMTH1_81570.1	FGIG_07812
OG0000802	SMTH1_65130.1	FGIG_12596, FGIG_05603
OG0000803	SMTH1_88060.5, SMTH1_88040.1, SMTH1_88040.2, SMTH1_88040.3, SMTH1_88040.6, SMTH1_88060.3, SMTH1_88060.8, SMTH1_88060.9, SMTH1_88040.4, SMTH1_88040.5, SMTH1_88060.1, SMTH1_88060.2, SMTH1_88060.4, SMTH1_88060.6, SMTH1_88060.7	FGIG_05677
OG0000804	SMTH1_46010.1, SMTH1_46020.1	FGIG_11847, FGIG_05852
OG0000805	SMTH1_40300.3, SMTH1_40300.4, SMTH1_40300.2, SMTH1_40300.1, SMTH1_40300.5	FGIG_06069
OG0000806	SMTH1_82030.1, SMTH1_82030.2, SMTH1_82030.4, SMTH1_82030.5, SMTH1_82030.6, SMTH1_82030.8, SMTH1_82030.3, SMTH1_82030.7	FGIG_06119
OG0000807	SMTH1_11020.1, SMTH1_11020.2	FGIG_06243
OG0000808	SMTH1_103800.1	FGIG_06270
OG0000809	SMTH1_100870.1, SMTH1_100870.2, SMTH1_100870.3	FGIG_06731, FGIG_11853
OG0000810	SMTH1_27760.1	FGIG_06961
OG0000811	SMTH1_12380.1, SMTH1_12380.2, SMTH1_12380.3, SMTH1_12380.4	FGIG_07144
OG0000812	SMTH1_13480.1, SMTH1_13480.2, SMTH1_13480.3, SMTH1_13480.4, SMTH1_13480.5, SMTH1_13480.6, SMTH1_13480.7, SMTH1_13480.8, SMTH1_13480.9	FGIG_07516
OG0000813	SMTH1_95930.1	FGIG_07818
OG0000814	SMTH1_70610.1	FGIG_08219
OG0000815	SMTH1_66210.1, SMTH1_66210.2	FGIG_08221, FGIG_11100, FGIG_08223
OG0000816	SMTH1_93040.1, SMTH1_93040.2, SMTH1_93040.3, SMTH1_93040.4	FGIG_08709
OG0000817	SMTH1_98120.1, SMTH1_98120.2, SMTH1_98120.3, SMTH1_98120.4	FGIG_09135
OG0000818	SMTH1_12800.1, SMTH1_12800.2, SMTH1_12800.3, SMTH1_12800.4	FGIG_09435
OG0000819	SMTH1_72750.2, SMTH1_72750.3, SMTH1_72750.1, SMTH1_72750.6, SMTH1_72750.7, SMTH1_72750.4, SMTH1_72750.5	FGIG_09439
OG0000820	SMTH1_93740.1	FGIG_11717
OG0000821	SMTH1_54930.1	FGIG_09921
OG0000822	SMTH1_82810.8, SMTH1_82810.1, SMTH1_82810.4, SMTH1_82810.2, SMTH1_82810.3, SMTH1_82810.7, SMTH1_82810.5, SMTH1_82810.6	FGIG_10054
OG0000823	SMTH1_59480.1	FGIG_10877
OG0000823	SMTH1_103140.1, SMTH1_103150.1	FGIG_10391
OG0000824	SMTH1_3700.1	FGIG_10848
OG0000825	SMTH1_85800.1, SMTH1_85800.2, SMTH1_85800.3, SMTH1_85740.1	FGIG_11216
OG0000826	SMTH1_61500.1, SMTH1_61500.2, SMTH1_61500.3	FGIG_11695
OG0000827	SMTH1_83820.1	FGIG_12190
OG0000830	SMTH1_54680.1, SMTH1_54690.1	FGIG_00108
OG0000831	SMTH1_47320.1, SMTH1_47320.2	FGIG_00177
OG0000832	SMTH1_67120.3, SMTH1_67120.5, SMTH1_67120.7, SMTH1_67120.2, SMTH1_67120.4, SMTH1_67120.6, SMTH1_67120.1	FGIG_00455
OG0000833	SMTH1_37000.1	FGIG_00489, FGIG_06899
OG0000834	SMTH1_54470.2, SMTH1_54470.3, SMTH1_54470.1, SMTH1_54470.4	FGIG_00772
OG0000835	SMTH1_42090.1, SMTH1_42100.1	FGIG_00786
OG0000836	SMTH1_41490.2, SMTH1_41490.1, SMTH1_41490.3, SMTH1_41490.4	FGIG_00855
OG0000837	SMTH1_35910.1, SMTH1_35920.1	FGIG_01009
OG0000838	SMTH1_43420.1, SMTH1_43410.1, SMTH1_43440.1, SMTH1_43450.1, SMTH1_43450.2	FGIG_01017, FGIG_01016
OG0000839	SMTH1_42660.1, SMTH1_42660.2, SMTH1_42660.3	FGIG_01333
OG0000840	SMTH1_78030.1, SMTH1_78030.2	FGIG_01498
OG0000841	SMTH1_22410.1	FGIG_01937
OG0000842	SMTH1_74480.1	FGIG_01947
OG0000843	SMTH1_91460.1, SMTH1_91460.2, SMTH1_91460.3	FGIG_02333
OG0000844	SMTH1_6020.1	FGIG_02635
OG0000845	SMTH1_99700.4, SMTH1_99700.6, SMTH1_99700.5, SMTH1_99700.2, SMTH1_99700.3, SMTH1_99700.1	FGIG_03440
OG0000846	SMTH1_18630.7, SMTH1_18630.1, SMTH1_18630.2, SMTH1_18630.8, SMTH1_18630.4, SMTH1_18630.5, SMTH1_18630.3, SMTH1_18630.6	FGIG_04141, FGIG_04373
OG0000847	SMTH1_1440.1	FGIG_04277
OG0000848	SMTH1_38620.1	FGIG_04531
OG0000849	SMTH1_43510.1, SMTH1_43520.1, SMTH1_43500.1	FGIG_04536
OG0000850	SMTH1_30210.1	FGIG_04635
OG0000851	SMTH1_100880.1	FGIG_04677
OG0000852	SMTH1_12220.1, SMTH1_12210.1	FGIG_04776
OG0000853	SMTH1_91960.3, SMTH1_91960.1, SMTH1_91960.2	FGIG_04849, FGIG_06913
OG0000854	SMTH1_41500.1, SMTH1_41500.2, SMTH1_41500.3, SMTH1_41500.4	FGIG_04960
OG0000855	SMTH1_60720.1, SMTH1_60720.3, SMTH1_60720.4, SMTH1_60720.5, SMTH1_60720.2, SMTH1_60720.7, SMTH1_60720.6	FGIG_05067
OG0000856	SMTH1_3560.3, SMTH1_3560.4, SMTH1_3560.1, SMTH1_3560.2	FGIG_05440
OG0000857	SMTH1_4810.1	FGIG_06616
OG0000858	SMTH1_5220.1	FGIG_06646
OG0000859	SMTH1_55410.1	FGIG_07329
OG0000860	SMTH1_66540.1	FGIG_08877
OG0000860	SMTH1_69520.1	FGIG_08075
OG0000861	SMTH1_13040.6, SMTH1_13040.4, SMTH1_13040.1, SMTH1_13040.10, SMTH1_13040.11, SMTH1_13040.9, SMTH1_13040.8, SMTH1_13040.3, SMTH1_13040.5, SMTH1_13040.7, SMTH1_13040.2	FGIG_09232
OG0000862	SMTH1_33240.4, SMTH1_33240.1, SMTH1_33240.2, SMTH1_33240.3	FGIG_09618
OG0000863	SMTH1_8340.1	FGIG_09756, FGIG_11821
OG0000864	SMTH1_44970.2, SMTH1_44970.5, SMTH1_44970.4, SMTH1_44970.1, SMTH1_44970.3	FGIG_10031
OG0000865	SMTH1_36960.1	FGIG_11450
OG0000866	SMTH1_860.1, SMTH1_54890.1, SMTH1_760.2, SMTH1_760.1	FGIG_11612
OG0000867	SMTH1_8210.1, SMTH1_8210.2, SMTH1_8210.5, SMTH1_8210.6, SMTH1_8210.3, SMTH1_8210.4, SMTH1_8210.7	FGIG_12103
OG0000869	SMTH1_99130.1	FGIG_08036, FGIG_00173, FGIG_10748
OG0000870	SMTH1_1120.1, SMTH1_1120.2	FGIG_00458
OG0000871	SMTH1_31750.1, SMTH1_31750.2, SMTH1_31750.3	FGIG_00704, FGIG_00705
OG0000872	SMTH1_4660.1, SMTH1_4670.1	FGIG_01168
OG0000873	SMTH1_95870.1	FGIG_01237
OG0000874	SMTH1_47980.1	FGIG_09975, FGIG_05621, FGIG_02068
OG0000875	SMTH1_69390.1, SMTH1_69390.2, SMTH1_69390.3	FGIG_02491
OG0000876	SMTH1_26410.1	FGIG_02493, FGIG_13987
OG0000877	SMTH1_8260.1, SMTH1_8260.3, SMTH1_8260.2	FGIG_02724
OG0000878	SMTH1_20380.1, SMTH1_20380.2	FGIG_11660, FGIG_02764
OG0000879	SMTH1_64910.1	FGIG_03120
OG0000880	SMTH1_88590.1	FGIG_03926
OG0000881	SMTH1_5240.1	FGIG_04172
OG0000881	SMTH1_100740.1	FGIG_04278
OG0000882	SMTH1_24510.1	FGIG_05170
OG0000882	SMTH1_44720.1	FGIG_04211
OG0000883	SMTH1_44710.4, SMTH1_44710.1, SMTH1_44710.2, SMTH1_44710.3, SMTH1_44710.5, SMTH1_44710.6	FGIG_04212
OG0000884	SMTH1_43810.1, SMTH1_43810.2, SMTH1_43810.3, SMTH1_43790.1	FGIG_04519
OG0000885	SMTH1_102750.1, SMTH1_102750.2	FGIG_06559, FGIG_04824
OG0000886	SMTH1_78130.5, SMTH1_78130.3, SMTH1_78130.1, SMTH1_78130.2, SMTH1_78130.4	FGIG_06109
OG0000887	SMTH1_21650.1, SMTH1_21650.2, SMTH1_21650.3, SMTH1_21650.4	FGIG_07211
OG0000888	SMTH1_87560.1, SMTH1_87600.1, SMTH1_87580.1	FGIG_07235
OG0000889	SMTH1_30720.3, SMTH1_30720.4, SMTH1_30720.1, SMTH1_30720.2, SMTH1_30720.5	FGIG_07370
OG0000890	SMTH1_45630.1	FGIG_07609
OG0000891	SMTH1_41350.1	FGIG_08269
OG0000892	SMTH1_57940.2, SMTH1_57940.1, SMTH1_57940.3	FGIG_08300
OG0000894	SMTH1_97380.1	FGIG_09025
OG0000895	SMTH1_49020.1	FGIG_09033, FGIG_10887, FGIG_11622
OG0000896	SMTH1_23230.1, SMTH1_23240.1, SMTH1_23250.1	FGIG_09198, FGIG_11521
OG0000897	SMTH1_11390.1, SMTH1_11400.1	FGIG_09238, FGIG_09239
OG0000898	SMTH1_80190.1, SMTH1_80190.2, SMTH1_80190.3, SMTH1_80190.4, SMTH1_80190.5, SMTH1_80190.6	FGIG_09340
OG0000899	SMTH1_16070.1	FGIG_09861
OG0000900	SMTH1_4180.1, SMTH1_4190.1	FGIG_09928, FGIG_10894, FGIG_11511
OG0000901	SMTH1_69630.7, SMTH1_69630.8, SMTH1_69630.5, SMTH1_69630.6, SMTH1_69630.10, SMTH1_69630.11, SMTH1_69630.9, SMTH1_69630.1, SMTH1_69630.2, SMTH1_69630.3, SMTH1_69630.4	FGIG_09929
OG0000902	SMTH1_61360.1, SMTH1_61360.2, SMTH1_61360.3, SMTH1_61360.4, SMTH1_61360.5, SMTH1_61360.7, SMTH1_61360.6	FGIG_10069
OG0000903	SMTH1_17150.1, SMTH1_17150.2	FGIG_10099, FGIG_12212
OG0000904	SMTH1_5860.3, SMTH1_5860.1, SMTH1_5860.2, SMTH1_5860.4, SMTH1_5860.5	FGIG_10256
OG0000905	SMTH1_87750.3, SMTH1_87750.1, SMTH1_87750.5, SMTH1_87750.4, SMTH1_87750.6, SMTH1_87750.2	FGIG_12473, FGIG_10853
OG0000906	SMTH1_71090.1, SMTH1_71090.3, SMTH1_71090.2	FGIG_11785
OG0000907	SMTH1_82970.4, SMTH1_82970.2, SMTH1_82970.1, SMTH1_82970.3	FGIG_12114
OG0000910	SMTH1_9280.1, SMTH1_9280.3, SMTH1_9280.2	FGIG_00237
OG0000911	SMTH1_64690.2, SMTH1_64690.3, SMTH1_64690.4, SMTH1_64690.5, SMTH1_64690.1	FGIG_01294, FGIG_01295
OG0000912	SMTH1_7390.1	FGIG_01540
OG0000913	SMTH1_34950.1, SMTH1_34960.1, SMTH1_34970.1	FGIG_01566, FGIG_05409, FGIG_02080, FGIG_02081
OG0000914	SMTH1_42710.1, SMTH1_42700.1	FGIG_01782
OG0000915	SMTH1_32780.1, SMTH1_32780.3, SMTH1_32780.4, SMTH1_32780.2	FGIG_02191
OG0000916	SMTH1_44110.1	FGIG_02554
OG0000917	SMTH1_93310.1	FGIG_02688, FGIG_12358, FGIG_11883
OG0000918	SMTH1_29590.1	FGIG_02932
OG0000919	SMTH1_93560.1, SMTH1_93560.2	FGIG_03174
OG0000921	SMTH1_48450.1, SMTH1_48450.6, SMTH1_48450.5, SMTH1_48450.4, SMTH1_48450.2, SMTH1_48450.3	FGIG_03378
OG0000922	SMTH1_7870.1	FGIG_08404
OG0000922	SMTH1_7860.1	FGIG_03416, FGIG_03417, FGIG_03413, FGIG_03412, FGIG_08184, FGIG_03414, FGIG_03415
OG0000923	SMTH1_103410.1, SMTH1_103410.2, SMTH1_103410.4, SMTH1_103410.3	FGIG_03937
OG0000925	SMTH1_18200.1	FGIG_03997
OG0000926	SMTH1_29910.1	FGIG_04108, FGIG_04107
OG0000927	SMTH1_21740.13, SMTH1_21740.6, SMTH1_21740.1, SMTH1_21740.10, SMTH1_21740.11, SMTH1_21740.2, SMTH1_21740.3, SMTH1_21740.4, SMTH1_21740.7, SMTH1_21740.8, SMTH1_21740.9, SMTH1_21740.12, SMTH1_21740.5	FGIG_04164
OG0000928	SMTH1_35830.3, SMTH1_35830.4, SMTH1_35830.5, SMTH1_35830.6, SMTH1_35830.7, SMTH1_35830.8, SMTH1_35830.1, SMTH1_35830.2, SMTH1_35840.4, SMTH1_35840.2, SMTH1_35840.5, SMTH1_35840.1, SMTH1_35840.3	FGIG_05151
OG0000929	SMTH1_72160.1, SMTH1_72160.2	FGIG_05247
OG0000930	SMTH1_47240.1, SMTH1_47240.2, SMTH1_47240.3, SMTH1_47240.4, SMTH1_47240.7, SMTH1_47240.5, SMTH1_47240.6	FGIG_05414
OG0000931	SMTH1_79480.1	FGIG_05808, FGIG_05809, FGIG_05812
OG0000932	SMTH1_1330.1, SMTH1_1330.3, SMTH1_1330.4, SMTH1_1330.5, SMTH1_1330.6, SMTH1_1330.7, SMTH1_1330.8, SMTH1_1330.2	FGIG_05937
OG0000933	SMTH1_44220.1, SMTH1_44220.2, SMTH1_44230.1	FGIG_06615
OG0000934	SMTH1_11480.1	FGIG_06893, FGIG_06892
OG0000935	SMTH1_71490.1	FGIG_06948
OG0000936	SMTH1_104360.5, SMTH1_104360.1, SMTH1_104360.3, SMTH1_104360.4, SMTH1_104360.2	FGIG_07247, FGIG_12684
OG0000937	SMTH1_60440.1	FGIG_08721, FGIG_07320
OG0000938	SMTH1_66390.1, SMTH1_66380.1	FGIG_07574
OG0000939	SMTH1_96500.5, SMTH1_96500.1, SMTH1_96500.2, SMTH1_96500.3, SMTH1_96500.4	FGIG_08083
OG0000940	SMTH1_6600.1, SMTH1_6620.1, SMTH1_6610.1	FGIG_08529
OG0000941	SMTH1_35630.1	FGIG_08549
OG0000942	SMTH1_17740.1	FGIG_08647
OG0000943	SMTH1_31860.3, SMTH1_31860.1, SMTH1_31860.2	FGIG_12262, FGIG_08967
OG0000944	SMTH1_64370.1	FGIG_08996
OG0000945	SMTH1_12670.5, SMTH1_12670.1, SMTH1_12670.2, SMTH1_12670.3, SMTH1_12670.4, SMTH1_12670.6	FGIG_11567, FGIG_10084
OG0000946	SMTH1_9880.1	FGIG_10162
OG0000947	SMTH1_43100.1, SMTH1_43090.1	FGIG_10405
OG0000948	SMTH1_90130.1	FGIG_10715
