Orthogroup	fasciola_hepatica	fasciola_gigantica
OG0002184	FhHiC23_g16421.t1, FhHiC23_g16421.t2	FGIG_09626
OG0002185	FhHiC23_g13223.t1, FhHiC23_g13223.t2	FGIG_09640
OG0002186	FhHiC23_g10722.t2, FhHiC23_g10722.t1	FGIG_09677
OG0002187	FhHiC23_g15295.t1	FGIG_09896
OG0002187	FhHiC23_g15294.t1	FGIG_09895
OG0002188	FhHiC23_g13463.t1, FhHiC23_g8076.t1	FGIG_09940
OG0002189	FhHiC23_g4821.t1, FhHiC23_g4821.t2	FGIG_09969
OG0002190	FhHiC23_g10307.t1, FhHiC23_g10307.t2	FGIG_10017
OG0002191	FhHiC23_g12141.t1, FhHiC23_g12142.t1	FGIG_10018
OG0002192	FhHiC23_g14822.t1, FhHiC23_g14822.t2	FGIG_11140, FGIG_10086, FGIG_11138, FGIG_11139
OG0002193	FhHiC23_g2299.t1	FGIG_10336
OG0002194	FhHiC23_g6461.t1, FhHiC23_g6461.t2	FGIG_10539
OG0002195	FhHiC23_g1976.t2, FhHiC23_g1976.t1	FGIG_10604
OG0002196	FhHiC23_g7987.t2, FhHiC23_g7987.t1	FGIG_10636
OG0002197	FhHiC23_g16677.t1, FhHiC23_g6820.t1	FGIG_10687
OG0002198	FhHiC23_g5234.t1	FGIG_10743
OG0002199	FhHiC23_g3002.t1, FhHiC23_g3002.t2	FGIG_10871
OG0002200	FhHiC23_g1206.t1	FGIG_11136
OG0002201	FhHiC23_g14460.t1, FhHiC23_g14461.t1, FhHiC23_g910.t1	FGIG_11203
OG0002202	FhHiC23_g14835.t1	FGIG_11573
OG0002203	FhHiC23_g1512.t2	FGIG_11895
OG0002203	FhHiC23_g1512.t1	FGIG_11896
OG0002204	FhHiC23_g10466.t1, FhHiC23_g10466.t2	FGIG_12650, FGIG_12066
OG0002205	FhHiC23_g13503.t1, FhHiC23_g13503.t2	FGIG_12452
OG0002206	FhHiC23_g16198.t1, FhHiC23_g16198.t2	FGIG_12508
OG0002212	FhHiC23_g9148.t2	FGIG_00064
OG0002212	FhHiC23_g9148.t1	FGIG_00063
OG0002214	FhHiC23_g14403.t1, FhHiC23_g14403.t2	FGIG_00154
OG0002215	FhHiC23_g11715.t1, FhHiC23_g11715.t3, FhHiC23_g11715.t2, FhHiC23_g11715.t4	FGIG_00249
OG0002216	FhHiC23_g6193.t1	FGIG_03788
OG0002216	FhHiC23_g6191.t1, FhHiC23_g6194.t1	FGIG_03787
OG0002216	FhHiC23_g6187.t1	FGIG_05155, FGIG_05154
OG0002217	FhHiC23_g13117.t1, FhHiC23_g13117.t2	FGIG_00514
OG0002218	FhHiC23_g6829.t1	FGIG_09413, FGIG_10567
OG0002218	FhHiC23_g13516.t1	FGIG_00689
OG0002219	FhHiC23_g10683.t1	FGIG_00868
OG0002220	FhHiC23_g13677.t1	FGIG_00875
OG0002221	FhHiC23_g11773.t1	FGIG_01057
OG0002221	FhHiC23_g12324.t1	FGIG_04571
OG0002222	FhHiC23_g6525.t2, FhHiC23_g6525.t1, FhHiC23_g6525.t3	FGIG_01061
OG0002223	FhHiC23_g15165.t1, FhHiC23_g15165.t2	FGIG_01190, FGIG_01189
OG0002223	FhHiC23_g15337.t1	FGIG_08130
OG0002224	FhHiC23_g11093.t1	FGIG_01217, FGIG_07046
OG0002225	FhHiC23_g4431.t1	FGIG_01235, FGIG_01236
OG0002226	FhHiC23_g9721.t2, FhHiC23_g9721.t1	FGIG_01251
OG0002227	FhHiC23_g14673.t1	FGIG_01282
OG0002228	FhHiC23_g14041.t1, FhHiC23_g14040.t1, FhHiC23_g14040.t2	FGIG_01298
OG0002229	FhHiC23_g11397.t1, FhHiC23_g11397.t2	FGIG_01349
OG0002230	FhHiC23_g7066.t1, FhHiC23_g7066.t3	FGIG_01359
OG0002231	FhHiC23_g6749.t2, FhHiC23_g6749.t1, FhHiC23_g6749.t3	FGIG_01526
OG0002232	FhHiC23_g1517.t1, FhHiC23_g1517.t2, FhHiC23_g1517.t3, FhHiC23_g1517.t4	FGIG_01528
OG0002233	FhHiC23_g8147.t1	FGIG_01619
OG0002234	FhHiC23_g38.t1	FGIG_01755
OG0002235	FhHiC23_g15083.t2, FhHiC23_g15083.t1, FhHiC23_g15083.t3	FGIG_01815
OG0002236	FhHiC23_g7979.t4, FhHiC23_g7979.t1, FhHiC23_g7979.t2, FhHiC23_g7979.t3	FGIG_01839, FGIG_01838
OG0002236	FhHiC23_g7977.t1, FhHiC23_g7977.t2	FGIG_01841, FGIG_05959, FGIG_05960
OG0002237	FhHiC23_g14239.t2	FGIG_01843
OG0002237	FhHiC23_g14239.t1	FGIG_01844
OG0002238	FhHiC23_g15788.t1	FGIG_01931
OG0002238	FhHiC23_g15787.t1	FGIG_01929
OG0002238	FhHiC23_g15791.t1, FhHiC23_g15792.t1	FGIG_09706
OG0002239	FhHiC23_g9375.t1	FGIG_02021, FGIG_02022, FGIG_11904
OG0002240	FhHiC23_g14541.t1	FGIG_02045
OG0002241	FhHiC23_g7957.t1	FGIG_02071
OG0002241	FhHiC23_g7961.t1, FhHiC23_g7959.t1, FhHiC23_g7955.t1	FGIG_09407
OG0002242	FhHiC23_g6195.t1	FGIG_03786
OG0002242	FhHiC23_g13916.t1, FhHiC23_g13916.t2	FGIG_12095
OG0002242	FhHiC23_g13915.t3, FhHiC23_g13915.t1, FhHiC23_g13915.t2	FGIG_02183
OG0002243	FhHiC23_g6537.t1	FGIG_02190
OG0002244	FhHiC23_g4644.t1, FhHiC23_g4644.t2	FGIG_02421
OG0002245	FhHiC23_g6842.t3, FhHiC23_g6842.t1, FhHiC23_g6842.t2	FGIG_02712
OG0002246	FhHiC23_g15424.t1	FGIG_02737
OG0002247	FhHiC23_g10030.t1	FGIG_02926
OG0002248	FhHiC23_g1742.t1	FGIG_02985
OG0002249	FhHiC23_g1753.t1	FGIG_03295
OG0002250	FhHiC23_g5204.t1	FGIG_03355, FGIG_07266, FGIG_07264, FGIG_07265
OG0002251	FhHiC23_g10035.t1	FGIG_03597
OG0002253	FhHiC23_g11817.t1, FhHiC23_g11817.t2	FGIG_03758
OG0002254	FhHiC23_g161.t1	FGIG_03762
OG0002255	FhHiC23_g10702.t1	FGIG_03783
OG0002256	FhHiC23_g1848.t1, FhHiC23_g1848.t2	FGIG_03842
OG0002257	FhHiC23_g1655.t3	FGIG_09671, FGIG_09669, FGIG_09670, FGIG_03870
OG0002258	FhHiC23_g1819.t1	FGIG_03876
OG0002258	FhHiC23_g110.t1	FGIG_09563
OG0002259	FhHiC23_g9565.t1	FGIG_04001
OG0002260	FhHiC23_g13409.t1	FGIG_04041
OG0002261	FhHiC23_g1050.t1	FGIG_04091
OG0002262	FhHiC23_g10980.t1	FGIG_04206
OG0002263	FhHiC23_g7068.t1, FhHiC23_g7069.t1	FGIG_04322
OG0002264	FhHiC23_g14056.t1, FhHiC23_g14056.t2	FGIG_04362
OG0002265	FhHiC23_g5736.t1	FGIG_04389
OG0002266	FhHiC23_g9789.t4, FhHiC23_g9789.t1, FhHiC23_g9789.t3, FhHiC23_g9789.t2	FGIG_04454
OG0002267	FhHiC23_g11749.t1	FGIG_04524
OG0002268	FhHiC23_g4043.t1, FhHiC23_g4043.t3, FhHiC23_g4043.t2	FGIG_11754
OG0002269	FhHiC23_g3783.t1	FGIG_04772
OG0002269	FhHiC23_g6846.t1, FhHiC23_g6846.t2	FGIG_11249
OG0002270	FhHiC23_g16077.t1	FGIG_05032
OG0002271	FhHiC23_g3866.t1	FGIG_05054, FGIG_10761
OG0002272	FhHiC23_g9601.t1, FhHiC23_g9601.t2, FhHiC23_g9601.t3	FGIG_05097
OG0002273	FhHiC23_g784.t1	FGIG_11698, FGIG_05145
OG0002274	FhHiC23_g1957.t1	FGIG_05175
OG0002275	FhHiC23_g4040.t1	FGIG_05339
OG0002277	FhHiC23_g742.t1, FhHiC23_g742.t2	FGIG_05444, FGIG_06812
OG0002278	FhHiC23_g4338.t1	FGIG_09994, FGIG_11786, FGIG_05591
OG0002279	FhHiC23_g3759.t1	FGIG_05662
OG0002279	FhHiC23_g16249.t1	FGIG_09598
OG0002280	FhHiC23_g8334.t1	FGIG_05667
OG0002280	FhHiC23_g7524.t1, FhHiC23_g7525.t1	FGIG_09099
OG0002281	FhHiC23_g13931.t1	FGIG_05678
OG0002282	FhHiC23_g10320.t1, FhHiC23_g11147.t1	FGIG_05703
OG0002283	FhHiC23_g3334.t1	FGIG_11894
OG0002283	FhHiC23_g3652.t1, FhHiC23_g1877.t1	FGIG_05806
OG0002284	FhHiC23_g3072.t1	FGIG_05967
OG0002285	FhHiC23_g11241.t1	FGIG_05994
OG0002286	FhHiC23_g7733.t1	FGIG_06042
OG0002287	FhHiC23_g7256.t1, FhHiC23_g7256.t2	FGIG_06120
OG0002288	FhHiC23_g2726.t1	FGIG_06146
OG0002289	FhHiC23_g6255.t1, FhHiC23_g6255.t2	FGIG_06166
OG0002290	FhHiC23_g3738.t1	FGIG_09267
OG0002290	FhHiC23_g4215.t1	FGIG_06359
OG0002291	FhHiC23_g8105.t1, FhHiC23_g8105.t2	FGIG_06403
OG0002292	FhHiC23_g2904.t1, FhHiC23_g2904.t2	FGIG_06655
OG0002293	FhHiC23_g7839.t1, FhHiC23_g7840.t1	FGIG_06706
OG0002294	FhHiC23_g15544.t2	FGIG_12343
OG0002294	FhHiC23_g15544.t1	FGIG_06716
OG0002295	FhHiC23_g41.t1, FhHiC23_g41.t2	FGIG_06836
OG0002296	FhHiC23_g11307.t1	FGIG_07857, FGIG_06883
OG0002297	FhHiC23_g6451.t1	FGIG_06891, FGIG_06890
OG0002298	FhHiC23_g7862.t1	FGIG_06951
OG0002299	FhHiC23_g10123.t1	FGIG_07092
OG0002300	FhHiC23_g1373.t1, FhHiC23_g1373.t2	FGIG_09925, FGIG_07095
OG0002301	FhHiC23_g4559.t1, FhHiC23_g16446.t2, FhHiC23_g16446.t1, FhHiC23_g16446.t3	FGIG_07117
OG0002302	FhHiC23_g7624.t1	FGIG_08060
OG0002302	FhHiC23_g7625.t1	FGIG_08061
OG0002302	FhHiC23_g12541.t2, FhHiC23_g12541.t3	FGIG_07118
OG0002302	FhHiC23_g12541.t1	FGIG_10708
OG0002303	FhHiC23_g2908.t1, FhHiC23_g2907.t1	FGIG_07470
OG0002304	FhHiC23_g6828.t1	FGIG_08042
OG0002305	FhHiC23_g6053.t1	FGIG_08091
OG0002306	FhHiC23_g7144.t1	FGIG_08115
OG0002307	FhHiC23_g359.t1	FGIG_08189
OG0002308	FhHiC23_g2004.t1	FGIG_08211
OG0002309	FhHiC23_g14731.t1	FGIG_08287
OG0002310	FhHiC23_g15465.t1	FGIG_08475
OG0002311	FhHiC23_g13826.t1, FhHiC23_g13826.t2	FGIG_08577
OG0002312	FhHiC23_g10299.t1, FhHiC23_g10299.t2	FGIG_08678
OG0002313	FhHiC23_g4892.t1, FhHiC23_g4892.t2	FGIG_08766
OG0002314	FhHiC23_g13781.t2, FhHiC23_g13781.t3, FhHiC23_g13784.t1, FhHiC23_g13784.t2, FhHiC23_g13781.t1	FGIG_08910
OG0002315	FhHiC23_g11243.t1	FGIG_08928
OG0002316	FhHiC23_g2968.t1	FGIG_09015, FGIG_09014
OG0002317	FhHiC23_g16665.t1	FGIG_09066
OG0002319	FhHiC23_g11904.t1, FhHiC23_g11904.t2	FGIG_09288, FGIG_11697
OG0002320	FhHiC23_g2396.t1, FhHiC23_g2396.t2	FGIG_09337
OG0002321	FhHiC23_g15390.t1	FGIG_11653, FGIG_09436
OG0002322	FhHiC23_g15273.t1	FGIG_09441, FGIG_09442
OG0002323	FhHiC23_g8127.t2, FhHiC23_g8127.t1	FGIG_09510, FGIG_09829
OG0002324	FhHiC23_g12910.t1	FGIG_09558
OG0002325	FhHiC23_g11321.t1, FhHiC23_g11320.t1	FGIG_10351
OG0002325	FhHiC23_g11785.t1	FGIG_09644
OG0002326	FhHiC23_g15866.t1, FhHiC23_g15866.t2	FGIG_09702
OG0002327	FhHiC23_g777.t1	FGIG_12278, FGIG_09776, FGIG_09775
OG0002328	FhHiC23_g13043.t1	FGIG_09778
OG0002329	FhHiC23_g12960.t1, FhHiC23_g12960.t2	FGIG_09876
OG0002330	FhHiC23_g13352.t1	FGIG_09881
OG0002331	FhHiC23_g12917.t1, FhHiC23_g12917.t2	FGIG_09927, FGIG_11900
OG0002332	FhHiC23_g11211.t2, FhHiC23_g11211.t3, FhHiC23_g11211.t1	FGIG_09958
OG0002333	FhHiC23_g935.t1	FGIG_10059
OG0002334	FhHiC23_g12819.t1	FGIG_10145
OG0002335	FhHiC23_g15282.t1	FGIG_10281
OG0002336	FhHiC23_g3027.t1	FGIG_12150, FGIG_10289
OG0002337	FhHiC23_g9762.t1, FhHiC23_g9762.t3, FhHiC23_g9762.t2	FGIG_10362
OG0002338	FhHiC23_g10745.t1, FhHiC23_g10745.t2	FGIG_10458
OG0002339	FhHiC23_g16252.t1	FGIG_10531
OG0002340	FhHiC23_g13791.t1	FGIG_10716
OG0002341	FhHiC23_g16574.t3, FhHiC23_g16574.t1, FhHiC23_g16574.t2	FGIG_10749
OG0002342	FhHiC23_g12326.t1	FGIG_10783
OG0002343	FhHiC23_g14639.t1	FGIG_10808
OG0002344	FhHiC23_g7097.t1	FGIG_11003
OG0002345	FhHiC23_g16504.t1, FhHiC23_g16504.t3, FhHiC23_g16504.t4, FhHiC23_g16504.t5, FhHiC23_g16504.t2	FGIG_11019
OG0002346	FhHiC23_g10328.t2, FhHiC23_g10328.t1	FGIG_11123, FGIG_11122
OG0002347	FhHiC23_g15512.t1	FGIG_11158, FGIG_11159
OG0002347	FhHiC23_g15513.t1	FGIG_12385, FGIG_12386
OG0002348	FhHiC23_g4778.t1	FGIG_11206
OG0002349	FhHiC23_g4364.t1	FGIG_11271, FGIG_11398
OG0002351	FhHiC23_g1899.t1, FhHiC23_g1899.t2	FGIG_11338
OG0002352	FhHiC23_g16208.t1, FhHiC23_g16208.t2	FGIG_11473
OG0002353	FhHiC23_g2542.t2, FhHiC23_g2542.t3, FhHiC23_g2542.t1, FhHiC23_g2542.t4	FGIG_11640
OG0002354	FhHiC23_g13164.t1	FGIG_12409, FGIG_11676
OG0002355	FhHiC23_g3398.t1, FhHiC23_g3398.t2	FGIG_11960, FGIG_11712
OG0002356	FhHiC23_g7910.t1, FhHiC23_g7910.t2	FGIG_11801
OG0002370	FhHiC23_g873.t1	FGIG_00318, FGIG_00319
OG0002371	FhHiC23_g13444.t1	FGIG_00332
OG0002372	FhHiC23_g7937.t1, FhHiC23_g7937.t2	FGIG_00522
OG0002373	FhHiC23_g2814.t1, FhHiC23_g2814.t2	FGIG_00664
OG0002374	FhHiC23_g13514.t1, FhHiC23_g13514.t2	FGIG_00687
OG0002375	FhHiC23_g9015.t1, FhHiC23_g9015.t2	FGIG_05220, FGIG_00900
OG0002376	FhHiC23_g763.t1, FhHiC23_g763.t2	FGIG_00953, FGIG_09565
OG0002377	FhHiC23_g6526.t1	FGIG_01063, FGIG_01062
OG0002378	FhHiC23_g5644.t1, FhHiC23_g5648.t1	FGIG_01137
OG0002379	FhHiC23_g10046.t1, FhHiC23_g10046.t2	FGIG_01173
OG0002379	FhHiC23_g14623.t2, FhHiC23_g14623.t1, FhHiC23_g14623.t3	FGIG_05262
OG0002380	FhHiC23_g15127.t3, FhHiC23_g15127.t2	FGIG_01224
OG0002381	FhHiC23_g951.t1	FGIG_01256
OG0002382	FhHiC23_g12309.t1	FGIG_01304
OG0002383	FhHiC23_g1688.t1	FGIG_01455
OG0002384	FhHiC23_g3497.t1	FGIG_09873
OG0002384	FhHiC23_g3497.t2	FGIG_01494
OG0002385	FhHiC23_g6302.t1	FGIG_01675
OG0002386	FhHiC23_g6254.t1	FGIG_01731, FGIG_01733, FGIG_01732
OG0002387	FhHiC23_g1088.t1, FhHiC23_g1088.t2, FhHiC23_g1088.t3	FGIG_01735, FGIG_01737, FGIG_01736
OG0002388	FhHiC23_g11523.t2, FhHiC23_g11523.t3, FhHiC23_g11523.t1	FGIG_01875, FGIG_10835
OG0002389	FhHiC23_g16310.t1	FGIG_01884
OG0002390	FhHiC23_g11689.t1	FGIG_01897, FGIG_01896
OG0002390	FhHiC23_g11687.t1	FGIG_01898
OG0002391	FhHiC23_g11998.t1, FhHiC23_g11998.t2, FhHiC23_g11998.t3	FGIG_02015
OG0002392	FhHiC23_g16155.t1, FhHiC23_g16155.t2	FGIG_02057
OG0002393	FhHiC23_g8397.t1, FhHiC23_g8397.t2	FGIG_02189, FGIG_04963
OG0002394	FhHiC23_g5292.t2, FhHiC23_g5292.t1	FGIG_02326
OG0002395	FhHiC23_g3630.t1	FGIG_02392, FGIG_12059
OG0002396	FhHiC23_g5945.t1, FhHiC23_g5945.t2	FGIG_02713
OG0002397	FhHiC23_g3165.t1, FhHiC23_g3165.t2	FGIG_02751
OG0002398	FhHiC23_g12984.t1	FGIG_02818
OG0002399	FhHiC23_g13958.t2, FhHiC23_g13958.t1	FGIG_02929
OG0002399	FhHiC23_g13957.t1, FhHiC23_g13957.t2	FGIG_12312
OG0002400	FhHiC23_g12650.t2, FhHiC23_g12650.t1, FhHiC23_g12650.t3	FGIG_02992
OG0002401	FhHiC23_g9572.t1	FGIG_03016
OG0002402	FhHiC23_g15134.t1	FGIG_03098
OG0002403	FhHiC23_g10157.t1	FGIG_03175
OG0002404	FhHiC23_g12892.t1, FhHiC23_g7985.t1	FGIG_03321
OG0002405	FhHiC23_g13383.t1	FGIG_03332
OG0002406	FhHiC23_g11310.t1	FGIG_03463
OG0002407	FhHiC23_g12365.t1	FGIG_03753
OG0002407	FhHiC23_g13733.t1	FGIG_03485
OG0002408	FhHiC23_g816.t1, FhHiC23_g816.t2	FGIG_03539
OG0002409	FhHiC23_g3934.t1	FGIG_03603
OG0002410	FhHiC23_g13925.t1, FhHiC23_g681.t1, FhHiC23_g680.t1, FhHiC23_g4782.t1	FGIG_03611
OG0002411	FhHiC23_g16206.t2	FGIG_10068
OG0002411	FhHiC23_g16206.t1	FGIG_03660
OG0002412	FhHiC23_g5333.t1	FGIG_03751
OG0002413	FhHiC23_g16389.t1	FGIG_03978
OG0002415	FhHiC23_g15500.t1	FGIG_04148
OG0002416	FhHiC23_g14509.t1, FhHiC23_g14509.t3, FhHiC23_g14509.t2	FGIG_04169
OG0002417	FhHiC23_g10794.t1	FGIG_04242
OG0002418	FhHiC23_g6180.t1	FGIG_04267
OG0002419	FhHiC23_g4620.t1, FhHiC23_g4620.t2, FhHiC23_g4620.t3	FGIG_04405
OG0002420	FhHiC23_g5866.t1, FhHiC23_g5866.t2	FGIG_04462
OG0002421	FhHiC23_g2730.t1, FhHiC23_g2730.t3, FhHiC23_g2730.t2	FGIG_04522
OG0002422	FhHiC23_g6092.t1	FGIG_04530
OG0002423	FhHiC23_g1037.t1	FGIG_04660
OG0002423	FhHiC23_g1038.t2	FGIG_04661
OG0002424	FhHiC23_g1782.t1, FhHiC23_g1782.t2	FGIG_04664
OG0002425	FhHiC23_g6185.t1, FhHiC23_g6185.t2, FhHiC23_g6186.t1	FGIG_05156
OG0002426	FhHiC23_g14246.t2, FhHiC23_g14246.t1	FGIG_05306, FGIG_05305, FGIG_11597, FGIG_05304
OG0002427	FhHiC23_g637.t1	FGIG_08659
OG0002427	FhHiC23_g4042.t1	FGIG_08134
OG0002427	FhHiC23_g3954.t1, FhHiC23_g3954.t2	FGIG_05349
OG0002428	FhHiC23_g11413.t1, FhHiC23_g11413.t2	FGIG_05382
OG0002429	FhHiC23_g4768.t1, FhHiC23_g4768.t2	FGIG_05450
OG0002430	FhHiC23_g2724.t1	FGIG_05519
OG0002431	FhHiC23_g14499.t1	FGIG_05521
OG0002432	FhHiC23_g8139.t1	FGIG_05602
OG0002433	FhHiC23_g10916.t1	FGIG_05646, FGIG_05645
OG0002434	FhHiC23_g5632.t1, FhHiC23_g5634.t1, FhHiC23_g5634.t2	FGIG_05674
OG0002435	FhHiC23_g6156.t1, FhHiC23_g6156.t2	FGIG_05697
OG0002436	FhHiC23_g14986.t1, FhHiC23_g14986.t2	FGIG_05730
OG0002437	FhHiC23_g1190.t1	FGIG_05941
OG0002438	FhHiC23_g6112.t1	FGIG_05966
OG0002439	FhHiC23_g1032.t1, FhHiC23_g1032.t4, FhHiC23_g1032.t2, FhHiC23_g1032.t3	FGIG_05976
OG0002440	FhHiC23_g8343.t1	FGIG_05987
OG0002441	FhHiC23_g1244.t1, FhHiC23_g1245.t1	FGIG_06093
OG0002442	FhHiC23_g14518.t1	FGIG_06418
OG0002443	FhHiC23_g14220.t1	FGIG_06436
OG0002444	FhHiC23_g8384.t1	FGIG_06465, FGIG_07625, FGIG_07626
OG0002445	FhHiC23_g7843.t1	FGIG_06503
OG0002446	FhHiC23_g7279.t2, FhHiC23_g7279.t1	FGIG_06541, FGIG_06542
OG0002447	FhHiC23_g11821.t1	FGIG_06779
OG0002448	FhHiC23_g5024.t1	FGIG_06814
OG0002449	FhHiC23_g11903.t1	FGIG_06820
OG0002450	FhHiC23_g8047.t1, FhHiC23_g8047.t2	FGIG_06958, FGIG_06957
OG0002451	FhHiC23_g2727.t1	FGIG_09875, FGIG_06973
OG0002452	FhHiC23_g3737.t1	FGIG_09266
OG0002452	FhHiC23_g13772.t1	FGIG_07134
OG0002453	FhHiC23_g1800.t1	FGIG_07309
OG0002454	FhHiC23_g8247.t2, FhHiC23_g8247.t3	FGIG_07341
OG0002454	FhHiC23_g8247.t1	FGIG_07342
OG0002455	FhHiC23_g8605.t1	FGIG_07376
OG0002456	FhHiC23_g4669.t2, FhHiC23_g4669.t1	FGIG_07457, FGIG_09917
OG0002458	FhHiC23_g4106.t1	FGIG_07836
OG0002459	FhHiC23_g14277.t1, FhHiC23_g14277.t2	FGIG_07884
OG0002460	FhHiC23_g13522.t1	FGIG_07978
OG0002461	FhHiC23_g13440.t1	FGIG_08021
OG0002462	FhHiC23_g6766.t1	FGIG_08085, FGIG_08086
OG0002463	FhHiC23_g3706.t1	FGIG_08096
OG0002464	FhHiC23_g9937.t1	FGIG_08106
OG0002465	FhHiC23_g3725.t1	FGIG_08251
OG0002466	FhHiC23_g10411.t1, FhHiC23_g10411.t2, FhHiC23_g10411.t3	FGIG_08323
OG0002467	FhHiC23_g534.t1, FhHiC23_g534.t2	FGIG_08516
OG0002468	FhHiC23_g3117.t1	FGIG_08551
OG0002469	FhHiC23_g13226.t1	FGIG_08589, FGIG_11582, FGIG_08590
OG0002470	FhHiC23_g2264.t1, FhHiC23_g2265.t1	FGIG_08645
OG0002471	FhHiC23_g885.t1, FhHiC23_g885.t2	FGIG_08707
OG0002472	FhHiC23_g5384.t1	FGIG_08827
OG0002473	FhHiC23_g13601.t1	FGIG_08879
OG0002474	FhHiC23_g15960.t1, FhHiC23_g15960.t2	FGIG_08909
OG0002475	FhHiC23_g10950.t1	FGIG_09134
OG0002476	FhHiC23_g4868.t1	FGIG_09264, FGIG_09265, FGIG_10209
OG0002477	FhHiC23_g3269.t1	FGIG_09272
OG0002478	FhHiC23_g46.t1	FGIG_09278
OG0002479	FhHiC23_g7687.t1	FGIG_09452
OG0002480	FhHiC23_g9730.t1	FGIG_09465, FGIG_09464
OG0002481	FhHiC23_g13216.t3, FhHiC23_g13216.t2, FhHiC23_g13216.t4, FhHiC23_g13216.t1	FGIG_09576
OG0002482	FhHiC23_g7850.t1, FhHiC23_g7850.t2	FGIG_09686
OG0002483	FhHiC23_g15240.t1, FhHiC23_g15241.t1	FGIG_09695
OG0002484	FhHiC23_g10369.t1	FGIG_09732
OG0002485	FhHiC23_g5397.t1	FGIG_09739
OG0002486	FhHiC23_g9651.t1	FGIG_09770
OG0002487	FhHiC23_g2073.t1	FGIG_09784
OG0002488	FhHiC23_g841.t1	FGIG_10504, FGIG_09832
OG0002489	FhHiC23_g10462.t1, FhHiC23_g10462.t2	FGIG_09868
OG0002490	FhHiC23_g387.t3, FhHiC23_g387.t1, FhHiC23_g387.t2	FGIG_09978
OG0002491	FhHiC23_g9237.t2, FhHiC23_g9237.t1	FGIG_10023
OG0002492	FhHiC23_g1663.t1	FGIG_10063, FGIG_10064
OG0002493	FhHiC23_g7915.t1	FGIG_10292
OG0002494	FhHiC23_g13047.t1	FGIG_10497
OG0002495	FhHiC23_g11532.t2, FhHiC23_g11532.t1	FGIG_10719
OG0002496	FhHiC23_g14149.t1, FhHiC23_g14148.t1	FGIG_10747
OG0002497	FhHiC23_g1965.t1, FhHiC23_g1965.t2	FGIG_10950
OG0002498	FhHiC23_g13432.t1, FhHiC23_g13432.t2	FGIG_11117
OG0002499	FhHiC23_g2027.t1	FGIG_11169, FGIG_11170
OG0002500	FhHiC23_g13115.t1	FGIG_11224
OG0002501	FhHiC23_g13148.t1, FhHiC23_g13148.t2	FGIG_11287
OG0002502	FhHiC23_g1998.t1, FhHiC23_g1998.t2	FGIG_11537
OG0002503	FhHiC23_g3507.t1, FhHiC23_g3507.t2	FGIG_11553
OG0002504	FhHiC23_g10182.t1	FGIG_12299, FGIG_11806
OG0002505	FhHiC23_g159.t1	FGIG_11920
OG0002506	FhHiC23_g6239.t1	FGIG_12017, FGIG_12551
OG0002506	FhHiC23_g6240.t1	FGIG_12439
OG0002507	FhHiC23_g3629.t1	FGIG_12058
OG0002508	FhHiC23_g8437.t1, FhHiC23_g8437.t2	FGIG_12197
OG0002509	FhHiC23_g10742.t1	FGIG_12245, FGIG_12297
OG0002510	FhHiC23_g7597.t1	FGIG_12391
OG0002511	FhHiC23_g1267.t1, FhHiC23_g1267.t2	FGIG_12393
OG0002512	FhHiC23_g7261.t1	FGIG_12546, FGIG_12547
OG0002526	FhHiC23_g11628.t2, FhHiC23_g11628.t1	FGIG_00089
OG0002527	FhHiC23_g14608.t1, FhHiC23_g14608.t2	FGIG_00511, FGIG_00510
OG0002528	FhHiC23_g10333.t2, FhHiC23_g10333.t1	FGIG_11944, FGIG_00524
OG0002529	FhHiC23_g308.t1	FGIG_00554
OG0002530	FhHiC23_g3245.t1, FhHiC23_g3246.t1	FGIG_00602
OG0002531	FhHiC23_g9302.t3, FhHiC23_g9302.t2, FhHiC23_g9302.t1	FGIG_00671
OG0002532	FhHiC23_g817.t1	FGIG_00738
OG0002533	FhHiC23_g8167.t1, FhHiC23_g8167.t2	FGIG_00969
OG0002534	FhHiC23_g16134.t1, FhHiC23_g16138.t1	FGIG_11683
OG0002534	FhHiC23_g16139.t1	FGIG_11684
OG0002534	FhHiC23_g16144.t1, FhHiC23_g16144.t2	FGIG_01021
OG0002534	FhHiC23_g16143.t1, FhHiC23_g16141.t1	FGIG_09514
OG0002534	FhHiC23_g16664.t1	FGIG_09067
OG0002535	FhHiC23_g4808.t1	FGIG_01112
OG0002536	FhHiC23_g13067.t1	FGIG_01191
OG0002537	FhHiC23_g3595.t1	FGIG_01229, FGIG_01228
OG0002538	FhHiC23_g7031.t1, FhHiC23_g7031.t2	FGIG_01242
OG0002539	FhHiC23_g9724.t1, FhHiC23_g9724.t2, FhHiC23_g9724.t3	FGIG_01248
OG0002540	FhHiC23_g4858.t1	FGIG_01266, FGIG_01267
OG0002541	FhHiC23_g1685.t1	FGIG_01457
OG0002542	FhHiC23_g16600.t1	FGIG_10847, FGIG_12416, FGIG_01549
OG0002543	FhHiC23_g5136.t1	FGIG_01691
OG0002544	FhHiC23_g1898.t1	FGIG_01781
OG0002545	FhHiC23_g10362.t2, FhHiC23_g10362.t1	FGIG_01827, FGIG_01826
OG0002546	FhHiC23_g11379.t2, FhHiC23_g11379.t1, FhHiC23_g11379.t3	FGIG_01847
OG0002547	FhHiC23_g9213.t1	FGIG_02027
