Orthogroup	opisthorchis_viverrini	schistosoma_haematobium
OG0000818	T265_12681	SHAE2_13320.1
OG0000819	T265_02518	SHAE2_69700.1, SHAE2_69700.2, SHAE2_69700.4, SHAE2_69700.3
OG0000820	T265_01694	SHAE2_89890.1
OG0000821	T265_13288	SHAE2_52370.7, SHAE2_52370.10, SHAE2_52370.6, SHAE2_52370.8, SHAE2_52370.1, SHAE2_52370.11, SHAE2_52370.5, SHAE2_52370.9, SHAE2_52370.3, SHAE2_52370.4, SHAE2_52370.12, SHAE2_52370.13, SHAE2_52370.2
OG0000822	T265_03848	SHAE2_78940.1
OG0000823	T265_00829	SHAE2_56640.1
OG0000823	T265_11555	SHAE2_98200.1, SHAE2_98230.1
OG0000824	T265_07875	SHAE2_3630.3, SHAE2_3630.2, SHAE2_3630.1
OG0000826	T265_06114	SHAE2_58500.8, SHAE2_58500.1, SHAE2_58500.4, SHAE2_58500.2, SHAE2_58500.3, SHAE2_58500.5, SHAE2_58500.6, SHAE2_58500.7
OG0000827	T265_04215, T265_13453, T265_08146, T265_00316	SHAE2_79880.1, SHAE2_79880.2
OG0000830	T265_03604	SHAE2_52150.6, SHAE2_52150.7, SHAE2_52150.2, SHAE2_52150.4, SHAE2_52150.1, SHAE2_52150.3, SHAE2_52150.5
OG0000831	T265_11740	SHAE2_45320.1, SHAE2_45320.2, SHAE2_45320.3, SHAE2_45320.4, SHAE2_45320.5, SHAE2_45320.6
OG0000832	T265_06731	SHAE2_64400.7, SHAE2_64400.8, SHAE2_64400.2, SHAE2_64400.3, SHAE2_64400.4, SHAE2_64400.1
OG0000833	T265_15296	SHAE2_36180.4, SHAE2_36180.1, SHAE2_36180.2, SHAE2_36180.3
OG0000834	T265_08688	SHAE2_51980.2, SHAE2_51980.6, SHAE2_51980.10, SHAE2_51980.8, SHAE2_51980.1, SHAE2_51980.3, SHAE2_51980.9, SHAE2_51980.4, SHAE2_51980.5, SHAE2_51980.7
OG0000835	T265_05875	SHAE2_40980.3, SHAE2_40980.1, SHAE2_40980.2, SHAE2_40980.4
OG0000836	T265_07620, T265_16203	SHAE2_40290.1
OG0000837	T265_08390	SHAE2_34640.3, SHAE2_34640.2, SHAE2_34640.5, SHAE2_34640.4, SHAE2_34640.1
OG0000838	T265_02612	SHAE2_42060.1, SHAE2_42070.2, SHAE2_42070.1, SHAE2_42070.3, SHAE2_42070.4, SHAE2_42070.5
OG0000839	T265_03005	SHAE2_41460.10, SHAE2_41460.9, SHAE2_41460.2, SHAE2_41460.1, SHAE2_41460.4, SHAE2_41460.3, SHAE2_41460.5, SHAE2_41460.7, SHAE2_41460.6, SHAE2_41460.8
OG0000840	T265_12899	SHAE2_74760.4, SHAE2_74760.6, SHAE2_74760.5, SHAE2_74760.2, SHAE2_74760.1, SHAE2_74760.3
OG0000841	T265_06170	SHAE2_22960.7, SHAE2_22960.3, SHAE2_22960.2, SHAE2_22960.6, SHAE2_22960.1, SHAE2_22960.5, SHAE2_22960.9, SHAE2_22960.8, SHAE2_22960.10, SHAE2_22960.4
OG0000842	T265_14136	SHAE2_71320.2, SHAE2_71320.4, SHAE2_71320.1, SHAE2_71320.3
OG0000843	T265_02386	SHAE2_86730.2, SHAE2_86730.1
OG0000844	T265_00279	SHAE2_5760.1, SHAE2_5760.2, SHAE2_5760.4, SHAE2_5760.5, SHAE2_5760.3, SHAE2_5760.6
OG0000845	T265_12579	SHAE2_95250.1, SHAE2_95250.2
OG0000846	T265_05703	SHAE2_19010.1
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	SHAE2_1530.1
OG0000848	T265_00764	SHAE2_37610.3, SHAE2_37610.1, SHAE2_37610.5, SHAE2_37610.6, SHAE2_37610.2, SHAE2_37610.9, SHAE2_37610.11, SHAE2_37610.4, SHAE2_37610.7, SHAE2_37610.10, SHAE2_37610.12, SHAE2_37610.8
OG0000849	T265_12610	SHAE2_42110.1, SHAE2_42110.3, SHAE2_42110.4, SHAE2_42110.7, SHAE2_42110.8, SHAE2_42110.2, SHAE2_42110.5, SHAE2_42110.6, SHAE2_42110.9, SHAE2_42110.11, SHAE2_42110.10, SHAE2_42110.12
OG0000850	T265_10398	SHAE2_29600.4, SHAE2_29600.5, SHAE2_29600.6, SHAE2_29600.7, SHAE2_29600.8, SHAE2_29600.3, SHAE2_29600.1, SHAE2_29600.2
OG0000851	T265_04154	SHAE2_96370.1, SHAE2_96370.2, SHAE2_96370.3, SHAE2_96370.5, SHAE2_96370.6, SHAE2_96370.4
OG0000852	T265_08766	SHAE2_12680.8, SHAE2_12680.2, SHAE2_12680.3, SHAE2_12680.1, SHAE2_12680.5, SHAE2_12680.6, SHAE2_12680.7, SHAE2_12680.9, SHAE2_12680.4
OG0000853	T265_06027	SHAE2_87270.4, SHAE2_87270.3, SHAE2_87270.1, SHAE2_87270.2
OG0000854	T265_15559, T265_14260, T265_15560	SHAE2_40330.1, SHAE2_40340.1
OG0000855	T265_13837, T265_15500	SHAE2_57770.1, SHAE2_57770.3, SHAE2_57770.2, SHAE2_57770.5, SHAE2_57770.6, SHAE2_57770.4
OG0000856	T265_14822	SHAE2_3490.1, SHAE2_3490.12, SHAE2_3490.2, SHAE2_3490.4, SHAE2_3490.5, SHAE2_3490.7, SHAE2_3490.10, SHAE2_3490.13, SHAE2_3490.14, SHAE2_3490.6, SHAE2_3490.3, SHAE2_3490.9, SHAE2_3490.11, SHAE2_3490.8
OG0000857	T265_14322	SHAE2_4720.3, SHAE2_4720.4, SHAE2_4720.1, SHAE2_4720.2, SHAE2_4720.5
OG0000858	T265_15000	SHAE2_5100.4, SHAE2_5100.1, SHAE2_5100.7, SHAE2_5100.6, SHAE2_5100.2, SHAE2_5100.3, SHAE2_5100.8, SHAE2_5100.5
OG0000860	T265_06072	SHAE2_63890.1
OG0000860	T265_05631	SHAE2_66610.2, SHAE2_66610.1
OG0000861	T265_04574	SHAE2_13550.1, SHAE2_13550.2
OG0000862	T265_09368, T265_09366, T265_09369	SHAE2_32280.1, SHAE2_32280.2, SHAE2_32280.3, SHAE2_32280.4
OG0000863	T265_05435	SHAE2_7880.1
OG0000864	T265_05363	SHAE2_43260.1
OG0000865	T265_05335	SHAE2_36140.2, SHAE2_36140.3, SHAE2_36140.1, SHAE2_36140.4, SHAE2_36140.5
OG0000866	T265_09230	SHAE2_1040.2, SHAE2_1040.6, SHAE2_1040.1, SHAE2_1040.8, SHAE2_1040.7, SHAE2_1040.4, SHAE2_1040.5, SHAE2_1040.3
OG0000867	T265_03080	SHAE2_7760.1, SHAE2_7760.2, SHAE2_7760.5, SHAE2_7760.3, SHAE2_7760.4, SHAE2_7760.6, SHAE2_7760.7
OG0000869	T265_14256	SHAE2_94700.2, SHAE2_94700.5, SHAE2_94700.6, SHAE2_94700.1, SHAE2_94700.4, SHAE2_94700.3
OG0000870	T265_06698	SHAE2_1270.1
OG0000872	T265_16288, T265_12059	SHAE2_4600.1, SHAE2_4600.3, SHAE2_4600.4, SHAE2_4600.5, SHAE2_4600.6, SHAE2_4600.7, SHAE2_4600.2, SHAE2_4600.8
OG0000873	T265_15131	SHAE2_91750.2, SHAE2_91750.5, SHAE2_91750.8, SHAE2_91750.4, SHAE2_91750.7, SHAE2_91750.3, SHAE2_91750.6, SHAE2_91750.1
OG0000874	T265_04488, T265_09986, T265_09985	SHAE2_45890.1, SHAE2_45890.11, SHAE2_45890.2, SHAE2_45890.3, SHAE2_45890.4, SHAE2_45890.5, SHAE2_45890.7, SHAE2_45890.9, SHAE2_45890.6, SHAE2_45890.8, SHAE2_45890.10
OG0000876	T265_03229	SHAE2_26230.2, SHAE2_26230.1, SHAE2_26230.3, SHAE2_26230.4
OG0000877	T265_14662	SHAE2_7810.1, SHAE2_7810.2, SHAE2_7810.4, SHAE2_7810.3
OG0000879	T265_08209	SHAE2_62370.1, SHAE2_62390.1
OG0000881	T265_09970	SHAE2_96200.1, SHAE2_96170.1
OG0000882	T265_15327, T265_15326	SHAE2_24220.1
OG0000882	T265_00439, T265_08858	SHAE2_43040.2, SHAE2_43040.1, SHAE2_43040.3
OG0000883	T265_08857	SHAE2_43030.2, SHAE2_43030.1, SHAE2_43030.5, SHAE2_43030.6, SHAE2_43030.9, SHAE2_43030.3, SHAE2_43030.7, SHAE2_43030.8, SHAE2_43030.4
OG0000884	T265_10076, T265_15490	SHAE2_42310.1, SHAE2_42310.2
OG0000885	T265_12962, T265_02246	SHAE2_97940.1, SHAE2_97940.2, SHAE2_61010.1, SHAE2_130.1, SHAE2_130.2
OG0000886	T265_01994	SHAE2_74840.1, SHAE2_74840.3, SHAE2_74840.2
OG0000887	T265_15509	SHAE2_21790.2, SHAE2_21790.5, SHAE2_21790.4, SHAE2_21790.7, SHAE2_21790.3, SHAE2_21790.1, SHAE2_21790.6
OG0000888	T265_14777, T265_14776	SHAE2_83180.1, SHAE2_83190.1
OG0000889	T265_10291, T265_03241	SHAE2_30000.1, SHAE2_30000.2
OG0000890	T265_04042, T265_05866	SHAE2_43810.11, SHAE2_43810.2, SHAE2_43810.3, SHAE2_43810.4, SHAE2_43810.7, SHAE2_43810.6, SHAE2_43810.1, SHAE2_43810.10, SHAE2_43810.12, SHAE2_43810.5, SHAE2_43810.9, SHAE2_43810.8
OG0000891	T265_13383, T265_13385	SHAE2_40150.1
OG0000892	T265_13465, T265_04286	SHAE2_55260.3, SHAE2_55260.1, SHAE2_55260.2
OG0000894	T265_14564, T265_08709	SHAE2_93010.1, SHAE2_93010.4, SHAE2_93010.5, SHAE2_93010.6, SHAE2_93010.3, SHAE2_93010.2
OG0000895	T265_08916	SHAE2_46840.6, SHAE2_46840.1, SHAE2_46840.8, SHAE2_46840.5, SHAE2_46840.2, SHAE2_46840.7, SHAE2_46840.4, SHAE2_46840.3
OG0000896	T265_11745, T265_15524	SHAE2_22260.1, SHAE2_22280.2, SHAE2_22280.3, SHAE2_22280.1
OG0000897	T265_09054	SHAE2_11920.1, SHAE2_11920.2, SHAE2_11920.4, SHAE2_11920.3, SHAE2_11920.5
OG0000898	T265_03575	SHAE2_76400.1
OG0000899	T265_00966	SHAE2_16230.1
OG0000900	T265_15960	SHAE2_4170.1, SHAE2_4160.1
OG0000901	T265_03340	SHAE2_66720.5, SHAE2_66720.6, SHAE2_66720.4, SHAE2_66720.1, SHAE2_66720.2, SHAE2_66720.3
OG0000902	T265_03522	SHAE2_58360.2, SHAE2_58360.1
OG0000903	T265_02094	SHAE2_17420.3, SHAE2_17420.1, SHAE2_17420.2
OG0000904	T265_06409	SHAE2_5640.1
OG0000905	T265_08905	SHAE2_83350.2, SHAE2_83350.3, SHAE2_83350.5, SHAE2_83350.1, SHAE2_83350.4, SHAE2_83350.6, SHAE2_83350.7, SHAE2_83350.8
OG0000906	T265_09792	SHAE2_68040.1
OG0000907	T265_00831	SHAE2_79090.1, SHAE2_79090.2, SHAE2_79090.3, SHAE2_79090.4
OG0000908	T265_13306	SHAE2_28900.1, SHAE2_28890.1, SHAE2_28910.1, SHAE2_28920.1
OG0000910	T265_10833	SHAE2_10020.1, SHAE2_10020.2, SHAE2_10020.3
OG0000911	T265_11627, T265_11628	SHAE2_62180.1
OG0000912	T265_06227	SHAE2_6970.7, SHAE2_6970.10, SHAE2_6970.8, SHAE2_6970.11, SHAE2_6970.4, SHAE2_6970.5, SHAE2_6970.6, SHAE2_6970.9, SHAE2_6970.2, SHAE2_6970.1, SHAE2_6970.3
OG0000913	T265_10377, T265_05795, T265_15140	SHAE2_33740.3, SHAE2_33740.1, SHAE2_33740.4, SHAE2_33740.5, SHAE2_33740.2
OG0000914	T265_06456	SHAE2_41490.3, SHAE2_41490.4, SHAE2_41490.2, SHAE2_41490.1, SHAE2_41490.5
OG0000915	T265_00756	SHAE2_31880.1
OG0000916	T265_11901	SHAE2_42590.1
OG0000917	T265_02425	SHAE2_89530.1
OG0000918	T265_13665	SHAE2_29010.1
OG0000919	T265_11299	SHAE2_89720.3, SHAE2_89720.1, SHAE2_89720.6, SHAE2_89720.5, SHAE2_89720.7, SHAE2_89720.2, SHAE2_89720.4
OG0000921	T265_10843	SHAE2_46300.5, SHAE2_46300.3, SHAE2_46300.1, SHAE2_46300.2, SHAE2_46300.4
OG0000922	T265_14804, T265_09307	SHAE2_7410.1
OG0000923	T265_05658	SHAE2_98560.1
OG0000925	T265_07999	SHAE2_18470.3, SHAE2_18470.1, SHAE2_18470.2
OG0000926	T265_15584	SHAE2_29380.1, SHAE2_29350.1, SHAE2_29350.2, SHAE2_29350.3, SHAE2_29350.5, SHAE2_29350.6, SHAE2_29350.4
OG0000927	T265_13966	SHAE2_23540.1
OG0000928	T265_02989	SHAE2_34570.1, SHAE2_34570.2
OG0000929	T265_11846	SHAE2_69200.1, SHAE2_69200.2, SHAE2_69200.3, SHAE2_69200.4
OG0000930	T265_13266	SHAE2_45250.1
OG0000931	T265_10692	SHAE2_75800.4, SHAE2_75800.6, SHAE2_75800.3, SHAE2_75800.2, SHAE2_75800.5, SHAE2_75800.1
OG0000932	T265_09389	SHAE2_1440.1, SHAE2_1440.2, SHAE2_1440.4, SHAE2_1440.5, SHAE2_1440.7, SHAE2_1440.9, SHAE2_1440.8, SHAE2_1440.3, SHAE2_1440.6
OG0000933	T265_10768	SHAE2_42680.5, SHAE2_42680.4, SHAE2_42680.6, SHAE2_42680.2, SHAE2_42680.1, SHAE2_42680.3
OG0000934	T265_09239	SHAE2_12000.3, SHAE2_12000.2, SHAE2_12000.1, SHAE2_12000.4
OG0000935	T265_09761	SHAE2_68500.1, SHAE2_68500.2, SHAE2_68500.3, SHAE2_68500.5, SHAE2_68500.4
OG0000936	T265_08979	SHAE2_99330.1
OG0000937	T265_04033	SHAE2_57510.1
OG0000938	T265_08657, T265_08656	SHAE2_63760.1, SHAE2_63760.2
OG0000939	T265_05437	SHAE2_92260.3, SHAE2_92260.4, SHAE2_92260.1, SHAE2_92260.2
OG0000940	T265_08942, T265_16338	SHAE2_6270.1, SHAE2_6270.2
OG0000941	T265_08808	SHAE2_34400.5, SHAE2_34400.3, SHAE2_34400.6, SHAE2_34400.2, SHAE2_34400.4, SHAE2_34400.1, SHAE2_34390.3, SHAE2_34390.1, SHAE2_34390.2
OG0000942	T265_10456	SHAE2_18000.2, SHAE2_18000.1, SHAE2_18000.4, SHAE2_18000.3, SHAE2_18000.5
OG0000943	T265_03814	SHAE2_31000.5, SHAE2_31000.2, SHAE2_31000.6, SHAE2_31000.3, SHAE2_31000.4, SHAE2_31000.1, SHAE2_31000.7
OG0000944	T265_00614	SHAE2_61850.3, SHAE2_61850.1, SHAE2_61850.2
OG0000945	T265_01854	SHAE2_13200.1
OG0000946	T265_06499	SHAE2_10570.5, SHAE2_10570.1, SHAE2_10570.4, SHAE2_10570.2, SHAE2_10570.3
OG0000947	T265_13430	SHAE2_41810.1, SHAE2_41810.2, SHAE2_41810.4, SHAE2_41810.5, SHAE2_41810.6, SHAE2_41810.7, SHAE2_41810.10, SHAE2_41810.8, SHAE2_41810.12, SHAE2_41810.3, SHAE2_41810.9, SHAE2_41810.11
OG0000948	T265_04663	SHAE2_86050.1, SHAE2_86050.2, SHAE2_86050.3, SHAE2_86050.4, SHAE2_86050.5
OG0000949	T265_09047, T265_09046, T265_09045	SHAE2_18210.1, SHAE2_18220.1, SHAE2_18200.1
OG0000950	T265_04298	SHAE2_56590.6, SHAE2_56590.1, SHAE2_56590.4, SHAE2_56590.5, SHAE2_56590.2, SHAE2_56590.3
OG0000952	T265_00749	SHAE2_31920.1, SHAE2_31920.3, SHAE2_31920.4, SHAE2_31920.2
OG0000953	T265_13448	SHAE2_66830.4, SHAE2_66830.1, SHAE2_66830.2, SHAE2_66830.3, SHAE2_66830.5
OG0000954	T265_05290	SHAE2_84690.1, SHAE2_84690.2, SHAE2_84690.3, SHAE2_84690.4
OG0000955	T265_03085	SHAE2_14330.4, SHAE2_14330.1, SHAE2_14330.2, SHAE2_14330.3, SHAE2_14330.5
OG0000958	T265_07251	SHAE2_15460.1
OG0000960	T265_13744	SHAE2_24790.1, SHAE2_24790.2, SHAE2_24790.3
OG0000962	T265_00111	SHAE2_79070.9, SHAE2_79070.1, SHAE2_79070.2, SHAE2_79070.3, SHAE2_79070.4, SHAE2_79070.5, SHAE2_79070.6, SHAE2_79070.7, SHAE2_79070.8
OG0000963	T265_13178	SHAE2_2780.1, SHAE2_2780.3, SHAE2_2780.4, SHAE2_2780.2, SHAE2_2780.5, SHAE2_2780.6
OG0000964	T265_10312	SHAE2_43590.1, SHAE2_43590.2, SHAE2_43590.3, SHAE2_43590.4
OG0000965	T265_03351	SHAE2_67580.1, SHAE2_67580.2, SHAE2_67580.3
OG0000966	T265_04985	SHAE2_39080.1
OG0000966	T265_15072	SHAE2_52270.1
OG0000967	T265_16351	SHAE2_38230.1, SHAE2_38230.2, SHAE2_38230.4, SHAE2_38230.3, SHAE2_38230.5, SHAE2_38230.6
OG0000968	T265_03039	SHAE2_3340.1, SHAE2_3340.2
OG0000969	T265_01639	SHAE2_85930.1
OG0000970	T265_05786	SHAE2_73980.1, SHAE2_73980.3, SHAE2_73980.4, SHAE2_73980.2
OG0000971	T265_14454	SHAE2_2210.2, SHAE2_2210.4, SHAE2_2210.5, SHAE2_2210.1, SHAE2_2210.6, SHAE2_2210.3
OG0000972	T265_04367	SHAE2_6630.1
OG0000973	T265_07516	SHAE2_25860.1, SHAE2_25870.1, SHAE2_25880.1
OG0000974	T265_12463	SHAE2_58880.3, SHAE2_58880.2, SHAE2_58880.5, SHAE2_58880.7, SHAE2_58880.1, SHAE2_58880.6, SHAE2_58880.4
OG0000975	T265_02924, T265_09700	SHAE2_6440.2, SHAE2_6440.6, SHAE2_6440.3, SHAE2_6440.5, SHAE2_6440.1, SHAE2_6440.4
OG0000976	T265_00947	SHAE2_12130.1, SHAE2_12130.2, SHAE2_12130.3, SHAE2_12130.4
OG0000977	T265_04434	SHAE2_13840.3, SHAE2_13840.1, SHAE2_13840.2, SHAE2_13840.4, SHAE2_13840.5, SHAE2_13840.6, SHAE2_13840.7, SHAE2_13840.8, SHAE2_13840.9
OG0000978	T265_05507	SHAE2_22400.1, SHAE2_22400.2, SHAE2_22400.6, SHAE2_22400.3, SHAE2_22400.4, SHAE2_22400.5
OG0000979	T265_00786	SHAE2_78110.1, SHAE2_78110.2, SHAE2_78110.3
OG0000980	T265_03583	SHAE2_55340.1, SHAE2_55340.2
OG0000981	T265_04343	SHAE2_43000.4, SHAE2_43000.1, SHAE2_43000.5, SHAE2_43000.3, SHAE2_43000.2, SHAE2_43000.6, SHAE2_43000.7
OG0000982	T265_03904	SHAE2_68570.1, SHAE2_68570.2, SHAE2_68570.4, SHAE2_68570.3
OG0000983	T265_09860	SHAE2_17620.1
OG0000984	T265_10372, T265_07582	SHAE2_37630.1
OG0000985	T265_11572	SHAE2_18180.2, SHAE2_18180.5, SHAE2_18180.1, SHAE2_18180.3, SHAE2_18180.4
OG0000986	T265_02193, T265_12946	SHAE2_77240.1
OG0000987	T265_02383	SHAE2_88720.1
OG0000989	T265_04299	SHAE2_54660.1, SHAE2_54660.8, SHAE2_54660.9, SHAE2_54660.3, SHAE2_54660.7, SHAE2_54660.5, SHAE2_54660.6, SHAE2_54660.2, SHAE2_54660.4
OG0000990	T265_08682	SHAE2_5300.1, SHAE2_5300.2, SHAE2_5300.3
OG0000991	T265_13030	SHAE2_62780.1
OG0000992	T265_01516	SHAE2_47110.1
OG0000993	T265_14754	SHAE2_82550.7, SHAE2_82550.6, SHAE2_82550.4, SHAE2_82550.5, SHAE2_82550.2, SHAE2_82550.1, SHAE2_82550.3
OG0000994	T265_02553	SHAE2_36710.2, SHAE2_36710.3, SHAE2_36710.1
OG0000995	T265_13745	SHAE2_84810.4, SHAE2_84810.1, SHAE2_84810.3, SHAE2_84810.2, SHAE2_84810.5
OG0000996	T265_00610	SHAE2_68700.4, SHAE2_68700.2, SHAE2_68700.1, SHAE2_68700.3, SHAE2_68700.5
OG0000997	T265_13758	SHAE2_94160.1
OG0000998	T265_02907	SHAE2_59230.1
OG0000999	T265_02983	SHAE2_40800.1, SHAE2_40800.3, SHAE2_40800.4, SHAE2_40800.5, SHAE2_40800.6, SHAE2_40800.2
OG0001000	T265_02450	SHAE2_7650.1, SHAE2_7650.2
OG0001003	T265_02803	SHAE2_34510.3, SHAE2_34510.2, SHAE2_34510.4, SHAE2_34510.1, SHAE2_34510.5
OG0001004	T265_15034	SHAE2_17750.1
OG0001009	T265_08731	SHAE2_93300.2, SHAE2_93300.1
OG0001010	T265_06725	SHAE2_64310.1, SHAE2_64310.2, SHAE2_64310.3, SHAE2_64310.4, SHAE2_64310.5
OG0001011	T265_13048	SHAE2_42640.1
OG0001012	T265_06918	SHAE2_5680.1
OG0001013	T265_10272, T265_16022	SHAE2_15640.3, SHAE2_15640.1, SHAE2_15640.4, SHAE2_15640.2
OG0001014	T265_12060, T265_16314	SHAE2_4580.2, SHAE2_4580.1, SHAE2_4580.11, SHAE2_4580.3, SHAE2_4580.4, SHAE2_4580.6, SHAE2_4580.7, SHAE2_4580.8, SHAE2_4580.9, SHAE2_4580.5, SHAE2_4580.10
OG0001015	T265_11538, T265_15411, T265_10528, T265_15958	SHAE2_41270.1, SHAE2_41330.1, SHAE2_41300.1
OG0001016	T265_01892	SHAE2_40610.1, SHAE2_40610.2, SHAE2_40610.4, SHAE2_40610.5, SHAE2_40610.3, SHAE2_40610.6, SHAE2_40610.7
OG0001017	T265_03456	SHAE2_17600.4, SHAE2_17600.3, SHAE2_17600.5, SHAE2_17600.1, SHAE2_17600.2
OG0001018	T265_11985	SHAE2_32000.2, SHAE2_32000.1, SHAE2_32000.3, SHAE2_32000.4
OG0001019	T265_06404, T265_12347	SHAE2_45070.1, SHAE2_45070.2, SHAE2_45070.3
OG0001020	T265_14664	SHAE2_12690.1, SHAE2_12690.4, SHAE2_12690.2, SHAE2_12690.3
OG0001021	T265_05434	SHAE2_31930.2, SHAE2_31930.3, SHAE2_31930.4, SHAE2_31930.5, SHAE2_31930.7, SHAE2_31930.1, SHAE2_31930.6
OG0001022	T265_08582	SHAE2_22230.1, SHAE2_22230.2
OG0001023	T265_14386	SHAE2_67460.3, SHAE2_67460.4, SHAE2_67460.2, SHAE2_67460.5, SHAE2_67460.1
OG0001024	T265_15215	SHAE2_82690.1, SHAE2_82690.2, SHAE2_82690.3
OG0001026	T265_08689	SHAE2_52820.1
OG0001027	T265_05249	SHAE2_1280.1, SHAE2_1280.2, SHAE2_1280.3, SHAE2_1280.4
OG0001028	T265_02150	SHAE2_58930.1, SHAE2_58930.2
OG0001029	T265_06784	SHAE2_53040.1
OG0001030	T265_03534	SHAE2_31130.1
OG0001031	T265_02198	SHAE2_75010.1, SHAE2_75010.2, SHAE2_75010.3
OG0001032	T265_07791	SHAE2_68720.1, SHAE2_68720.2, SHAE2_68720.3, SHAE2_68720.4, SHAE2_68720.7, SHAE2_68720.5, SHAE2_68720.6, SHAE2_68720.8
OG0001033	T265_12072	SHAE2_76430.1
OG0001034	T265_00015	SHAE2_57290.1, SHAE2_57290.2, SHAE2_57270.1
OG0001035	T265_07899, T265_11146, T265_07897, T265_11147	SHAE2_57810.1, SHAE2_57810.2, SHAE2_57810.3, SHAE2_57810.4
OG0001036	T265_15152	SHAE2_19630.1, SHAE2_19630.2, SHAE2_19630.3, SHAE2_19630.4, SHAE2_19630.5, SHAE2_19630.10, SHAE2_19630.6, SHAE2_19630.7, SHAE2_19630.11, SHAE2_19630.8, SHAE2_19630.9
OG0001038	T265_06836	SHAE2_1870.1, SHAE2_1870.2, SHAE2_1870.3, SHAE2_1870.4, SHAE2_1870.5, SHAE2_1870.6
OG0001039	T265_13311	SHAE2_29610.1, SHAE2_29610.2
OG0001040	T265_08277	SHAE2_86180.1, SHAE2_86180.2, SHAE2_86180.4, SHAE2_86180.3
OG0001041	T265_02769, T265_02770	SHAE2_99560.1, SHAE2_99560.3, SHAE2_99560.2
OG0001042	T265_09868, T265_16047	SHAE2_102560.1
OG0001043	T265_04066	SHAE2_51650.6, SHAE2_51650.2, SHAE2_51650.3, SHAE2_51650.4, SHAE2_51650.5, SHAE2_51650.1
OG0001045	T265_14190	SHAE2_71190.1
OG0001046	T265_00122	SHAE2_54320.2, SHAE2_54320.6, SHAE2_54320.3, SHAE2_54320.1, SHAE2_54320.4, SHAE2_54320.5, SHAE2_54320.7
OG0001047	T265_14657, T265_15967	SHAE2_101210.1, SHAE2_101210.2, SHAE2_101210.3
OG0001048	T265_05921	SHAE2_82600.9, SHAE2_82600.10, SHAE2_82600.12, SHAE2_82600.7, SHAE2_82600.8, SHAE2_82600.11, SHAE2_82600.3, SHAE2_82600.4, SHAE2_82600.1, SHAE2_82600.2
OG0001049	T265_01366	SHAE2_58450.1
OG0001050	T265_06070	SHAE2_66450.1, SHAE2_66450.2, SHAE2_66450.4, SHAE2_66450.3
OG0001051	T265_08900	SHAE2_93140.1, SHAE2_93140.3, SHAE2_93140.4, SHAE2_93140.5, SHAE2_93140.6, SHAE2_93140.7, SHAE2_93140.2
OG0001052	T265_03515, T265_03514	SHAE2_58420.2, SHAE2_58420.3, SHAE2_58420.1
OG0001053	T265_10644	SHAE2_67680.1
OG0001054	T265_07774	SHAE2_13530.12, SHAE2_13530.2, SHAE2_13530.3, SHAE2_13530.6, SHAE2_13530.7, SHAE2_13530.8, SHAE2_13530.10, SHAE2_13530.5, SHAE2_13530.9, SHAE2_13530.11, SHAE2_13530.1, SHAE2_13530.4
OG0001056	T265_06907	SHAE2_61810.1
OG0001057	T265_08393	SHAE2_92920.1, SHAE2_92920.3, SHAE2_92920.2, SHAE2_92920.6, SHAE2_92920.5, SHAE2_92920.4
OG0001058	T265_09765, T265_07871	SHAE2_65010.1, SHAE2_65000.2, SHAE2_65000.3, SHAE2_65000.1
OG0001059	T265_09693	SHAE2_19150.6, SHAE2_19150.1, SHAE2_19150.2, SHAE2_19150.3, SHAE2_19150.5, SHAE2_19150.4
OG0001060	T265_08792, T265_05830, T265_12211	SHAE2_67970.4, SHAE2_67970.5, SHAE2_67970.7, SHAE2_67970.3, SHAE2_67970.2, SHAE2_67970.6, SHAE2_67970.1
OG0001061	T265_10435	SHAE2_12890.1, SHAE2_12860.1, SHAE2_12880.1, SHAE2_12880.2
OG0001062	T265_10952	SHAE2_52070.1, SHAE2_52120.1, SHAE2_52120.2
OG0001068	T265_05783	SHAE2_80390.1, SHAE2_80390.4, SHAE2_80390.2, SHAE2_80390.3
OG0001070	T265_01150	SHAE2_67410.1
OG0001070	T265_03875	SHAE2_80760.1
OG0001071	T265_01413, T265_01414	SHAE2_69440.2, SHAE2_69440.4, SHAE2_69440.1, SHAE2_69440.3
OG0001072	T265_11095	SHAE2_45110.10, SHAE2_45110.11, SHAE2_45110.3, SHAE2_45110.5, SHAE2_45110.9, SHAE2_45110.8, SHAE2_45110.7, SHAE2_45110.2, SHAE2_45110.4, SHAE2_45110.1, SHAE2_45110.12, SHAE2_45110.6
OG0001073	T265_06687	SHAE2_18960.1, SHAE2_18960.3, SHAE2_18960.4, SHAE2_18960.5, SHAE2_18960.7, SHAE2_18960.11, SHAE2_18960.9, SHAE2_18960.8, SHAE2_18960.12, SHAE2_18960.2, SHAE2_18960.10, SHAE2_18960.6
OG0001074	T265_07051	SHAE2_29780.5, SHAE2_29780.4, SHAE2_29780.8, SHAE2_29780.2, SHAE2_29780.7, SHAE2_29780.6, SHAE2_29780.1, SHAE2_29780.3
OG0001075	T265_00485	SHAE2_65990.2, SHAE2_65990.1
OG0001076	T265_04766	SHAE2_49650.1, SHAE2_49650.2, SHAE2_49650.3
OG0001077	T265_03589	SHAE2_53350.1
