Orthogroup	opisthorchis_viverrini	schistosoma_margrebowiei
OG0000690	T265_15342	SMRG1_22770.1
OG0000691	T265_13940	SMRG1_22420.1, SMRG1_50400.1, SMRG1_22420.2, SMRG1_50400.2, SMRG1_9140.1
OG0000695	T265_07910	SMRG1_97420.1
OG0000695	T265_07140	SMRG1_45860.1, SMRG1_45860.2, SMRG1_45860.3, SMRG1_45860.4, SMRG1_45860.5
OG0000696	T265_00960	SMRG1_5180.1, SMRG1_5180.2, SMRG1_5190.1
OG0000697	T265_02565	SMRG1_40400.1
OG0000698	T265_04366	SMRG1_16990.1, SMRG1_16990.2, SMRG1_16990.3, SMRG1_16990.4, SMRG1_16990.5
OG0000699	T265_08805	SMRG1_33080.1
OG0000699	T265_03971	SMRG1_46370.2, SMRG1_46370.1, SMRG1_46370.3
OG0000700	T265_06924, T265_06925	SMRG1_28330.1, SMRG1_23950.1, SMRG1_23960.1, SMRG1_23970.1
OG0000701	T265_02016	SMRG1_59930.1, SMRG1_59930.2
OG0000702	T265_08615	SMRG1_87970.1
OG0000703	T265_14823, T265_09393, T265_14824	SMRG1_1670.1, SMRG1_1670.2
OG0000704	T265_10029	SMRG1_48910.1, SMRG1_48920.1
OG0000705	T265_10453	SMRG1_5860.1, SMRG1_5860.4, SMRG1_5860.2, SMRG1_5860.3
OG0000706	T265_01271, T265_09997	SMRG1_43640.1
OG0000706	T265_00020	SMRG1_52930.3, SMRG1_52930.2, SMRG1_52930.1
OG0000707	T265_15248, T265_15672	SMRG1_95590.1, SMRG1_95590.2, SMRG1_95590.3
OG0000708	T265_05018	SMRG1_37340.1, SMRG1_37340.3, SMRG1_37340.2, SMRG1_37340.4, SMRG1_37340.5
OG0000709	T265_13137	SMRG1_43900.4, SMRG1_43900.2, SMRG1_43900.1, SMRG1_43900.3
OG0000710	T265_14772	SMRG1_7620.1, SMRG1_7630.1
OG0000711	T265_13046	SMRG1_75040.4, SMRG1_75040.1, SMRG1_75040.3, SMRG1_75040.2
OG0000712	T265_00357	SMRG1_53310.4, SMRG1_53310.6, SMRG1_53310.1, SMRG1_53310.2, SMRG1_53310.3, SMRG1_53310.7, SMRG1_53310.8, SMRG1_53310.5
OG0000713	T265_15192	SMRG1_71530.1
OG0000714	T265_12461	SMRG1_46830.1
OG0000715	T265_06936, T265_16285	SMRG1_27470.1, SMRG1_27470.2, SMRG1_27470.3
OG0000716	T265_01851	SMRG1_11250.1, SMRG1_11250.2, SMRG1_11250.3
OG0000717	T265_15060	SMRG1_61830.1
OG0000718	T265_15816	SMRG1_75320.5, SMRG1_75320.1, SMRG1_75320.2, SMRG1_75320.4, SMRG1_75320.3
OG0000721	T265_00362	SMRG1_46240.3, SMRG1_46240.1, SMRG1_46240.2, SMRG1_46240.4, SMRG1_46240.5
OG0000722	T265_03018, T265_03020	SMRG1_5070.2, SMRG1_5070.1, SMRG1_5070.3, SMRG1_5070.4
OG0000723	T265_10513, T265_14119	SMRG1_77200.3, SMRG1_77200.1, SMRG1_77200.2, SMRG1_77200.4
OG0000724	T265_15804, T265_04091, T265_04747	SMRG1_42070.5, SMRG1_42070.6, SMRG1_42070.2, SMRG1_42070.1, SMRG1_42070.3, SMRG1_42070.4
OG0000725	T265_05721	SMRG1_77510.4, SMRG1_77510.2, SMRG1_77510.1, SMRG1_77510.3
OG0000727	T265_07029	SMRG1_38770.1, SMRG1_38770.2, SMRG1_38770.3
OG0000728	T265_02822	SMRG1_49060.2, SMRG1_49060.5, SMRG1_49060.6, SMRG1_49060.4, SMRG1_49060.1, SMRG1_49060.3
OG0000729	T265_03115	SMRG1_8470.1, SMRG1_8470.4, SMRG1_8470.2, SMRG1_8470.3
OG0000730	T265_10980	SMRG1_60700.8, SMRG1_60700.4, SMRG1_60700.7, SMRG1_60700.1, SMRG1_60700.2, SMRG1_60700.3, SMRG1_60700.5, SMRG1_60700.6
OG0000731	T265_11322	SMRG1_76820.5, SMRG1_76820.6, SMRG1_76820.7, SMRG1_76820.1, SMRG1_76820.3, SMRG1_76820.2, SMRG1_76820.4
OG0000732	T265_11823	SMRG1_3400.1
OG0000733	T265_05137, T265_13691, T265_13693	SMRG1_2700.1
OG0000737	T265_05237	SMRG1_9480.1, SMRG1_9480.2, SMRG1_9480.3
OG0000738	T265_05635, T265_05639	SMRG1_70510.2, SMRG1_70510.1, SMRG1_70510.3, SMRG1_70510.4, SMRG1_70500.1
OG0000740	T265_04555	SMRG1_8010.6, SMRG1_8010.10, SMRG1_8010.11, SMRG1_8010.12, SMRG1_8010.13, SMRG1_8010.5, SMRG1_8010.7, SMRG1_8010.8, SMRG1_8010.9, SMRG1_8010.1, SMRG1_8010.2, SMRG1_8010.3, SMRG1_8010.14, SMRG1_8010.15, SMRG1_8010.4
OG0000741	T265_10490	SMRG1_84980.1, SMRG1_84980.3, SMRG1_84980.6, SMRG1_84980.8, SMRG1_84980.2, SMRG1_84980.4, SMRG1_84980.5, SMRG1_84980.7
OG0000743	T265_02255	SMRG1_21390.7, SMRG1_21390.1, SMRG1_21390.2, SMRG1_21390.3, SMRG1_21390.4, SMRG1_21390.5, SMRG1_21390.6
OG0000744	T265_13534	SMRG1_3480.1
OG0000745	T265_15592, T265_01499	SMRG1_38110.6, SMRG1_38110.5, SMRG1_38110.7, SMRG1_38110.8, SMRG1_38110.2, SMRG1_38110.1, SMRG1_38110.3, SMRG1_38110.4
OG0000746	T265_08923	SMRG1_60040.1
OG0000747	T265_14015	SMRG1_43190.7, SMRG1_43190.5, SMRG1_43190.3, SMRG1_43190.6, SMRG1_43190.2, SMRG1_43190.4, SMRG1_43190.1, SMRG1_43190.8
OG0000748	T265_08449, T265_15607, T265_15918, T265_12210	SMRG1_70930.1
OG0000749	T265_15534	SMRG1_70310.1
OG0000750	T265_01999	SMRG1_74940.1, SMRG1_74940.2, SMRG1_74940.3
OG0000751	T265_14248	SMRG1_5220.1, SMRG1_2390.1, SMRG1_2240.1
OG0000752	T265_14207	SMRG1_94020.1, SMRG1_94020.2, SMRG1_94020.3, SMRG1_94070.1
OG0000753	T265_11361	SMRG1_83590.12, SMRG1_83590.1, SMRG1_83590.2, SMRG1_83590.5, SMRG1_83590.6, SMRG1_83590.10, SMRG1_83590.11, SMRG1_83590.13, SMRG1_83590.3, SMRG1_83590.4, SMRG1_83590.7, SMRG1_83590.8, SMRG1_83590.9
OG0000754	T265_01325	SMRG1_50990.1, SMRG1_50990.2, SMRG1_50990.3, SMRG1_50990.4
OG0000755	T265_14500, T265_14501	SMRG1_76100.1
OG0000756	T265_04901	SMRG1_39050.1, SMRG1_39050.2
OG0000757	T265_14154	SMRG1_53160.5, SMRG1_53160.4, SMRG1_53160.1, SMRG1_53160.2, SMRG1_53160.3
OG0000758	T265_03111	SMRG1_8500.6, SMRG1_8500.7, SMRG1_8500.1, SMRG1_8500.2, SMRG1_8500.5, SMRG1_8500.3, SMRG1_8500.4
OG0000759	T265_14472, T265_14473, T265_15924	SMRG1_53590.1
OG0000760	T265_14346	SMRG1_79230.1, SMRG1_79230.2
OG0000761	T265_01230	SMRG1_54260.4, SMRG1_54260.1, SMRG1_54260.2, SMRG1_54260.3, SMRG1_54260.5, SMRG1_54260.6
OG0000762	T265_07913	SMRG1_82700.1
OG0000762	T265_01864	SMRG1_88450.1
OG0000763	T265_06905	SMRG1_19150.1, SMRG1_19150.2, SMRG1_19150.3, SMRG1_19150.4, SMRG1_19150.6, SMRG1_19150.5
OG0000764	T265_00997	SMRG1_8630.2, SMRG1_8630.1, SMRG1_8630.3
OG0000765	T265_00442	SMRG1_53560.1
OG0000765	T265_00440	SMRG1_53570.1
OG0000766	T265_12796	SMRG1_63680.1, SMRG1_63680.2, SMRG1_63680.3, SMRG1_63680.4
OG0000767	T265_12911	SMRG1_65880.3, SMRG1_65880.2, SMRG1_65880.1
OG0000768	T265_06451	SMRG1_40130.3, SMRG1_40130.1, SMRG1_40130.4, SMRG1_40130.9, SMRG1_40130.5, SMRG1_40130.6, SMRG1_40130.7, SMRG1_40130.8, SMRG1_40130.2
OG0000769	T265_01586	SMRG1_1950.1, SMRG1_1940.1
OG0000770	T265_12873	SMRG1_17150.1, SMRG1_17150.2, SMRG1_17150.3
OG0000773	T265_00411	SMRG1_25810.1, SMRG1_25810.3, SMRG1_25810.7, SMRG1_25810.5, SMRG1_25810.4, SMRG1_25810.6, SMRG1_25810.2
OG0000774	T265_08743	SMRG1_47820.1, SMRG1_47820.2, SMRG1_47820.3, SMRG1_47820.4, SMRG1_47820.5, SMRG1_47820.6, SMRG1_47820.7, SMRG1_47820.8
OG0000775	T265_13684	SMRG1_52280.4, SMRG1_52280.2, SMRG1_52280.3, SMRG1_52280.1
OG0000776	T265_07866	SMRG1_46260.1
OG0000776	T265_12745	SMRG1_57210.1, SMRG1_57210.2, SMRG1_57210.3
OG0000777	T265_02206	SMRG1_52810.3, SMRG1_52810.1, SMRG1_52810.5, SMRG1_52810.2, SMRG1_52810.4
OG0000778	T265_01511, T265_10392, T265_10394	SMRG1_22910.1, SMRG1_22910.2
OG0000779	T265_07269	SMRG1_3550.2, SMRG1_3550.4, SMRG1_3550.5, SMRG1_3550.3, SMRG1_3550.1
OG0000780	T265_06690	SMRG1_14430.1
OG0000781	T265_11274	SMRG1_10790.1
OG0000781	T265_10911	SMRG1_1430.1, SMRG1_1430.2
OG0000782	T265_10870, T265_12889	SMRG1_31710.1, SMRG1_31710.2, SMRG1_31710.3
OG0000783	T265_10176	SMRG1_51290.1, SMRG1_51290.2
OG0000784	T265_12066	SMRG1_31620.1, SMRG1_31620.2
OG0000785	T265_09886	SMRG1_61940.3, SMRG1_61940.1, SMRG1_61940.2, SMRG1_61940.6, SMRG1_61940.5, SMRG1_61940.4
OG0000786	T265_03503	SMRG1_40960.2, SMRG1_40960.1, SMRG1_40960.3
OG0000787	T265_06799	SMRG1_94210.1, SMRG1_94210.2, SMRG1_61180.1
OG0000788	T265_03219	SMRG1_13080.2, SMRG1_13080.4, SMRG1_13080.1, SMRG1_13080.3
OG0000789	T265_01031	SMRG1_25630.1, SMRG1_25620.1, SMRG1_25620.3, SMRG1_25620.5, SMRG1_25620.2, SMRG1_25620.4, SMRG1_25620.6
OG0000790	T265_00688	SMRG1_39390.1
OG0000791	T265_14202, T265_14203	SMRG1_43050.3, SMRG1_43050.4, SMRG1_43050.1, SMRG1_43050.2
OG0000792	T265_14379	SMRG1_5400.1, SMRG1_5400.2
OG0000793	T265_07034	SMRG1_34250.1
OG0000794	T265_00948	SMRG1_9690.1, SMRG1_9750.1
OG0000795	T265_16059	SMRG1_96610.3, SMRG1_96610.4, SMRG1_96610.1, SMRG1_96610.5, SMRG1_96610.6, SMRG1_96610.2
OG0000796	T265_14897	SMRG1_15320.1, SMRG1_15310.1
OG0000797	T265_15019	SMRG1_19420.3, SMRG1_19420.4, SMRG1_19420.1, SMRG1_19420.2
OG0000798	T265_15843	SMRG1_240.3, SMRG1_240.1, SMRG1_240.4, SMRG1_240.2, SMRG1_240.5
OG0000799	T265_01805	SMRG1_67370.8, SMRG1_67370.2, SMRG1_67370.1, SMRG1_67370.10, SMRG1_67370.11, SMRG1_67370.3, SMRG1_67370.4, SMRG1_67370.5, SMRG1_67370.6, SMRG1_67370.7, SMRG1_67370.9
OG0000800	T265_10271, T265_16198	SMRG1_9600.7, SMRG1_9600.9, SMRG1_9600.10, SMRG1_9600.5, SMRG1_9600.8, SMRG1_9600.15, SMRG1_9600.6, SMRG1_9600.13, SMRG1_9600.1, SMRG1_9600.11, SMRG1_9600.14, SMRG1_9600.12, SMRG1_9600.3, SMRG1_9600.4, SMRG1_9600.2
OG0000801	T265_05496	SMRG1_15160.1, SMRG1_15160.2, SMRG1_15160.3
OG0000802	T265_12896	SMRG1_73950.1
OG0000802	T265_06568	SMRG1_59040.1
OG0000803	T265_00805	SMRG1_79570.1
OG0000804	T265_08025	SMRG1_41590.4, SMRG1_41590.1, SMRG1_41590.3, SMRG1_41590.2, SMRG1_41590.5
OG0000805	T265_13484	SMRG1_36490.5, SMRG1_36490.1, SMRG1_36490.3, SMRG1_36490.2, SMRG1_36490.6, SMRG1_36490.4
OG0000806	T265_09116	SMRG1_74320.3, SMRG1_74320.1, SMRG1_74320.2, SMRG1_74320.4
OG0000807	T265_06277	SMRG1_9380.1
OG0000808	T265_09441	SMRG1_94830.1
OG0000808	T265_09443	SMRG1_94840.1, SMRG1_94840.2
OG0000809	T265_05763	SMRG1_92040.4, SMRG1_92040.1, SMRG1_92040.2, SMRG1_92040.3
OG0000810	T265_11471	SMRG1_25200.1, SMRG1_25200.3, SMRG1_25200.2
OG0000811	T265_14828	SMRG1_10640.1, SMRG1_10640.3, SMRG1_10640.6, SMRG1_10640.7, SMRG1_10640.9, SMRG1_10640.2, SMRG1_10640.4, SMRG1_10640.5, SMRG1_10640.8
OG0000812	T265_15805	SMRG1_11560.1, SMRG1_11560.2
OG0000813	T265_10364	SMRG1_87540.2, SMRG1_87540.1
OG0000814	T265_15846, T265_11631	SMRG1_64080.1, SMRG1_64040.1, SMRG1_64060.1, SMRG1_64090.4, SMRG1_64090.3, SMRG1_64090.1, SMRG1_64090.2
OG0000815	T265_14139, T265_14138	SMRG1_61200.1, SMRG1_61200.2
OG0000816	T265_10520, T265_15172	SMRG1_84570.1
OG0000817	T265_03538	SMRG1_89480.1, SMRG1_89480.2, SMRG1_89480.3, SMRG1_89480.4, SMRG1_89480.5
OG0000818	T265_12681	SMRG1_11040.1, SMRG1_11040.2, SMRG1_11040.3
OG0000819	T265_02518	SMRG1_66030.1, SMRG1_66030.2, SMRG1_66030.4, SMRG1_66030.3
OG0000820	T265_01694	SMRG1_85400.1
OG0000821	T265_13288	SMRG1_49820.1, SMRG1_49820.2, SMRG1_49820.3, SMRG1_49820.4
OG0000822	T265_03848	SMRG1_75030.2, SMRG1_75030.4, SMRG1_75030.5, SMRG1_75030.6, SMRG1_75030.1, SMRG1_75030.10, SMRG1_75030.3, SMRG1_75030.9, SMRG1_75030.7, SMRG1_75030.8
OG0000823	T265_00829	SMRG1_53950.1
OG0000823	T265_11555	SMRG1_94160.1, SMRG1_94170.1
OG0000824	T265_07875	SMRG1_3000.1, SMRG1_3000.2, SMRG1_3000.3
OG0000826	T265_06114	SMRG1_55840.3, SMRG1_55840.5, SMRG1_55840.1, SMRG1_55840.2, SMRG1_55840.4
OG0000827	T265_04215, T265_13453, T265_08146, T265_00316	SMRG1_76000.1, SMRG1_76000.2, SMRG1_76000.3, SMRG1_76000.4
OG0000830	T265_03604	SMRG1_49600.4, SMRG1_49600.2, SMRG1_49600.1, SMRG1_49600.5, SMRG1_49600.3
OG0000831	T265_11740	SMRG1_42770.3, SMRG1_42770.1, SMRG1_42770.2
OG0000832	T265_06731	SMRG1_60410.1
OG0000833	T265_15296	SMRG1_33320.1
OG0000834	T265_08688	SMRG1_49380.1, SMRG1_49380.3, SMRG1_49380.2, SMRG1_49380.4, SMRG1_49380.5, SMRG1_49380.6
OG0000835	T265_05875	SMRG1_38120.5, SMRG1_38120.1, SMRG1_38120.3, SMRG1_38120.6, SMRG1_38120.7, SMRG1_38120.2, SMRG1_38120.4
OG0000836	T265_07620, T265_16203	SMRG1_37480.3, SMRG1_37480.4, SMRG1_37480.1, SMRG1_37480.2
OG0000837	T265_08390	SMRG1_32400.1, SMRG1_32400.2, SMRG1_32400.4, SMRG1_32400.3
OG0000838	T265_02612	SMRG1_39180.1, SMRG1_39190.1, SMRG1_39190.2, SMRG1_39190.3, SMRG1_39190.4, SMRG1_39190.5
OG0000839	T265_03005	SMRG1_38560.1, SMRG1_38560.2
OG0000840	T265_12899	SMRG1_71020.3, SMRG1_71020.5, SMRG1_71020.4, SMRG1_71020.1, SMRG1_71020.2
OG0000841	T265_06170	SMRG1_19770.3, SMRG1_19770.4, SMRG1_19770.1, SMRG1_19770.2
OG0000842	T265_14136	SMRG1_67610.2, SMRG1_67610.4, SMRG1_67610.3, SMRG1_67610.1
OG0000843	T265_02386	SMRG1_83080.2, SMRG1_83080.1, SMRG1_83080.4, SMRG1_83080.3
OG0000845	T265_12579	SMRG1_90960.3, SMRG1_90960.2, SMRG1_90960.1
OG0000846	T265_05703	SMRG1_18110.1
OG0000847	T265_07827, T265_09008, T265_01575, T265_07199	SMRG1_160.2, SMRG1_160.1, SMRG1_160.3
OG0000848	T265_00764	SMRG1_34900.1, SMRG1_34900.2, SMRG1_34900.3
OG0000849	T265_12610	SMRG1_39230.1, SMRG1_39230.2, SMRG1_39230.3
OG0000850	T265_10398	SMRG1_27440.1, SMRG1_27440.2, SMRG1_27440.3
OG0000851	T265_04154	SMRG1_92050.1, SMRG1_92050.3, SMRG1_92050.2
OG0000852	T265_08766	SMRG1_10490.1
OG0000853	T265_06027	SMRG1_83550.1
OG0000854	T265_15559, T265_14260, T265_15560	SMRG1_37490.10, SMRG1_37490.2, SMRG1_37490.4, SMRG1_37490.9, SMRG1_37490.1, SMRG1_37490.3, SMRG1_37490.6, SMRG1_37490.7, SMRG1_37490.5, SMRG1_37490.8
OG0000855	T265_13837, T265_15500	SMRG1_55110.1, SMRG1_55110.2
OG0000856	T265_14822	SMRG1_2880.4, SMRG1_2880.3, SMRG1_2880.5, SMRG1_2880.1, SMRG1_2880.2
OG0000857	T265_14322	SMRG1_4030.2, SMRG1_4030.4, SMRG1_4030.1, SMRG1_4030.3
OG0000858	T265_15000	SMRG1_4370.1
OG0000860	T265_06072	SMRG1_60980.1
OG0000860	T265_05631	SMRG1_63040.1
OG0000861	T265_04574	SMRG1_11200.1
OG0000862	T265_09368, T265_09366, T265_09369	SMRG1_30080.1, SMRG1_30080.4, SMRG1_30080.3, SMRG1_30080.2
OG0000863	T265_05435	SMRG1_7010.1
OG0000864	T265_05363	SMRG1_40500.1, SMRG1_40500.5, SMRG1_40500.2, SMRG1_40500.3, SMRG1_40500.4
OG0000865	T265_05335	SMRG1_33280.10, SMRG1_33280.2, SMRG1_33280.6, SMRG1_33280.4, SMRG1_33280.5, SMRG1_33280.1, SMRG1_33280.3, SMRG1_33280.7, SMRG1_33280.8, SMRG1_33280.9, SMRG1_33280.11
OG0000866	T265_09230	SMRG1_1180.1, SMRG1_1180.2, SMRG1_1180.3
OG0000867	T265_03080	SMRG1_6910.1
OG0000869	T265_14256	SMRG1_90420.1
OG0000870	T265_06698	SMRG1_970.1
OG0000872	T265_16288, T265_12059	SMRG1_3930.1, SMRG1_3930.2, SMRG1_3930.3, SMRG1_3930.4, SMRG1_3930.6, SMRG1_3930.5
OG0000873	T265_15131	SMRG1_87440.1, SMRG1_87440.5, SMRG1_87440.3, SMRG1_87440.4, SMRG1_87440.2, SMRG1_87440.6, SMRG1_87440.7, SMRG1_87440.8
OG0000874	T265_04488, T265_09986, T265_09985	SMRG1_43350.1
OG0000876	T265_03229	SMRG1_23790.2, SMRG1_23790.1, SMRG1_23790.3, SMRG1_23780.1
OG0000877	T265_14662	SMRG1_6960.2, SMRG1_6960.3, SMRG1_6960.1
OG0000879	T265_08209	SMRG1_58840.3, SMRG1_58840.2, SMRG1_58840.1
OG0000881	T265_09970	SMRG1_91920.1
OG0000882	T265_15327, T265_15326	SMRG1_22070.1, SMRG1_22070.2
OG0000882	T265_00439, T265_08858	SMRG1_40230.3, SMRG1_40230.2, SMRG1_40230.1
OG0000883	T265_08857	SMRG1_40220.1, SMRG1_40220.2, SMRG1_40220.3, SMRG1_40220.4, SMRG1_40220.5
OG0000884	T265_10076, T265_15490	SMRG1_39450.1, SMRG1_39450.3, SMRG1_39450.4, SMRG1_39450.2
OG0000885	T265_12962, T265_02246	SMRG1_1690.1
OG0000886	T265_01994	SMRG1_71120.2, SMRG1_71120.1
OG0000887	T265_15509	SMRG1_19130.1
OG0000888	T265_14777, T265_14776	SMRG1_79180.1, SMRG1_79190.1, SMRG1_79190.2
OG0000889	T265_10291, T265_03241	SMRG1_27870.1, SMRG1_27870.2
OG0000890	T265_04042, T265_05866	SMRG1_41120.4, SMRG1_41120.1, SMRG1_41120.2, SMRG1_41120.3, SMRG1_41120.5, SMRG1_41120.6, SMRG1_41120.7, SMRG1_41120.8
OG0000891	T265_13383, T265_13385	SMRG1_37360.4, SMRG1_37360.5, SMRG1_37360.1, SMRG1_37360.3, SMRG1_37360.8, SMRG1_37360.9, SMRG1_37360.2, SMRG1_37360.7, SMRG1_37360.6
OG0000892	T265_13465, T265_04286	SMRG1_52560.1, SMRG1_52560.5, SMRG1_52560.2, SMRG1_52560.6, SMRG1_52560.3, SMRG1_52560.4
OG0000894	T265_14564, T265_08709	SMRG1_88820.1, SMRG1_88820.2
OG0000895	T265_08916	SMRG1_44270.4, SMRG1_44270.1, SMRG1_44270.2, SMRG1_44270.3
OG0000896	T265_11745, T265_15524	SMRG1_20850.1, SMRG1_20870.1, SMRG1_20870.2
OG0000897	T265_09054	SMRG1_9670.1, SMRG1_9670.2, SMRG1_9680.1
OG0000898	T265_03575	SMRG1_72680.2, SMRG1_72680.8, SMRG1_72680.1, SMRG1_72680.10, SMRG1_72680.11, SMRG1_72680.5, SMRG1_72680.6, SMRG1_72680.7, SMRG1_72680.9, SMRG1_72680.12, SMRG1_72680.3, SMRG1_72680.4, SMRG1_72680.13
OG0000899	T265_00966	SMRG1_13890.1
OG0000900	T265_15960	SMRG1_3500.1, SMRG1_3500.2
OG0000901	T265_03340	SMRG1_63150.1, SMRG1_63150.2, SMRG1_63150.3, SMRG1_63150.4, SMRG1_63150.5, SMRG1_63150.6, SMRG1_63150.7
OG0000902	T265_03522	SMRG1_55690.1, SMRG1_55690.2, SMRG1_55690.3, SMRG1_55690.4, SMRG1_55690.5, SMRG1_55690.6
OG0000903	T265_02094	SMRG1_14860.1, SMRG1_14860.2
OG0000904	T265_06409	SMRG1_4900.1, SMRG1_4900.2, SMRG1_4900.3, SMRG1_4900.6, SMRG1_4900.4, SMRG1_4900.5
OG0000905	T265_08905	SMRG1_79340.3, SMRG1_79340.4, SMRG1_79340.1, SMRG1_79340.2
OG0000906	T265_09792	SMRG1_64470.1, SMRG1_64470.2, SMRG1_64470.3, SMRG1_64470.4, SMRG1_64470.5
OG0000907	T265_00831	SMRG1_75160.2, SMRG1_75160.1
OG0000908	T265_13306	SMRG1_26750.1, SMRG1_26740.1, SMRG1_26760.1, SMRG1_26770.1
OG0000910	T265_10833	SMRG1_7780.1
OG0000911	T265_11627, T265_11628	SMRG1_58680.1, SMRG1_58680.7, SMRG1_58680.2, SMRG1_58680.3, SMRG1_58680.6, SMRG1_58680.4, SMRG1_58680.5
OG0000912	T265_06227	SMRG1_6180.1, SMRG1_6180.2
OG0000913	T265_10377, T265_05795, T265_15140	SMRG1_31530.1, SMRG1_31530.3, SMRG1_31530.2, SMRG1_31530.4, SMRG1_31530.5
OG0000914	T265_06456	SMRG1_38590.3, SMRG1_38590.1, SMRG1_38590.2, SMRG1_38590.4, SMRG1_38590.5
OG0000915	T265_00756	SMRG1_29630.2, SMRG1_29630.4, SMRG1_29630.3, SMRG1_29630.1
OG0000916	T265_11901	SMRG1_39710.1
OG0000917	T265_02425	SMRG1_84890.4, SMRG1_84890.1, SMRG1_84890.2, SMRG1_84890.3
OG0000918	T265_13665	SMRG1_26900.4, SMRG1_26900.1, SMRG1_26900.2, SMRG1_26900.3
OG0000919	T265_11299	SMRG1_85210.1, SMRG1_85210.2, SMRG1_85210.3
OG0000920	T265_04838	SMRG1_96260.1
OG0000921	T265_10843	SMRG1_43750.1, SMRG1_43750.5, SMRG1_43750.4, SMRG1_43750.3, SMRG1_43750.2, SMRG1_43750.6, SMRG1_43750.7
OG0000922	T265_14804, T265_09307	SMRG1_6580.1
OG0000923	T265_05658	SMRG1_94480.1
OG0000925	T265_07999	SMRG1_15970.3, SMRG1_15970.4, SMRG1_15970.1, SMRG1_15970.2
OG0000926	T265_15584	SMRG1_27170.1
OG0000927	T265_13966	SMRG1_19200.1, SMRG1_19200.2, SMRG1_19200.4, SMRG1_19200.6, SMRG1_19200.7, SMRG1_19200.3, SMRG1_19200.5
OG0000928	T265_02989	SMRG1_32330.2, SMRG1_32330.3, SMRG1_32330.1, SMRG1_32330.4, SMRG1_32330.7, SMRG1_32330.8, SMRG1_32330.10, SMRG1_32330.9, SMRG1_32340.1, SMRG1_32330.5, SMRG1_32330.6
OG0000929	T265_11846	SMRG1_65540.3, SMRG1_65540.1, SMRG1_65540.2
OG0000930	T265_13266	SMRG1_42690.1, SMRG1_42690.3, SMRG1_42690.2, SMRG1_42690.4
OG0000931	T265_10692	SMRG1_71800.1, SMRG1_71800.3, SMRG1_71800.5, SMRG1_71800.2, SMRG1_71800.4
OG0000932	T265_09389	SMRG1_790.1
OG0000933	T265_10768	SMRG1_39790.1
OG0000934	T265_09239	SMRG1_9800.1
OG0000935	T265_09761	SMRG1_64870.1
OG0000936	T265_08979	SMRG1_95330.2, SMRG1_95330.4, SMRG1_95330.3, SMRG1_95330.5, SMRG1_95330.1
OG0000937	T265_04033	SMRG1_54810.3, SMRG1_54810.1, SMRG1_54810.2
OG0000938	T265_08657, T265_08656	SMRG1_61040.4, SMRG1_61040.1, SMRG1_61040.2, SMRG1_61040.3
OG0000939	T265_05437	SMRG1_88020.4, SMRG1_88020.3, SMRG1_88020.1, SMRG1_88020.2, SMRG1_88020.5
OG0000940	T265_08942, T265_16338	SMRG1_5540.1, SMRG1_5540.2, SMRG1_5540.3
OG0000941	T265_08808	SMRG1_32150.2, SMRG1_32150.4, SMRG1_32150.1, SMRG1_32150.3
OG0000942	T265_10456	SMRG1_15540.4, SMRG1_15540.5, SMRG1_15540.2, SMRG1_15540.1, SMRG1_15540.3
OG0000943	T265_03814	SMRG1_28840.1, SMRG1_28840.4, SMRG1_28840.5, SMRG1_28840.2, SMRG1_28840.3, SMRG1_28840.6
OG0000944	T265_00614	SMRG1_58460.1
OG0000945	T265_01854	SMRG1_10920.1, SMRG1_10920.2
OG0000946	T265_06499	SMRG1_8380.1, SMRG1_8380.2
OG0000947	T265_13430	SMRG1_38910.4, SMRG1_38910.1, SMRG1_38910.2, SMRG1_38910.5, SMRG1_38910.6, SMRG1_38910.7, SMRG1_38910.3
OG0000948	T265_04663	SMRG1_82460.1, SMRG1_82460.2
OG0000949	T265_09047, T265_09046, T265_09045	SMRG1_15720.1, SMRG1_15710.1, SMRG1_15710.2
OG0000950	T265_04298	SMRG1_53900.3, SMRG1_53900.4, SMRG1_53900.6, SMRG1_53900.8, SMRG1_53900.7, SMRG1_53900.2, SMRG1_53900.5, SMRG1_53900.9, SMRG1_53900.1
OG0000952	T265_00749	SMRG1_29580.1, SMRG1_29580.2
OG0000953	T265_13448	SMRG1_63260.2, SMRG1_63260.1, SMRG1_63260.3, SMRG1_63260.5, SMRG1_63260.6, SMRG1_63260.7, SMRG1_63260.4
OG0000954	T265_05290	SMRG1_81040.1, SMRG1_81040.2, SMRG1_81040.4, SMRG1_81040.5, SMRG1_81040.6, SMRG1_81040.7, SMRG1_81040.8, SMRG1_81040.3, SMRG1_81040.9
OG0000955	T265_03085	SMRG1_12070.2, SMRG1_12070.6, SMRG1_12070.3, SMRG1_12070.4, SMRG1_12070.5, SMRG1_12070.1
OG0000958	T265_07251	SMRG1_13190.1, SMRG1_13190.2, SMRG1_13190.3, SMRG1_13190.4
OG0000960	T265_13744	SMRG1_21340.1, SMRG1_21340.2
OG0000962	T265_00111	SMRG1_75140.4, SMRG1_75140.6, SMRG1_75140.1, SMRG1_75140.2, SMRG1_75140.5, SMRG1_75140.3, SMRG1_75140.7
OG0000963	T265_13178	SMRG1_2330.1
OG0000964	T265_10312	SMRG1_40880.4, SMRG1_40880.1, SMRG1_40880.2, SMRG1_40880.3
