Orthogroup	schistosoma_intercalatum	s.mekongi
OG0000663	SINT1_38150.2, SINT1_38150.1, SINT1_38150.4, SINT1_38150.3, SINT1_38150.5, SINT1_38150.6, SINT1_38150.7	KAK4473924.1
OG0000664	SINT1_12460.2, SINT1_12460.1, SINT1_12460.3, SINT1_12460.4	KAK4467553.1
OG0000665	SINT1_72110.1, SINT1_72110.2, SINT1_72110.4, SINT1_72110.5, SINT1_72110.6, SINT1_72110.8, SINT1_72110.3, SINT1_72110.10, SINT1_72110.9, SINT1_72110.7	KAK4470314.1
OG0000666	SINT1_61520.4, SINT1_61520.1, SINT1_61520.2, SINT1_61520.3, SINT1_61520.5, SINT1_61520.6	KAK4471800.1
OG0000667	SINT1_6200.1	KAK4475968.1
OG0000668	SINT1_52430.4, SINT1_52430.2, SINT1_52430.3, SINT1_52430.1	KAK4469499.1
OG0000669	SINT1_67530.4, SINT1_67530.1, SINT1_67530.5, SINT1_67530.6, SINT1_67530.2, SINT1_67530.3, SINT1_67530.7	KAK4471524.1
OG0000670	SINT1_44650.4, SINT1_44650.5, SINT1_44650.1, SINT1_44650.2, SINT1_44650.3	KAK4474037.1
OG0000671	SINT1_75460.1, SINT1_75460.2, SINT1_75460.3, SINT1_75460.4, SINT1_75460.5	KAK4470732.1
OG0000672	SINT1_44270.1	KAK4472427.1
OG0000673	SINT1_16200.3, SINT1_16200.1, SINT1_16200.2	KAK4474792.1, KAK4474791.1
OG0000674	SINT1_77020.1, SINT1_77020.4, SINT1_77020.2, SINT1_77020.3	KAK4470823.1
OG0000675	SINT1_71260.1, SINT1_71260.3, SINT1_71260.2, SINT1_71260.4	KAK4470214.1, KAK4470213.1
OG0000676	SINT1_80390.1, SINT1_80390.2, SINT1_80390.3, SINT1_80390.4, SINT1_80390.5	KAK4467996.1
OG0000677	SINT1_5200.1, SINT1_5200.5, SINT1_5200.4, SINT1_5200.6, SINT1_5200.3, SINT1_5200.2	KAK4475848.1
OG0000678	SINT1_34540.1, SINT1_34540.2, SINT1_34540.3, SINT1_34540.4	KAK4474196.1
OG0000679	SINT1_71320.1, SINT1_71320.2, SINT1_71320.3, SINT1_71320.4, SINT1_71320.5	KAK4470237.1
OG0000680	SINT1_16990.1, SINT1_16990.2, SINT1_16990.5, SINT1_16990.3, SINT1_16990.4	KAK4474863.1
OG0000681	SINT1_34920.1, SINT1_34920.5, SINT1_34920.7, SINT1_34920.8, SINT1_34920.2, SINT1_34920.3, SINT1_34920.4, SINT1_34920.6	KAK4474159.1
OG0000682	SINT1_42980.3, SINT1_42980.5, SINT1_42980.4, SINT1_42980.6, SINT1_42980.2, SINT1_42980.1	KAK4473529.1
OG0000683	SINT1_54980.1, SINT1_54980.2, SINT1_54980.3	KAK4469834.1
OG0000683	SINT1_66710.1	KAK4471596.1
OG0000684	SINT1_83180.1	KAK4468121.1
OG0000685	SINT1_74150.1, SINT1_74150.2, SINT1_74150.3	KAK4470335.1
OG0000686	SINT1_59760.2, SINT1_59760.4, SINT1_59760.1, SINT1_59760.3	KAK4471839.1
OG0000687	SINT1_26910.1, SINT1_26910.2, SINT1_26910.6, SINT1_26910.3, SINT1_26910.5, SINT1_26910.4	KAK4472948.1
OG0000688	SINT1_640.1	KAK4475845.1
OG0000689	SINT1_2840.1	KAK4475573.1
OG0000690	SINT1_95640.1, SINT1_22900.1	KAK4473380.1
OG0000692	SINT1_17170.2, SINT1_17170.1, SINT1_17170.3	KAK4474881.1
OG0000695	SINT1_94530.1	KAK4467842.1
OG0000695	SINT1_45510.1, SINT1_45510.2	KAK4473537.1
OG0000696	SINT1_5420.1	KAK4475838.1
OG0000697	SINT1_40250.1, SINT1_40250.2	KAK4473658.1
OG0000698	SINT1_18150.4, SINT1_18150.1, SINT1_18150.2, SINT1_18150.3	KAK4475322.1
OG0000699	SINT1_33030.1	KAK4472379.1
OG0000700	SINT1_24030.1, SINT1_24040.1	KAK4473015.1
OG0000701	SINT1_60550.3, SINT1_60550.1, SINT1_60550.2, SINT1_60550.5, SINT1_60550.4, SINT1_60550.6	KAK4471911.1
OG0000702	SINT1_85500.3, SINT1_85500.1, SINT1_85500.2	KAK4468836.1
OG0000703	SINT1_160.1, SINT1_160.3, SINT1_160.2	KAK4475702.1
OG0000704	SINT1_48220.1, SINT1_48220.2, SINT1_48220.3, SINT1_48220.4, SINT1_48220.5, SINT1_48220.6, SINT1_48220.7, SINT1_48220.8, SINT1_48220.9	KAK4469568.1
OG0000705	SINT1_6120.1	KAK4475920.1
OG0000706	SINT1_43330.1	KAK4473560.1
OG0000706	SINT1_52320.1	KAK4469683.1
OG0000707	SINT1_92660.1, SINT1_92660.3, SINT1_92660.2	KAK4467706.1
OG0000708	SINT1_37190.1, SINT1_37190.3, SINT1_37190.5, SINT1_37190.4, SINT1_37190.2	KAK4473844.1
OG0000709	SINT1_43650.1, SINT1_43650.2, SINT1_43650.4, SINT1_43650.5, SINT1_43650.9, SINT1_43650.3, SINT1_43650.6, SINT1_43650.7, SINT1_43650.8	KAK4473581.1
OG0000710	SINT1_8060.1, SINT1_7950.9, SINT1_7950.7, SINT1_7950.8, SINT1_7950.6	KAK4476143.1
OG0000711	SINT1_73420.1	KAK4470475.1
OG0000712	SINT1_52680.1	KAK4469473.1
OG0000713	SINT1_70880.1	KAK4470169.1
OG0000714	SINT1_46250.1	KAK4469311.1
OG0000715	SINT1_27420.1, SINT1_27420.2, SINT1_27420.4, SINT1_27420.3	KAK4473080.1
OG0000716	SINT1_11840.1, SINT1_11840.3, SINT1_11840.2	KAK4474488.1
OG0000717	SINT1_58730.1	KAK4472067.1
OG0000718	SINT1_73680.1, SINT1_73680.2	KAK4470744.1
OG0000719	SINT1_55000.1, SINT1_55000.2, SINT1_55000.3	KAK4469833.1
OG0000721	SINT1_45830.1, SINT1_45830.2	KAK4469698.1
OG0000722	SINT1_5310.2, SINT1_5310.1, SINT1_5310.3	KAK4475859.1
OG0000723	SINT1_75450.1, SINT1_75450.3, SINT1_75450.2, SINT1_75450.4	KAK4470731.1
OG0000724	SINT1_41830.6, SINT1_41830.3, SINT1_41830.1, SINT1_41830.2, SINT1_41830.4, SINT1_41830.5	KAK4473416.1
OG0000725	SINT1_75800.5, SINT1_75800.1, SINT1_75800.2, SINT1_75800.3, SINT1_75800.4	KAK4470428.1
OG0000726	SINT1_29880.1	KAK4472444.1
OG0000726	SINT1_29890.1	KAK4472445.1
OG0000727	SINT1_38780.1	KAK4473799.1
OG0000728	SINT1_48360.4, SINT1_48360.2, SINT1_48360.1, SINT1_48360.3	KAK4469556.1
OG0000729	SINT1_8940.4, SINT1_8940.5, SINT1_8940.6, SINT1_8940.2, SINT1_8940.1, SINT1_8940.3	KAK4476249.1
OG0000730	SINT1_59790.2, SINT1_59790.3, SINT1_59790.1	KAK4471836.1
OG0000731	SINT1_75110.1	KAK4470693.1
OG0000732	SINT1_3430.5, SINT1_3430.1, SINT1_3430.6	KAK4475629.1
OG0000733	SINT1_2770.3, SINT1_2770.1, SINT1_2770.4, SINT1_2770.2	KAK4475569.1
OG0000736	SINT1_76920.1, SINT1_76920.2	KAK4470813.1
OG0000737	SINT1_9960.3, SINT1_9960.4, SINT1_9960.7, SINT1_9960.2, SINT1_9960.6, SINT1_9960.1, SINT1_9960.5	KAK4474370.1
OG0000738	SINT1_69070.1	KAK4470138.1
OG0000739	SINT1_56690.1, SINT1_56690.2, SINT1_56690.3	KAK4469782.1
OG0000740	SINT1_8470.1, SINT1_8470.2, SINT1_8470.3, SINT1_8470.6, SINT1_8470.4, SINT1_8470.5, SINT1_8470.7, SINT1_8470.8	KAK4475982.1
OG0000741	SINT1_82900.5, SINT1_82900.3, SINT1_82900.1, SINT1_82900.2, SINT1_82900.4	KAK4468185.1
OG0000743	SINT1_22750.1, SINT1_22750.2	KAK4475498.1
OG0000744	SINT1_3520.1	KAK4474236.1, KAK4467355.1, KAK4475639.1
OG0000745	SINT1_38100.1, SINT1_38100.2	KAK4473918.1
OG0000746	SINT1_60430.1, SINT1_60430.3	KAK4471896.1
OG0000748	SINT1_69510.4, SINT1_69510.2, SINT1_69510.3, SINT1_69510.6, SINT1_69510.1, SINT1_69510.5	KAK4470051.1, KAK4467349.1, KAK4470183.1
OG0000749	SINT1_68890.1	KAK4470073.1
OG0000750	SINT1_73320.3, SINT1_73320.4, SINT1_73320.1, SINT1_73320.2, SINT1_73320.5, SINT1_73320.6	KAK4470486.1
OG0000751	SINT1_5440.1	KAK4475833.1, KAK4475835.1
OG0000751	SINT1_2500.1	KAK4475538.1
OG0000752	SINT1_91160.1	KAK4467935.1
OG0000752	SINT1_91210.1	KAK4467930.1
OG0000754	SINT1_50250.9, SINT1_50250.10, SINT1_50250.12, SINT1_50250.13, SINT1_50250.2, SINT1_50250.11, SINT1_50250.14, SINT1_50250.1, SINT1_50250.5, SINT1_50250.7, SINT1_50250.6, SINT1_50250.8, SINT1_50250.3, SINT1_50250.4	KAK4469412.1
OG0000756	SINT1_39030.1	KAK4473770.1
OG0000757	SINT1_52550.2, SINT1_52550.3, SINT1_52550.1	KAK4469488.1
OG0000758	SINT1_8970.1, SINT1_8970.2, SINT1_8970.5, SINT1_8970.6, SINT1_8970.7	KAK4474262.1
OG0000759	SINT1_52950.3, SINT1_52950.1, SINT1_52950.4, SINT1_52950.2, SINT1_52950.6, SINT1_52950.5, SINT1_52950.7	KAK4469520.1
OG0000760	SINT1_77620.1, SINT1_77620.10, SINT1_77620.11, SINT1_77620.12, SINT1_77620.2, SINT1_77620.3, SINT1_77620.4, SINT1_77620.5, SINT1_77620.6, SINT1_77620.7, SINT1_77620.8, SINT1_77620.9	KAK4470881.1
OG0000761	SINT1_53610.2, SINT1_53610.4, SINT1_53610.1, SINT1_53610.5, SINT1_53610.9, SINT1_53610.7, SINT1_53610.6, SINT1_53610.8, SINT1_53610.3	KAK4469193.1
OG0000762	SINT1_80630.1	KAK4468368.1
OG0000762	SINT1_85900.1, SINT1_85900.2, SINT1_85900.3	KAK4468720.1
OG0000763	SINT1_19820.5, SINT1_19820.1, SINT1_19820.2, SINT1_19820.3, SINT1_19820.4	KAK4475061.1
OG0000764	SINT1_9100.5, SINT1_9100.3, SINT1_9100.2, SINT1_9100.1, SINT1_9100.4	KAK4476235.1
OG0000765	SINT1_52930.1	KAK4469518.1
OG0000765	SINT1_52940.1	KAK4469519.1
OG0000766	SINT1_62770.1	KAK4471386.1
OG0000767	SINT1_64820.1, SINT1_64820.2	KAK4471235.1
OG0000768	SINT1_40010.2, SINT1_40010.3, SINT1_40010.1, SINT1_40010.4, SINT1_40010.5	KAK4473678.1
OG0000769	SINT1_2060.3, SINT1_2060.1, SINT1_2060.2	KAK4475312.1
OG0000770	SINT1_17990.1, SINT1_17990.2, SINT1_17990.3	KAK4474961.1
OG0000771	SINT1_78770.1	KAK4470996.1
OG0000772	SINT1_16850.1, SINT1_16860.2, SINT1_16860.1, SINT1_16860.3, SINT1_16860.4, SINT1_16860.5	KAK4474852.1
OG0000773	SINT1_25800.3, SINT1_25800.2, SINT1_25800.1	KAK4473279.1
OG0000774	SINT1_47130.1, SINT1_47130.2	KAK4475493.1
OG0000775	SINT1_51610.1, SINT1_51610.2, SINT1_51610.3, SINT1_51610.4	KAK4469163.1
OG0000776	SINT1_45850.1	KAK4469675.1
OG0000776	SINT1_56460.1	KAK4469755.1
OG0000777	SINT1_52160.3, SINT1_52160.1, SINT1_52160.6, SINT1_52160.5, SINT1_52160.2, SINT1_52160.4, SINT1_52160.8, SINT1_52160.7	KAK4469700.1
OG0000778	SINT1_23030.1, SINT1_23030.3, SINT1_23030.2	KAK4473368.1
OG0000779	SINT1_3610.1	KAK4467285.1, KAK4467284.1, KAK4475645.1, KAK4467283.1, KAK4467511.1
OG0000780	SINT1_14980.1	KAK4475273.1
OG0000781	SINT1_11380.1	KAK4474552.1
OG0000781	SINT1_460.2, SINT1_460.1, SINT1_460.3, SINT1_460.4	KAK4476024.1
OG0000782	SINT1_31730.1	KAK4472624.1
OG0000783	SINT1_50520.1, SINT1_50520.2, SINT1_50520.3	KAK4469441.1
OG0000784	SINT1_31650.4, SINT1_31650.3, SINT1_31650.2, SINT1_31650.1, SINT1_31650.5, SINT1_31650.6	KAK4472638.1
OG0000785	SINT1_58640.1	KAK4472075.1, KAK4472076.1
OG0000786	SINT1_40750.5, SINT1_40750.2, SINT1_40750.1, SINT1_40750.4, SINT1_40750.3	KAK4473618.1
OG0000787	SINT1_91330.1, SINT1_91330.2	KAK4467917.1, KAK4467919.1
OG0000787	SINT1_59320.1	KAK4472011.1
OG0000788	SINT1_13680.1	KAK4474750.1
OG0000789	SINT1_25610.1	KAK4473257.1
OG0000789	SINT1_25600.1, SINT1_25600.2	KAK4473256.1
OG0000790	SINT1_39340.1, SINT1_39340.2, SINT1_39340.3, SINT1_39340.4	KAK4473741.1
OG0000791	SINT1_42730.1	KAK4473509.1
OG0000792	SINT1_5640.2, SINT1_5640.1, SINT1_5640.3, SINT1_5640.4	KAK4469047.1, KAK4475816.1
OG0000793	SINT1_34260.3, SINT1_34260.1, SINT1_34260.2, SINT1_34260.4	KAK4472249.1
OG0000794	SINT1_10230.1	KAK4474355.1
OG0000795	SINT1_93650.7, SINT1_93650.6, SINT1_93650.3, SINT1_93650.1, SINT1_93650.2, SINT1_93650.4, SINT1_93650.5	KAK4467676.1
OG0000796	SINT1_15860.1	KAK4474757.1
OG0000797	SINT1_20130.6, SINT1_20130.2, SINT1_20130.5, SINT1_20130.3, SINT1_20130.4, SINT1_20130.1	KAK4475035.1
OG0000798	SINT1_1260.1, SINT1_1260.2, SINT1_1260.3	KAK4475964.1
OG0000799	SINT1_66270.1, SINT1_66270.2, SINT1_66270.3, SINT1_66270.4	KAK4471638.1
OG0000800	SINT1_10160.1	KAK4476179.1
OG0000801	SINT1_15740.2, SINT1_15740.1, SINT1_15740.3	KAK4475245.1
OG0000802	SINT1_72380.1	KAK4470576.1
OG0000802	SINT1_58280.1	KAK4472112.1
OG0000803	SINT1_78010.2, SINT1_78010.1	KAK4470919.1
OG0000804	SINT1_41330.1, SINT1_41330.2, SINT1_41330.4, SINT1_41330.5, SINT1_41330.3, SINT1_41330.6	KAK4473168.1
OG0000805	SINT1_36400.1	KAK4474013.1
OG0000806	SINT1_72740.1, SINT1_72740.2	KAK4470608.1
OG0000807	SINT1_9860.1, SINT1_9860.2	KAK4473307.1, KAK4474358.1
OG0000808	SINT1_91880.1	KAK4467771.1
OG0000808	SINT1_91890.1, SINT1_91890.4, SINT1_91890.2, SINT1_91890.3	KAK4467779.1
OG0000809	SINT1_89370.1, SINT1_89370.2, SINT1_89370.4, SINT1_89370.5, SINT1_89370.3	KAK4468611.1
OG0000810	SINT1_25130.1	KAK4473212.1
OG0000811	SINT1_11150.1, SINT1_11150.2, SINT1_11150.3, SINT1_11150.4, SINT1_11150.5	KAK4474417.1
OG0000812	SINT1_12150.1, SINT1_12150.2, SINT1_12150.3	KAK4474440.1
OG0000813	SINT1_85090.1	KAK4468852.1
OG0000814	SINT1_63100.1	KAK4471430.1
OG0000815	SINT1_59300.3, SINT1_59300.1, SINT1_59300.2, SINT1_59300.5, SINT1_59300.4	KAK4472012.1
OG0000816	SINT1_82520.1, SINT1_82520.2, SINT1_82520.3, SINT1_82520.4	KAK4468020.1
OG0000817	SINT1_86900.1, SINT1_86900.2, SINT1_86900.3, SINT1_86900.4, SINT1_86900.5, SINT1_86900.6	KAK4468677.1
OG0000818	SINT1_11620.1, SINT1_11620.3, SINT1_11620.2	KAK4474538.1
OG0000819	SINT1_64960.2, SINT1_64960.4, SINT1_64960.1, SINT1_64960.3	KAK4471251.1
OG0000820	SINT1_83190.1	KAK4467442.1
OG0000821	SINT1_49050.1	KAK4469272.1
OG0000822	SINT1_73410.1	KAK4470476.1
OG0000823	SINT1_53300.1	KAK4467478.1
OG0000823	SINT1_91290.1, SINT1_91300.1	KAK4467922.1
OG0000824	SINT1_3060.1, SINT1_3060.4, SINT1_3060.3, SINT1_3060.2, SINT1_3060.6, SINT1_3060.5	KAK4475591.1
OG0000825	SINT1_75930.1, SINT1_75930.2, SINT1_75930.4, SINT1_75930.3, SINT1_75900.1, SINT1_75890.1	KAK4470419.1, KAK4470420.1, KAK4470421.1
OG0000827	SINT1_74320.1	KAK4470549.1
OG0000827	SINT1_74310.1, SINT1_74310.2	KAK4470028.1, KAK4470550.1
OG0000828	SINT1_89110.1	KAK4468383.1
OG0000829	SINT1_18610.1	KAK4475182.1
OG0000830	SINT1_48820.2, SINT1_48820.3, SINT1_48820.1	KAK4469293.1
OG0000831	SINT1_42440.3, SINT1_42440.1, SINT1_42440.4, SINT1_42440.5, SINT1_42440.2	KAK4473480.1
OG0000832	SINT1_60050.2, SINT1_60050.1	KAK4471871.1
OG0000833	SINT1_33300.1, SINT1_33300.3, SINT1_33300.2, SINT1_33300.4	KAK4472353.1
OG0000835	SINT1_38110.1, SINT1_38110.2	KAK4473919.1
OG0000836	SINT1_37330.4, SINT1_37330.5, SINT1_37330.2, SINT1_37330.3, SINT1_37330.1	KAK4473858.1
OG0000837	SINT1_32380.2, SINT1_32380.3, SINT1_32380.1, SINT1_32380.5, SINT1_32380.4	KAK4472239.1
OG0000838	SINT1_39150.1	KAK4473759.1
OG0000839	SINT1_38540.3, SINT1_38540.1, SINT1_38540.2	KAK4473818.1
OG0000840	SINT1_69580.1, SINT1_69580.2	KAK4470970.1, KAK4470978.1
OG0000841	SINT1_20460.2, SINT1_20460.7, SINT1_20460.4, SINT1_20460.3, SINT1_20460.6, SINT1_20460.5, SINT1_20460.1	KAK4475007.1
OG0000842	SINT1_66450.1, SINT1_66450.2	KAK4471617.1
OG0000843	SINT1_80990.1, SINT1_80990.2	KAK4468285.1
OG0000844	SINT1_5220.10, SINT1_5220.3, SINT1_5220.4, SINT1_5220.7, SINT1_5220.1, SINT1_5220.11, SINT1_5220.5, SINT1_5220.6, SINT1_5220.8, SINT1_5220.9, SINT1_5220.2	KAK4475850.1
OG0000845	SINT1_88300.2, SINT1_88300.1, SINT1_88300.3	KAK4468551.1, KAK4467252.1
OG0000846	SINT1_16940.1, SINT1_16940.2, SINT1_16940.3, SINT1_16940.4, SINT1_16940.5, SINT1_16940.6	KAK4474858.1
OG0000847	SINT1_1170.1, SINT1_1170.2	KAK4476036.1
OG0000848	SINT1_34870.4, SINT1_34870.2, SINT1_34870.5, SINT1_34870.3, SINT1_34870.6, SINT1_34870.1	KAK4474163.1
OG0000849	SINT1_39190.1, SINT1_39190.2, SINT1_39190.3, SINT1_39190.4	KAK4473756.1
OG0000850	SINT1_27390.4, SINT1_27390.6, SINT1_27390.1, SINT1_27390.7, SINT1_27390.2, SINT1_27390.3, SINT1_27390.5	KAK4473025.1
OG0000851	SINT1_89380.1, SINT1_89380.2	KAK4468610.1
OG0000852	SINT1_11010.1, SINT1_11000.1	KAK4474383.1
OG0000853	SINT1_81500.1	KAK4468234.1
OG0000854	SINT1_37340.1, SINT1_37340.3, SINT1_37340.2, SINT1_37340.4	KAK4473859.1
OG0000855	SINT1_54440.1, SINT1_54440.2, SINT1_54440.3	KAK4467325.1
OG0000856	SINT1_2940.5, SINT1_2940.2, SINT1_2940.3, SINT1_2940.4, SINT1_2940.1	KAK4475581.1
OG0000857	SINT1_4110.1	KAK4467572.1, KAK4475703.1
OG0000858	SINT1_4510.2, SINT1_4510.1, SINT1_4510.4, SINT1_4510.3	KAK4467344.1, KAK4467343.1, KAK4475741.1
OG0000859	SINT1_49470.4, SINT1_49470.2, SINT1_49470.3, SINT1_49470.1	KAK4469232.1
OG0000860	SINT1_59580.1	KAK4471825.1
OG0000860	SINT1_62150.1	KAK4471718.1
OG0000862	SINT1_30070.2, SINT1_30070.3, SINT1_30070.4, SINT1_30070.5, SINT1_30070.6, SINT1_30070.1	KAK4472465.1
OG0000863	SINT1_7370.1	KAK4476011.1
OG0000864	SINT1_40340.1	KAK4473645.1
OG0000865	SINT1_33260.1	KAK4472356.1
OG0000866	SINT1_660.1, SINT1_95050.1	KAK4475812.1
OG0000868	SINT1_78790.1, SINT1_78850.1, SINT1_78820.1	KAK4467317.1, KAK4467483.1, KAK4471001.1
OG0000869	SINT1_87830.2, SINT1_87830.1, SINT1_87830.3	KAK4468576.1
OG0000870	SINT1_910.4, SINT1_910.6, SINT1_910.1, SINT1_910.2, SINT1_910.3, SINT1_910.5	KAK4474365.1
OG0000871	SINT1_28730.1, SINT1_28730.7, SINT1_28730.2, SINT1_28730.5, SINT1_28730.8, SINT1_28730.3, SINT1_28730.6, SINT1_28730.4	KAK4472823.1
OG0000872	SINT1_3990.1	KAK4475688.1
OG0000873	SINT1_85010.3, SINT1_85010.1, SINT1_85010.2, SINT1_85010.4, SINT1_85010.5	KAK4468855.1
OG0000874	SINT1_43030.1	KAK4473534.1
OG0000875	SINT1_62080.1, SINT1_62080.2, SINT1_62080.3, SINT1_62080.4	KAK4471728.1
OG0000876	SINT1_96270.1, SINT1_23870.1	KAK4473295.1
OG0000877	SINT1_7290.1	KAK4476016.1
OG0000878	SINT1_18600.2, SINT1_18600.1	KAK4475183.1
OG0000879	SINT1_58090.1, SINT1_58090.2	KAK4471099.1
OG0000880	SINT1_78480.8, SINT1_78480.1, SINT1_78480.3, SINT1_78480.5, SINT1_78480.2, SINT1_78480.6, SINT1_78480.7, SINT1_78480.4	KAK4470966.1
OG0000881	SINT1_4530.1	KAK4475745.1
OG0000881	SINT1_89210.1	KAK4468637.1
OG0000882	SINT1_22270.1	KAK4475447.1
OG0000882	SINT1_40110.2, SINT1_40110.1	KAK4473671.1
OG0000883	SINT1_40100.6, SINT1_40100.1, SINT1_40100.2, SINT1_40100.3, SINT1_40100.4, SINT1_40100.5, SINT1_40100.7	KAK4473672.1
OG0000884	SINT1_39380.1, SINT1_39380.2, SINT1_39380.3	KAK4473737.1
OG0000885	SINT1_90980.1, SINT1_140.1, SINT1_96860.1, SINT1_56940.1, SINT1_90990.1, SINT1_90960.1, SINT1_90970.2, SINT1_90970.1, SINT1_120.1	KAK4474352.1
OG0000886	SINT1_69710.1, SINT1_69710.3, SINT1_69710.5, SINT1_69710.2, SINT1_69710.4	KAK4470894.1
OG0000887	SINT1_19800.4, SINT1_19800.1, SINT1_19800.2, SINT1_19800.3	KAK4475063.1
OG0000888	SINT1_77570.1, SINT1_77570.2, SINT1_77570.3	KAK4470877.1
OG0000888	SINT1_77580.1	KAK4470878.1
OG0000890	SINT1_40920.1	KAK4473603.1
OG0000891	SINT1_37210.1, SINT1_37210.4, SINT1_37210.2, SINT1_37210.3	KAK4473846.1
OG0000892	SINT1_51890.6, SINT1_51890.8, SINT1_51890.3, SINT1_51890.1, SINT1_51890.5, SINT1_51890.7, SINT1_51890.4, SINT1_51890.2	KAK4469720.1
OG0000894	SINT1_96000.1, SINT1_86220.1, SINT1_86220.2	KAK4468755.1
OG0000895	SINT1_44060.1, SINT1_44060.2	KAK4472632.1
OG0000896	SINT1_21120.1	KAK4475362.1
OG0000897	SINT1_10220.1, SINT1_10220.2	KAK4476316.1
OG0000898	SINT1_71160.1, SINT1_71160.2, SINT1_71160.3, SINT1_71160.4, SINT1_71160.5	KAK4470204.1
OG0000899	SINT1_14490.2, SINT1_14490.4, SINT1_14490.3, SINT1_14490.5, SINT1_14490.1	KAK4474583.1
OG0000900	SINT1_3550.1, SINT1_3540.1	KAK4475641.1
OG0000901	SINT1_62260.2, SINT1_62260.4, SINT1_62260.3, SINT1_62260.1	KAK4471706.1
OG0000902	SINT1_55040.1, SINT1_55040.2, SINT1_55040.3	KAK4469829.1
OG0000903	SINT1_15480.1	KAK4475319.1
OG0000904	SINT1_5100.1, SINT1_5100.2, SINT1_5100.3, SINT1_5100.8, SINT1_5100.4, SINT1_5100.5, SINT1_5100.6, SINT1_5100.7	KAK4475874.1
OG0000905	SINT1_77760.1	KAK4470893.1
OG0000906	SINT1_63480.1, SINT1_63480.2	KAK4471295.1
OG0000907	SINT1_73540.1	KAK4470463.1
OG0000908	SINT1_26740.1	KAK4472964.1
OG0000908	SINT1_26730.1	KAK4472965.1
OG0000910	SINT1_8230.1, SINT1_8230.2, SINT1_8230.3	KAK4476130.1
OG0000911	SINT1_57920.4, SINT1_57920.1, SINT1_57920.3, SINT1_57920.2	KAK4471170.1
OG0000912	SINT1_6420.1	KAK4475973.1
OG0000913	SINT1_31550.1, SINT1_31550.2, SINT1_31550.3	KAK4472644.1
OG0000914	SINT1_38590.3, SINT1_38590.2, SINT1_38590.1, SINT1_38590.4	KAK4473816.1
OG0000915	SINT1_29620.1, SINT1_29620.3, SINT1_29620.2	KAK4472417.1
OG0000916	SINT1_39660.4, SINT1_39660.7, SINT1_39660.8, SINT1_39660.10, SINT1_39660.2, SINT1_39660.1, SINT1_39660.12, SINT1_39660.11, SINT1_39660.3, SINT1_39660.5, SINT1_39660.9, SINT1_39660.6	KAK4473712.1
OG0000917	SINT1_82800.1, SINT1_82800.2, SINT1_82800.3	KAK4468177.1
OG0000918	SINT1_26830.1, SINT1_26830.2, SINT1_26830.4, SINT1_26830.5, SINT1_26830.6, SINT1_26830.3, SINT1_26830.7, SINT1_26830.8	KAK4472957.1
OG0000919	SINT1_82980.1	KAK4468191.1
OG0000921	SINT1_43460.2, SINT1_43460.8, SINT1_43460.1, SINT1_43460.5, SINT1_43460.4, SINT1_43460.6, SINT1_43460.3, SINT1_43460.7, SINT1_43460.9	KAK4473570.1
OG0000923	SINT1_41520.1	KAK4473354.1
OG0000923	SINT1_91550.1	KAK4467730.1
OG0000925	SINT1_16510.3, SINT1_16510.4, SINT1_16510.5, SINT1_16510.1, SINT1_16510.2	KAK4474818.1
OG0000926	SINT1_27110.1, SINT1_27110.2	KAK4472929.1
OG0000927	SINT1_19870.1	KAK4475055.1
OG0000928	SINT1_32310.1, SINT1_32310.4, SINT1_32310.2, SINT1_32310.3, SINT1_32300.1	KAK4474205.1
OG0000929	SINT1_64480.1	KAK4471201.1
OG0000930	SINT1_42360.5, SINT1_42360.1, SINT1_42360.3, SINT1_42360.4, SINT1_42360.2	KAK4473473.1
OG0000931	SINT1_70630.1, SINT1_70630.2, SINT1_70630.3, SINT1_70630.4, SINT1_70630.5, SINT1_70630.6, SINT1_70630.8, SINT1_70630.7	KAK4470219.1
OG0000932	SINT1_1080.1	KAK4476123.1
OG0000933	SINT1_39750.1, SINT1_39750.2	KAK4473701.1
OG0000934	SINT1_10300.3, SINT1_10300.2, SINT1_10300.1	KAK4476302.1
OG0000935	SINT1_63800.1	KAK4471482.1
OG0000936	SINT1_92400.3, SINT1_92400.2, SINT1_92400.1	KAK4467944.1
OG0000937	SINT1_54180.1	KAK4469907.1
OG0000938	SINT1_59470.4, SINT1_59470.5, SINT1_59470.1, SINT1_59470.3, SINT1_59470.2, SINT1_59470.6, SINT1_59470.7	KAK4471997.1
OG0000939	SINT1_85540.1, SINT1_85540.5, SINT1_85540.4, SINT1_85540.2, SINT1_85540.3, SINT1_85540.6	KAK4468842.1
OG0000940	SINT1_5770.1, SINT1_5770.2, SINT1_5770.3	KAK4475887.1
OG0000941	SINT1_32120.2, SINT1_32120.3, SINT1_32120.1, SINT1_32120.4	KAK4472578.1
OG0000942	SINT1_16080.3, SINT1_16080.1, SINT1_16080.2	KAK4474779.1
OG0000943	SINT1_28810.3, SINT1_28810.4, SINT1_28810.1, SINT1_28810.2	KAK4472800.1
OG0000944	SINT1_57720.1, SINT1_94860.1	KAK4471183.1
OG0000945	SINT1_11500.9, SINT1_11500.4, SINT1_11500.5, SINT1_11500.2, SINT1_11500.1, SINT1_11500.3, SINT1_11500.6, SINT1_11500.7, SINT1_11500.8	KAK4474600.1
