Orthogroup	schistosoma_spindale	schistosoma_curassoni
OG0000485	SSPN1_18050.2, SSPN1_18050.3, SSPN1_18050.4, SSPN1_18050.6, SSPN1_18050.1, SSPN1_18050.5	SCUR1_13590.1
OG0000487	SSPN1_6040.2, SSPN1_6040.3, SSPN1_6040.1	SCUR1_6150.1
OG0000487	SSPN1_10950.2, SSPN1_93380.1, SSPN1_11950.1	SCUR1_18140.1
OG0000488	SSPN1_82600.3, SSPN1_82620.1, SSPN1_82600.2, SSPN1_82600.1	SCUR1_84660.1
OG0000488	SSPN1_82590.1	SCUR1_84650.1
OG0000489	SSPN1_54920.1	SCUR1_57120.1, SCUR1_57120.2, SCUR1_57120.4, SCUR1_57120.3, SCUR1_57120.5, SCUR1_57120.6
OG0000490	SSPN1_65800.1, SSPN1_65820.1	SCUR1_67700.1
OG0000490	SSPN1_65800.2	SCUR1_67710.1
OG0000491	SSPN1_29160.1	SCUR1_30200.1, SCUR1_30200.3, SCUR1_30200.2, SCUR1_30200.4
OG0000492	SSPN1_61650.1	SCUR1_62390.1, SCUR1_62390.2
OG0000493	SSPN1_45900.1, SSPN1_45900.2, SSPN1_45900.3	SCUR1_47540.1
OG0000493	SSPN1_27920.1	SCUR1_29080.2, SCUR1_29080.1
OG0000495	SSPN1_3040.1, SSPN1_3040.3, SSPN1_3040.4, SSPN1_3040.2, SSPN1_3040.5	SCUR1_3080.2, SCUR1_3080.3, SCUR1_3080.4, SCUR1_3080.5, SCUR1_3080.6, SCUR1_3080.1
OG0000496	SSPN1_33180.6, SSPN1_33180.3, SSPN1_33180.10, SSPN1_33180.5, SSPN1_33180.1, SSPN1_33180.11, SSPN1_33180.8, SSPN1_33180.9, SSPN1_33180.4, SSPN1_33180.2, SSPN1_33180.7	SCUR1_38000.4, SCUR1_38000.3, SCUR1_38000.1, SCUR1_38000.2, SCUR1_38000.5, SCUR1_38000.6, SCUR1_38000.7
OG0000497	SSPN1_5390.1, SSPN1_5390.2	SCUR1_5510.12, SCUR1_5510.7, SCUR1_5520.7, SCUR1_5510.13, SCUR1_5510.15, SCUR1_5520.1, SCUR1_5510.8, SCUR1_5520.6, SCUR1_5510.1, SCUR1_5510.6, SCUR1_5520.4, SCUR1_5520.5, SCUR1_5510.10, SCUR1_5510.5, SCUR1_5510.2, SCUR1_5510.3, SCUR1_5520.3, SCUR1_5510.9, SCUR1_5510.11, SCUR1_5510.14, SCUR1_5510.4, SCUR1_5520.2
OG0000498	SSPN1_24200.1	SCUR1_25180.1
OG0000498	SSPN1_26110.1	SCUR1_27180.1
OG0000499	SSPN1_67910.1	SCUR1_69910.1
OG0000500	SSPN1_11990.1	SCUR1_19170.4, SCUR1_19170.1, SCUR1_19170.3, SCUR1_19170.6, SCUR1_19170.14, SCUR1_19170.11, SCUR1_19170.16, SCUR1_19170.7, SCUR1_19170.18, SCUR1_19170.9, SCUR1_19170.15, SCUR1_19170.13, SCUR1_19170.2, SCUR1_19170.5, SCUR1_19170.8, SCUR1_19170.12, SCUR1_19170.17, SCUR1_19170.10
OG0000501	SSPN1_24900.1, SSPN1_24900.2, SSPN1_24900.3	SCUR1_25840.1, SCUR1_25840.3, SCUR1_25840.2, SCUR1_25840.4
OG0000502	SSPN1_35300.1	SCUR1_35710.1, SCUR1_35710.2, SCUR1_35710.4, SCUR1_35710.3
OG0000504	SSPN1_45360.2, SSPN1_45360.1, SSPN1_45360.3	SCUR1_98280.5, SCUR1_98280.1, SCUR1_98280.4, SCUR1_98280.6, SCUR1_98280.2, SCUR1_98280.3, SCUR1_98280.7
OG0000505	SSPN1_39850.1	SCUR1_41260.1
OG0000506	SSPN1_21440.1	SCUR1_9260.1
OG0000507	SSPN1_30220.2, SSPN1_30200.1, SSPN1_30220.1, SSPN1_30220.4, SSPN1_30220.3	SCUR1_31270.1
OG0000508	SSPN1_15470.1, SSPN1_15470.8, SSPN1_15470.9, SSPN1_15470.3, SSPN1_15470.4, SSPN1_15470.6, SSPN1_15470.2, SSPN1_15470.5, SSPN1_15470.7	SCUR1_15190.2, SCUR1_15190.5, SCUR1_15190.1, SCUR1_15190.4, SCUR1_15190.6, SCUR1_15190.3
OG0000509	SSPN1_47870.2, SSPN1_47870.1, SSPN1_47870.3	SCUR1_49520.1
OG0000509	SSPN1_49340.3, SSPN1_49340.1, SSPN1_49340.2, SSPN1_49340.4	SCUR1_50980.1, SCUR1_50980.2
OG0000510	SSPN1_75860.1, SSPN1_75860.2	SCUR1_78290.1, SCUR1_78280.1
OG0000510	SSPN1_75880.2, SSPN1_75880.1, SSPN1_75880.3	SCUR1_78310.1
OG0000511	SSPN1_69670.1, SSPN1_69690.3, SSPN1_69690.1, SSPN1_69690.2	SCUR1_71830.1, SCUR1_71820.1, SCUR1_71800.1
OG0000512	SSPN1_49840.2, SSPN1_49840.3, SSPN1_49840.7, SSPN1_49840.1, SSPN1_49840.4, SSPN1_49840.6, SSPN1_49840.8, SSPN1_49840.9, SSPN1_49840.5	SCUR1_51490.1
OG0000513	SSPN1_57660.1	SCUR1_66840.1
OG0000514	SSPN1_44130.1	SCUR1_96290.12, SCUR1_96290.7, SCUR1_96290.1, SCUR1_96290.3, SCUR1_96290.6
OG0000515	SSPN1_15870.7, SSPN1_15870.2, SSPN1_15870.3, SSPN1_15870.1, SSPN1_15870.5, SSPN1_15870.4, SSPN1_15870.6	SCUR1_14800.4, SCUR1_14800.2, SCUR1_14800.1, SCUR1_14800.3
OG0000516	SSPN1_60920.6, SSPN1_60920.1, SSPN1_60920.4, SSPN1_60920.7, SSPN1_60920.3, SSPN1_60920.8, SSPN1_60920.10, SSPN1_60920.5, SSPN1_60920.9, SSPN1_60920.11, SSPN1_60920.12, SSPN1_60920.2	SCUR1_63090.1
OG0000517	SSPN1_24930.5, SSPN1_24930.2, SSPN1_24930.4, SSPN1_24930.1, SSPN1_24930.3	SCUR1_25870.6, SCUR1_25870.8, SCUR1_25870.1, SCUR1_25870.4, SCUR1_25870.7, SCUR1_25870.5, SCUR1_25870.2, SCUR1_25870.3
OG0000520	SSPN1_20400.8, SSPN1_20400.1, SSPN1_20400.9, SSPN1_20400.2, SSPN1_20400.4, SSPN1_20400.5, SSPN1_20400.7, SSPN1_20400.3, SSPN1_20400.6	SCUR1_26180.1, SCUR1_26190.1, SCUR1_74590.1, SCUR1_58280.1, SCUR1_52910.1, SCUR1_52910.2, SCUR1_52910.3, SCUR1_52910.4
OG0000521	SSPN1_68890.1, SSPN1_68890.3, SSPN1_68890.2, SSPN1_68890.4	SCUR1_70920.2, SCUR1_70920.1, SCUR1_70920.4, SCUR1_70920.3
OG0000522	SSPN1_55100.1, SSPN1_55110.1, SSPN1_55120.1, SSPN1_55130.1, SSPN1_55090.1, SSPN1_93160.1, SSPN1_93140.1, SSPN1_55080.1	SCUR1_98980.1, SCUR1_91180.1, SCUR1_91200.1, SCUR1_98990.1
OG0000523	SSPN1_74180.1	SCUR1_76420.1
OG0000524	SSPN1_17080.1	SCUR1_12560.1, SCUR1_12560.5, SCUR1_12560.3, SCUR1_12560.4, SCUR1_12560.2
OG0000525	SSPN1_48870.1, SSPN1_48870.2, SSPN1_48870.4, SSPN1_48870.3	SCUR1_50590.5, SCUR1_50590.6, SCUR1_50590.4, SCUR1_50590.3, SCUR1_50590.1, SCUR1_50590.2
OG0000526	SSPN1_13830.1, SSPN1_13830.2, SSPN1_13830.3	SCUR1_16920.7, SCUR1_16920.1, SCUR1_16920.2, SCUR1_16920.3, SCUR1_16920.4, SCUR1_16920.6, SCUR1_16920.8, SCUR1_16920.5
OG0000527	SSPN1_11880.6, SSPN1_11880.7, SSPN1_11880.8, SSPN1_11880.9, SSPN1_11880.4, SSPN1_11880.5, SSPN1_11880.1, SSPN1_11880.2, SSPN1_11880.3	SCUR1_19070.1
OG0000528	SSPN1_38720.1	SCUR1_32210.1, SCUR1_32210.2, SCUR1_32210.3
OG0000529	SSPN1_14980.1	SCUR1_15730.1
OG0000529	SSPN1_24460.1	SCUR1_25430.1
OG0000530	SSPN1_89530.1	SCUR1_91800.2, SCUR1_91800.1
OG0000530	SSPN1_92260.1	SCUR1_94420.1
OG0000530	SSPN1_92270.1	SCUR1_94430.1
OG0000531	SSPN1_74840.1, SSPN1_74840.2	SCUR1_77150.1, SCUR1_77150.2, SCUR1_77150.3, SCUR1_77150.4, SCUR1_77150.6, SCUR1_77150.7, SCUR1_77150.8, SCUR1_77150.5, SCUR1_77150.9
OG0000532	SSPN1_4830.2, SSPN1_4830.3	SCUR1_4960.4, SCUR1_4960.6
OG0000533	SSPN1_12040.1, SSPN1_12040.6, SSPN1_12040.2, SSPN1_12040.3, SSPN1_12040.4, SSPN1_12040.5	SCUR1_19240.1, SCUR1_19240.2, SCUR1_19240.3
OG0000534	SSPN1_68160.5, SSPN1_68160.2, SSPN1_68160.3, SSPN1_68160.1, SSPN1_68160.4	SCUR1_70170.1
OG0000535	SSPN1_56830.1	SCUR1_58740.4, SCUR1_58740.2, SCUR1_58740.3, SCUR1_58740.5, SCUR1_58740.6, SCUR1_58740.9, SCUR1_58740.1
OG0000535	SSPN1_56830.2, SSPN1_56830.3	SCUR1_58740.7, SCUR1_58740.8
OG0000535	SSPN1_56830.4	SCUR1_58740.10
OG0000536	SSPN1_58740.9	SCUR1_65740.1
OG0000537	SSPN1_51690.1, SSPN1_51690.2, SSPN1_51690.3, SSPN1_51690.4, SSPN1_51690.5, SSPN1_51690.6	SCUR1_53460.1
OG0000538	SSPN1_82510.1, SSPN1_82530.1, SSPN1_82540.1, SSPN1_82540.2, SSPN1_82500.1, SSPN1_82500.2	SCUR1_84600.1, SCUR1_84630.1, SCUR1_91100.1, SCUR1_91110.1, SCUR1_84610.1, SCUR1_91110.2, SCUR1_91120.1
OG0000539	SSPN1_45260.1	SCUR1_46870.3, SCUR1_46870.7, SCUR1_46870.5, SCUR1_46870.2, SCUR1_46870.1, SCUR1_46870.4, SCUR1_46870.6, SCUR1_46870.8
OG0000540	SSPN1_5590.1	SCUR1_5720.1, SCUR1_5720.2, SCUR1_5720.3, SCUR1_5720.5, SCUR1_5720.6, SCUR1_5720.7, SCUR1_5720.8, SCUR1_5720.9, SCUR1_5720.4
OG0000541	SSPN1_27730.1, SSPN1_27730.5, SSPN1_27730.2, SSPN1_27730.3, SSPN1_27730.4	SCUR1_28910.1
OG0000542	SSPN1_84070.1	SCUR1_85890.1, SCUR1_85890.2, SCUR1_85890.3, SCUR1_85890.4
OG0000543	SSPN1_15540.11, SSPN1_15540.12, SSPN1_15540.13, SSPN1_15540.14, SSPN1_15540.2, SSPN1_15540.4, SSPN1_15540.5, SSPN1_15540.6, SSPN1_15540.7, SSPN1_15540.8, SSPN1_15540.1, SSPN1_15540.10, SSPN1_15540.3, SSPN1_15540.9	SCUR1_15120.1
OG0000544	SSPN1_76880.1	SCUR1_99030.1, SCUR1_99040.1, SCUR1_99030.2, SCUR1_79250.1, SCUR1_79250.2, SCUR1_79250.3, SCUR1_79250.4, SCUR1_79250.5, SCUR1_79250.6
OG0000545	SSPN1_45050.1	SCUR1_46650.1
OG0000545	SSPN1_67090.1	SCUR1_69030.1
OG0000546	SSPN1_28500.3	SCUR1_29570.6
OG0000546	SSPN1_28500.1	SCUR1_29570.4
OG0000546	SSPN1_28500.2	SCUR1_29570.5
OG0000546	SSPN1_28500.4	SCUR1_29570.5
OG0000546	SSPN1_28500.2	SCUR1_29570.7
OG0000546	SSPN1_28500.4	SCUR1_29570.7
OG0000547	SSPN1_85510.1	SCUR1_87400.6, SCUR1_87400.1, SCUR1_87400.2, SCUR1_87400.7, SCUR1_87400.5, SCUR1_87400.3, SCUR1_87400.4
OG0000548	SSPN1_28600.1, SSPN1_28600.2, SSPN1_28600.3, SSPN1_28600.7, SSPN1_28600.4, SSPN1_28600.6, SSPN1_28600.5	SCUR1_29670.1, SCUR1_29670.2
OG0000549	SSPN1_19560.4, SSPN1_19560.3, SSPN1_19560.1, SSPN1_19560.2	SCUR1_10970.4, SCUR1_10970.5, SCUR1_10970.1, SCUR1_10970.2, SCUR1_10970.3
OG0000550	SSPN1_11520.3, SSPN1_11520.1, SSPN1_11520.2	SCUR1_18680.1
OG0000550	SSPN1_11510.2, SSPN1_11510.3, SSPN1_11510.1	SCUR1_18670.1
OG0000551	SSPN1_31700.1	SCUR1_28010.1
OG0000552	SSPN1_5410.1	SCUR1_5540.1
OG0000552	SSPN1_5410.1	SCUR1_5540.3
OG0000552	SSPN1_82870.1	SCUR1_85080.1
OG0000553	SSPN1_91040.2	SCUR1_93220.1
OG0000554	SSPN1_19430.8, SSPN1_19430.9, SSPN1_19430.6, SSPN1_19430.7, SSPN1_19430.2, SSPN1_19430.4, SSPN1_19430.5, SSPN1_19430.3, SSPN1_19430.1	SCUR1_11100.3, SCUR1_11100.1, SCUR1_11100.2, SCUR1_11100.4
OG0000555	SSPN1_42140.1, SSPN1_42140.2, SSPN1_42150.1, SSPN1_42150.3, SSPN1_42150.2, SSPN1_42150.4, SSPN1_42150.5, SSPN1_42150.6	SCUR1_43710.3, SCUR1_43710.1, SCUR1_43710.4, SCUR1_43710.2
OG0000556	SSPN1_58840.4, SSPN1_58840.1, SSPN1_58840.3, SSPN1_58840.5, SSPN1_58840.2	SCUR1_65620.1
OG0000557	SSPN1_33250.1	SCUR1_37930.2, SCUR1_37930.3, SCUR1_37930.6, SCUR1_37930.1, SCUR1_37930.5, SCUR1_37930.7, SCUR1_37930.4
OG0000558	SSPN1_10590.1	SCUR1_17760.1
OG0000559	SSPN1_77690.1, SSPN1_77690.2, SSPN1_77690.3, SSPN1_77690.4	SCUR1_81090.1, SCUR1_81090.2
OG0000560	SSPN1_92770.1, SSPN1_92770.4, SSPN1_92770.2, SSPN1_92770.5, SSPN1_92770.3	SCUR1_94860.1, SCUR1_94860.2, SCUR1_94860.3, SCUR1_94860.4, SCUR1_94860.5, SCUR1_94860.6, SCUR1_94860.8, SCUR1_94860.7, SCUR1_94860.9
OG0000561	SSPN1_91460.1	SCUR1_93670.1
OG0000561	SSPN1_91470.1	SCUR1_93680.1
OG0000562	SSPN1_81550.1	SCUR1_83680.1, SCUR1_100190.1, SCUR1_100190.2, SCUR1_100190.3, SCUR1_100190.4
OG0000563	SSPN1_12780.1	SCUR1_21150.4, SCUR1_21150.5, SCUR1_21150.1, SCUR1_21150.2, SCUR1_21150.6, SCUR1_21150.3
OG0000564	SSPN1_40680.3, SSPN1_40680.1, SSPN1_40680.2, SSPN1_40680.4	SCUR1_42150.2, SCUR1_42150.1, SCUR1_42150.3
OG0000565	SSPN1_3340.4	SCUR1_3420.5
OG0000565	SSPN1_3340.2, SSPN1_3340.5	SCUR1_3420.2, SCUR1_3420.3
OG0000566	SSPN1_79180.1	SCUR1_81380.3, SCUR1_81380.4, SCUR1_81380.1, SCUR1_81380.2
OG0000567	SSPN1_58930.6, SSPN1_58930.4, SSPN1_58930.1, SSPN1_58930.3, SSPN1_58930.5, SSPN1_58930.2	SCUR1_65530.1, SCUR1_65530.3, SCUR1_65530.4, SCUR1_65530.2
OG0000568	SSPN1_54820.1	SCUR1_56880.1
OG0000568	SSPN1_57830.1	SCUR1_66650.1
OG0000568	SSPN1_35980.1	SCUR1_35090.1
OG0000569	SSPN1_20800.1	SCUR1_9560.1
OG0000570	SSPN1_17600.2, SSPN1_17600.4, SSPN1_17600.1, SSPN1_17600.3	SCUR1_13100.1
OG0000571	SSPN1_8820.6, SSPN1_8820.5, SSPN1_8820.7	SCUR1_8830.1, SCUR1_8830.6, SCUR1_8830.7
OG0000571	SSPN1_8820.1, SSPN1_8820.2, SSPN1_8820.3, SSPN1_8820.4, SSPN1_8820.8	SCUR1_8830.2, SCUR1_8830.3, SCUR1_8830.4, SCUR1_8830.5
OG0000572	SSPN1_57310.6, SSPN1_57310.1, SSPN1_57310.5, SSPN1_57310.2, SSPN1_57310.3, SSPN1_57310.4	SCUR1_59220.6, SCUR1_59220.3, SCUR1_59220.2, SCUR1_59220.1, SCUR1_59220.4, SCUR1_59220.5, SCUR1_59220.7
OG0000574	SSPN1_2840.2	SCUR1_2850.1, SCUR1_2850.5, SCUR1_2850.3, SCUR1_2850.2, SCUR1_2850.6, SCUR1_2850.4
OG0000574	SSPN1_2860.1	SCUR1_2880.1
OG0000575	SSPN1_90930.1	SCUR1_93110.2, SCUR1_93110.3, SCUR1_93110.1, SCUR1_97470.2, SCUR1_97470.3, SCUR1_97470.1, SCUR1_97470.4, SCUR1_97470.5
OG0000576	SSPN1_42700.2	SCUR1_44270.4, SCUR1_44270.5
OG0000576	SSPN1_42700.3, SSPN1_42700.5, SSPN1_42700.1, SSPN1_42700.4	SCUR1_44270.6
OG0000577	SSPN1_51340.1	SCUR1_53070.1
OG0000579	SSPN1_69420.1, SSPN1_72680.1	SCUR1_74870.1
OG0000579	SSPN1_69410.1, SSPN1_72710.1	SCUR1_74900.1, SCUR1_74920.1
OG0000579	SSPN1_72690.1	SCUR1_74880.1, SCUR1_74890.1
OG0000579	SSPN1_72720.1	SCUR1_74940.1
OG0000580	SSPN1_31770.1	SCUR1_39390.2, SCUR1_39390.1, SCUR1_39390.3, SCUR1_39390.4
OG0000580	SSPN1_38500.1	SCUR1_32440.1
OG0000581	SSPN1_63150.10	SCUR1_60990.1
OG0000582	SSPN1_79960.1	SCUR1_82190.1
OG0000582	SSPN1_79970.1	SCUR1_82200.1
OG0000582	SSPN1_79980.1	SCUR1_82210.1
OG0000583	SSPN1_63520.1, SSPN1_63520.2	SCUR1_60530.1, SCUR1_60530.2
OG0000584	SSPN1_27370.6, SSPN1_27370.7, SSPN1_27370.1, SSPN1_27370.8, SSPN1_27370.2, SSPN1_27370.4, SSPN1_27370.5, SSPN1_27370.3	SCUR1_28550.1
OG0000585	SSPN1_5790.1	SCUR1_5900.1
OG0000586	SSPN1_29930.2, SSPN1_29930.4, SSPN1_29930.6, SSPN1_29930.1, SSPN1_29930.5, SSPN1_29930.7, SSPN1_29930.3	SCUR1_31040.6, SCUR1_31040.1, SCUR1_31040.8, SCUR1_31040.11, SCUR1_31040.12, SCUR1_31040.5, SCUR1_31040.7, SCUR1_31040.9, SCUR1_31040.2, SCUR1_31040.3, SCUR1_31040.4, SCUR1_31040.10
OG0000587	SSPN1_59630.1	SCUR1_64760.1
OG0000587	SSPN1_21450.1	SCUR1_9270.1
OG0000588	SSPN1_21760.1	SCUR1_22490.4, SCUR1_22490.6, SCUR1_22490.5, SCUR1_22490.7, SCUR1_22490.1, SCUR1_22490.2, SCUR1_22490.9, SCUR1_22490.8, SCUR1_22490.3
OG0000589	SSPN1_53080.1	SCUR1_54910.1
OG0000590	SSPN1_28100.1	SCUR1_97370.1
OG0000590	SSPN1_28100.1	SCUR1_97370.2
OG0000590	SSPN1_39330.7, SSPN1_39330.2	SCUR1_40720.6, SCUR1_40720.1
OG0000591	SSPN1_3350.1	SCUR1_3430.1
OG0000592	SSPN1_29800.1	SCUR1_30850.1
OG0000593	SSPN1_39060.2, SSPN1_39060.1, SSPN1_39060.5, SSPN1_39060.4, SSPN1_39060.6, SSPN1_39060.3	SCUR1_31810.1
OG0000594	SSPN1_47740.1	SCUR1_49370.2, SCUR1_49370.3, SCUR1_49370.5, SCUR1_49370.6, SCUR1_49370.7, SCUR1_49370.4, SCUR1_49370.1
OG0000595	SSPN1_46200.4, SSPN1_46200.2, SSPN1_46200.1, SSPN1_46200.3, SSPN1_46200.5	SCUR1_47820.8, SCUR1_47820.3, SCUR1_47820.7, SCUR1_47820.5, SCUR1_47820.6, SCUR1_47820.9, SCUR1_47820.2, SCUR1_47820.1, SCUR1_47820.4
OG0000597	SSPN1_55310.1, SSPN1_55480.1	SCUR1_95420.1, SCUR1_57200.1, SCUR1_57200.6, SCUR1_57200.3, SCUR1_57200.4, SCUR1_57200.2, SCUR1_57200.5, SCUR1_57370.1
OG0000598	SSPN1_17430.1, SSPN1_17430.2	SCUR1_12940.6, SCUR1_12940.3, SCUR1_12940.4, SCUR1_12940.5, SCUR1_12940.1, SCUR1_12940.2
OG0000599	SSPN1_61540.1	SCUR1_62520.7, SCUR1_62520.2, SCUR1_62520.6, SCUR1_62520.1, SCUR1_62520.4, SCUR1_62520.3, SCUR1_62520.5
OG0000600	SSPN1_64900.1, SSPN1_64900.4, SSPN1_64900.2, SSPN1_64900.3, SSPN1_64900.5	SCUR1_100020.1, SCUR1_100010.1, SCUR1_100330.2, SCUR1_100330.1, SCUR1_100330.3, SCUR1_100330.4
OG0000601	SSPN1_91380.1	SCUR1_93570.1
OG0000601	SSPN1_39690.3, SSPN1_39690.1, SSPN1_39690.2	SCUR1_41110.1
OG0000602	SSPN1_15510.1	SCUR1_15150.6, SCUR1_15150.1, SCUR1_15150.2, SCUR1_15150.4, SCUR1_15150.5, SCUR1_15150.3
OG0000603	SSPN1_48730.1	SCUR1_50400.1, SCUR1_50400.2, SCUR1_50400.3, SCUR1_50400.4
OG0000604	SSPN1_31580.2, SSPN1_31580.1, SSPN1_31580.3, SSPN1_31580.4, SSPN1_31580.5	SCUR1_39560.1
OG0000605	SSPN1_26460.1	SCUR1_27570.1
OG0000605	SSPN1_26420.1	SCUR1_27530.1
OG0000606	SSPN1_5210.1	SCUR1_5340.1
OG0000607	SSPN1_30000.1	SCUR1_31100.1
OG0000608	SSPN1_49130.1	SCUR1_50770.3, SCUR1_50770.4, SCUR1_50770.1, SCUR1_50770.2
OG0000609	SSPN1_26320.2, SSPN1_26320.1, SSPN1_26320.3, SSPN1_26320.4	SCUR1_27440.2, SCUR1_27440.3, SCUR1_27440.5, SCUR1_27440.4, SCUR1_27440.1, SCUR1_27440.6
OG0000610	SSPN1_27120.2, SSPN1_27120.1	SCUR1_28320.1
OG0000610	SSPN1_22030.1	SCUR1_22730.1, SCUR1_22730.2
OG0000611	SSPN1_41790.1	SCUR1_43320.2, SCUR1_43320.1
OG0000611	SSPN1_41820.1	SCUR1_43340.1
OG0000611	SSPN1_41800.1, SSPN1_41810.1	SCUR1_43330.1
OG0000612	SSPN1_8770.5, SSPN1_8770.2, SSPN1_8770.1, SSPN1_8770.3, SSPN1_8770.4, SSPN1_8770.6	SCUR1_8780.2, SCUR1_8780.1, SCUR1_8780.3
OG0000613	SSPN1_33890.3, SSPN1_33890.4, SSPN1_33890.5, SSPN1_33890.1, SSPN1_33890.2	SCUR1_37250.2, SCUR1_37250.4, SCUR1_37250.6, SCUR1_37250.3, SCUR1_37250.5, SCUR1_37250.7, SCUR1_37250.1
OG0000614	SSPN1_42860.3, SSPN1_42860.5, SSPN1_42860.8, SSPN1_42860.1, SSPN1_42860.2, SSPN1_42860.6, SSPN1_42860.4, SSPN1_42860.7	SCUR1_44430.3, SCUR1_44430.4, SCUR1_44430.2, SCUR1_44430.1
OG0000615	SSPN1_17750.6, SSPN1_17750.7, SSPN1_17750.5, SSPN1_17750.1, SSPN1_17750.2, SSPN1_17750.4, SSPN1_17750.3	SCUR1_13270.1, SCUR1_13270.5, SCUR1_13270.6, SCUR1_13270.3, SCUR1_13270.2, SCUR1_13270.4
OG0000617	SSPN1_78790.4, SSPN1_78790.1, SSPN1_78790.2, SSPN1_78790.3, SSPN1_78790.5	SCUR1_80350.1
OG0000618	SSPN1_34500.3, SSPN1_34500.7, SSPN1_34500.9, SSPN1_34500.5, SSPN1_34500.4, SSPN1_34500.6, SSPN1_34500.8, SSPN1_34500.1, SSPN1_34500.2	SCUR1_36610.4, SCUR1_36610.5, SCUR1_36610.1, SCUR1_36610.6, SCUR1_36610.7, SCUR1_36610.2, SCUR1_36610.3
OG0000619	SSPN1_940.1, SSPN1_940.2, SSPN1_940.3, SSPN1_940.4, SSPN1_940.5, SSPN1_940.6, SSPN1_940.7, SSPN1_940.8, SSPN1_940.9	SCUR1_600.1
OG0000620	SSPN1_15310.1	SCUR1_15360.1
OG0000620	SSPN1_44170.1	SCUR1_45740.1
OG0000621	SSPN1_28980.1	SCUR1_30010.5, SCUR1_30010.1, SCUR1_30010.2, SCUR1_30010.3, SCUR1_30010.4
OG0000622	SSPN1_70540.12, SSPN1_70540.9, SSPN1_70540.11, SSPN1_70540.14, SSPN1_70540.15, SSPN1_70540.5, SSPN1_70540.3, SSPN1_70540.6, SSPN1_70540.8, SSPN1_70540.10, SSPN1_70540.7, SSPN1_70540.13, SSPN1_70540.16, SSPN1_70540.4	SCUR1_72600.1
OG0000623	SSPN1_17590.1, SSPN1_17590.2	SCUR1_13080.1, SCUR1_13090.10, SCUR1_13090.5, SCUR1_13090.3, SCUR1_13090.4, SCUR1_13090.2, SCUR1_13090.8, SCUR1_13090.1, SCUR1_13090.11, SCUR1_13090.6, SCUR1_13090.7, SCUR1_13090.9
OG0000624	SSPN1_27890.1, SSPN1_27890.2, SSPN1_27890.3	SCUR1_29060.1, SCUR1_29060.2, SCUR1_29060.3
OG0000625	SSPN1_33530.7	SCUR1_37660.1
OG0000626	SSPN1_52930.4, SSPN1_52930.5, SSPN1_52930.2, SSPN1_52930.1, SSPN1_52930.6	SCUR1_54770.1, SCUR1_54770.2
OG0000627	SSPN1_19670.1	SCUR1_11970.5, SCUR1_11970.2, SCUR1_11970.3, SCUR1_11970.1, SCUR1_11970.4
OG0000628	SSPN1_63070.1, SSPN1_63070.2, SSPN1_63060.1	SCUR1_100750.1, SCUR1_61060.4, SCUR1_61060.1, SCUR1_61060.2, SCUR1_61060.3, SCUR1_100750.2, SCUR1_100750.3
OG0000629	SSPN1_32170.1, SSPN1_32170.2, SSPN1_32170.3, SSPN1_32170.4, SSPN1_32170.5	SCUR1_38980.1
OG0000630	SSPN1_56870.1, SSPN1_56870.2	SCUR1_58790.1
OG0000631	SSPN1_58810.3, SSPN1_58810.4, SSPN1_58810.1, SSPN1_58810.2	SCUR1_65660.1
OG0000631	SSPN1_63040.1	SCUR1_100730.1, SCUR1_61080.1
OG0000632	SSPN1_17870.6, SSPN1_17870.3, SSPN1_17870.1, SSPN1_17870.2, SSPN1_17870.4, SSPN1_17870.5, SSPN1_17870.7	SCUR1_13390.1
OG0000633	SSPN1_50800.1, SSPN1_50800.2, SSPN1_50800.3, SSPN1_50800.4	SCUR1_52530.1, SCUR1_52530.2
OG0000634	SSPN1_28260.1	SCUR1_36040.1
OG0000636	SSPN1_91110.1, SSPN1_91110.2	SCUR1_93290.3, SCUR1_93290.1, SCUR1_93290.2, SCUR1_93290.4, SCUR1_93290.6, SCUR1_93290.5, SCUR1_93290.7
OG0000637	SSPN1_48010.1	SCUR1_97250.2, SCUR1_97250.1, SCUR1_97250.3
OG0000638	SSPN1_65300.1, SSPN1_65300.2, SSPN1_65300.4, SSPN1_65300.3	SCUR1_64010.1
OG0000639	SSPN1_62360.2, SSPN1_62360.1, SSPN1_62360.3	SCUR1_61730.3, SCUR1_61730.1, SCUR1_61730.2
OG0000640	SSPN1_81590.1	SCUR1_84480.1, SCUR1_83740.1, SCUR1_83780.1, SCUR1_95430.1
OG0000641	SSPN1_6630.1	SCUR1_6620.1
OG0000641	SSPN1_4400.1	SCUR1_4510.1
OG0000642	SSPN1_62280.1, SSPN1_62280.3, SSPN1_62280.2, SSPN1_62280.4	SCUR1_61800.10, SCUR1_61800.2, SCUR1_61800.4, SCUR1_61800.3, SCUR1_61800.7, SCUR1_61800.8, SCUR1_61800.9, SCUR1_61800.5, SCUR1_61800.1, SCUR1_61800.6
OG0000643	SSPN1_50320.1	SCUR1_52010.1, SCUR1_52010.2
OG0000644	SSPN1_92040.4, SSPN1_92040.5, SSPN1_92040.9, SSPN1_92040.6, SSPN1_92040.1, SSPN1_92040.2, SSPN1_92040.3, SSPN1_92040.10, SSPN1_92040.11, SSPN1_92040.7, SSPN1_92040.8	SCUR1_98210.1, SCUR1_94200.3, SCUR1_94200.4, SCUR1_94200.1, SCUR1_94200.2
